ID,Year,Award,Producer,Product,State,Region,WID,Name,Type,Status,Website,Facebook,Instagram,Google,Yelp,TripAdvisor,Untappd,Latitude,Longitude
71,2018,🏅 Finalist,Nashi Orchards,Chojuro Asian Pear Perry,Washington,North,435,Nashi Orchards,Cider,Active,http://www.nashiorchards.com/,https://www.facebook.com/nashiorchards,https://www.instagram.com/nashi_orchards/,https://maps.google.com/?cid=12360902013052761069,https://www.yelp.com/biz/nashi-orchards-winery-vashon,https://www.tripadvisor.com/Attraction_Review-g58805-d9564025,https://untappd.com/w/nashi-orchards/113169,47.375697,-122.504058
72,2018,🏅 Finalist,South Hill Cider,Old Time Cider,New York,East,578,South Hill Cider,Cider,Active,http://www.southhillcider.com/,https://www.facebook.com/SouthHillCider,https://www.instagram.com/southhillcider/,https://maps.google.com/?cid=12183207821191518039,https://www.yelp.com/biz/south-hill-cider-ithaca,https://www.tripadvisor.com/Attraction_Review-g47958-d19354538,https://untappd.com/w/south-hill-cider/162707,42.3915,-76.522136
73,2019,🏆 Winner,Big Fish Cider,Highland Scrumpy,Virginia,South,127,Big Fish Cider Co.,Cider,Active,http://www.bigfishcider.com/,https://www.facebook.com/BigFishCider/,https://www.instagram.com/big_fish_cider/,https://maps.google.com/?cid=10686446551531832863,https://www.yelp.com/biz/big-fish-cider-monterey,https://www.tripadvisor.com/Attraction_Review-g57982-d10413095,https://untappd.com/w/big-fish-cider-co/202963,38.412304,-79.58293
74,2019,🏆 Winner,Blue Bee Cider,Hewe's Crab,Virginia,South,146,Blue Bee Cider,Cider,Active,https://www.bluebeecider.com/,https://www.facebook.com/BlueBeeCider,https://www.instagram.com/bluebeecider/,https://maps.google.com/?cid=17761175602688407320,https://www.yelp.com/biz/blue-bee-cider-richmond,https://www.tripadvisor.com/Attraction_Review-g60893-d4749979,https://untappd.com/w/blue-bee-cider/62200,37.5916262,-77.4888875
75,2019,🏆 Winner,Blue Bee Cider,Harrison,Virginia,South,146,Blue Bee Cider,Cider,Active,https://www.bluebeecider.com/,https://www.facebook.com/BlueBeeCider,https://www.instagram.com/bluebeecider/,https://maps.google.com/?cid=17761175602688407320,https://www.yelp.com/biz/blue-bee-cider-richmond,https://www.tripadvisor.com/Attraction_Review-g60893-d4749979,https://untappd.com/w/blue-bee-cider/62200,37.5916262,-77.4888875
76,2019,🏆 Winner,Dragon’s Head Cider,Kingston Black Cider,Washington,North,244,Dragon's Head Cider,Cider,Active,http://www.dragonsheadcider.com/,,https://www.instagram.com/dragonsheadcider/,https://maps.google.com/?cid=2526574753760904159,https://www.yelp.com/biz/dragons-head-cider-vashon,,https://untappd.com/w/dragons-head-cider/36168,47.441428,-122.473876
77,2019,🏆 Winner,Fable Farm & Fermentory,Emanation,Vermont,East,267,Fable Farm Fermentory,Cider,Active,http://fablefarmfermentory.com/,,https://www.instagram.com/fablefarm,https://maps.google.com/?cid=14696832772230359937,,,https://untappd.com/w/fable-farm-and-fermentory/169332,43.74077,-72.590858
78,2019,🏆 Winner,Far West Cider Co,OB Amarillo,California,West,933,Far West Cider,Cider,Active,http://farwestcider.com/,https://www.facebook.com/FarWestCider/,https://www.instagram.com/farwestcider/,https://maps.google.com/?cid=3187943752465403398,https://www.yelp.com/biz/far-west-cider-co-richmond,,https://untappd.com/FarWestCiderCo,37.9052441,-122.3648724
79,2019,🏆 Winner,Finnriver Farm & Cidery,Golden Russet,Washington,North,276,Finnriver Farm & Cidery,Cider,Active,https://www.finnriver.com/,https://www.facebook.com/finnriver,https://www.instagram.com/finnriver/,https://maps.google.com/?cid=1802892066987578987,https://www.yelp.com/biz/finnriver-farm-and-cidery-chimacum,https://www.tripadvisor.com/Attraction_Review-g58399-d10595866,https://untappd.com/w/finnriver-farm-and-cidery/3008,48.0097371,-122.7694043
80,2019,🏆 Winner,KC Ciderworks,Reserve Series,Missouri,Central,364,KC Wineworks,Wine,Active,https://kcwineworks.com/,https://www.facebook.com/kcwineworks,https://www.instagram.com/kcwineworks,https://maps.google.com/?cid=12253214208142636646,https://www.yelp.com/biz/kc-wineworks-kansas-city,https://www.tripadvisor.com/Attraction_Review-g44535-d14991755,https://untappd.com/w/kc-wineworks/291213,39.09061,-94.579843
81,2019,🏆 Winner,Lassen Traditional Cider,Farmhouse Dry Cider,California,West,380,Lassen Traditional Cider,Cider,Active,https://www.lassencider.com/,https://www.facebook.com/lassencider/,https://www.instagram.com/lassencider/,https://maps.google.com/?cid=10315637006146688710,,,https://untappd.com/w/lassen-traditional-cidery/297567,39.714697,-121.820272
82,2019,🏆 Winner,Liberty Ciderworks,Heirloom Series McIntosh,Washington,North,387,Liberty Ciderworks,Cider,Active,http://libertycider.com/,https://www.facebook.com/LibertyCider,https://www.instagram.com/libertycider/,https://maps.google.com/?cid=14868081944798289423,https://www.yelp.com/biz/liberty-ciderworks-spokane-3,https://www.tripadvisor.com/Restaurant_Review-g58759-d17373965,https://untappd.com/w/liberty-ciderworks/106336,47.655356,-117.418438
83,2019,🏆 Winner,Portersfield Cider,Ridlon 16/2,Maine,East,489,Portersfield Cider,Cider,Active,https://www.portersfieldcider.com/,https://www.facebook.com/portersfieldcider,https://www.instagram.com/portersfield_cider,https://maps.google.com/?cid=15131843143212544489,https://www.yelp.com/biz/portersfield-cider-pownal,https://www.tripadvisor.com/Attraction_Review-g40828-d14787659,https://untappd.com/w/portersfield-cider/216472,43.8842535,-70.1672604
84,2019,🏆 Winner,Soquel Cider – Everett Family Farm,Laura's Orchard,California,West,576,Soquel Cider,Cider,Active,https://everettfamilyfarm.com/,,https://www.instagram.com/everettfamilyfarm/,https://maps.google.com/?cid=10056858576597960489,https://www.yelp.com/biz/everett-family-farm-soquel,,https://untappd.com/w/soquel-cider/278869,37.015707,-121.951697
85,2019,🏆 Winner,Stormalong Cider,Red Skies at Night,Massachusetts,East,600,Stormalong Cider,Cider,Active,https://www.stormalong.com/,https://www.facebook.com/stormalongcider/,https://www.instagram.com/stormalongcider/,https://maps.google.com/?cid=9791117786097773397,,,https://untappd.com/w/stormalong-cider/182598,42.231425,-71.362237
86,2019,🏅 Finalist,Argus Cidery,Ozark Brut,Texas,South,96,Argus Cidery,Cider,Active,http://www.arguscidery.com/,https://www.facebook.com/arguscidery,https://www.instagram.com/arguscidery/,,,,https://untappd.com/w/argus-cidery/10075,30.1755719,-97.7833058
87,2019,🏅 Finalist,Big B’s,Somerset,Colorado,Central,126,Big B's Hard Cider,Cider,Active,http://www.bigbs.com/,https://www.facebook.com/visitbigbs,https://www.instagram.com/drinkbigbs,https://maps.google.com/?cid=78577038036310991,https://www.yelp.com/biz/delicious-orchards-hotchkiss,https://www.tripadvisor.com/Restaurant_Review-g33588-d4471856,https://untappd.com/w/big-bs-fabulous-juices/100389,38.860785,-107.626061
88,2019,🏅 Finalist,Finnriver Farm & Cidery,Pommeau,Washington,North,276,Finnriver Farm & Cidery,Cider,Active,https://www.finnriver.com/,https://www.facebook.com/finnriver,https://www.instagram.com/finnriver/,https://maps.google.com/?cid=1802892066987578987,https://www.yelp.com/biz/finnriver-farm-and-cidery-chimacum,https://www.tripadvisor.com/Attraction_Review-g58399-d10595866,https://untappd.com/w/finnriver-farm-and-cidery/3008,48.0097371,-122.7694043
89,2019,🏅 Finalist,KC Ciderworks,Crossroads Apfel,Missouri,Central,364,KC Wineworks,Wine,Active,https://kcwineworks.com/,https://www.facebook.com/kcwineworks,https://www.instagram.com/kcwineworks,https://maps.google.com/?cid=12253214208142636646,https://www.yelp.com/biz/kc-wineworks-kansas-city,https://www.tripadvisor.com/Attraction_Review-g44535-d14991755,https://untappd.com/w/kc-wineworks/291213,39.09061,-94.579843
90,2019,🏅 Finalist,KC Ciderworks,Hibiscus Orange Apfel,Missouri,Central,364,KC Wineworks,Wine,Active,https://kcwineworks.com/,https://www.facebook.com/kcwineworks,https://www.instagram.com/kcwineworks,https://maps.google.com/?cid=12253214208142636646,https://www.yelp.com/biz/kc-wineworks-kansas-city,https://www.tripadvisor.com/Attraction_Review-g44535-d14991755,https://untappd.com/w/kc-wineworks/291213,39.09061,-94.579843
91,2019,🏅 Finalist,Santa Cruz Cider Company,Strawberry Cider,California,West,543,Santa Cruz Cider Co.,Cider,Active,http://www.santacruzciderco.com/,https://www.facebook.com/santacruzciderco/,https://www.instagram.com/santacruzciderco/,https://maps.google.com/?cid=16427348691643937890,https://www.yelp.com/biz/santa-cruz-cider-watsonville-2,,https://untappd.com/w/santa-cruz-cider-company/95411,36.959789,-122.048975
92,2019,🏅 Finalist,Shacksbury,Rosé Cider,Vermont,East,557,Shacksbury Cider,Cider,Active,http://www.shacksbury.com/,,https://www.instagram.com/shacksbury/,https://maps.google.com/?cid=3671325142868281556,https://www.yelp.com/biz/shacksbury-cider-vergennes,https://www.tripadvisor.com/Attraction_Review-g57429-d12946890,https://untappd.com/w/shacksbury-cider/129613,44.177191,-73.245354
93,2019,🏅 Finalist,Soquel Cider,Flagship,California,West,576,Soquel Cider,Cider,Active,https://everettfamilyfarm.com/,,https://www.instagram.com/everettfamilyfarm/,https://maps.google.com/?cid=10056858576597960489,https://www.yelp.com/biz/everett-family-farm-soquel,,https://untappd.com/w/soquel-cider/278869,37.015707,-121.951697
94,2019,🏅 Finalist,Sundström Cider,Cider/Cider (2017),New York,East,605,Sundström Cider,Cider,Active,https://www.sundstromcider.com/,,https://www.instagram.com/sundstromcider/,,,,https://untappd.com/w/sundstra-m-cider/235426,41.953426,-73.792075
95,2019,🏅 Finalist,Urban Tree,Vintage Gala,Georgia,South,661,Urban Tree Hard Cider,Cider,Active,https://urbantreecidery.com/,https://www.facebook.com/UrbanTreeCider/,https://www.instagram.com/urbantreecider/,,,,https://untappd.com/w/urban-tree-cidery/260157,33.794905,-84.414797
96,2019,🏅 Finalist,WildCraft Cider Works,Elderberry Perry,Oregon,North,688,WildCraft Cider Works,Cider,Active,https://wildcraftciderworks.com/,https://www.facebook.com/WildCraftCiderWorks/,https://www.instagram.com/wildcraftcider/,https://maps.google.com/?cid=15001881032430403771,https://www.yelp.com/biz/wildcraft-cider-works-eugene,https://www.tripadvisor.com/Restaurant_Review-g51862-d8277583,https://untappd.com/w/wildcraft-cider-works/159780,44.055602,-123.097306
97,2019,🏅 Finalist,Wrangletown,Feisty Dog,California,West,701,Wrangletown Cider Company,Cider,Inactive,https://www.wrangletowncidercompany.com/,https://www.facebook.com/WrangletownCiderCompany,https://www.instagram.com/wrangletown_cider/,https://maps.google.com/?cid=666976479590707488,,https://www.tripadvisor.com/Attraction_Review-g29106-d13478606,https://untappd.com/w/wrangletown-cider-company/233181,40.87026,-124.09237
98,2020,🏆 Winner,Albemarle CiderWorks,Harrison,Virginia,South,83,Albemarle CiderWorks,Cider,Active,http://www.albemarleciderworks.com/,https://www.facebook.com/AlbCiderWorks/,https://www.instagram.com/albciderworks/,https://maps.google.com/?cid=18144857979395006290,https://www.yelp.com/biz/albemarle-ciderworks-north-garden,https://www.tripadvisor.com/Attraction_Review-g58029-d1632465,https://untappd.com/w/albemarle-ciderworks/17761,37.966531,-78.650136
99,2020,🏆 Winner,Big B’s Hard Cider,Harry Masters Jersey,Colorado,Central,126,Big B's Hard Cider,Cider,Active,http://www.bigbs.com/,https://www.facebook.com/visitbigbs,https://www.instagram.com/drinkbigbs,https://maps.google.com/?cid=78577038036310991,https://www.yelp.com/biz/delicious-orchards-hotchkiss,https://www.tripadvisor.com/Restaurant_Review-g33588-d4471856,https://untappd.com/w/big-bs-fabulous-juices/100389,38.860785,-107.626061
100,2020,🏆 Winner,Champlain Orchards Cidery,Honeycrisp,Vermont,East,188,Champlain Orchards,Cider,Active,https://www.champlainorchards.com/,https://www.facebook.com/ChamplainOrchards/,https://www.instagram.com/champlainorchards/,https://maps.google.com/?cid=12438523521595198148,https://www.yelp.com/biz/champlain-orchards-shoreham-2,https://www.tripadvisor.com/Attraction_Review-g57398-d9867509,https://untappd.com/w/champlain-orchards/20547,43.856854,-73.353028
101,2020,🏆 Winner,Champlain Orchards Cidery,Redfield - Estate Series,Vermont,East,188,Champlain Orchards,Cider,Active,https://www.champlainorchards.com/,https://www.facebook.com/ChamplainOrchards/,https://www.instagram.com/champlainorchards/,https://maps.google.com/?cid=12438523521595198148,https://www.yelp.com/biz/champlain-orchards-shoreham-2,https://www.tripadvisor.com/Attraction_Review-g57398-d9867509,https://untappd.com/w/champlain-orchards/20547,43.856854,-73.353028
102,2020,🏆 Winner,Goat Rock Cider Company,Rosé Cider,California,West,1011,Goat Rock Cider Company,Cider,Active,https://www.goatrockcider.com/,https://www.facebook.com/goatrockcider,https://www.instagram.com/goatrockcider/,https://maps.google.com/?cid=1379702709501392841,,,https://untappd.com/w/goat-rock-cider-company/427829,38.2734373,-122.6643955
103,2020,🏆 Winner,Gowan’s Heirloom Cider,Macintosh Applewine Cider,California,West,303,Gowan's Heirloom Ciders,Cider,Active,http://www.gowansheirloomcider.com/,https://www.facebook.com/gowanscider/,https://www.instagram.com/gowanscider/,https://maps.google.com/?cid=14585432541984297394,https://www.yelp.com/biz/gowan-s-cider-philo,https://www.tripadvisor.com/Attraction_Review-g32878-d23631277,https://untappd.com/w/gowans-hard-cider/200818,39.0869042,-123.4751758
104,2020,🏆 Winner,Gowan’s Heirloom Cider,Gravenstein Cider,California,West,303,Gowan's Heirloom Ciders,Cider,Active,http://www.gowansheirloomcider.com/,https://www.facebook.com/gowanscider/,https://www.instagram.com/gowanscider/,https://maps.google.com/?cid=14585432541984297394,https://www.yelp.com/biz/gowan-s-cider-philo,https://www.tripadvisor.com/Attraction_Review-g32878-d23631277,https://untappd.com/w/gowans-hard-cider/200818,39.0869042,-123.4751758
105,2020,🏆 Winner,Gypsy Circus Cider Company,PuppetMaster: Whiskey Barrel Vaudevillian,Tennessee,South,312,Gypsy Circus,Cider,Active,https://gypsycircuscider.com/,https://www.facebook.com/GypsyCircusCider/,https://www.instagram.com/gypsycircuscider/,https://maps.google.com/?cid=4520512866262691085,https://www.yelp.com/biz/gypsy-circus-taproom-kingsport,https://www.tripadvisor.com/Attraction_Review-g55135-d12818214,https://untappd.com/w/gypsy-circus-cider-company/226304,36.520022,-82.51794
106,2020,🏆 Winner,Hemly Cider,Sloughouse Jalapeno Pear Cider,California,West,327,Hemly Cider,Cider,Active,https://www.hemlycider.com/,https://www.facebook.com/hemlycider,https://www.instagram.com/hemlycider/,https://maps.google.com/?cid=16671569982279655432,https://www.yelp.com/biz/hemly-cider-courtland,https://tripadvisor.com/Attraction_Review-g32258-d24092111,https://untappd.com/w/hemly-cider/248913,38.3152957,-121.5646309
107,2020,🏆 Winner,Liberty Ciderworks,English Style IV,Washington,North,387,Liberty Ciderworks,Cider,Active,http://libertycider.com/,https://www.facebook.com/LibertyCider,https://www.instagram.com/libertycider/,https://maps.google.com/?cid=14868081944798289423,https://www.yelp.com/biz/liberty-ciderworks-spokane-3,https://www.tripadvisor.com/Restaurant_Review-g58759-d17373965,https://untappd.com/w/liberty-ciderworks/106336,47.655356,-117.418438
108,2020,🏆 Winner,Madrone Cider,The Reserve Blend,Washington,North,919,Madrone Cellars & Cider,Wine,Active,https://madronecellars.com/,https://www.facebook.com/madronecellars,https://www.instagram.com/madronecellars_cider/,https://maps.google.com/?cid=4819408985436567114,https://www.yelp.com/biz/madrone-cellars-and-cider-friday-harbor,https://www.tripadvisor.com/Attraction_Review-g60957-d21166624,https://untappd.com/MadroneCider,48.5351226,-123.0164504
109,2020,🏆 Winner,Stem Ciders,New Hampshire Heritage,Colorado,Central,592,Stem Ciders,Cider,Active,http://stemciders.com/,https://www.facebook.com/stemciders/,https://www.instagram.com/stemciders/,https://maps.google.com/?cid=14948853403840338868,https://www.yelp.com/biz/stem-ciders-denver,https://www.tripadvisor.com/Restaurant_Review-g33388-d26714132,https://untappd.com/w/stem-ciders/102829,39.761635,-104.983791
110,2020,🏆 Winner,Stormalong Cider,Light of the Sun,Massachusetts,East,600,Stormalong Cider,Cider,Active,https://www.stormalong.com/,https://www.facebook.com/stormalongcider/,https://www.instagram.com/stormalongcider/,https://maps.google.com/?cid=9791117786097773397,,,https://untappd.com/w/stormalong-cider/182598,42.231425,-71.362237
111,2020,🏆 Winner,Urban Tree Hard Cider,Habanero Haze,Georgia,South,661,Urban Tree Hard Cider,Cider,Active,https://urbantreecidery.com/,https://www.facebook.com/UrbanTreeCider/,https://www.instagram.com/urbantreecider/,,,,https://untappd.com/w/urban-tree-cidery/260157,33.794905,-84.414797
112,2020,🏆 Winner,Virtue Cider,The Mitten,Michigan,Central,63,Virtue Cider,Cider,Active,http://www.virtuecider.com/,https://www.facebook.com/virtuecider,https://www.instagram.com/virtuecider/,https://maps.google.com/?cid=8731167836057791034,https://www.yelp.com/biz/virtue-farm-fennville,https://www.tripadvisor.com/Attraction_Review-g42198-d7159911,https://untappd.com/w/virtue-cider/24608,42.57688,-86.15187
113,2020,🏆 Winner,Virtue Cider,Michigan Cherry,Michigan,Central,63,Virtue Cider,Cider,Active,http://www.virtuecider.com/,https://www.facebook.com/virtuecider,https://www.instagram.com/virtuecider/,https://maps.google.com/?cid=8731167836057791034,https://www.yelp.com/biz/virtue-farm-fennville,https://www.tripadvisor.com/Attraction_Review-g42198-d7159911,https://untappd.com/w/virtue-cider/24608,42.57688,-86.15187
114,2020,🏆 Winner,WildCraft Cider Works,Pisgah Heritage,Oregon,North,688,WildCraft Cider Works,Cider,Active,https://wildcraftciderworks.com/,https://www.facebook.com/WildCraftCiderWorks/,https://www.instagram.com/wildcraftcider/,https://maps.google.com/?cid=15001881032430403771,https://www.yelp.com/biz/wildcraft-cider-works-eugene,https://www.tripadvisor.com/Restaurant_Review-g51862-d8277583,https://untappd.com/w/wildcraft-cider-works/159780,44.055602,-123.097306
115,2020,🏅 Finalist,Finnriver Farm & Cidery,Pear Cider,Washington,North,276,Finnriver Farm & Cidery,Cider,Active,https://www.finnriver.com/,https://www.facebook.com/finnriver,https://www.instagram.com/finnriver/,https://maps.google.com/?cid=1802892066987578987,https://www.yelp.com/biz/finnriver-farm-and-cidery-chimacum,https://www.tripadvisor.com/Attraction_Review-g58399-d10595866,https://untappd.com/w/finnriver-farm-and-cidery/3008,48.0097371,-122.7694043
116,2020,🏅 Finalist,Gypsy Circus Cider Company,Vaudevillian,Tennessee,South,312,Gypsy Circus,Cider,Active,https://gypsycircuscider.com/,https://www.facebook.com/GypsyCircusCider/,https://www.instagram.com/gypsycircuscider/,https://maps.google.com/?cid=4520512866262691085,https://www.yelp.com/biz/gypsy-circus-taproom-kingsport,https://www.tripadvisor.com/Attraction_Review-g55135-d12818214,https://untappd.com/w/gypsy-circus-cider-company/226304,36.520022,-82.51794
117,2020,🏅 Finalist,Lassen Traditional Cider,Newtown Pippin,California,West,380,Lassen Traditional Cider,Cider,Active,https://www.lassencider.com/,https://www.facebook.com/lassencider/,https://www.instagram.com/lassencider/,https://maps.google.com/?cid=10315637006146688710,,,https://untappd.com/w/lassen-traditional-cidery/297567,39.714697,-121.820272
118,2020,🏅 Finalist,Potter’s Craft Cider,Farmhouse Dry,Virginia,South,491,Potter's Craft Cider,Cider,Active,https://potterscraftcider.com/,https://www.facebook.com/potterscraftcider,https://www.instagram.com/potterscraftcider/,https://maps.google.com/?cid=5866852060832925678,https://www.yelp.com/biz/potters-craft-cider-charlottesville-2,https://www.tripadvisor.com/Attraction_Review-g57592-d19722718,https://untappd.com/w/potters-craft-cider/30119,37.9986534,-78.5798492
119,2020,🏅 Finalist,Stormalong Cider,Peariful,Massachusetts,East,600,Stormalong Cider,Cider,Active,https://www.stormalong.com/,https://www.facebook.com/stormalongcider/,https://www.instagram.com/stormalongcider/,https://maps.google.com/?cid=9791117786097773397,,,https://untappd.com/w/stormalong-cider/182598,42.231425,-71.362237
120,2020,🏅 Finalist,SILO Distillery,Semi-Dry Cider,Vermont,East,939,Silo Distillery,Legacy,Active,https://www.silodistillery.com/,https://www.facebook.com/SILOdistillery/,https://www.instagram.com/silo_distillery/,https://maps.google.com/?cid=13929316213702109032,https://www.yelp.com/biz/silo-distillery-windsor,https://www.tripadvisor.com/Attraction_Review-g57474-d7269735,https://untappd.com/SILO_Cider,43.5143504,-72.402142
121,2020,🏅 Finalist,Stem Ciders,Winesap,Colorado,Central,592,Stem Ciders,Cider,Active,http://stemciders.com/,https://www.facebook.com/stemciders/,https://www.instagram.com/stemciders/,https://maps.google.com/?cid=14948853403840338868,https://www.yelp.com/biz/stem-ciders-denver,https://www.tripadvisor.com/Restaurant_Review-g33388-d26714132,https://untappd.com/w/stem-ciders/102829,39.761635,-104.983791
122,2020,🏅 Finalist,Tieton Cider Works,Single Variety Ashmead’s Kernel,Washington,North,635,Tieton Cider Works,Cider,Active,https://tietonciderworks.com/,https://www.facebook.com/tietonciderworks/,https://www.instagram.com/tietonciderworks/,https://maps.google.com/?cid=9208093896298438407,https://www.yelp.com/biz/tieton-cider-works-yakima,https://www.tripadvisor.com/Attraction_Review-g58838-d7991577,https://untappd.com/w/tieton-cider-works/10804,46.615859,-120.521786
123,2021,🏆 Winner,Big B’s Hard Cider,White Buffalo,Colorado,Central,126,Big B's Hard Cider,Cider,Active,http://www.bigbs.com/,https://www.facebook.com/visitbigbs,https://www.instagram.com/drinkbigbs,https://maps.google.com/?cid=78577038036310991,https://www.yelp.com/biz/delicious-orchards-hotchkiss,https://www.tripadvisor.com/Restaurant_Review-g33588-d4471856,https://untappd.com/w/big-bs-fabulous-juices/100389,38.860785,-107.626061
124,2021,🏆 Winner,Eden Specialty Ciders,Eden Cellar Series: Pomme de Glace Ice Cider,Vermont,East,255,Eden Ciders,Cider,Active,https://www.edenciders.com/,https://facebook.com/edenspecialtyciders,https://www.instagram.com/edenciders/,https://maps.google.com/?cid=1133141626652589768,https://www.yelp.com/biz/northeast-kingdom-tasting-center-newport,https://www.tripadvisor.com/Restaurant_Review-g57335-d4675348,https://untappd.com/w/eden-specialty-ciders/13108,44.935976,-72.209246
125,2021,🏆 Winner,Ethic Ciders,Warren Pear,California,West,263,Ethic Ciders,Cider,Active,https://ethicciders.com/,,https://www.instagram.com/ethicciders/,https://maps.google.com/?cid=8690271967777704135,https://www.yelp.com/biz/ethic-ciders-sebastopol,,https://untappd.com/w/ethic-ciders/355517,38.4257764,-122.8569459
126,2021,🏆 Winner,Fable Farm Fermentory,Emanation,Vermont,East,267,Fable Farm Fermentory,Cider,Active,http://fablefarmfermentory.com/,,https://www.instagram.com/fablefarm,https://maps.google.com/?cid=14696832772230359937,,,https://untappd.com/w/fable-farm-and-fermentory/169332,43.74077,-72.590858
127,2021,🏆 Winner,Fable Farm Fermentory,Fluxion,Vermont,East,267,Fable Farm Fermentory,Cider,Active,http://fablefarmfermentory.com/,,https://www.instagram.com/fablefarm,https://maps.google.com/?cid=14696832772230359937,,,https://untappd.com/w/fable-farm-and-fermentory/169332,43.74077,-72.590858
128,2021,🏆 Winner,Farmstead,Kelly Street,Wyoming,North,909,Farmstead Cider,Cider,Active,https://farmsteadwyo.com/,https://www.facebook.com/farmsteadcider,https://www.instagram.com/farmsteadcider/,https://maps.google.com/?cid=17159845861173496600,,,https://untappd.com/w/farmstead-cider/430386,43.4201872,-110.7769249
129,2021,🏆 Winner,James Creek Cider House,Russets & 'Twigs 2019,North Carolina,South,354,James Creek Cider House,Cider,Active,https://jamescreekciderhouse.com/,https://www.facebook.com/jamescreekciderhouse,https://www.instagram.com/jamescreekciderhouse/,https://maps.google.com/?cid=8654485681895206331,https://www.yelp.com/biz/james-creek-cider-house-cameron,,https://untappd.com/w/james-creek-cider-house/291592,35.336069,-79.245782
130,2021,🏆 Winner,Lassen Traditional Cider,Filigreen Farm,California,West,380,Lassen Traditional Cider,Cider,Active,https://www.lassencider.com/,https://www.facebook.com/lassencider/,https://www.instagram.com/lassencider/,https://maps.google.com/?cid=10315637006146688710,,,https://untappd.com/w/lassen-traditional-cidery/297567,39.714697,-121.820272
131,2021,🏆 Winner,Liberty Ciderworks,Heirloom Series McIntosh,Washington,North,387,Liberty Ciderworks,Cider,Active,http://libertycider.com/,https://www.facebook.com/LibertyCider,https://www.instagram.com/libertycider/,https://maps.google.com/?cid=14868081944798289423,https://www.yelp.com/biz/liberty-ciderworks-spokane-3,https://www.tripadvisor.com/Restaurant_Review-g58759-d17373965,https://untappd.com/w/liberty-ciderworks/106336,47.655356,-117.418438
132,2021,🏆 Winner,Liberty Ciderworks,55 Chain,Washington,North,387,Liberty Ciderworks,Cider,Active,http://libertycider.com/,https://www.facebook.com/LibertyCider,https://www.instagram.com/libertycider/,https://maps.google.com/?cid=14868081944798289423,https://www.yelp.com/biz/liberty-ciderworks-spokane-3,https://www.tripadvisor.com/Restaurant_Review-g58759-d17373965,https://untappd.com/w/liberty-ciderworks/106336,47.655356,-117.418438
133,2021,🏆 Winner,Liberty Ciderworks,Heirloom Series Golden Russet,Washington,North,387,Liberty Ciderworks,Cider,Active,http://libertycider.com/,https://www.facebook.com/LibertyCider,https://www.instagram.com/libertycider/,https://maps.google.com/?cid=14868081944798289423,https://www.yelp.com/biz/liberty-ciderworks-spokane-3,https://www.tripadvisor.com/Restaurant_Review-g58759-d17373965,https://untappd.com/w/liberty-ciderworks/106336,47.655356,-117.418438
134,2021,🏆 Winner,Madrone Cellars & Cider,Barrel Aged Currant,Washington,North,919,Madrone Cellars & Cider,Wine,Active,https://madronecellars.com/,https://www.facebook.com/madronecellars,https://www.instagram.com/madronecellars_cider/,https://maps.google.com/?cid=4819408985436567114,https://www.yelp.com/biz/madrone-cellars-and-cider-friday-harbor,https://www.tripadvisor.com/Attraction_Review-g60957-d21166624,https://untappd.com/MadroneCider,48.5351226,-123.0164504
135,2021,🏆 Winner,Snow Capped Cider,Dabinett,Colorado,Central,569,Snow Capped Cider,Cider,Active,http://www.snowcappedcider.com/,https://www.facebook.com/snowcappedcider/,https://www.instagram.com/snowcappedcider/,https://maps.google.com/?cid=373602255640136887,,,https://untappd.com/w/snow-capped-cider/130549,38.898619,-107.924961
136,2021,🏆 Winner,Snow Capped Cider,Harrison,Colorado,Central,569,Snow Capped Cider,Cider,Active,http://www.snowcappedcider.com/,https://www.facebook.com/snowcappedcider/,https://www.instagram.com/snowcappedcider/,https://maps.google.com/?cid=373602255640136887,,,https://untappd.com/w/snow-capped-cider/130549,38.898619,-107.924961
137,2021,🏆 Winner,Stormalong Cider,Ashmead's Kernel,Massachusetts,East,600,Stormalong Cider,Cider,Active,https://www.stormalong.com/,https://www.facebook.com/stormalongcider/,https://www.instagram.com/stormalongcider/,https://maps.google.com/?cid=9791117786097773397,,,https://untappd.com/w/stormalong-cider/182598,42.231425,-71.362237
138,2021,🏆 Winner,Wise Bird Cider Co.,Hewe's Crab,Kentucky,South,697,Wise Bird Cider,Cider,Active,https://www.wisebirdcider.com/,https://www.facebook.com/wisebirdciderco,https://www.instagram.com/wisebirdcider/,https://maps.google.com/?cid=15445502611486474709,https://www.yelp.com/biz/wise-bird-cider-lexington-2,https://www.tripadvisor.com/Attraction_Review-g39588-d17700703,https://untappd.com/WiseBirdCiderCo,38.055559,-84.517713
139,2021,🏆 Winner,Wise Bird Cider Co.,Pommeau,Kentucky,South,697,Wise Bird Cider,Cider,Active,https://www.wisebirdcider.com/,https://www.facebook.com/wisebirdciderco,https://www.instagram.com/wisebirdcider/,https://maps.google.com/?cid=15445502611486474709,https://www.yelp.com/biz/wise-bird-cider-lexington-2,https://www.tripadvisor.com/Attraction_Review-g39588-d17700703,https://untappd.com/WiseBirdCiderCo,38.055559,-84.517713
