ID,Category,Medal,Medalist,Producer,Entry,Country,Subcategory,WID,Order,Website,Facebook,Instagram,Google,TripAdvisor,Untappd,Latitude,Longitude
44,Naturally Sparkling Cider,🥈 SILVER,Lucia Maria Melchiori,Lucia Maria Melchiori,CUVéE - Classic Method,Italy,Bottle Fermented - Dry,2092,5,https://sidroitaliano.it/,https://www.facebook.com/LMMelchiori/,https://www.instagram.com/melchiori_parola_di_luciamaria/,https://maps.google.com/?cid=15784129180909501372,https://www.tripadvisor.com/Restaurant_Review-g1425773-d3571906,https://untappd.com/w/melchiori/26188,46.3193865,11.0960328
45,Naturally Sparkling Cider,🥈 SILVER,Lucia Maria Melchiori,Lucia Maria Melchiori,RENETTA - Ancestral Method,Italy,Bottle Fermented - Dry,2092,5,https://sidroitaliano.it/,https://www.facebook.com/LMMelchiori/,https://www.instagram.com/melchiori_parola_di_luciamaria/,https://maps.google.com/?cid=15784129180909501372,https://www.tripadvisor.com/Restaurant_Review-g1425773-d3571906,https://untappd.com/w/melchiori/26188,46.3193865,11.0960328
49,Naturally Sparkling Cider,🥈 SILVER,Obst- & Weingut Brüggenwirth,Obst- und Weingut Brüggenwirth,Craft Apfelgold Cider,Germany,Bottle Fermented,2828,5,https://brueggenwirth.de/,https://www.facebook.com/obsthofbrueggenwirth,https://www.instagram.com/obsthofbrueggenwirth/,https://maps.google.com/?cid=5975244823985496105,,,52.35643,9.34768
78,Naturally Sparkling Cider,🥉 BRONZE,Biddenden Vineyards,Biddenden Vineyards,Biddenden Sparkling Cider 2021,England,Bottle Fermented - Dry,1217,5,https://biddendenvineyards.com/,https://www.facebook.com/BiddendenVineyard,https://www.instagram.com/biddendenvineyard/,https://maps.google.com/?cid=13309985689707675393,https://www.tripadvisor.com/Attraction_Review-g503896-d2103288,https://untappd.com/brewery/6644,51.0953762,0.6400535
82,Naturally Sparkling Cider,🥉 BRONZE,Ciderie de Gerdeneer,Ciderie de Gerdeneer,Hoog Savelsbos 2020,Netherlands,Bottle Fermented - Dry,2741,5,https://degerdeneer.nl/,https://www.facebook.com/degerdeneer/,https://www.instagram.com/degerdeneer/,https://maps.google.com/?cid=9834372315692684807,https://www.tripadvisor.com/Attraction_Review-g188578-d25373838,https://untappd.com/w/de-gerdeneer/489323,51.3788223,6.1095963
83,Naturally Sparkling Cider,🥉 BRONZE,Ciderie de Gerdeneer,Ciderie de Gerdeneer,Sterling 2021,Netherlands,Bottle Fermented - Dry,2741,5,https://degerdeneer.nl/,https://www.facebook.com/degerdeneer/,https://www.instagram.com/degerdeneer/,https://maps.google.com/?cid=9834372315692684807,https://www.tripadvisor.com/Attraction_Review-g188578-d25373838,https://untappd.com/w/de-gerdeneer/489323,51.3788223,6.1095963
90,Naturally Sparkling Cider,🥉 BRONZE,Cidrerie Milton,Cidrerie Milton,Honeycrisp Sour,Canada,Bottle Fermented - Dry,750,5,https://cidreriemilton.com/,https://facebook.com/cidreriemilton,https://instagram.com/cidreriemilton,https://maps.google.com/?cid=9570102942420505240,https://www.tripadvisor.com/Attraction_Review-g11547718-d10105070,https://untappd.com/CidrerieMilton,45.483424,-72.759531
91,Naturally Sparkling Cider,🥉 BRONZE,Cidrerie Milton,Cidrerie Milton,Rubinette,Canada,Bottle Fermented - Dry,750,5,https://cidreriemilton.com/,https://facebook.com/cidreriemilton,https://instagram.com/cidreriemilton,https://maps.google.com/?cid=9570102942420505240,https://www.tripadvisor.com/Attraction_Review-g11547718-d10105070,https://untappd.com/CidrerieMilton,45.483424,-72.759531
92,Naturally Sparkling Cider,🥉 BRONZE,Cidre Le Brun,Cidres Bigoud,Cidre artisanal brut (Dry craft cider),France,Bottle Conditioned - Dry,1586,5,https://cidrelebrun.com/,,https://www.instagram.com/cidrelebrun,https://maps.google.com/?cid=5387381455239409930,,https://untappd.com/brewery/31897,47.925263,-4.344798
94,Naturally Sparkling Cider,🥉 BRONZE,Cidre Le Brun,Cidres Bigoud,cidre brut IGP (dry cider PGI),France,Bottle Conditioned - Dry,1586,5,https://cidrelebrun.com/,,https://www.instagram.com/cidrelebrun,https://maps.google.com/?cid=5387381455239409930,,https://untappd.com/brewery/31897,47.925263,-4.344798
116,Naturally Sparkling Cider,🥉 BRONZE,Obst- & Weingut Brüggenwirth,Obst- und Weingut Brüggenwirth,Fairytale Apfelgold Cider,Germany,Bottle Conditioned - Dry,2828,5,https://brueggenwirth.de/,https://www.facebook.com/obsthofbrueggenwirth,https://www.instagram.com/obsthofbrueggenwirth/,https://maps.google.com/?cid=5975244823985496105,,,52.35643,9.34768
117,Naturally Sparkling Cider,🥉 BRONZE,Obst- & Weingut Brüggenwirth,Obst- und Weingut Brüggenwirth,Orchard Apfelgold Cider,Germany,Bottle Fermented,2828,5,https://brueggenwirth.de/,https://www.facebook.com/obsthofbrueggenwirth,https://www.instagram.com/obsthofbrueggenwirth/,https://maps.google.com/?cid=5975244823985496105,,,52.35643,9.34768
133,Naturally Sparkling Cider,🥉 BRONZE,Tinston Wines & Ciders,Tinston Wines & Ciders,Tinston Best 2021,England,Bottle Fermented - Dry,1942,5,https://tinstonwinecider.com/,https://www.facebook.com/tinstonwinecider/,https://www.instagram.com/tinstonwinecider/,https://maps.google.com/?cid=11983981920527513059,,https://untappd.com/w/tinston/488266,51.0442035,-0.2590182
139,Naturally Sparkling Cider,🥉 BRONZE,Sidra El Gaitero,"Valle, Ballina y Fernandez",Pomarina,Spain,Bottle Conditioned - Dry,1314,5,https://www.sidraelgaitero.com/,https://www.facebook.com/grupoelgaitero,https://www.instagram.com/grupoelgaitero/,https://maps.google.com/?cid=15753532318992345137,https://www.tripadvisor.com/Attraction_Review-g608997-d3239389,https://untappd.com/brewery/4266,43.4923237,-5.4230532
35,Pear Cider,🥈 SILVER,Fils de Pomme,Fils de Pomme,Poiré,France,,3175,6,https://fils-de-pomme.com/,https://www.facebook.com/filsdepomme,https://www.instagram.com/filsdepomme/,https://maps.google.com/?cid=8093403779791398976,,https://untappd.com/w/fils-de-pa-mme/335627,48.8707036,2.3440637
79,Pear Cider,🥉 BRONZE,Brothers Drinks,Brothers Drinks Co,Babycham,England,Perry,1107,6,https://brotherscider.co.uk/,https://www.facebook.com/BrothersCider,https://www.instagram.com/brotherscider,https://maps.google.com/?cid=1454211960614674654,,https://untappd.com/BrothersCider,51.1901603,-2.5369188
86,Pear Cider,🥉 BRONZE,Der Kleine Cidre Betrieb,Cidre.Betrieb Nussbaum,Poiré 2022,Germany,Perry,2979,6,https://www.cidre-betrieb.de/,,https://www.instagram.com/der.kleine.cidre.betrieb/,,,,51.7417954,8.0415368
95,Pear Cider,🥉 BRONZE,Cidre Le Brun,Cidres Bigoud,Pear cider,France,,1586,6,https://cidrelebrun.com/,,https://www.instagram.com/cidrelebrun,https://maps.google.com/?cid=5387381455239409930,,https://untappd.com/brewery/31897,47.925263,-4.344798
118,Pear Cider,🥉 BRONZE,Appleblood Cider,ppm cider,Fairy Perry 2022,Italy,,3028,6,https://applebloodcider.com/,https://www.facebook.com/applebloodcider,https://www.instagram.com/applebloodcider/,https://maps.google.com/?cid=14977227174949746380,,https://untappd.com/w/apple-blood-cider/474058,46.1746392,11.0989943
126,Pear Cider,🥉 BRONZE,Sidewood Estate,Sidewood Estate,Sidewood Pear Cider,Australia,,1916,6,https://sidewood.com.au/,https://www.facebook.com/SidewoodEstate/,https://www.instagram.com/sidewoodestate/,https://maps.google.com/?cid=16006910239256404559,https://www.tripadvisor.com.au/Attraction_Review-g499710-d19238424,https://untappd.com/w/sidewood-estate/118552,-35.0207278,138.7945874
29,Rosé Cider,🥈 SILVER,Dunham Press Cider,Dunham Press Cider,Little Red Devil,England,,2524,7,https://www.dunhamcider.co.uk/,https://www.facebook.com/dunhampresscider,,https://maps.google.com/?cid=6980479073802538327,,https://untappd.com/w/dunham-press/280450,53.3944331,-2.4141146
36,Rosé Cider,🥈 SILVER,Cidrerie Beaupré,Groupe de Courtage Omni,Cidrerie Beaupré - Rosé,Canada,Fruit,3177,7,https://cidreriebeaupre.com/,,,https://maps.google.com/?cid=1558829279204972008,,https://untappd.com/w/cidre-beaupre-groupe-geloso/21487,45.611095,-73.6743478
43,Rosé Cider,🥈 SILVER,Lucia Maria Melchiori,Lucia Maria Melchiori,Con Brio Rosè,Italy,,2092,7,https://sidroitaliano.it/,https://www.facebook.com/LMMelchiori/,https://www.instagram.com/melchiori_parola_di_luciamaria/,https://maps.google.com/?cid=15784129180909501372,https://www.tripadvisor.com/Restaurant_Review-g1425773-d3571906,https://untappd.com/w/melchiori/26188,46.3193865,11.0960328
88,Rosé Cider,🥉 BRONZE,Cidrerie Milton,Cidrerie Milton,CID Rosé,Canada,,750,7,https://cidreriemilton.com/,https://facebook.com/cidreriemilton,https://instagram.com/cidreriemilton,https://maps.google.com/?cid=9570102942420505240,https://www.tripadvisor.com/Attraction_Review-g11547718-d10105070,https://untappd.com/CidrerieMilton,45.483424,-72.759531
93,Rosé Cider,🥉 BRONZE,Cidre Le Brun,Cidres Bigoud,Cidre artisanal rosé (Rosé cider),France,,1586,7,https://cidrelebrun.com/,,https://www.instagram.com/cidrelebrun,https://maps.google.com/?cid=5387381455239409930,,https://untappd.com/brewery/31897,47.925263,-4.344798
101,Rosé Cider,🥉 BRONZE,Loïc Raison,Eclor Entreprises,Louis Raison Rouge Délice,France,,1369,7,https://www.loicraison.fr/,https://www.facebook.com/CidreLoicRaison/,https://www.instagram.com/loicraison/,https://maps.google.com/?cid=15768587504697904757,,https://untappd.com/w/loic-raison/18640,48.070267,-1.394779
120,Rosé Cider,🥉 BRONZE,Sandford Orchards,Sandford Orchards,Devon Rosé,England,,1243,7,https://www.sandfordorchards.co.uk/,https://www.facebook.com/sandfordorchards,https://www.instagram.com/sandfordorchards/,https://maps.google.com/?cid=2784404680033020235,https://www.tripadvisor.com/Attraction_Review-g635675-d14758900,https://untappd.com/brewery/14080,50.7886749,-3.6453966
26,Speciality Cider,🥈 SILVER,Savanna,Distell,Savanna Chilled Chilli,South Africa,Herbs & Spices,3180,8,https://www.savanna.co.za/,https://www.facebook.com/SavannaCider/,https://www.instagram.com/savannacider/,https://maps.google.com/?cid=947674074671053030,,https://untappd.com/w/distell-ltd/14203,-26.1124355,28.0584239
27,Speciality Cider,🥈 SILVER,Savanna,Distell,Savanna Dry,South Africa,Sweet,3180,8,https://www.savanna.co.za/,https://www.facebook.com/SavannaCider/,https://www.instagram.com/savannacider/,https://maps.google.com/?cid=947674074671053030,,https://untappd.com/w/distell-ltd/14203,-26.1124355,28.0584239
28,Speciality Cider,🥈 SILVER,Savanna,Distell,Savanna Light,South Africa,Sweet,3180,8,https://www.savanna.co.za/,https://www.facebook.com/SavannaCider/,https://www.instagram.com/savannacider/,https://maps.google.com/?cid=947674074671053030,,https://untappd.com/w/distell-ltd/14203,-26.1124355,28.0584239
60,Speciality Cider,🥈 SILVER,Terre Cartusiae,TERRE CARTUSIAE Società Agricola,TERRE CARTUSIAE - sidro vivace,Italy,Dry,3112,8,https://terrecartusiae.com/,https://www.facebook.com/profile.php?id=61550312412145,,https://maps.google.com/?cid=11370456585342224345,,https://untappd.com/w/terre-cartusiae/513760,45.7882616,12.0067675
71,Speciality Cider,🥉 BRONZE,Arba Wine,Arba Wine,Adem Alma,Kazakhstan,,2068,8,https://arbawine.com/,https://www.facebook.com/ArbaWine.Kazakhstan/,https://www.instagram.com/arba_wine/,https://maps.google.com/?cid=9591225049119199140,https://www.tripadvisor.com/Attraction_Review-g298251-d10130564,https://untappd.com/w/arba-wine/537702,43.259781,76.940675
87,Speciality Cider,🥉 BRONZE,Cidrerie Milton,Cidrerie Milton,CID Cuivré,Canada,,750,8,https://cidreriemilton.com/,https://facebook.com/cidreriemilton,https://instagram.com/cidreriemilton,https://maps.google.com/?cid=9570102942420505240,https://www.tripadvisor.com/Attraction_Review-g11547718-d10105070,https://untappd.com/CidrerieMilton,45.483424,-72.759531
97,Speciality Cider,🥉 BRONZE,Savanna,Distell,Savanna Angry Lemon,South Africa,Fruit - Citrus,3180,8,https://www.savanna.co.za/,https://www.facebook.com/SavannaCider/,https://www.instagram.com/savannacider/,https://maps.google.com/?cid=947674074671053030,,https://untappd.com/w/distell-ltd/14203,-26.1124355,28.0584239
98,Speciality Cider,🥉 BRONZE,Savanna,Distell,Savanna Non Alcoholic,South Africa,,3180,8,https://www.savanna.co.za/,https://www.facebook.com/SavannaCider/,https://www.instagram.com/savannacider/,https://maps.google.com/?cid=947674074671053030,,https://untappd.com/w/distell-ltd/14203,-26.1124355,28.0584239
127,Speciality Cider,🥉 BRONZE,Terre Cartusiae,Terre Cartusiae Società Agricola,Terre Cartusiae - Sidro Dolce,Italy,Sweet,3112,8,https://terrecartusiae.com/,https://www.facebook.com/profile.php?id=61550312412145,,https://maps.google.com/?cid=11370456585342224345,,https://untappd.com/w/terre-cartusiae/513760,45.7882616,12.0067675
128,Speciality Cider,🥉 BRONZE,Terre Cartusiae,Terre Cartusiae Società Agricola,Terre Cartusiae- Sidro Medio,Italy,Medium,3112,8,https://terrecartusiae.com/,https://www.facebook.com/profile.php?id=61550312412145,,https://maps.google.com/?cid=11370456585342224345,,https://untappd.com/w/terre-cartusiae/513760,45.7882616,12.0067675
6,Tannin Led Cider,🏆TROPHY,Sandford Orchards,Sandford Orchards,The General,England,,1243,9,https://www.sandfordorchards.co.uk/,https://www.facebook.com/sandfordorchards,https://www.instagram.com/sandfordorchards/,https://maps.google.com/?cid=2784404680033020235,https://www.tripadvisor.com/Attraction_Review-g635675-d14758900,https://untappd.com/brewery/14080,50.7886749,-3.6453966
9,Tannin Led Cider,🥇 GOLD,Brothers Drinks,Brothers Drinks Co,Showerings,England,Dry,1107,9,https://brotherscider.co.uk/,https://www.facebook.com/BrothersCider,https://www.instagram.com/brotherscider,https://maps.google.com/?cid=1454211960614674654,,https://untappd.com/BrothersCider,51.1901603,-2.5369188
13,Tannin Led Cider,🥇 GOLD,Loïc Raison,Eclor Entreprises,Loïc Raison Doux,France,Sweet,1369,9,https://www.loicraison.fr/,https://www.facebook.com/CidreLoicRaison/,https://www.instagram.com/loicraison/,https://maps.google.com/?cid=15768587504697904757,,https://untappd.com/w/loic-raison/18640,48.070267,-1.394779
30,Tannin Led Cider,🥈 SILVER,Écusson,Eclor Entreprises,Ecusson Doux,France,Sweet,3182,9,https://www.cidre-ecusson.com/,https://www.facebook.com/CidreEcusson/,https://www.instagram.com/cidreecusson/,https://maps.google.com/?cid=4055962133986878795,,https://untappd.com/w/cidres-ecusson/15641,48.8279643,2.2657746
32,Tannin Led Cider,🥈 SILVER,Loïc Raison,Eclor Entreprises,Loïc Raison Brut,France,Dry,1369,9,https://www.loicraison.fr/,https://www.facebook.com/CidreLoicRaison/,https://www.instagram.com/loicraison/,https://maps.google.com/?cid=15768587504697904757,,https://untappd.com/w/loic-raison/18640,48.070267,-1.394779
33,Tannin Led Cider,🥈 SILVER,F.H. Prager,F.H.Prager,F.H. Prager Cider 11,Czechia,Medium,2052,9,https://fhprager.cz/,https://www.facebook.com/FHPrager,https://www.instagram.com/fhprager/,https://maps.google.com/?cid=5646652119245236581,,https://untappd.com/FHPrager,49.9773812,14.3938187
42,Tannin Led Cider,🥈 SILVER,Kilmegan Cider,Kilmegan Cider,Kilmegan,Northern Ireland,Dry,3111,9,https://kilmegancider.com/,https://www.facebook.com/kilmegancider/,https://www.instagram.com/kilmegancider/,https://maps.google.com/?cid=3112578667047542739,,https://untappd.com/w/kilmegan-cider/140693,54.2647881,-5.8813588
52,Tannin Led Cider,🥈 SILVER,Robinsons Cider,Robinsons Cider,Premium Medium,England,Medium,1529,9,https://www.robinsonscider.com/,,https://www.instagram.com/robinsonscider/,,,https://untappd.com/w/robinsons-cider/137056,52.3161762,-2.639219
55,Tannin Led Cider,🥈 SILVER,Sandford Orchards,Sandford Orchards,Sandford Reserve,England,Medium,1243,9,https://www.sandfordorchards.co.uk/,https://www.facebook.com/sandfordorchards,https://www.instagram.com/sandfordorchards/,https://maps.google.com/?cid=2784404680033020235,https://www.tripadvisor.com/Attraction_Review-g635675-d14758900,https://untappd.com/brewery/14080,50.7886749,-3.6453966
56,Tannin Led Cider,🥈 SILVER,Sheppy's Cider,Sheppy's Cider,200,England,Medium,1118,9,https://www.sheppyscider.com/,https://www.facebook.com/sheppyscider/,https://www.instagram.com/sheppyscider/,https://maps.google.com/?cid=14572513592829460886,https://www.tripadvisor.com/Attraction_Review-g190730-d6870973,https://untappd.com/brewery/7956,50.9935861,-3.1723149
72,Tannin Led Cider,🥉 BRONZE,Aston Manor Cider,Aston Manor Cider,Crumpton Oaks Apple Cider,England,Medium,3093,9,https://www.astonmanor.co.uk/,,,https://maps.google.com/?cid=8328306569280299730,,https://untappd.com/AstonManorBreweryCo,52.4992215,-1.8724982
73,Tannin Led Cider,🥉 BRONZE,Aston Manor Cider,Aston Manor Cider,Friels First Press Vintage Cider,England,Dry,3093,9,https://www.astonmanor.co.uk/,,,https://maps.google.com/?cid=8328306569280299730,,https://untappd.com/AstonManorBreweryCo,52.4992215,-1.8724982
74,Tannin Led Cider,🥉 BRONZE,Aston Manor Cider,Aston Manor Cider,Kingstone Press Apple Cider,England,Medium,3093,9,https://www.astonmanor.co.uk/,,,https://maps.google.com/?cid=8328306569280299730,,https://untappd.com/AstonManorBreweryCo,52.4992215,-1.8724982
99,Tannin Led Cider,🥉 BRONZE,Dunkertons Cider and Perry,Dunkertons Organic Cider,Dabinett,England,Medium,1133,9,https://www.dunkertonscider.co.uk/,https://www.facebook.com/dunkertonsorganiccider/,https://www.instagram.com/dunkertonscider/,https://maps.google.com/?cid=4719921113153419800,,https://untappd.com/brewery/12988,51.8771374,-2.0279869
100,Tannin Led Cider,🥉 BRONZE,Écusson,Eclor Entreprises,Ecusson Brut,France,Dry,3182,9,https://www.cidre-ecusson.com/,https://www.facebook.com/CidreEcusson/,https://www.instagram.com/cidreecusson/,https://maps.google.com/?cid=4055962133986878795,,https://untappd.com/w/cidres-ecusson/15641,48.8279643,2.2657746
115,Tannin Led Cider,🥉 BRONZE,Muxaller Cider,Muxaller Wein ( Muxaller Cider),Schnieker Kerl,Germany,Dry,2827,9,https://www.muxallercider.de/,https://www.facebook.com/profile.php?id=100064945230179,https://www.instagram.com/muxaller_cider,,,https://untappd.com/w/muxaller-wein-gmbh/505047,54.3489615,10.2592751
125,Tannin Led Cider,🥉 BRONZE,Sheppy's Cider,Sheppy's Cider,Vintage Reserve Cider,England,Medium,1118,9,https://www.sheppyscider.com/,https://www.facebook.com/sheppyscider/,https://www.instagram.com/sheppyscider/,https://maps.google.com/?cid=14572513592829460886,https://www.tripadvisor.com/Attraction_Review-g190730-d6870973,https://untappd.com/brewery/7956,50.9935861,-3.1723149
131,Tannin Led Cider,🥉 BRONZE,Thatchers Cider,Thatchers Cider,Thatchers Katy and Redstreak,England,Medium,1119,9,https://www.thatcherscider.co.uk/,https://www.facebook.com/ThatchersCiderCompany,https://www.instagram.com/thatcherscider/,https://maps.google.com/?cid=15191093037076298219,https://www.tripadvisor.com/Attraction_Review-g4412909-d11019728,https://untappd.com/brewery/3063,51.3328274,-2.8330779
132,Tannin Led Cider,🥉 BRONZE,Thatchers Cider,Thatchers Cider,Thatchers Rascal,England,Medium,1119,9,https://www.thatcherscider.co.uk/,https://www.facebook.com/ThatchersCiderCompany,https://www.instagram.com/thatcherscider/,https://maps.google.com/?cid=15191093037076298219,https://www.tripadvisor.com/Attraction_Review-g4412909-d11019728,https://untappd.com/brewery/3063,51.3328274,-2.8330779
20,Wood Aged Cider,🥈 SILVER,Bignose & Beardy,Bignose & Beardy,Oaky Pokey,England,,3096,10,https://bignoseandbeardy.com/,https://www.facebook.com/bignoseandbeardy/,https://www.instagram.com/bignosebeardy/,https://maps.google.com/?cid=15761729958801782355,,https://untappd.com/w/bignose-beardy/238579,50.9582301,0.1228404
69,Wood Aged Cider,🥈 SILVER,Walt Cider,Walt Cider,Barrel Aged: Bourbon,Netherlands,,2737,10,https://waltcider.nl/,https://www.facebook.com/waltcider/,https://www.instagram.com/waltcider/,https://maps.google.com/?cid=569689914999365231,,https://untappd.com/WaltCider,52.8427468,6.1857764
106,Wood Aged Cider,🥉 BRONZE,Hitchcox Cider,Hitchcox Cider,Kingston Black,England,,1657,10,https://hitchcoxcider.co.uk/,https://www.facebook.com/HitchcoxCider/,https://www.instagram.com/hitchcox_cider/,https://maps.google.com/?cid=6038804049112704578,,https://untappd.com/w/hitchcox-cider-orchard-cottage-cider-company/130683,51.6810825,-1.0608779
113,Wood Aged Cider,🥉 BRONZE,Sidraria dos Prazeres,Misterios da Quinta Unipessoal,aRRebITa - Sidra da Madeira IG,Portugal,,2603,10,,,https://www.instagram.com/sidrariaprazeres/,https://maps.google.com/?cid=17308535962264911617,,https://untappd.com/w/misterios-da-quinta-unipessoal-lda/530615,32.75286,-17.2045712
114,Wood Aged Cider,🥉 BRONZE,Cider Mad Apple,Mostarna Lounty,Mad Apple Cider Barrique Unpastuerized,Czechia,,1304,10,,https://www.facebook.com/madapplecider,,https://maps.google.com/?cid=8096197127047797788,,https://untappd.com/w/mostarna-louny/494693,50.3474795,13.7982515
141,Wood Aged Cider,🥉 BRONZE,Walt Cider,Walt Cider,Barrel Aged: Red Wine,Netherlands,,2737,10,https://waltcider.nl/,https://www.facebook.com/waltcider/,https://www.instagram.com/waltcider/,https://maps.google.com/?cid=569689914999365231,,https://untappd.com/WaltCider,52.8427468,6.1857764
