WID,Producer,Country,🏆 Trophy,🥇 Gold,🥈 Silver,🥉 Bronze,🏅 Total,First,Last,Years,Type,Status,Website,Facebook,Instagram,Google,Yelp,TripAdvisor,Untappd,Latitude,Longitude,Transparency
193,Cider Brothers,United States,0,0,0,3,3,2018,2018,1,Cider,Inactive,http://www.ciderbrothers.com/,https://www.facebook.com/ciderbrothers,https://www.instagram.com/ciderbros/,,,,https://untappd.com/w/cider-brothers/117258,37.900624,-122.061308,1
2476,Kentish Pip,England,0,0,0,3,3,2020,2020,1,Cider,Active,https://www.kentishpip.co.uk/,https://www.facebook.com/kentishpip,https://www.instagram.com/kentishpip,https://maps.google.com/?cid=10171179408012212368,,https://www.tripadvisor.com/Attraction_Review-g186311-d19116139,https://untappd.com/w/kentish-pip/56097,51.26836,1.1390634,0
2473,Meon Valley Cider,England,0,0,0,3,3,2021,2022,2,Cider,Active,,,https://www.instagram.com/meon_valley_cider/,,,,https://untappd.com/MeonValley,51.0191076,-1.0953132,0
3209,Monkey House Cider,England,0,0,0,3,3,2021,2021,1,Cider,Active,https://www.monkeyhousecider.co.uk/,https://www.facebook.com/Monkeyhouseciderberwick/,https://www.instagram.com/monkeyhousecider/,https://maps.google.com/?cid=9384746937899899122,,,https://untappd.com/w/monkey-house-cider/497477,55.7867682,-2.017275,0
3515,Ouse Winery,Japan,0,0,0,3,3,2018,2021,3,Wine,Active,https://ousewinery.jp/,https://www.facebook.com/ousewinery,https://www.instagram.com/ousewinery,https://maps.google.com/?cid=13264051574333781681,,https://www.tripadvisor.com/Attraction_Review-g298245-d23559190,https://untappd.com/w/ouse-winery/365483,37.3926655,140.2270987,0
2373,1785 Cider,Germany,1,0,1,0,2,2022,2022,1,Cider,Active,https://1785-cider.de/,https://www.facebook.com/1785Cider,https://www.instagram.com/1785cider/,,,,https://untappd.com/1785Cider,48.0992298,8.382735,0
2746,Hardangergutane,Norway,1,0,1,0,2,2022,2022,1,Cider,Active,https://hardangergutane.no/,https://www.facebook.com/Hardangergutane/,https://www.instagram.com/hardangergutane/,https://maps.google.com/?cid=10940983309801750674,,https://www.tripadvisor.com/Restaurant_Review-g2328851-d23478417,https://untappd.com/w/hardangergutane/429679,60.2775032,6.6190062,0
3526,Raw Cider,Denmark,1,0,1,0,2,2020,2020,1,Cider,Active,https://rawcider.dk/,https://www.facebook.com/rawcider,https://www.instagram.com/raw.cider/,,,,https://untappd.com/RawCider,55.9758197,12.294988,0
2592,Winemaking Tasmania,Australia,1,0,1,0,2,2019,2019,1,Wine,Inactive,,,https://www.instagram.com/blackdevilcider,,,,https://untappd.com/w/black-devil-cider/391306,-42.8310446,147.463841,1
2144,Courtney's Devon Cider,England,0,1,0,1,2,2020,2020,1,Cider,Active,https://courtneys.online/,https://www.facebook.com/courtneysdrinks/,,https://maps.google.com/?cid=15697263033877967876,,,,50.8650481,-3.225626,0
2603,Mistérios da Quinta,Portugal,0,1,0,1,2,2023,2023,1,Cider,Active,,,https://www.instagram.com/sidrariaprazeres/,,,,https://untappd.com/w/misterios-da-quinta-unipessoal-lda/530615,32.75286,-17.2045712,0
3078,Sidro MelaGodo,Italy,0,1,0,1,2,2020,2020,1,Cider,Active,https://www.sidromelagodo.it/,https://www.facebook.com/profile.php?id=100008470323757,https://www.instagram.com/sidromelagodo/,https://maps.google.com/?cid=12237794709851078121,,,https://untappd.com/w/azienda-agricola-del-fatti-laura/390657,46.2828471,10.2610378,0
3507,Austrian Cider Company,Austria,0,0,1,1,2,2020,2021,2,Cider,Active,https://www.austrianciderco.com/,https://www.facebook.com/austrianciderco,https://www.instagram.com/austrianciderco/,,,,https://untappd.com/AustrianCiderCompany,47.7804138,13.0775484,0
3516,Cider Magnetic Apple,Czechia,0,0,1,1,2,2019,2019,1,Cider,Active,http://magneticapple.cz/,https://www.facebook.com/ciderma,,https://maps.google.com/?cid=1709461893430543805,,,https://untappd.com/w/polabsky-most/97586,50.0398896,15.1067288,0
3525,Colcombe House,England,0,0,1,1,2,2018,2019,2,Cider,Inactive,,,https://www.instagram.com/colcombehouse,,,,https://untappd.com/ColcombeHouse,52.0385869,-2.648953,1
1683,Cranborne Chase Cider,England,0,0,1,1,2,2021,2021,1,Cider,Active,https://cranbornechasecider.co.uk/,https://www.facebook.com/cranbornechasecider,https://www.instagram.com/cranborne_chase_cider/,https://maps.google.com/?cid=11691295207635124730,,,https://untappd.com/w/cranborne-chase/146534,50.9277495,-2.0397072,0
2524,Dunham Press Cider,England,0,0,1,1,2,2022,2023,2,Cider,Active,https://www.dunhamcider.co.uk/,https://www.facebook.com/dunhampresscider,,https://maps.google.com/?cid=6980479073802538327,,,https://untappd.com/w/dunham-press/280450,53.3944331,-2.4141146,0
1958,Killahora Orchards,Ireland,0,0,1,1,2,2018,2018,1,Cider,Active,https://www.killahoraorchards.ie/,https://www.facebook.com/killahora/,https://www.instagram.com/killahora/,,,,https://untappd.com/w/killahora-orchards/437436,51.9155457,-8.3104049,0
2351,Lost Orchards Cider,Scotland,0,0,1,1,2,2020,2020,1,Cider,Active,https://lostorchards.co.uk/,https://www.facebook.com/lostorchardsuk/,https://www.instagram.com/lostorchards,https://maps.google.com/?cid=17138571878951209605,,,https://untappd.com/LostOrchardsCider,56.5066979,-3.0912281,0
1234,Rocquette Cider,Guernsey,0,0,1,1,2,2018,2018,1,Cider,Active,https://www.rocquettecider.com/,https://www.facebook.com/RocquetteCider,https://www.instagram.com/rocquettecider/,https://maps.google.com/?cid=7637493415474621859,,https://www.tripadvisor.com/Attraction_Review-g551619-d10488931,https://untappd.com/w/rocquette-cider/64555,49.4480438,-2.5909574,0
2147,Saigon Cider,Vietnam,0,0,1,1,2,2023,2023,1,Cider,Active,https://www.saigoncider.com/,https://www.facebook.com/saigoncider/,https://www.instagram.com/saigoncider/,,,,https://untappd.com/w/saigon-cider/127105,10.8135684,106.6919007,0
3178,Sibling Winery,England,0,0,1,1,2,2022,2023,2,Cider,Active,https://www.sibling-winery.co.uk/,,https://www.instagram.com/siblingwinery/,,,,https://untappd.com/w/sibling-winery/501371,52.2159588,-1.7100579,0
2145,Wignac,France,0,0,1,1,2,2018,2018,1,Cider,Active,https://www.wignac.com/,https://www.facebook.com/cidrewignac/,https://www.instagram.com/wignac.cider/,https://maps.google.com/?cid=471404489608206328,,,,49.6824042,4.6460775,0
3511,Wild Rock Cider,Poland,0,0,1,1,2,2022,2022,1,Cider,Active,https://wildrockcider.com/,,,https://maps.google.com/?cid=3982501156017812617,,,https://untappd.com/w/sulimar-browar-cornelius/18459,51.3787321,19.6767724,0
3521,Sigelsberg Cider,Slovakia,0,0,2,0,2,2019,2019,1,Cider,Inactive,,,https://www.instagram.com/sigelsbergcider,,,,https://untappd.com/w/sigelsberg-cider/266973,48.0817749,17.2717648,1
2529,The Big Bear Cider Mill,England,0,0,2,0,2,2022,2023,2,Cider,Active,,https://www.facebook.com/TheBigBearCiderMill/,https://www.instagram.com/thebigbearcidermillessex/,,,https://www.tripadvisor.com/Attraction_Review-g503772-d23593677,https://untappd.com/BigBearCiderMill,51.9015663,0.6290717,0
1442,Willie Smith's,Australia,0,0,2,0,2,2018,2018,1,Cider,Active,https://www.williesmiths.com.au/,https://www.facebook.com/pages/Willie-Smiths-Organic-Cider/260319247336198,https://www.instagram.com/williesmithscider/,https://maps.google.com/?cid=16057012530083496420,https://www.yelp.com/biz/willie-smith-s-apple-shed-grove,https://www.tripadvisor.com/Restaurant_Review-g1175547-d7911074,https://untappd.com/WilliamSmithandSons,-42.987793,147.085402,0
3330,BudaPrés Cider,Hungary,0,0,0,2,2,2021,2022,2,Cider,Active,https://budapres.hu/,https://www.facebook.com/budaprescider,https://www.instagram.com/budaprescider/,https://maps.google.com/?cid=13494992015632291593,,,https://untappd.com/BudaPresCider,47.436797,18.7421816,0
1349,Cotswold Cider Company,England,0,0,0,2,2,2019,2020,2,Cider,Active,https://www.cotswoldciderco.com/,https://www.facebook.com/CotswoldCiderCompany,https://www.instagram.com/cotswoldciderco/,,,,https://untappd.com/TheCotswoldCiderCompany,51.650203,-1.5959266,0
2815,Kodas,Estonia,0,0,0,2,2,2018,2019,2,Cider,Active,https://kodas.ee/,https://www.facebook.com/kodasbrand,https://www.instagram.com/kodasbrand/,https://maps.google.com/?cid=7164908846459777447,,https://www.tripadvisor.com/Attraction_Review-g3296672-d25409720,https://untappd.com/Siidrikoda,58.0791304,26.6637384,0
1315,Longueville House,Ireland,0,0,0,2,2,2018,2018,1,Cider,Active,https://www.longuevillehouse.ie/,https://www.facebook.com/LonguevilleHouseMallow,https://www.instagram.com/longuevillehouse/,https://maps.google.com/?cid=5224027865172259654,,,https://untappd.com/w/longueville-house/29949,52.1355768,-8.7220608,0
3531,Peacock Cider,England,0,0,0,2,2,2019,2019,1,Cider,Active,https://www.peacockcider.co.uk/,https://www.facebook.com/PeacockCiderUK/,https://www.instagram.com/peacockcider/,,,,https://untappd.com/w/united-breweries/4657,51.3096846,0.4473419,0
514,Reverend Nat's Hard Cider,United States,0,0,0,2,2,2019,2019,1,Cider,Inactive,http://reverendnatshardcider.com/,https://www.facebook.com/revnatscider,https://www.instagram.com/revnatscider/,https://maps.google.com/?cid=3852280258235486041,https://www.yelp.com/biz/reverend-nats-hard-cider-taproom-portland,https://www.tripadvisor.com/Restaurant_Review-g52024-d10281577,https://untappd.com/w/reverend-nats-hard-cider/22781,45.5050424,-122.6278162,1
3519,Sinebrychoff,Finland,0,0,0,2,2,2019,2019,1,Beer,Active,https://www.sinebrychoff.fi/,https://www.facebook.com/Sinebrychoff1819,https://www.instagram.com/Sinebrychoff1819,https://maps.google.com/?cid=14381132881251908316,,,https://untappd.com/Sinebrychoff,60.3816105,25.1124635,0
3098,On Point Cider Company,England,1,0,0,0,1,2023,2023,1,Cider,Active,,https://www.facebook.com/OnPointCider/,https://www.instagram.com/onpointcider/,,,,https://untappd.com/w/on-point-cider-company/548553,52.0737778,-2.9451381,0
1172,Zapiain,Spain,1,0,0,0,1,2019,2019,1,Cider,Active,https://zapiain.eus/,https://www.facebook.com/zapiainsagardoa,https://www.instagram.com/zapiainsagardoa/,https://maps.google.com/?cid=16982677267877188990,,https://www.tripadvisor.com/Restaurant_Review-g1064182-d3806229,https://untappd.com/ZapiainSagardoa,43.2821854,-1.9422089,0
3514,Fein | Wein & Obst,Austria,0,1,0,0,1,2019,2019,1,Cider,Active,https://www.weinobstfein.at/,,,https://maps.google.com/?cid=11931224194322779205,,,https://untappd.com/w/wein-obst-fein/463951,48.3383204,16.3824128,0
1661,3Cs Cider,England,0,0,1,0,1,2018,2018,1,Cider,Inactive,http://www.3cscider.com/,https://www.facebook.com/3cscider,,https://maps.google.com/?cid=10763283629346085758,,,https://untappd.com/w/the-3cs-cider/375097,52.070567,-1.179328,1
3530,Curious Brewery,England,0,0,1,0,1,2019,2019,1,Beer,Active,https://curiousbrewery.com/,https://www.facebook.com/CuriousBrewery/,https://www.instagram.com/curiousbrewery/,https://maps.google.com/?cid=7077008771870705738,,https://www.tripadvisor.com/Attraction_Review-g190759-d17434194,https://untappd.com/CuriousDrinks,51.143954,0.8723689,0
2484,Cydrownia Zywer,Poland,0,0,1,0,1,2022,2022,1,Cider,Active,https://zywer.pl/,https://www.facebook.com/CydrowniaZywer,https://www.instagram.com/cydrowniazywer/,https://maps.google.com/?cid=10041242298570436703,,,https://untappd.com/cydrowniazywer,49.996234,22.315285,0
2733,Doggerland Craft Cider,Netherlands,0,0,1,0,1,2020,2020,1,Cider,Active,https://doggerlandcider.nl/,https://www.facebook.com/doggerlandcider/,https://www.instagram.com/doggerlandcider/,,,,https://untappd.com/DoggerlandCraftCider,53.177204,6.6032583,0
3512,Entre-Deux-Monts,Belgium,0,0,1,0,1,2021,2021,1,Wine,Active,https://www.entre-deux-monts.be/,https://www.facebook.com/entredeuxmonts,https://www.instagram.com/entredeuxmonts/,https://maps.google.com/?cid=9635785120480499810,,https://www.tripadvisor.com/Attraction_Review-g1778121-d7322311,,50.784743,2.75242,0
1303,Everson's Cider,South Africa,0,0,1,0,1,2019,2019,1,Cider,Active,https://eversonscider.com/,https://www.facebook.com/pages/Eversons-Cider/320004141428725,https://www.instagram.com/eversonscider/,https://maps.google.com/?cid=14518035129493727046,,,https://untappd.com/brewery/64009,-34.2012955,19.0390626,0
2515,Ex-Press Cider,England,0,0,1,0,1,2020,2020,1,Cider,Active,http://www.thisiscider.co.uk/,,,,,,https://untappd.com/w/ex-press-cider/352187,51.2094402,-3.5986885,0
2017,Farm & Cidery Kaneshige,Japan,0,0,1,0,1,2020,2020,1,Cider,Active,https://www.kaneshige.jp/,https://www.facebook.com/%E3%83%95%E3%82%A1%E3%83%BC%E3%83%A0%E3%82%B5%E3%82%A4%E3%83%80%E3%83%AA%E3%83%BC-%E3%82%AB%E3%83%8D%E3%82%B7%E3%82%B2-405442802886108/?__cft__[0]=AZUf27CW0havOAXR5fpjOVa0up5HOL8UJNu3Z4K3gnmKQTe9PYtrBzYGzvPOIuu7WAXpIDIPvU4SyEH-O-zHeGEtuc4ToNq4fvlh_wSIG-0TGXxiLvTNm0ZQEiEXvX94OBT8wEP085OcKiyFCF7BFQXx&__tn__=kC%2CP-R,https://www.instagram.com/kaneshige_farm/,https://maps.google.com/?cid=16274463510556174655,,,https://untappd.com/w/kaneshige/350459,35.4001414,137.7568105,0
2716,Goldkehlchen,Austria,0,0,1,0,1,2018,2018,1,Cider,Active,https://www.goldkehlchen.at/,https://www.facebook.com/goldkehlchen.cider/,https://www.instagram.com/goldkehlchencider/,,,,https://untappd.com/Goldkehlchen,48.3083123,14.3162342,0
3065,Guillaume & Co,Switzerland,0,0,1,0,1,2023,2023,1,Cider,Active,https://www.guillaumecider.ch/,,https://www.instagram.com/guillaumecider/,https://maps.google.com/?cid=1089223546118021147,,,,46.2320928,7.353101,0
2981,Hâld Moed Cidery,Netherlands,0,0,1,0,1,2022,2022,1,Cider,Active,https://www.cider.frl/,,https://www.instagram.com/ydeyntema/,https://maps.google.com/?cid=7320243905401792542,,,https://untappd.com/w/hald-moed-cidery/470506,52.8793948,5.476302,0
1449,Harry's Cider,England,0,0,1,0,1,2018,2018,1,Cider,Active,https://www.harryscidercompany.co.uk/,https://www.facebook.com/harryscider/,https://www.instagram.com/harrys_cider/,https://maps.google.com/?cid=8158521266898778933,,https://www.tripadvisor.com/Attraction_Review-g663809-d15201249,https://untappd.com/w/harry-s-cider/74293,51.0308306,-2.767782,0
2074,Nightingale Cider Company,England,0,0,1,0,1,2022,2022,1,Cider,Active,https://www.nightingalecider.com/,https://www.facebook.com/nightingalecider/,https://www.instagram.com/nightingalecider/,https://maps.google.com/?cid=18222564835901017065,,,https://untappd.com/nightingalecider,51.0609498,0.7237881,0
3021,Nude Cider,Finland,0,0,1,0,1,2020,2020,1,Cider,Active,https://www.nudecider.fi/,,https://www.instagram.com/nude_cider/,https://maps.google.com/?cid=590124294754000819,,,https://untappd.com/3spirit,60.2783086,22.3576746,0
3024,Paladeus,Italy,0,0,1,0,1,2021,2021,1,Cider,Active,http://www.paladeus.it/,https://www.facebook.com/profile.php?id=100067062071715,https://www.instagram.com/paladeus_cider/,https://maps.google.com/?cid=8605615739361573597,,,https://untappd.com/w/paladeus/538622,46.3487132,11.2974342,0
1529,Robinsons Cider,England,0,0,1,0,1,2023,2023,1,Cider,Active,https://www.robinsonscider.com/,,https://www.instagram.com/robinsonscider/,,,,https://untappd.com/w/robinsons-cider/137056,52.3161762,-2.639219,0
3032,Sandalen Gård,Norway,0,0,1,0,1,2023,2023,1,Cider,Active,https://sandalengard.no/,https://www.facebook.com/sandalengard,https://www.instagram.com/sandalengard/,https://maps.google.com/?cid=16897274204164201537,,,https://untappd.com/SandalenGrd,58.9889097,5.580136,0
2764,Sassy,France,0,0,1,0,1,2019,2019,1,Cider,Active,https://www.maison-sassy.com/,https://www.facebook.com/maisonsassy,https://www.instagram.com/maisonsassy,,,,https://untappd.com/MaisonSassy,48.8683387,2.353346,0
3147,Sidro Vittoria,Italy,0,0,1,0,1,2022,2022,1,Cider,Active,https://www.sidrovittoria.com/,https://www.facebook.com/sidrovittoria/,,https://maps.google.com/?cid=10506737947463237390,,,https://untappd.com/w/sidro-vittoria/481486,46.4977453,12.4787894,0
3109,Trois-Lacs Ciders,Switzerland,0,0,1,0,1,2023,2023,1,Cider,Active,https://trois-lacs-ciders.webflow.io/,,https://www.instagram.com/trois_lacs_ciders/,https://maps.google.com/?cid=11057921790831268912,,,https://untappd.com/w/trois-lacs-ciders/502801,47.0555268,7.0661174,0
2068,Arba Wine,Kazakhstan,0,0,0,1,1,2023,2023,1,Wine,Active,https://arbawine.com/,https://www.facebook.com/ArbaWine.Kazakhstan/,https://www.instagram.com/arba_wine/,https://maps.google.com/?cid=9591225049119199140,,https://www.tripadvisor.com/Attraction_Review-g298251-d10130564,https://untappd.com/w/arba-wine/537702,43.259781,76.940675,0
3127,Armada Cider 1588,Spain,0,0,0,1,1,2023,2023,1,Cider,Active,https://armadacider1588.com/,https://www.facebook.com/armadacider1588,https://www.instagram.com/armadacider1588_official/,,,,https://untappd.com/w/armada-cider/337747,41.2371851,1.805886,0
1326,Bembel With Care,Germany,0,0,0,1,1,2019,2019,1,Cider,Active,https://bembel-with-care.com/,https://www.facebook.com/bembel.with.care,https://www.instagram.com/bembel.with.care/,,,,https://untappd.com/bembelwithcare,49.6472541,8.6844034,0
3509,Bi-Marct,Croatia,0,0,0,1,1,2018,2018,1,Cider,Inactive,,https://www.facebook.com/bimarct.croatia/,,,,,,46.165033,16.8350981,1
734,Bulwark Cider,Canada,0,0,0,1,1,2018,2018,1,Cider,Active,https://bulwarkcider.com/,https://www.facebook.com/bulwarkcider/,https://www.instagram.com/bulwarkcider/,https://maps.google.com/?cid=9582388698593505547,https://www.yelp.com/biz/muwin-estate-wines-halifax,,https://untappd.com/w/muwin-estate-wines/36781,44.822603,-64.506287,0
2392,Cidrerie Verger Hemmingford,Canada,0,0,0,1,1,2019,2019,1,Cider,Active,https://www.vhemmingford.com/,https://www.facebook.com/vergerhemmingford/,https://www.instagram.com/lecidre.vhemmingford/,https://maps.google.com/?cid=12057353517641416654,,https://www.tripadvisor.com/Attraction_Review-g1468136-d10547403,https://untappd.com/w/verger-hemmingford/8171,45.045783,-73.5710109,0
3536,Crate Brewery,England,0,0,0,1,1,2018,2018,1,Beer,Active,https://www.cratebrewery.com/,https://www.facebook.com/cratebrewery,https://www.instagram.com/cratebrewery,https://maps.google.com/?cid=17369823570835617662,https://www.yelp.com/biz/crate-brewery-london,https://www.tripadvisor.com/Restaurant_Review-g186338-d3949003,https://untappd.com/CrateBrewery,51.5429659,-0.0221165,0
3532,Crooked Cider,New Zealand,0,0,0,1,1,2018,2018,1,Cider,Inactive,http://www.crookedcider.co.nz/,https://www.facebook.com/crookedcideroriginal,https://www.instagram.com/crookedcider,,,https://untappd.com/w/50-knots-beverage-company/97199,https://untappd.com/w/50-knots-beverage-company/97199,-41.4011628,173.0491097,1
2979,Der Kleine Cidre Betrieb,Germany,0,0,0,1,1,2023,2023,1,Cider,Active,https://www.cidre-betrieb.de/,,https://www.instagram.com/der.kleine.cidre.betrieb/,,,,,51.7417954,8.0415368,0
2036,Docendo Discitur,Italy,0,0,0,1,1,2020,2020,1,Cider,Active,,https://www.facebook.com/profile.php?id=100063485772808,,https://maps.google.com/?cid=5395562939899411393,,,https://untappd.com/w/docendo-discitur/459810,45.7121378,7.2154238,0
776,Domaine Pinnacle,Canada,0,0,0,1,1,2019,2019,1,Cider,Active,https://domainepinnacle.ca/,https://www.facebook.com/cidredomainepinnacle,https://www.instagram.com/domainepinnacle/,,https://www.yelp.com/biz/domaine-pinnacle-frelighsburg,https://www.tripadvisor.com/Attraction_Review-g1927400-d7208483,https://untappd.com/w/domaine-pinnacle/16237,45.027528,-72.784982,0
2755,Exner Cider,Spain,0,0,0,1,1,2021,2021,1,Cider,Active,https://exnercider.com/,https://www.facebook.com/ExnerCider/,https://www.instagram.com/exner.cider/,https://maps.google.com/?cid=3356560758775211802,,,https://untappd.com/b/llagar-sidra-castanon-exner/3684800,43.4828558,-5.7992728,0
3245,Fowey Valley,England,0,0,0,1,1,2022,2022,1,Cider,Active,https://www.foweyvalleycider.co.uk/,https://www.facebook.com/foweyvalley/,https://www.instagram.com/foweyvalley/,https://maps.google.com/?cid=7258373789993087460,,https://www.tripadvisor.com/Attraction_Review-g528852-d23356436,https://untappd.com/FoweyValleyCider,50.4100383,-4.6669979,0
3134,Golden Cider Company,Sweden,0,0,0,1,1,2021,2021,1,Cider,Active,https://goldencider.se/,https://www.facebook.com/goldencidercompany/,https://www.instagram.com/goldencider/,,,,https://untappd.com/GoldenCiderCompany,59.3146482,18.0583289,0
3513,Gravity Theory Cider,England,0,0,0,1,1,2022,2022,1,Cider,Active,https://www.gravitytheorycider.com/,https://www.facebook.com/gravitytheory/,https://www.instagram.com/gravitytheorycider,,,,https://untappd.com/Drinkscraft,51.4369319,-0.1336768,0
1657,Hitchcox Cider,England,0,0,0,1,1,2023,2023,1,Cider,Active,https://hitchcoxcider.co.uk/,https://www.facebook.com/HitchcoxCider/,https://www.instagram.com/hitchcox_cider/,https://maps.google.com/?cid=6038804049112704578,,,https://untappd.com/w/hitchcox-cider-orchard-cottage-cider-company/130683,51.6810825,-1.0608779,0
3533,Hogs Back Brewery,England,0,0,0,1,1,2019,2019,1,Beer,Active,https://hogsback.co.uk/,https://www.facebook.com/hogsbackbrewery,https://www.instagram.com/hogsbackbrewery/,https://maps.google.com/?cid=3246311890404715666,https://www.yelp.com/biz/hogs-back-brewery-farnham,https://www.tripadvisor.com/Attraction_Review-g3632287-d642805,https://untappd.com/HogsBackBrewery,51.2286822,-0.7322324,0
1615,Izeta,Spain,0,0,0,1,1,2018,2018,1,Cider,Active,https://www.izeta.es/,https://www.facebook.com/IzetaSagardotegia,https://www.instagram.com/izetasagardotegia/,https://maps.google.com/?cid=5193661031886461877,https://www.yelp.com/map/izeta-sidreria-aia,https://www.tripadvisor.com/Restaurant_Review-g897148-d4022936,https://untappd.com/w/izeta-goikoa/226558,43.2610162,-2.1854407,0
3545,Ladislav Sorcik,Czechia,0,0,0,1,1,2019,2019,1,Cider,Inactive,,,,,,,,50.0902753,14.4260311,1
2372,Long Meadow Cider,Northern Ireland,0,0,0,1,1,2018,2018,1,Cider,Active,https://www.longmeadowcider.com/,https://www.facebook.com/longmeadowcider,https://www.instagram.com/long.meadow.cider,https://maps.google.com/?cid=4808669294076402426,https://www.yelp.com/biz/long-meadow-cider-portadown,https://www.tripadvisor.com/Attraction_Review-g209959-d20220982,https://untappd.com/w/long-meadow-cider/121859,54.4207992,-6.4696412,0
3544,North Wood Cyder,England,0,0,0,1,1,2018,2018,1,Cider,Inactive,,,,,,,,50.7947565,-0.9760187,1
2359,Nøvar Cider,Scotland,0,0,0,1,1,2020,2020,1,Cider,Active,https://www.novarcider.com/,https://www.facebook.com/novarcider/,https://www.instagram.com/novarcider/,https://maps.google.com/?cid=15839183571884271385,,,https://untappd.com/w/novar-cider/475610,57.6844011,-4.3261403,0
3518,Olvi,Finland,0,0,0,1,1,2019,2019,1,Beer,Active,https://www.olvi.fi/,https://www.facebook.com/OlviOyj,https://www.instagram.com/olvi_oyj,https://maps.google.com/?cid=1723112676506354669,,,https://untappd.com/w/olvi/2655,63.5487498,27.1885,0
3522,Psydra,Brazil,0,0,0,1,1,2020,2020,1,Cider,Inactive,,https://www.facebook.com/bebapsydra/,https://www.instagram.com/bebapsydra/,,,,https://untappd.com/Psydra,-22.9206389,-43.1896111,1
3461,Rekorderlig,Sweden,0,0,0,1,1,2022,2022,1,Cider,Active,https://www.rekorderlig.se/,,,https://maps.google.com/?cid=288919773440364044,,,https://untappd.com/AbroBryggeri,57.6702576,15.8313602,0
1199,Sam's Cider,England,0,0,0,1,1,2019,2019,1,Cider,Active,https://winkleighcider.co.uk/,https://www.facebook.com/Winkleighcider/,,https://maps.google.com/?cid=5089579964487402242,,https://www.tripadvisor.com/Attraction_Review-g776437-d8470537,https://untappd.com/brewery/3060,50.8550155,-3.9523389,0
3528,Silly Moo Cider,England,0,0,0,1,1,2018,2018,1,Cider,Active,https://www.sillymoocider.co.uk/,https://www.facebook.com/sillymoocider/,https://www.instagram.com/sillymoocider,https://maps.google.com/?cid=296258896230348461,,,https://untappd.com/TrenchmoreFarm,50.995831,-0.288243,0
1547,St. Ives Cider,England,0,0,0,1,1,2018,2018,1,Cider,Active,https://stivescider.co.uk/,https://www.facebook.com/stivescider/,https://www.instagram.com/stivescider/,https://maps.google.com/?cid=12970939473205570566,,,https://untappd.com/stivescider,50.192991,-5.494432,0
3534,The Donhead Apple Company,England,0,0,0,1,1,2018,2018,1,Cider,Inactive,,,,,,,https://untappd.com/DonheadAppleCo,51.017673,-2.1868791,1
3527,The Portsmouth Distillery Co.,England,0,0,0,1,1,2020,2020,1,Legacy,Active,https://theportsmouthdistillery.com/,https://www.facebook.com/PortsmouthDistillery/,https://www.instagram.com/PortsmouthDistillery/,https://maps.google.com/?cid=13907760747665031741,,https://www.tripadvisor.com/Attraction_Review-g186298-d17435551,https://untappd.com/w/portsmouth-distillery-co/421563,50.7886537,-1.034933,1
1942,Tinston Wines & Ciders,England,0,0,0,1,1,2023,2023,1,Cider,Active,https://tinstonwinecider.com/,https://www.facebook.com/tinstonwinecider/,https://www.instagram.com/tinstonwinecider/,https://maps.google.com/?cid=11983981920527513059,,,https://untappd.com/w/tinston/488266,51.0442035,-0.2590182,0
,Total,,42,47,353,472,914,,,,,,,,,,,,,,,
