Medalist,Region,Year,🏆 Platinum,🥇🥇 Double Gold,🥇 Gold,🥈 Silver,🥉 Bronze,Judges' Pick,Total,First,Last,Years,City,Region,Country,Status,Website,Facebook,Instagram,Google,Yelp,TripAdvisor,Untappd
101 Cider House,California,2020,0,0,0,0,0,1,1,2020,2020,1,Westlake Village,California,USA,Active,https://101cider.com/,https://www.facebook.com/101cider,https://www.instagram.com/101cider/,https://maps.google.com/?cid=12420065000441525891,https://www.yelp.com/biz/101-cider-house-westlake-village,,https://untappd.com/w/101-cider-house/198367
Atomic Dog Hard Cider,Pennsylvania,2020,0,0,0,0,0,1,1,2020,2020,1,Gettysburg,Pennsylvania,USA,Active,https://atomicdoghardcider.com/,https://www.facebook.com/atomicdoghardcider,,https://maps.google.com/?cid=7169999648774734369,https://www.yelp.com/biz/the-core-kitchen-at-atomic-dog-cidery-gettysburg,,https://untappd.com/w/atomic-dog-cidery/547121
Bend Cider Company,Oregon,2020,0,0,0,0,0,1,1,2020,2020,1,Bend,Oregon,USA,Active,https://www.bendcider.com/,https://www.facebook.com/bendcider/,https://www.instagram.com/bendcider/,https://maps.google.com/?cid=9987900399339296372,https://www.yelp.com/biz/bend-cider-bend-2,https://www.tripadvisor.com/Attraction_Review-g51766-d23480277,https://untappd.com/BENDCIDERCO
Champlain Orchards,Vermont,2020,0,0,0,0,0,1,1,2018,2024,5,Shoreham,Vermont,USA,Active,https://www.champlainorchards.com/,https://www.facebook.com/ChamplainOrchards/,https://www.instagram.com/champlainorchards/,https://maps.google.com/?cid=12438523521595198148,https://www.yelp.com/biz/champlain-orchards-shoreham-2,https://www.tripadvisor.com/Attraction_Review-g57398-d9867509,https://untappd.com/w/champlain-orchards/20547
Deep Roots Hard Cider,Pennsylvania,2020,0,0,0,0,0,1,1,2020,2020,1,Sugar Run,Pennsylvania,USA,Active,https://www.deeprootshardcider.com/,https://www.facebook.com/deeprootshardciders,https://www.instagram.com/deeprootshardcider/,https://maps.google.com/?cid=9648569218795825836,https://www.yelp.com/biz/deep-roots-hard-cider-sugar-run,https://www.tripadvisor.com/Attraction_Review-g53780-d14987284,https://untappd.com/w/deep-roots/248029
Duluth Cider,Minnesota,2020,0,0,0,0,0,1,1,2020,2022,2,Duluth,Minnesota,USA,Active,https://duluthcider.com/,https://www.facebook.com/duluth.cider/,https://www.instagram.com/duluthcider/,https://maps.google.com/?cid=3814310496447641516,https://www.yelp.com/biz/duluth-cider-duluth,https://www.tripadvisor.com/Attraction_Review-g43018-d16674091,https://untappd.com/DuluthCider
Hard Pressed Cider Co.,California,2020,0,0,0,0,0,1,1,2020,2020,1,San Jose,California,USA,Inactive,,,,,,,
Loch Mór Cider Co.,Ontario,2020,0,0,0,0,0,1,1,2019,2022,3,Wellington,Ontario,Canada,Active,https://www.lochmorcider.com/,https://www.facebook.com/lochmorciderco,https://www.instagram.com/lochmorciderco/,https://maps.google.com/?cid=9109460907919194612,https://www.yelp.com/biz/loch-m%C3%B3r-cider-prince-edward,https://www.tripadvisor.com/Attraction_Review-g1772406-d17378409,https://untappd.com/LochMorCiderCo
Merchant's Daughter Cider,New York,2020,0,0,0,0,0,1,1,2020,2020,1,Purdy,New York,USA,Active,https://www.merchantsdaughter.com/,https://www.facebook.com/MerchantsDaughterHardCider/,https://www.instagram.com/merchantsdaughterhardcider/,https://maps.google.com/?cid=16771571124999631366,,,https://untappd.com/w/merchant-s-daughter/451987
Mercier Orchards,Georgia,2020,0,0,0,0,0,1,1,2017,2024,3,Blue Ridge,Georgia,USA,Active,http://www.mercier-orchards.com/,https://www.facebook.com/mercierorchards/,https://www.instagram.com/mercierorchards/,https://maps.google.com/?cid=2895983787358586044,https://www.yelp.com/biz/mercier-apple-orchard-blue-ridge,https://www.tripadvisor.com/Attraction_Review-g34778-d633496,https://untappd.com/w/mercier-orchards/42402
Noble Cider,North Carolina,2020,0,0,0,0,0,1,1,2017,2024,7,Asheville,North Carolina,USA,Active,http://www.noblecider.com/,https://www.facebook.com/NobleCider,https://www.instagram.com/noble_cider/,https://maps.google.com/?cid=10806279487860629423,https://www.yelp.com/biz/noble-cider-asheville,https://www.tripadvisor.com/Attraction_Review-g60742-d8604019,https://untappd.com/w/noble-cider/77407
Ragged and Right Cider Project,Washington,2020,0,0,0,0,0,1,1,2020,2020,1,Mount Vernon,Washington,USA,Active,http://www.farmstrongbrewing.com/,https://www.facebook.com/raggedandrightciderproject/,https://www.instagram.com/raggedandrightciderproject/,https://maps.google.com/?cid=9734737069805633605,https://www.yelp.com/biz/farmstrong-brewery-mount-vernon,https://www.tripadvisor.com/Attraction_Review-g58622-d15551215,https://untappd.com/w/farmstrong-brewing-company/216863
Urban Tree Hard Cider,Georgia,2020,0,0,0,0,0,1,1,2018,2022,4,Atlanta,Georgia,USA,Active,https://urbantreecidery.com/,https://www.facebook.com/UrbanTreeCider/,https://www.instagram.com/urbantreecider/,https://maps.google.com/?cid=8193144976879641306,https://www.yelp.com/biz/urban-tree-cidery-atlanta,https://www.tripadvisor.com/Attraction_Review-g60898-d10201793,https://untappd.com/w/urban-tree-cidery/260157
Wild State Cider,Minnesota,2020,0,0,0,0,0,1,1,2020,2022,2,Duluth,Minnesota,USA,Active,https://www.wildstatecider.com/,https://www.facebook.com/wildstatecider,https://www.instagram.com/wildstatecider,https://maps.google.com/?cid=9071493292280533216,https://www.yelp.com/biz/wild-state-cider-duluth,https://www.tripadvisor.com/Attraction_Review-g43018-d15344648,https://untappd.com/WildStateCider
Snow Capped Cider,Colorado,2022,1,1,3,0,0,1,6,2018,2024,6,Cedaredge,Colorado,USA,Active,http://www.snowcappedcider.com/,https://www.facebook.com/snowcappedcider/,https://www.instagram.com/snowcappedcider/,https://maps.google.com/?cid=373602255640136887,,,https://untappd.com/w/snow-capped-cider/130549
2 Towns Ciderhouse,Oregon,2022,3,2,0,0,0,0,5,2017,2024,6,Corvallis,Oregon,USA,Active,http://www.2townsciderhouse.com/,https://www.facebook.com/2townsciderhouse,https://www.instagram.com/2townscider/,https://maps.google.com/?cid=10429935694700508047,https://www.yelp.com/biz/2-towns-ciderhouse-corvallis,https://www.tripadvisor.com/Attraction_Review-g51817-d3417221,https://untappd.com/w/2-towns-ciderhouse/12975
Cidrerie Milton,Quebec,2022,0,1,2,0,0,2,5,2022,2022,1,Sainte-Cécile-de-Milton,Quebec,Canada,Active,https://cidreriemilton.com/,https://facebook.com/cidreriemilton,https://instagram.com/cidreriemilton,https://maps.google.com/?cid=9570102942420505240,https://www.yelp.com/biz/les-vergers-de-la-colline-sainte-cecile-de-milton,https://www.tripadvisor.com/Attraction_Review-g11547718-d10105070,https://untappd.com/CidrerieMilton
Ciderboys,Wisconsin,2022,0,1,0,2,0,2,5,2022,2022,1,Stevens Point,Wisconsin,USA,Active,http://www.ciderboys.com/,https://www.facebook.com/Ciderboys,https://www.instagram.com/Ciderboys/,https://maps.google.com/?cid=1756122992587390562,https://www.yelp.com/biz/stevens-point-brewery-stevens-point,https://www.tripadvisor.com/Attraction_Review-g60304-d2265035,https://untappd.com/w/ciderboys-hard-cider/44552
Tieton Cider Works,Washington,2022,1,0,1,0,0,2,4,2017,2024,6,Yakima,Washington,USA,Active,https://tietonciderworks.com/,https://www.facebook.com/tietonciderworks/,https://www.instagram.com/tietonciderworks/,https://maps.google.com/?cid=9208093896298438407,https://www.yelp.com/biz/tieton-cider-works-yakima,https://www.tripadvisor.com/Attraction_Review-g58838-d7991577,https://untappd.com/w/tieton-cider-works/10804
Portland Cider Company,Oregon,2022,1,0,1,0,0,1,3,2017,2024,7,Clackamas,Oregon,USA,Active,http://portlandcider.com/,https://www.facebook.com/portlandcider,https://www.instagram.com/portlandcider/,https://maps.google.com/?cid=5897814277091816079,https://www.yelp.com/biz/portland-cider-company-clackamas,https://www.tripadvisor.com/Restaurant_Review-g51806-d6996793,https://untappd.com/w/portland-cider-company/56260
Odd Brothers Craft Cider,Michigan,2022,1,0,0,1,0,1,3,2022,2023,2,Homer,Michigan,USA,Active,https://www.oddbrotherscider.com/,https://www.facebook.com/Odd-Brothers-Craft-Cider-793647507656990/,https://www.instagram.com/oddbrotherscider/,,,,https://untappd.com/OddBrothersCraftCider
Seattle Cider Company,Washington,2022,1,0,0,0,0,2,3,2017,2024,6,Seattle,Washington,USA,Active,http://www.seattlecidercompany.com/,https://www.facebook.com/SeattleCiderCo,https://www.instagram.com/seattleciderco/,https://maps.google.com/?cid=10339393864619567754,https://www.yelp.com/biz/seattle-cider-company-seattle,,https://untappd.com/w/seattle-cider-company/75923
Wild State Cider,Minnesota,2022,0,1,2,0,0,0,3,2020,2022,2,Duluth,Minnesota,USA,Active,https://www.wildstatecider.com/,https://www.facebook.com/wildstatecider,https://www.instagram.com/wildstatecider,https://maps.google.com/?cid=9071493292280533216,https://www.yelp.com/biz/wild-state-cider-duluth,https://www.tripadvisor.com/Attraction_Review-g43018-d15344648,https://untappd.com/WildStateCider
Gypsy Circus,Tennessee,2022,0,1,0,1,0,1,3,2017,2022,3,Kingsport,Tennessee,USA,Active,https://gypsycircuscider.com/,https://www.facebook.com/GypsyCircusCider/,https://www.instagram.com/gypsycircuscider/,https://maps.google.com/?cid=4520512866262691085,https://www.yelp.com/biz/gypsy-circus-taproom-kingsport,https://www.tripadvisor.com/Attraction_Review-g55135-d12818214,https://untappd.com/w/gypsy-circus-cider-company/226304
Union Hill Cider Company,Washington,2022,0,0,2,0,0,1,3,2019,2024,5,East Wenatchee,Washington,USA,Active,https://www.unionhillciderco.com/,https://www.facebook.com/UnionHillCiderCo/,https://www.instagram.com/unionhillciderco/,https://maps.google.com/?cid=15999164221517255413,https://www.yelp.com/biz/union-hill-cider-east-wenatchee,,https://untappd.com/UnionHillCiderCo
Noble Cider,North Carolina,2022,0,0,1,0,0,2,3,2017,2024,7,Asheville,North Carolina,USA,Active,http://www.noblecider.com/,https://www.facebook.com/NobleCider,https://www.instagram.com/noble_cider/,https://maps.google.com/?cid=10806279487860629423,https://www.yelp.com/biz/noble-cider-asheville,https://www.tripadvisor.com/Attraction_Review-g60742-d8604019,https://untappd.com/w/noble-cider/77407
Offset Ciderworks,Washington,2022,0,0,1,0,0,2,3,2020,2024,3,Seattle,Washington,USA,Active,https://shopoffsetciderworks.com/,https://www.facebook.com/offsetciderworks/,https://www.instagram.com/offsetciderworks/,,,,https://untappd.com/w/offset-ciderworks/502452
Liberty Ciderworks,Washington,2022,0,0,0,2,0,1,3,2017,2022,4,Spokane,Washington,USA,Active,http://libertycider.com/,https://www.facebook.com/LibertyCider,https://www.instagram.com/libertycider/,https://maps.google.com/?cid=14868081944798289423,https://www.yelp.com/biz/liberty-ciderworks-spokane-3,https://www.tripadvisor.com/Restaurant_Review-g58759-d17373965,https://untappd.com/w/liberty-ciderworks/106336
1911 Established,New York,2022,1,1,0,0,0,0,2,2019,2024,5,Marietta,New York,USA,Active,http://1911established.com/,,https://www.instagram.com/1911established/,https://maps.google.com/?cid=13706571465768596510,https://www.yelp.com/biz/beak-and-skiff-apple-orchards-lafayette,https://www.tripadvisor.com/Attraction_Review-g48013-d4954731,https://untappd.com/w/beak-and-skiff-apple-orchards/123121
Yonder Cider,Washington,2022,1,0,1,0,0,0,2,2022,2023,2,Seattle,Washington,USA,Active,http://www.yondercider.com/,https://www.facebook.com/yondercider,https://www.instagram.com/yondercider/,https://maps.google.com/?cid=11002201593648505227,https://www.yelp.com/biz/yonder-cider-seattle,,https://untappd.com/w/yonder-cider/474448
Urban Tree Hard Cider,Georgia,2022,1,0,0,1,0,0,2,2018,2022,4,Atlanta,Georgia,USA,Active,https://urbantreecidery.com/,https://www.facebook.com/UrbanTreeCider/,https://www.instagram.com/urbantreecider/,https://maps.google.com/?cid=8193144976879641306,https://www.yelp.com/biz/urban-tree-cidery-atlanta,https://www.tripadvisor.com/Attraction_Review-g60898-d10201793,https://untappd.com/w/urban-tree-cidery/260157
Bauman's Cider,Oregon,2022,1,0,0,0,0,1,2,2018,2024,5,Gervais,Oregon,USA,Active,https://baumanscider.com/,https://www.facebook.com/Baumanscider/,https://www.instagram.com/baumanscider/,https://maps.google.com/?cid=10038644588886302965,https://www.yelp.com/biz/baumans-farm-and-garden-gervais,https://www.tripadvisor.com/Attraction_Review-g51881-d6848567,https://untappd.com/w/baumans-cider-company/253872
Clarksburg Cider,New York,2022,1,0,0,0,0,1,2,2022,2024,3,Lancaster,New York,USA,Active,https://clarksburgcider.com/,https://www.facebook.com/clarksburgcider,https://www.instagram.com/clarksburgcider/,https://maps.google.com/?cid=2480384765559100652,,,https://untappd.com/Clarksburg
Greenwood Cider Company,Washington,2022,1,0,0,0,0,1,2,2022,2023,2,Seattle,Washington,USA,Active,https://www.greenwoodcider.com/,https://www.facebook.com/greenwoodcider,https://www.instagram.com/greenwoodcider,https://maps.google.com/?cid=9193094358946814076,https://www.yelp.com/biz/greenwood-cider-company-seattle,,https://untappd.com/w/greenwood-cider/193817
Champlain Orchards,Vermont,2022,0,1,0,1,0,0,2,2018,2024,5,Shoreham,Vermont,USA,Active,https://www.champlainorchards.com/,https://www.facebook.com/ChamplainOrchards/,https://www.instagram.com/champlainorchards/,https://maps.google.com/?cid=12438523521595198148,https://www.yelp.com/biz/champlain-orchards-shoreham-2,https://www.tripadvisor.com/Attraction_Review-g57398-d9867509,https://untappd.com/w/champlain-orchards/20547
Dragon's Head Cider,Washington,2022,0,1,0,0,0,1,2,2017,2022,4,Vashon,Washington,USA,Active,http://www.dragonsheadcider.com/,,https://www.instagram.com/dragonsheadcider/,https://maps.google.com/?cid=2526574753760904159,https://www.yelp.com/biz/dragons-head-cider-vashon,,https://untappd.com/w/dragons-head-cider/36168
Eden Ciders,Vermont,2022,0,1,0,0,0,1,2,2017,2024,5,Newport,Vermont,USA,Active,https://www.edenciders.com/,https://facebook.com/edenspecialtyciders,https://www.instagram.com/edenciders/,https://maps.google.com/?cid=1133141626652589768,https://www.yelp.com/biz/northeast-kingdom-tasting-center-newport,https://www.tripadvisor.com/Restaurant_Review-g57335-d4675348,https://untappd.com/w/eden-specialty-ciders/13108
Lake Chelan Winery,Washington,2022,0,1,0,0,0,1,2,2018,2023,4,Chelan,Washington,USA,Active,https://lakechelanwinery.com/,https://www.facebook.com/LakeChelanWinery/,https://www.instagram.com/lakechelanwinery/,https://maps.google.com/?cid=14575106688846373159,https://www.yelp.com/biz/lake-chelan-winery-chelan,https://www.tripadvisor.com/Restaurant_Review-g58395-d2291863,https://untappd.com/w/washington-gold-cider/21191
Number 12 Cider,Minnesota,2022,0,1,0,0,0,1,2,2022,2022,1,Minneapolis,Minnesota,USA,Active,http://www.number12ciderhouse.com/,https://www.facebook.com/number12cider,https://www.instagram.com/number12cider/,https://maps.google.com/?cid=2535435254747381286,https://www.yelp.com/biz/number-twelve-cider-minneapolis,https://www.tripadvisor.com/Restaurant_Review-g43323-d19494391,https://untappd.com/w/number-12-cider-house/201114
Posterity Ciderworks,California,2022,0,1,0,0,0,1,2,2022,2022,1,Mokelumne Hill,California,USA,Active,https://posterityciderworks.com/,https://www.facebook.com/posterityciderworks,https://www.instagram.com/posterityciderworks/,https://maps.google.com/?cid=12556482300952119386,https://www.yelp.com/biz/posterity-ciderworks-mokelumne-hill,,
Kystin,Brittany,2022,0,0,2,0,0,0,2,2018,2022,2,Vannes,Brittany,France,Active,https://www.kystin.net/,https://www.facebook.com/kystincider,,,,,https://untappd.com/brewery/90870
California Cider Company,California,2022,0,0,1,1,0,0,2,2020,2022,2,Sebastopol,California,USA,Active,http://www.acecider.com/,https://www.facebook.com/AceCider,https://www.instagram.com/acecider/,,https://www.yelp.com/biz/ace-premium-hard-ciders-sebastopol,https://www.tripadvisor.com/Attraction_Review-g33069-d3626497,https://untappd.com/w/ace-cider-the-california-cider-company/331
Botanist & Barrel,North Carolina,2022,0,0,0,1,0,1,2,2020,2024,4,Cedar Grove,North Carolina,USA,Active,https://www.botanistandbarrel.com/,,https://www.instagram.com/botanistandbarrel/,https://maps.google.com/?cid=1902463006194094884,https://www.yelp.com/biz/botanist-and-barrel-cedar-grove,https://www.tripadvisor.com/Attraction_Review-g49015-d13544284,https://untappd.com/w/botanist-barrel/356633
Meriwether Cider Company,Idaho,2022,0,0,0,1,0,1,2,2019,2024,5,Garden City,Idaho,USA,Active,https://www.meriwethercider.com/,https://www.facebook.com/meriwethercider,https://www.instagram.com/meriwethercider/,https://maps.google.com/?cid=7830741432069672416,https://www.yelp.com/biz/meriwether-cider-company-garden-city-2,https://www.tripadvisor.com/Attraction_Review-g35459-d10034505,https://untappd.com/w/meriwether-cider-company/222316
Blake's Hard Cider Co.,Michigan,2022,0,0,0,0,0,2,2,2017,2024,7,Armada,Michigan,USA,Active,http://www.blakeshardcider.com/,https://www.facebook.com/blakeshardciderco,https://www.instagram.com/blakeshardciderco/,https://maps.google.com/?cid=15855146673119620480,https://www.yelp.com/biz/blakes-ciderhouse-and-winery-armada,https://www.tripadvisor.com/Attraction_Review-g29560-d6678501,https://untappd.com/w/blakes-hard-cider-company/86334
Ola Brew,Hawaii,2022,0,0,0,0,0,2,2,2022,2022,1,Kailua-Kona,Hawaii,USA,Active,https://www.olabrewco.com/,https://www.facebook.com/OlaBrewCo,https://www.instagram.com/olabrewco/,https://maps.google.com/?cid=15799959683814156778,https://www.yelp.com/biz/ola-brew-kailua-kona,https://www.tripadvisor.com/Attraction_Review-g60872-d13368863,https://untappd.com/OlaBrewCompany
Maison Hérout,Normandy,2022,1,0,0,0,0,0,1,2022,2023,2,Auvers,Normandy,France,Active,https://www.maisonherout.com/,https://www.facebook.com/cidres/,https://www.instagram.com/maisonherout/,https://maps.google.com/?cid=1426598113576371976,,,https://untappd.com/w/m-a-herout/164919
Rootwood Cider Co.,Washington,2022,1,0,0,0,0,0,1,2018,2024,5,Manson,Washington,USA,Active,http://www.rootwoodcider.com/,https://www.facebook.com/rootwoodciderco/,https://www.instagram.com/rootwoodcider/,https://maps.google.com/?cid=1905642347995959494,https://www.yelp.com/biz/rootwood-cider-taproom-manson,https://www.tripadvisor.com/Attraction_Review-g58587-d10522833,https://untappd.com/w/rootwood-cider-co/223706
Runcible Cider,Oregon,2022,1,0,0,0,0,0,1,2018,2023,4,Mosier,Oregon,USA,Active,https://www.runciblecider.com/,https://www.facebook.com/runciblecider/,https://www.instagram.com/runciblecider/,https://maps.google.com/?cid=15182592417091165603,https://www.yelp.com/biz/runcible-cider-mosier-2,,https://untappd.com/w/runcible-cider/332214
Alpenfire Cider,Washington,2022,0,1,0,0,0,0,1,2018,2022,2,Port Townsend,Washington,USA,Active,https://www.alpenfirecider.com/,https://www.facebook.com/alpenfirecider,https://www.instagram.com/alpenfirecider/,https://maps.google.com/?cid=13194604853315575065,https://www.yelp.com/biz/alpenfire-cider-and-orchard-port-townsend,,https://untappd.com/w/alpenfire-cider/12510
Glacial Till Vineyard & Winery,Nebraska,2022,0,1,0,0,0,0,1,2020,2023,3,Ashland,Nebraska,USA,Active,http://www.glacialtillvineyard.com/,https://www.facebook.com/glacialtillvineyard,https://www.instagram.com/glacialtillvineyard/,https://maps.google.com/?cid=185099829414435279,https://www.yelp.com/biz/glacial-till-tasting-room-ashland,https://www.tripadvisor.com/Attraction_Review-g29709-d5832186,https://untappd.com/w/glacial-till-vineyard-and-winery/223758
James Arthur Vineyards,Nebraska,2022,0,1,0,0,0,0,1,2022,2022,1,Raymond,Nebraska,USA,Active,https://jamesarthurvineyards.com/,https://www.facebook.com/JamesArthurNebraskaWine/,https://www.instagram.com/wine_guru/,https://maps.google.com/?cid=17404114639511023041,https://www.yelp.com/biz/james-arthur-vineyards-raymond,https://www.tripadvisor.com/Attraction_Review-g45789-d1471606,https://untappd.com/w/james-arthur-vineyards/179460
Schilling Cider,Washington,2022,0,1,0,0,0,0,1,2022,2024,3,Auburn,Washington,USA,Active,https://schillingcider.com/,https://www.facebook.com/SchillingCider/,https://www.instagram.com/schillingcider/,https://maps.google.com/?cid=12281308087911884522,,,https://untappd.com/w/schilling-cider/62413
Mill Haus Cider,Washington,2022,0,0,1,0,0,0,1,2022,2024,3,Eatonville,Washington,USA,Active,https://www.drinkmillhaus.com/,https://www.facebook.com/drinkmillhaus/,https://www.instagram.com/drinkmillhaus/,https://maps.google.com/?cid=13632179647129119778,https://www.yelp.com/biz/mill-haus-cider-eatonville-2,https://www.tripadvisor.com/Restaurant_Review-g58449-d24114866,https://untappd.com/w/mill-haus-hard-cider/408680
Thor's Hard Cider,Minnesota,2022,0,0,1,0,0,0,1,2020,2023,3,Stillwater,Minnesota,USA,Active,https://www.thorshardcider.com/,https://www.facebook.com/thorshardcider/,https://www.instagram.com/thorshardcider/,https://maps.google.com/?cid=16250618587804183842,https://www.yelp.com/biz/aamodts-apple-farm-stillwater,https://www.tripadvisor.com/Attraction_Review-g43552-d7146001,https://untappd.com/w/thors-hard-cider/345130
Vermont Cider Company,Vermont,2022,0,0,1,0,0,0,1,2017,2022,3,Middlebury,Vermont,USA,Active,http://www.woodchuck.com/,https://www.facebook.com/WoodchuckCider,https://www.instagram.com/woodchuckcider/,https://maps.google.com/?cid=9402882086420367798,https://www.yelp.com/biz/woodchuck-hard-cidery-middlebury,https://www.tripadvisor.com/Attraction_Review-g57245-d7022345,https://untappd.com/w/woodchuck-cidery/611
WildCraft Cider Works,Oregon,2022,0,0,1,0,0,0,1,2018,2022,2,Eugene,Oregon,USA,Active,https://wildcraftciderworks.com/,https://www.facebook.com/WildCraftCiderWorks/,https://www.instagram.com/wildcraftcider/,https://maps.google.com/?cid=15001881032430403771,https://www.yelp.com/biz/wildcraft-cider-works-eugene,https://www.tripadvisor.com/Restaurant_Review-g51862-d8277583,https://untappd.com/w/wildcraft-cider-works/159780
Brotherhood Winery,New York,2022,0,0,0,1,0,0,1,2019,2022,2,Washingtonville,New York,USA,Active,http://www.brotherhood-winery.com/,,,https://maps.google.com/?cid=14879175529322157336,https://www.yelp.com/biz/brotherhood-americas-oldest-winery-washingtonville,https://www.tripadvisor.com/Attraction_Review-g48806-d263783,https://untappd.com/w/standard-cider-company/82912
Finnriver Farm & Cidery,Washington,2022,0,0,0,1,0,0,1,2020,2022,2,Chimacum,Washington,USA,Active,https://www.finnriver.com/,https://www.facebook.com/finnriver,https://www.instagram.com/finnriver/,https://maps.google.com/?cid=1802892066987578987,https://www.yelp.com/biz/finnriver-farm-and-cidery-chimacum,https://www.tripadvisor.com/Attraction_Review-g58399-d10595866,https://untappd.com/w/finnriver-farm-and-cidery/3008
Island Orchard Cider,Wisconsin,2022,0,0,0,1,0,0,1,2018,2024,4,Ellison Bay,Wisconsin,USA,Active,http://islandorchardcider.com/,https://www.facebook.com/IslandOrchardCider,https://www.instagram.com/islandorchardcider/,https://maps.google.com/?cid=8005585823394699432,https://www.yelp.com/biz/island-orchard-cider-ellison-bay,https://www.tripadvisor.com/Attraction_Review-g59859-d4554998,https://untappd.com/w/island-orchard-cider/36898
Lonetree Cider,British Columbia,2022,0,0,0,1,0,0,1,2017,2022,2,Vancouver,British Columbia,Canada,Active,https://www.lonetreecider.com/,https://www.facebook.com/lonetreecider,https://www.instagram.com/lonetreecider,,,,https://untappd.com/w/the-lonetree-cider-company/12800
Mount Diablo Cider Company,California,2022,0,0,0,1,0,0,1,2022,2022,1,Lafayette,California,USA,Active,https://www.mountdiablocider.com/,https://www.facebook.com/mountdiablocider,https://www.instagram.com/mountdiablocider/,,,,https://untappd.com/w/mount-diablo-cider-company/527606
Sandia Hard Cider,New Mexico,2022,0,0,0,1,0,0,1,2022,2022,1,Albuquerque,New Mexico,USA,Active,,https://www.facebook.com/sandiahardcider/,https://www.instagram.com/sandiahardcider/,https://maps.google.com/?cid=10960141526376680070,https://www.yelp.com/biz/the-craftroom-albuquerque,,https://untappd.com/w/sandia-hard-cider/286813
Alma Cider,Washington,2022,0,0,0,0,0,1,1,2020,2024,4,Mount Vernon,Washington,USA,Active,https://almacider.com/,https://www.facebook.com/almaciderco/,https://www.instagram.com/almaciderco/,,,,https://untappd.com/w/alma-cider/473877
Anna's Cider,California,2022,0,0,0,0,0,1,1,2022,2023,2,Santa Paula,California,USA,Active,https://annascider.com/,https://www.facebook.com/annascider,https://www.instagram.com/annascider/,https://maps.google.com/?cid=6245729611284225450,https://www.yelp.com/biz/anna-s-cider-santa-paula,,https://untappd.com/w/annas-cider/369723
Beach Bee Meadery,New Jersey,2022,0,0,0,0,0,1,1,2022,2023,2,Long Branch,New Jersey,USA,Active,https://www.beachbeemeadery.com/,https://www.facebook.com/beachbeemeadery/,https://www.instagram.com/beachbeemeadery/,https://maps.google.com/?cid=3925888969412189535,https://www.yelp.com/biz/beach-bee-meadery-long-branch,https://www.tripadvisor.com/Attraction_Review-g46582-d21226866,https://untappd.com/w/beach-bee-meadery/452564
Castle Hill Cider,Virginia,2022,0,0,0,0,0,1,1,2018,2023,5,Keswick,Virginia,USA,Active,http://www.castlehillcider.com/,https://www.facebook.com/CastleHillCider,https://www.instagram.com/castlehillcider/,https://maps.google.com/?cid=4112176064200176389,https://www.yelp.com/biz/castle-hill-cider-keswick,https://www.tripadvisor.com/Attraction_Review-g57873-d2359755,https://untappd.com/w/castle-hill-cider/18303
Diskin Cider,Tennessee,2022,0,0,0,0,0,1,1,2019,2022,3,Nashville,Tennessee,USA,Active,http://www.diskincider.com/,,https://www.instagram.com/diskincider/,https://maps.google.com/?cid=5465208715637137113,,,https://untappd.com/w/diskin-cider/341259
Duluth Cider,Minnesota,2022,0,0,0,0,0,1,1,2020,2022,2,Duluth,Minnesota,USA,Active,https://duluthcider.com/,https://www.facebook.com/duluth.cider/,https://www.instagram.com/duluthcider/,https://maps.google.com/?cid=3814310496447641516,https://www.yelp.com/biz/duluth-cider-duluth,https://www.tripadvisor.com/Attraction_Review-g43018-d16674091,https://untappd.com/DuluthCider
Houston Cider Company,Texas,2022,0,0,0,0,0,1,1,2019,2022,2,Houston,Texas,USA,Active,https://www.houstoncidertx.com/,https://www.facebook.com/houstoncidercompany,https://www.instagram.com/houstoncider/,https://maps.google.com/?cid=9879541345239427997,https://www.yelp.com/biz/town-in-city-brewing-company-houston,https://www.tripadvisor.com/Attraction_Review-g56003-d9609375,https://untappd.com/w/houston-cider-company/300156
Ironbound Hard Cider,New Jersey,2022,0,0,0,0,0,1,1,2018,2022,3,Asbury,New Jersey,USA,Active,https://www.ironboundhardcider.com/,https://www.facebook.com/ironboundhardcider,https://www.instagram.com/ironboundhardcider,https://maps.google.com/?cid=17370734586891457225,https://www.yelp.com/biz/ironbound-hard-cider-asbury-3,https://www.tripadvisor.com/Attraction_Review-g29747-d16900912,https://untappd.com/w/jersey-cider-works/267396
Loch Mór Cider Co.,Ontario,2022,0,0,0,0,0,1,1,2019,2022,3,Wellington,Ontario,Canada,Active,https://www.lochmorcider.com/,https://www.facebook.com/lochmorciderco,https://www.instagram.com/lochmorciderco/,https://maps.google.com/?cid=9109460907919194612,https://www.yelp.com/biz/loch-m%C3%B3r-cider-prince-edward,https://www.tripadvisor.com/Attraction_Review-g1772406-d17378409,https://untappd.com/LochMorCiderCo
Locust Cider,Washington,2022,0,0,0,0,0,1,1,2022,2024,3,Woodinville,Washington,USA,Active,http://www.locustcider.com/,https://www.facebook.com/locustcider,https://www.instagram.com/locustcider,https://maps.google.com/?cid=17533531076865420551,https://www.yelp.com/biz/locust-cider-woodinville,https://www.tripadvisor.com/Attraction_Review-g58835-d12688283,https://untappd.com/w/locust-cider/202473
