Year,Style,Medalist,Entry,Region,Award,🏆 Platinum,🥇🥇 Double Gold,🥇 Gold,🥈 Silver,🥉 Bronze,Judges' Pick,Total,First,Last,Years,City,Region,Country,Status,Website,Facebook,Instagram,Google,Yelp,TripAdvisor,Untappd
2019,Wood-Aged,Saro Cider,Marmara,Nebraska,🥇🥇 Double Gold,0,1,0,1,0,0,2,2019,2020,2,Lincoln,Nebraska,USA,Active,https://sarocider.com/,https://www.facebook.com/4SaroCider,https://www.instagram.com/sarocider/,https://maps.google.com/?cid=14239117714929818609,https://www.yelp.com/biz/saro-cider-lincoln,https://www.tripadvisor.com/Restaurant_Review-g45667-d15141590,https://untappd.com/w/saro-cider/407311
2019,Wood-Aged,Meriwether Cider Company,Hardwood Normandy,Idaho,🥇 Gold,1,3,4,1,0,1,10,2019,2024,5,Garden City,Idaho,USA,Active,https://www.meriwethercider.com/,https://www.facebook.com/meriwethercider,https://www.instagram.com/meriwethercider/,https://maps.google.com/?cid=7830741432069672416,https://www.yelp.com/biz/meriwether-cider-company-garden-city-2,https://www.tripadvisor.com/Attraction_Review-g35459-d10034505,https://untappd.com/w/meriwether-cider-company/222316
2019,Wood-Aged,Blake's Hard Cider Co.,Barrel Reserve Wild Blueberry,Michigan,🥇 Gold,2,2,4,3,1,7,19,2017,2024,7,Armada,Michigan,USA,Active,http://www.blakeshardcider.com/,https://www.facebook.com/blakeshardciderco,https://www.instagram.com/blakeshardciderco/,https://maps.google.com/?cid=15855146673119620480,https://www.yelp.com/biz/blakes-ciderhouse-and-winery-armada,https://www.tripadvisor.com/Attraction_Review-g29560-d6678501,https://untappd.com/w/blakes-hard-cider-company/86334
2019,Wood-Aged,Seattle Cider Company,Red Wine Barrel-Aged Berry,Washington,🥈 Silver,3,3,5,7,1,16,35,2017,2024,6,Seattle,Washington,USA,Active,http://www.seattlecidercompany.com/,https://www.facebook.com/SeattleCiderCo,https://www.instagram.com/seattleciderco/,https://maps.google.com/?cid=10339393864619567754,https://www.yelp.com/biz/seattle-cider-company-seattle,,https://untappd.com/w/seattle-cider-company/75923
2019,Wood-Aged,Gypsy Circus,PuppetMaster: Whiskey Barrel Vaudevillian,Tennessee,🥉 Bronze,0,2,0,1,1,2,6,2017,2022,3,Kingsport,Tennessee,USA,Active,https://gypsycircuscider.com/,https://www.facebook.com/GypsyCircusCider/,https://www.instagram.com/gypsycircuscider/,https://maps.google.com/?cid=4520512866262691085,https://www.yelp.com/biz/gypsy-circus-taproom-kingsport,https://www.tripadvisor.com/Attraction_Review-g55135-d12818214,https://untappd.com/w/gypsy-circus-cider-company/226304
2019,Wood-Aged,Diskin Cider,BTC,Tennessee,Judges' Pick,0,0,1,0,0,5,6,2019,2022,3,Nashville,Tennessee,USA,Active,http://www.diskincider.com/,,https://www.instagram.com/diskincider/,https://maps.google.com/?cid=5465208715637137113,,,https://untappd.com/w/diskin-cider/341259
2019,Wood-Aged,Brotherhood Winery,Rebel Reserve,New York,Judges' Pick,0,0,0,1,0,1,2,2019,2022,2,Washingtonville,New York,USA,Active,http://www.brotherhood-winery.com/,,,https://maps.google.com/?cid=14879175529322157336,https://www.yelp.com/biz/brotherhood-americas-oldest-winery-washingtonville,https://www.tripadvisor.com/Attraction_Review-g48806-d263783,https://untappd.com/w/standard-cider-company/82912
2019,Wood-Aged,Tieton Cider Works,Bourbon Barrel Peach Cider,Washington,Judges' Pick,2,1,2,5,2,11,23,2017,2024,6,Yakima,Washington,USA,Active,https://tietonciderworks.com/,https://www.facebook.com/tietonciderworks/,https://www.instagram.com/tietonciderworks/,https://maps.google.com/?cid=9208093896298438407,https://www.yelp.com/biz/tieton-cider-works-yakima,https://www.tripadvisor.com/Attraction_Review-g58838-d7991577,https://untappd.com/w/tieton-cider-works/10804
2019,Sour,Sidra Riestra,Sidra Natural Riestra,Asturias,🥇🥇 Double Gold,1,1,2,0,0,0,4,2019,2020,2,Sariego,Asturias,Spain,Active,http://www.sidrariestra.com/,https://www.facebook.com/SidraRiestra,https://www.instagram.com/sidrariestra/,https://maps.google.com/?cid=2253085342105400787,,,https://untappd.com/w/riestra/70601
2019,Sour,Sidra Riestra,Good Clean Funk,Asturias,🥇 Gold,1,1,2,0,0,0,4,2019,2020,2,Sariego,Asturias,Spain,Active,http://www.sidrariestra.com/,https://www.facebook.com/SidraRiestra,https://www.instagram.com/sidrariestra/,https://maps.google.com/?cid=2253085342105400787,,,https://untappd.com/w/riestra/70601
2019,Sour,Seattle Cider Company,Crimson Gold,Washington,🥇 Gold,3,3,5,7,1,16,35,2017,2024,6,Seattle,Washington,USA,Active,http://www.seattlecidercompany.com/,https://www.facebook.com/SeattleCiderCo,https://www.instagram.com/seattleciderco/,https://maps.google.com/?cid=10339393864619567754,https://www.yelp.com/biz/seattle-cider-company-seattle,,https://untappd.com/w/seattle-cider-company/75923
2019,Sour,2 Towns Ciderhouse,2017 La Mûre,Oregon,🥈 Silver,6,11,6,5,4,9,41,2017,2024,6,Corvallis,Oregon,USA,Active,http://www.2townsciderhouse.com/,https://www.facebook.com/2townsciderhouse,https://www.instagram.com/2townscider/,https://maps.google.com/?cid=10429935694700508047,https://www.yelp.com/biz/2-towns-ciderhouse-corvallis,https://www.tripadvisor.com/Attraction_Review-g51817-d3417221,https://untappd.com/w/2-towns-ciderhouse/12975
2019,Sour,Bristols Cider,Skimmington,California,🥈 Silver,0,0,0,1,0,0,1,2019,2019,1,Atascadero,California,USA,Active,https://www.bristolscider.com/,https://www.facebook.com/BristolsCiderHouse,https://www.instagram.com/bristolsciderhouse,https://maps.google.com/?cid=647885709337219908,https://www.yelp.com/biz/bristols-cider-house-atascadero,https://www.tripadvisor.com/Attraction_Review-g29115-d7181307,https://untappd.com/w/lone-madrone/10325
2019,Sour,Courthouse Creek Cider,Straight No Chaser,Virginia,🥉 Bronze,0,0,0,0,1,0,1,2019,2019,1,Maidens,Virginia,USA,Active,http://courthousecreek.com/,https://www.facebook.com/CourthouseCreek,https://www.instagram.com/courthousecreekcider/,https://maps.google.com/?cid=14539258264651566085,https://www.yelp.com/biz/courthouse-creek-cider-maidens,https://www.tripadvisor.com/Attraction_Review-g57926-d12600269,https://untappd.com/w/courthouse-creek/281776
2019,Sour,Sidra Fanjul,Sidra Natural,Asturias,Judges' Pick,0,0,0,1,0,1,2,2019,2020,2,Siero,Asturias,Spain,Active,https://www.sidrafanjul.com/,https://www.facebook.com/Sidra-Fanjul-216579291699190/,https://www.instagram.com/sidrafanjul/,https://maps.google.com/?cid=10647391104326148313,,,https://untappd.com/w/sidra-fanjul/57758
2019,Sour,Cider Creek Hard Cider,Dreams of Charlotte,New York,Judges' Pick,0,1,0,0,0,3,4,2018,2019,2,Canisteo,New York,USA,Active,http://www.cidercreekhardcider.com/,,https://www.instagram.com/cidercreekhardcider/,https://maps.google.com/?cid=7573055340708815679,,https://www.tripadvisor.com/Attraction_Review-g47410-d9865677,https://untappd.com/w/cider-creek-hard-cider/124038
2019,Sour,Potter's Craft Cider,Raspberries & Brett,Virginia,Judges' Pick,0,0,0,0,0,1,1,2019,2019,1,Charlottesville,Virginia,USA,Active,https://potterscraftcider.com/,https://www.facebook.com/potterscraftcider,https://www.instagram.com/potterscraftcider/,https://maps.google.com/?cid=5866852060832925678,https://www.yelp.com/biz/potters-craft-cider-charlottesville-2,https://www.tripadvisor.com/Attraction_Review-g57592-d19722718,https://untappd.com/w/potters-craft-cider/30119
2019,Stone Fruit,Houston Cider Company,Cherry,Texas,🥇🥇 Double Gold,0,1,0,1,0,1,3,2019,2022,2,Houston,Texas,USA,Active,https://www.houstoncidertx.com/,https://www.facebook.com/houstoncidercompany,https://www.instagram.com/houstoncider/,https://maps.google.com/?cid=9879541345239427997,https://www.yelp.com/biz/town-in-city-brewing-company-houston,https://www.tripadvisor.com/Attraction_Review-g56003-d9609375,https://untappd.com/w/houston-cider-company/300156
2019,Stone Fruit,Avid Cider,Apricot,Oregon,🥇 Gold,0,0,1,1,0,4,6,2018,2024,4,Bend,Oregon,USA,Active,https://avidcider.com/,https://www.facebook.com/AVIDCider/,https://www.instagram.com/avidcidercompany/,,https://www.yelp.com/biz/atlas-cider-co-bend-2,https://www.tripadvisor.com/Attraction_Review-g51766-d6870614,https://untappd.com/w/atlas-cider-company/65739
2019,Stone Fruit,Big B's Hard Cider,Peach Pickin Time,Colorado,🥈 Silver,1,1,0,2,0,2,6,2017,2020,4,Hotchkiss,Colorado,USA,Active,http://www.bigbs.com/,https://www.facebook.com/visitbigbs,https://www.instagram.com/drinkbigbs,https://maps.google.com/?cid=78577038036310991,https://www.yelp.com/biz/delicious-orchards-hotchkiss,https://www.tripadvisor.com/Restaurant_Review-g33588-d4471856,https://untappd.com/w/big-bs-fabulous-juices/100389
2019,Stone Fruit,Bauman's Cider,Peach Raspberry,Oregon,🥉 Bronze,3,0,8,3,2,6,22,2018,2024,5,Gervais,Oregon,USA,Active,https://baumanscider.com/,https://www.facebook.com/Baumanscider/,https://www.instagram.com/baumanscider/,https://maps.google.com/?cid=10038644588886302965,https://www.yelp.com/biz/baumans-farm-and-garden-gervais,https://www.tripadvisor.com/Attraction_Review-g51881-d6848567,https://untappd.com/w/baumans-cider-company/253872
2019,Stone Fruit,Winsome Ciderworks,Pom Cherry,Oregon,Judges' Pick,0,0,0,0,0,1,1,2019,2019,1,Woodinville,Oregon,USA,Active,https://www.winsomeciderworks.com/,https://www.facebook.com/winsomeciderworks/,https://www.instagram.com/winsomeciderworks/,,,,https://untappd.com/WinsomeCiderworks
2019,Stone Fruit,Snow Capped Cider,Colorado Peach,Colorado,Judges' Pick,9,11,6,5,0,8,39,2018,2024,6,Cedaredge,Colorado,USA,Active,http://www.snowcappedcider.com/,https://www.facebook.com/snowcappedcider/,https://www.instagram.com/snowcappedcider/,https://maps.google.com/?cid=373602255640136887,,,https://untappd.com/w/snow-capped-cider/130549
2019,Stone Fruit,Lake Chelan Winery,Cherry,Washington,Judges' Pick,0,1,2,2,0,2,7,2018,2023,4,Chelan,Washington,USA,Active,https://lakechelanwinery.com/,https://www.facebook.com/LakeChelanWinery/,https://www.instagram.com/lakechelanwinery/,https://maps.google.com/?cid=14575106688846373159,https://www.yelp.com/biz/lake-chelan-winery-chelan,https://www.tripadvisor.com/Restaurant_Review-g58395-d2291863,https://untappd.com/w/washington-gold-cider/21191
2019,Fruit,2 Towns Ciderhouse,Camp Clementine,Oregon,🥇🥇 Double Gold,6,11,6,5,4,9,41,2017,2024,6,Corvallis,Oregon,USA,Active,http://www.2townsciderhouse.com/,https://www.facebook.com/2townsciderhouse,https://www.instagram.com/2townscider/,https://maps.google.com/?cid=10429935694700508047,https://www.yelp.com/biz/2-towns-ciderhouse-corvallis,https://www.tripadvisor.com/Attraction_Review-g51817-d3417221,https://untappd.com/w/2-towns-ciderhouse/12975
2019,Fruit,Liquid Alchemy Beverages,Pineapple Experiment #13,Delaware,🥇 Gold,1,0,2,0,0,3,6,2019,2024,3,Wilmington,Delaware,USA,Active,https://www.liquidalchemybeverages.com/,https://www.facebook.com/LiquidAlchemyBeverages/,https://www.instagram.com/liquidalchemybeverages,https://maps.google.com/?cid=17392171192902258223,https://www.yelp.com/biz/liquid-alchemy-beverages-wilmington,https://www.tripadvisor.com/Attraction_Review-g34059-d12048635,https://untappd.com/w/liquid-alchemy-beverages/224415
2019,Fruit,2 Towns Ciderhouse,Easy Squeezy,Oregon,🥇 Gold,6,11,6,5,4,9,41,2017,2024,6,Corvallis,Oregon,USA,Active,http://www.2townsciderhouse.com/,https://www.facebook.com/2townsciderhouse,https://www.instagram.com/2townscider/,https://maps.google.com/?cid=10429935694700508047,https://www.yelp.com/biz/2-towns-ciderhouse-corvallis,https://www.tripadvisor.com/Attraction_Review-g51817-d3417221,https://untappd.com/w/2-towns-ciderhouse/12975
2019,Fruit,EdenVale Winery,Eden Valley Orchards CranPerry,Oregon,🥈 Silver,1,0,1,2,1,0,5,2017,2020,3,Medford,Oregon,USA,Active,http://www.edenvalewines.com/,https://www.facebook.com/EdenValeWinery,https://www.instagram.com/edenvalewinery/,https://maps.google.com/?cid=1337477973398359922,https://www.yelp.com/biz/edenvale-winery-medford-2,https://www.tripadvisor.com/Attraction_Review-g51965-d534330,https://untappd.com/w/edenvale-winery/343164
2019,Fruit,Cyderish,B.O.M.B. Cider,Oregon,🥉 Bronze,0,0,0,0,1,0,1,2019,2019,1,Eugene,Oregon,USA,Inactive,,,,,,,
2019,Fruit,North Canyon Cider Company,Pineapple Ginger,California,🥉 Bronze,0,0,0,3,1,1,5,2019,2024,5,Camino,California,USA,Active,http://northcanyoncider.com/,https://www.facebook.com/NorthCanyonCiderCo,https://www.instagram.com/NorthCanyonCider,https://maps.google.com/?cid=15474272377040798709,https://www.yelp.com/biz/north-canyon-cider-company-camino-2,,https://untappd.com/w/north-canyon-cider-co/366979
2019,Fruit,Diskin Cider,Local AF,Tennessee,Judges' Pick,0,0,1,0,0,5,6,2019,2022,3,Nashville,Tennessee,USA,Active,http://www.diskincider.com/,,https://www.instagram.com/diskincider/,https://maps.google.com/?cid=5465208715637137113,,,https://untappd.com/w/diskin-cider/341259
2019,Fruit,Coyote Hole Craft Beverages,Sangria,Virginia,Judges' Pick,0,0,0,0,0,1,1,2019,2019,1,Mineral,Virginia,USA,Active,http://www.coyotehole.com/,https://www.facebook.com/CoyoteHole/,https://www.instagram.com/CoyoteHole/,https://maps.google.com/?cid=3893841626353972834,https://www.yelp.com/biz/coyote-hole-ciderworks-mineral,https://www.tripadvisor.com/Attraction_Review-g57973-d12510904,https://untappd.com/w/coyote-hole-ciderworks/327669
2019,Fruit,Double Shovel Cider Company,Cider Mosa,Alaska,Judges' Pick,0,0,0,0,1,1,2,2019,2019,1,Anchorage,Alaska,USA,Active,http://www.doubleshovelcider.co/,,https://www.instagram.com/doubleshovelciderco/,https://maps.google.com/?cid=610099555034655289,https://www.yelp.com/biz/double-shovel-cider-co-anchorage,,https://untappd.com/w/double-shovel-cider-company/272046
2019,Hopped,Castle Hill Cider,All Hopped Up,Virginia,🥇🥇 Double Gold,2,3,1,0,0,1,7,2018,2023,5,Keswick,Virginia,USA,Active,http://www.castlehillcider.com/,https://www.facebook.com/CastleHillCider,https://www.instagram.com/castlehillcider/,https://maps.google.com/?cid=4112176064200176389,https://www.yelp.com/biz/castle-hill-cider-keswick,https://www.tripadvisor.com/Attraction_Review-g57873-d2359755,https://untappd.com/w/castle-hill-cider/18303
2019,Hopped,Rootwood Cider Co.,Hop Infused,Washington,🥇 Gold,2,1,3,0,1,2,9,2018,2024,5,Manson,Washington,USA,Active,http://www.rootwoodcider.com/,https://www.facebook.com/rootwoodciderco/,https://www.instagram.com/rootwoodcider/,https://maps.google.com/?cid=1905642347995959494,https://www.yelp.com/biz/rootwood-cider-taproom-manson,https://www.tripadvisor.com/Attraction_Review-g58587-d10522833,https://untappd.com/w/rootwood-cider-co/223706
2019,Hopped,Chain Yard Cider,Hopped Up,Nova Scotia,🥈 Silver,0,1,1,2,0,3,7,2018,2019,2,Halifax,Nova Scotia,Canada,Active,https://www.chainyardcider.com/,https://www.facebook.com/chainyardcider/,https://www.instagram.com/chainyardcider/,https://maps.google.com/?cid=4454532663694829560,https://www.yelp.com/biz/chain-yard-urban-cidery-halifax,https://www.tripadvisor.com/Restaurant_Review-g154976-d12547718,https://untappd.com/w/chain-yard-urban-cidery/338806
2019,Hopped,Double Shovel Cider Company,Pineapple IPC,Alaska,🥉 Bronze,0,0,0,0,1,1,2,2019,2019,1,Anchorage,Alaska,USA,Active,http://www.doubleshovelcider.co/,,https://www.instagram.com/doubleshovelciderco/,https://maps.google.com/?cid=610099555034655289,https://www.yelp.com/biz/double-shovel-cider-co-anchorage,,https://untappd.com/w/double-shovel-cider-company/272046
2019,Hopped,Square Mile Cider,Hopped,Oregon,Judges' Pick,0,1,0,1,1,2,5,2017,2019,3,Portland,Oregon,USA,Active,https://www.squaremilecider.com/,https://www.facebook.com/SquareMileCider,https://www.instagram.com/squaremilecider/,https://maps.google.com/?cid=1334101927022279814,,,https://untappd.com/w/square-mile-cider-co/62094
2019,Hopped,Union Hill Cider Company,Hopped & Hazy,Washington,Judges' Pick,1,2,2,2,0,4,11,2019,2024,5,East Wenatchee,Washington,USA,Active,https://www.unionhillciderco.com/,https://www.facebook.com/UnionHillCiderCo/,https://www.instagram.com/unionhillciderco/,https://maps.google.com/?cid=15999164221517255413,https://www.yelp.com/biz/union-hill-cider-east-wenatchee,,https://untappd.com/UnionHillCiderCo
2019,Hopped,Ironbound Hard Cider,Highlands Farmhouse,New Jersey,Judges' Pick,0,1,0,1,0,3,5,2018,2022,3,Asbury,New Jersey,USA,Active,https://www.ironboundhardcider.com/,https://www.facebook.com/ironboundhardcider,https://www.instagram.com/ironboundhardcider,https://maps.google.com/?cid=17370734586891457225,https://www.yelp.com/biz/ironbound-hard-cider-asbury-3,https://www.tripadvisor.com/Attraction_Review-g29747-d16900912,https://untappd.com/w/jersey-cider-works/267396
2019,Spiced,Meriwether Cider Company,Pineapple Habañero,Idaho,🥇🥇 Double Gold,1,3,4,1,0,1,10,2019,2024,5,Garden City,Idaho,USA,Active,https://www.meriwethercider.com/,https://www.facebook.com/meriwethercider,https://www.instagram.com/meriwethercider/,https://maps.google.com/?cid=7830741432069672416,https://www.yelp.com/biz/meriwether-cider-company-garden-city-2,https://www.tripadvisor.com/Attraction_Review-g35459-d10034505,https://untappd.com/w/meriwether-cider-company/222316
2019,Spiced,Blue Bee Cider,Firecracker,Virginia,🥇 Gold,0,0,1,0,1,0,2,2018,2019,2,Richmond,Virginia,USA,Active,https://www.bluebeecider.com/,https://www.facebook.com/BlueBeeCider,https://www.instagram.com/bluebeecider/,https://maps.google.com/?cid=17761175602688407320,https://www.yelp.com/biz/blue-bee-cider-richmond,https://www.tripadvisor.com/Attraction_Review-g60893-d4749979,https://untappd.com/w/blue-bee-cider/62200
2019,Spiced,Bauman's Cider,The Old Mule,Oregon,🥈 Silver,3,0,8,3,2,6,22,2018,2024,5,Gervais,Oregon,USA,Active,https://baumanscider.com/,https://www.facebook.com/Baumanscider/,https://www.instagram.com/baumanscider/,https://maps.google.com/?cid=10038644588886302965,https://www.yelp.com/biz/baumans-farm-and-garden-gervais,https://www.tripadvisor.com/Attraction_Review-g51881-d6848567,https://untappd.com/w/baumans-cider-company/253872
2019,Spiced,Arsenal Cider House,Grant's Flying Pumpkin,Pennsylvania,🥉 Bronze,0,0,1,2,3,1,7,2018,2020,3,Pittsburgh,Pennsylvania,USA,Active,https://www.arsenalciderhouse.com/lawrenceville/,https://www.facebook.com/ArsenalCider,https://www.instagram.com/arsenalcider/,https://maps.google.com/?cid=3302243150360255083,https://www.yelp.com/biz/arsenal-cider-house-and-wine-cellar-pittsburgh,https://www.tripadvisor.com/Attraction_Review-g53449-d4558019,https://untappd.com/w/arsenal-cider-house/12282
2019,Spiced,Eaglemount Wine & Cider,Brambleberry Bum,Washington,Judges' Pick,0,0,0,0,0,1,1,2019,2019,1,Port Townsend,Washington,USA,Active,https://eaglemountwinery.com/,https://www.facebook.com/eaglemountwineandcider/,https://www.instagram.com/p/CKHZN9pLKw-/,https://maps.google.com/?cid=8669789097383487844,https://www.yelp.com/biz/eaglemount-wine-and-cider-port-townsend-2,https://www.tripadvisor.com/Attraction_Review-g58687-d25451008,https://untappd.com/w/eaglemount-wine-and-cider/9836
2019,Spiced,Citizen Cider,For Shore,Vermont,Judges' Pick,0,0,0,0,1,2,3,2017,2019,2,Burlington,Vermont,USA,Active,https://www.citizencider.com/,https://www.facebook.com/citizencider,https://www.instagram.com/citizencider/,https://maps.google.com/?cid=705537445817027258,https://www.yelp.com/biz/citizen-cider-burlington,https://www.tripadvisor.com/Restaurant_Review-g57201-d6924616,https://untappd.com/w/citizen-cider/24209
2019,Spiced,Seattle Cider Company,Punch Bowl,Washington,Judges' Pick,3,3,5,7,1,16,35,2017,2024,6,Seattle,Washington,USA,Active,http://www.seattlecidercompany.com/,https://www.facebook.com/SeattleCiderCo,https://www.instagram.com/seattleciderco/,https://maps.google.com/?cid=10339393864619567754,https://www.yelp.com/biz/seattle-cider-company-seattle,,https://untappd.com/w/seattle-cider-company/75923
2019,Spiced,Noble Cider,The Journeyman,North Carolina,Judges' Pick,2,1,3,1,1,7,15,2017,2024,7,Asheville,North Carolina,USA,Active,http://www.noblecider.com/,https://www.facebook.com/NobleCider,https://www.instagram.com/noble_cider/,https://maps.google.com/?cid=10806279487860629423,https://www.yelp.com/biz/noble-cider-asheville,https://www.tripadvisor.com/Attraction_Review-g60742-d8604019,https://untappd.com/w/noble-cider/77407
2019,Botanical,Tieton Cider Works,Lavender Honey,Washington,🥇🥇 Double Gold,2,1,2,5,2,11,23,2017,2024,6,Yakima,Washington,USA,Active,https://tietonciderworks.com/,https://www.facebook.com/tietonciderworks/,https://www.instagram.com/tietonciderworks/,https://maps.google.com/?cid=9208093896298438407,https://www.yelp.com/biz/tieton-cider-works-yakima,https://www.tripadvisor.com/Attraction_Review-g58838-d7991577,https://untappd.com/w/tieton-cider-works/10804
2019,Botanical,Seattle Cider Company,Earl Grey,Washington,🥇 Gold,3,3,5,7,1,16,35,2017,2024,6,Seattle,Washington,USA,Active,http://www.seattlecidercompany.com/,https://www.facebook.com/SeattleCiderCo,https://www.instagram.com/seattleciderco/,https://maps.google.com/?cid=10339393864619567754,https://www.yelp.com/biz/seattle-cider-company-seattle,,https://untappd.com/w/seattle-cider-company/75923
2019,Botanical,Big B's Hard Cider,Ciaison Grand Gru,Colorado,🥈 Silver,1,1,0,2,0,2,6,2017,2020,4,Hotchkiss,Colorado,USA,Active,http://www.bigbs.com/,https://www.facebook.com/visitbigbs,https://www.instagram.com/drinkbigbs,https://maps.google.com/?cid=78577038036310991,https://www.yelp.com/biz/delicious-orchards-hotchkiss,https://www.tripadvisor.com/Restaurant_Review-g33588-d4471856,https://untappd.com/w/big-bs-fabulous-juices/100389
2019,Botanical,Brownrigg Hard Cider,Ginger Fig Leaf,Washington,🥉 Bronze,0,1,0,0,1,1,3,2018,2019,2,Seattle,Washington,USA,Inactive,,,,,,,
2019,Botanical,Square Mile Cider,Rosé,Oregon,Judges' Pick,0,1,0,1,1,2,5,2017,2019,3,Portland,Oregon,USA,Active,https://www.squaremilecider.com/,https://www.facebook.com/SquareMileCider,https://www.instagram.com/squaremilecider/,https://maps.google.com/?cid=1334101927022279814,,,https://untappd.com/w/square-mile-cider-co/62094
2019,Botanical,Independent Perry,Lavender Perry,Washington,Judges' Pick,0,0,0,0,0,1,1,2019,2019,1,Dryden,Washington,USA,Active,,https://www.facebook.com/IndependentPerry,https://www.instagram.com/independentperry/,,,,https://untappd.com/Independent_Cider
2019,Botanical,Liquid Alchemy Beverages,Deeply Rooted,Delaware,Judges' Pick,1,0,2,0,0,3,6,2019,2024,3,Wilmington,Delaware,USA,Active,https://www.liquidalchemybeverages.com/,https://www.facebook.com/LiquidAlchemyBeverages/,https://www.instagram.com/liquidalchemybeverages,https://maps.google.com/?cid=17392171192902258223,https://www.yelp.com/biz/liquid-alchemy-beverages-wilmington,https://www.tripadvisor.com/Attraction_Review-g34059-d12048635,https://untappd.com/w/liquid-alchemy-beverages/224415
2019,Specialty,Chain Yard Cider,Rhubee Cyser,Nova Scotia,🥇🥇 Double Gold,0,1,1,2,0,3,7,2018,2019,2,Halifax,Nova Scotia,Canada,Active,https://www.chainyardcider.com/,https://www.facebook.com/chainyardcider/,https://www.instagram.com/chainyardcider/,https://maps.google.com/?cid=4454532663694829560,https://www.yelp.com/biz/chain-yard-urban-cidery-halifax,https://www.tripadvisor.com/Restaurant_Review-g154976-d12547718,https://untappd.com/w/chain-yard-urban-cidery/338806
2019,Specialty,Meriwether Cider Company,Uncharted,Idaho,🥇 Gold,1,3,4,1,0,1,10,2019,2024,5,Garden City,Idaho,USA,Active,https://www.meriwethercider.com/,https://www.facebook.com/meriwethercider,https://www.instagram.com/meriwethercider/,https://maps.google.com/?cid=7830741432069672416,https://www.yelp.com/biz/meriwether-cider-company-garden-city-2,https://www.tripadvisor.com/Attraction_Review-g35459-d10034505,https://untappd.com/w/meriwether-cider-company/222316
2019,Specialty,Bishop Cider Company,The Dark Cide,Texas,🥈 Silver,0,0,0,1,0,2,3,2019,2019,1,Fort Worth,Texas,USA,Active,https://www.bishopcider.com/,https://www.facebook.com/BishopCider,https://www.instagram.com/bishopcider,,,,https://untappd.com/w/bishop-cider-company/144590
2019,Specialty,2 Towns Ciderhouse,Hollow Jack'd,Oregon,🥉 Bronze,6,11,6,5,4,9,41,2017,2024,6,Corvallis,Oregon,USA,Active,http://www.2townsciderhouse.com/,https://www.facebook.com/2townsciderhouse,https://www.instagram.com/2townscider/,https://maps.google.com/?cid=10429935694700508047,https://www.yelp.com/biz/2-towns-ciderhouse-corvallis,https://www.tripadvisor.com/Attraction_Review-g51817-d3417221,https://untappd.com/w/2-towns-ciderhouse/12975
2019,Specialty,Chain Yard Cider,Ginxberry,Nova Scotia,Judges' Pick,0,1,1,2,0,3,7,2018,2019,2,Halifax,Nova Scotia,Canada,Active,https://www.chainyardcider.com/,https://www.facebook.com/chainyardcider/,https://www.instagram.com/chainyardcider/,https://maps.google.com/?cid=4454532663694829560,https://www.yelp.com/biz/chain-yard-urban-cidery-halifax,https://www.tripadvisor.com/Restaurant_Review-g154976-d12547718,https://untappd.com/w/chain-yard-urban-cidery/338806
2019,Specialty,Bishop Cider Company,Apple Pineapple,Texas,Judges' Pick,0,0,0,1,0,2,3,2019,2019,1,Fort Worth,Texas,USA,Active,https://www.bishopcider.com/,https://www.facebook.com/BishopCider,https://www.instagram.com/bishopcider,,,,https://untappd.com/w/bishop-cider-company/144590
2019,Specialty,Bishop Cider Company,Texas Tea,Texas,Judges' Pick,0,0,0,1,0,2,3,2019,2019,1,Fort Worth,Texas,USA,Active,https://www.bishopcider.com/,https://www.facebook.com/BishopCider,https://www.instagram.com/bishopcider,,,,https://untappd.com/w/bishop-cider-company/144590
2019,Dessert/Fortified,2 Towns Ciderhouse,2018 Marissimo,Oregon,🥇🥇 Double Gold,6,11,6,5,4,9,41,2017,2024,6,Corvallis,Oregon,USA,Active,http://www.2townsciderhouse.com/,https://www.facebook.com/2townsciderhouse,https://www.instagram.com/2townscider/,https://maps.google.com/?cid=10429935694700508047,https://www.yelp.com/biz/2-towns-ciderhouse-corvallis,https://www.tripadvisor.com/Attraction_Review-g51817-d3417221,https://untappd.com/w/2-towns-ciderhouse/12975
2019,Dessert/Fortified,Bauman's Cider,Ice Cider,Oregon,🥇 Gold,3,0,8,3,2,6,22,2018,2024,5,Gervais,Oregon,USA,Active,https://baumanscider.com/,https://www.facebook.com/Baumanscider/,https://www.instagram.com/baumanscider/,https://maps.google.com/?cid=10038644588886302965,https://www.yelp.com/biz/baumans-farm-and-garden-gervais,https://www.tripadvisor.com/Attraction_Review-g51881-d6848567,https://untappd.com/w/baumans-cider-company/253872
2019,Dessert/Fortified,West Avenue Cider,Northern Lights,Ontario,🥈 Silver,0,0,0,2,1,2,5,2017,2019,3,Freelton,Ontario,Canada,Active,https://www.westavenue.ca/,https://www.facebook.com/WestAvenueCider,https://www.instagram.com/westavenuecider/,https://maps.google.com/?cid=2732627738094534556,https://www.yelp.com/biz/west-avenue-cider-house-freelton,https://www.tripadvisor.com/Attraction_Review-g154990-d15192590,https://untappd.com/w/west-avenue-cider/72499
