Year,Award,Producer,Product,State,Status,Website,Facebook,Instagram,Google,Yelp,TripAdvisor,Untappd
2018,🏆 Winner,Far West Cider,Proper Dry,California,Active,"<a href=""http://farwestcider.com/"">Website</a>","<a href=""https://www.facebook.com/FarWestCider/"">Facebook</a>","<a href=""https://www.instagram.com/farwestcider/"">Instagram</a>","<a href=""https://maps.google.com/?cid=3187943752465403398"">Google</a>","<a href=""https://www.yelp.com/biz/far-west-cider-co-richmond"">Yelp</a>",,"<a href=""https://untappd.com/FarWestCiderCo"">Untappd</a>"
2018,🏆 Winner,Far West Cider,You've Guava Be Kidding Me,California,Active,"<a href=""http://farwestcider.com/"">Website</a>","<a href=""https://www.facebook.com/FarWestCider/"">Facebook</a>","<a href=""https://www.instagram.com/farwestcider/"">Instagram</a>","<a href=""https://maps.google.com/?cid=3187943752465403398"">Google</a>","<a href=""https://www.yelp.com/biz/far-west-cider-co-richmond"">Yelp</a>",,"<a href=""https://untappd.com/FarWestCiderCo"">Untappd</a>"
2018,🏆 Winner,Finnriver Farm & Cidery,Blue Hewe,Washington,Active,"<a href=""https://www.finnriver.com/"">Website</a>","<a href=""https://www.facebook.com/finnriver"">Facebook</a>","<a href=""https://www.instagram.com/finnriver/"">Instagram</a>","<a href=""https://maps.google.com/?cid=1802892066987578987"">Google</a>","<a href=""https://www.yelp.com/biz/finnriver-farm-and-cidery-chimacum"">Yelp</a>","<a href=""https://www.tripadvisor.com/Attraction_Review-g58399-d10595866"">TripAdvisor</a>","<a href=""https://untappd.com/w/finnriver-farm-and-cidery/3008"">Untappd</a>"
2018,🏆 Winner,Foggy Ridge Cider,First Fruit,Virginia,Inactive,,,,,,,
2018,🏆 Winner,Lassen Traditional Cider,Newtown Pippin,California,Active,"<a href=""https://www.lassencider.com/"">Website</a>","<a href=""https://www.facebook.com/lassencider/"">Facebook</a>","<a href=""https://www.instagram.com/lassencider/"">Instagram</a>","<a href=""https://maps.google.com/?cid=10315637006146688710"">Google</a>",,,"<a href=""https://untappd.com/w/lassen-traditional-cidery/297567"">Untappd</a>"
2018,🏆 Winner,Shacksbury Cider,Shacksbury Dry,Vermont,Active,"<a href=""http://www.shacksbury.com/"">Website</a>",,"<a href=""https://www.instagram.com/shacksbury/"">Instagram</a>","<a href=""https://maps.google.com/?cid=3671325142868281556"">Google</a>","<a href=""https://www.yelp.com/biz/shacksbury-cider-vergennes"">Yelp</a>","<a href=""https://www.tripadvisor.com/Attraction_Review-g57429-d12946890"">TripAdvisor</a>","<a href=""https://untappd.com/w/shacksbury-cider/129613"">Untappd</a>"
2018,🏆 Winner,South Hill Cider,Soundpost,New York,Active,"<a href=""http://www.southhillcider.com/"">Website</a>","<a href=""https://www.facebook.com/SouthHillCider"">Facebook</a>","<a href=""https://www.instagram.com/southhillcider/"">Instagram</a>","<a href=""https://maps.google.com/?cid=12183207821191518039"">Google</a>","<a href=""https://www.yelp.com/biz/south-hill-cider-ithaca"">Yelp</a>","<a href=""https://www.tripadvisor.com/Attraction_Review-g47958-d19354538"">TripAdvisor</a>","<a href=""https://untappd.com/w/south-hill-cider/162707"">Untappd</a>"
2018,🏆 Winner,Stem Ciders,Colorado Heritage Blend,Colorado,Active,"<a href=""http://stemciders.com/"">Website</a>","<a href=""https://www.facebook.com/stemciders/"">Facebook</a>","<a href=""https://www.instagram.com/stemciders/"">Instagram</a>","<a href=""https://maps.google.com/?cid=14948853403840338868"">Google</a>","<a href=""https://www.yelp.com/biz/stem-ciders-denver"">Yelp</a>","<a href=""https://www.tripadvisor.com/Restaurant_Review-g33388-d26714132"">TripAdvisor</a>","<a href=""https://untappd.com/w/stem-ciders/102829"">Untappd</a>"
2018,🏆 Winner,WildCraft Cider Works,Sage,Oregon,Active,"<a href=""https://wildcraftciderworks.com/"">Website</a>","<a href=""https://www.facebook.com/WildCraftCiderWorks/"">Facebook</a>","<a href=""https://www.instagram.com/wildcraftcider/"">Instagram</a>","<a href=""https://maps.google.com/?cid=15001881032430403771"">Google</a>","<a href=""https://www.yelp.com/biz/wildcraft-cider-works-eugene"">Yelp</a>","<a href=""https://www.tripadvisor.com/Restaurant_Review-g51862-d8277583"">TripAdvisor</a>","<a href=""https://untappd.com/w/wildcraft-cider-works/159780"">Untappd</a>"
2018,🏅 Finalist,Angry Orchard,First Flora,New York,Active,"<a href=""https://www.angryorchard.com/"">Website</a>","<a href=""https://www.facebook.com/AngryOrchard/"">Facebook</a>","<a href=""https://www.instagram.com/angryorchard/"">Instagram</a>","<a href=""https://maps.google.com/?cid=17467507983407382578"">Google</a>","<a href=""https://www.yelp.com/biz/angry-orchard-walden-2"">Yelp</a>","<a href=""https://www.tripadvisor.com/Attraction_Review-g48788-d10266026"">TripAdvisor</a>","<a href=""https://untappd.com/w/angry-orchard-cider-company/16455"">Untappd</a>"
2018,🏅 Finalist,Dragon's Head Cider,Wild Fermented Cider,Washington,Active,"<a href=""http://www.dragonsheadcider.com/"">Website</a>",,"<a href=""https://www.instagram.com/dragonsheadcider/"">Instagram</a>","<a href=""https://maps.google.com/?cid=2526574753760904159"">Google</a>","<a href=""https://www.yelp.com/biz/dragons-head-cider-vashon"">Yelp</a>",,"<a href=""https://untappd.com/w/dragons-head-cider/36168"">Untappd</a>"
2018,🏅 Finalist,Eden Ciders,2015 Honey Crisp Iced Cider,Vermont,Active,"<a href=""https://www.edenciders.com/"">Website</a>","<a href=""https://facebook.com/edenspecialtyciders"">Facebook</a>","<a href=""https://www.instagram.com/edenciders/"">Instagram</a>","<a href=""https://maps.google.com/?cid=1133141626652589768"">Google</a>","<a href=""https://www.yelp.com/biz/northeast-kingdom-tasting-center-newport"">Yelp</a>","<a href=""https://www.tripadvisor.com/Restaurant_Review-g57335-d4675348"">TripAdvisor</a>","<a href=""https://untappd.com/w/eden-specialty-ciders/13108"">Untappd</a>"
2018,🏅 Finalist,Nashi Orchards,Chojuro Asian Pear Perry,Washington,Active,"<a href=""http://www.nashiorchards.com/"">Website</a>","<a href=""https://www.facebook.com/nashiorchards"">Facebook</a>","<a href=""https://www.instagram.com/nashi_orchards/"">Instagram</a>","<a href=""https://maps.google.com/?cid=12360902013052761069"">Google</a>","<a href=""https://www.yelp.com/biz/nashi-orchards-winery-vashon"">Yelp</a>","<a href=""https://www.tripadvisor.com/Attraction_Review-g58805-d9564025"">TripAdvisor</a>","<a href=""https://untappd.com/w/nashi-orchards/113169"">Untappd</a>"
2018,🏅 Finalist,South Hill Cider,Old Time Cider,New York,Active,"<a href=""http://www.southhillcider.com/"">Website</a>","<a href=""https://www.facebook.com/SouthHillCider"">Facebook</a>","<a href=""https://www.instagram.com/southhillcider/"">Instagram</a>","<a href=""https://maps.google.com/?cid=12183207821191518039"">Google</a>","<a href=""https://www.yelp.com/biz/south-hill-cider-ithaca"">Yelp</a>","<a href=""https://www.tripadvisor.com/Attraction_Review-g47958-d19354538"">TripAdvisor</a>","<a href=""https://untappd.com/w/south-hill-cider/162707"">Untappd</a>"
2019,🏆 Winner,Big Fish Cider Co.,Highland Scrumpy,Virginia,Active,"<a href=""http://www.bigfishcider.com/"">Website</a>","<a href=""https://www.facebook.com/BigFishCider/"">Facebook</a>","<a href=""https://www.instagram.com/big_fish_cider/"">Instagram</a>","<a href=""https://maps.google.com/?cid=10686446551531832863"">Google</a>","<a href=""https://www.yelp.com/biz/big-fish-cider-monterey"">Yelp</a>","<a href=""https://www.tripadvisor.com/Attraction_Review-g57982-d10413095"">TripAdvisor</a>","<a href=""https://untappd.com/w/big-fish-cider-co/202963"">Untappd</a>"
2019,🏆 Winner,Blue Bee Cider,Hewe's Crab,Virginia,Active,"<a href=""https://www.bluebeecider.com/"">Website</a>","<a href=""https://www.facebook.com/BlueBeeCider"">Facebook</a>","<a href=""https://www.instagram.com/bluebeecider/"">Instagram</a>","<a href=""https://maps.google.com/?cid=17761175602688407320"">Google</a>","<a href=""https://www.yelp.com/biz/blue-bee-cider-richmond"">Yelp</a>","<a href=""https://www.tripadvisor.com/Attraction_Review-g60893-d4749979"">TripAdvisor</a>","<a href=""https://untappd.com/w/blue-bee-cider/62200"">Untappd</a>"
2019,🏆 Winner,Blue Bee Cider,Harrison,Virginia,Active,"<a href=""https://www.bluebeecider.com/"">Website</a>","<a href=""https://www.facebook.com/BlueBeeCider"">Facebook</a>","<a href=""https://www.instagram.com/bluebeecider/"">Instagram</a>","<a href=""https://maps.google.com/?cid=17761175602688407320"">Google</a>","<a href=""https://www.yelp.com/biz/blue-bee-cider-richmond"">Yelp</a>","<a href=""https://www.tripadvisor.com/Attraction_Review-g60893-d4749979"">TripAdvisor</a>","<a href=""https://untappd.com/w/blue-bee-cider/62200"">Untappd</a>"
2019,🏆 Winner,Dragon's Head Cider,Kingston Black Cider,Washington,Active,"<a href=""http://www.dragonsheadcider.com/"">Website</a>",,"<a href=""https://www.instagram.com/dragonsheadcider/"">Instagram</a>","<a href=""https://maps.google.com/?cid=2526574753760904159"">Google</a>","<a href=""https://www.yelp.com/biz/dragons-head-cider-vashon"">Yelp</a>",,"<a href=""https://untappd.com/w/dragons-head-cider/36168"">Untappd</a>"
2019,🏆 Winner,Fable Farm Fermentory,Emanation,Vermont,Active,"<a href=""http://fablefarmfermentory.com/"">Website</a>",,"<a href=""https://www.instagram.com/fablefarm"">Instagram</a>","<a href=""https://maps.google.com/?cid=14696832772230359937"">Google</a>",,,"<a href=""https://untappd.com/w/fable-farm-and-fermentory/169332"">Untappd</a>"
2019,🏆 Winner,Far West Cider,OB Amarillo,California,Active,"<a href=""http://farwestcider.com/"">Website</a>","<a href=""https://www.facebook.com/FarWestCider/"">Facebook</a>","<a href=""https://www.instagram.com/farwestcider/"">Instagram</a>","<a href=""https://maps.google.com/?cid=3187943752465403398"">Google</a>","<a href=""https://www.yelp.com/biz/far-west-cider-co-richmond"">Yelp</a>",,"<a href=""https://untappd.com/FarWestCiderCo"">Untappd</a>"
2019,🏆 Winner,Finnriver Farm & Cidery,Golden Russet,Washington,Active,"<a href=""https://www.finnriver.com/"">Website</a>","<a href=""https://www.facebook.com/finnriver"">Facebook</a>","<a href=""https://www.instagram.com/finnriver/"">Instagram</a>","<a href=""https://maps.google.com/?cid=1802892066987578987"">Google</a>","<a href=""https://www.yelp.com/biz/finnriver-farm-and-cidery-chimacum"">Yelp</a>","<a href=""https://www.tripadvisor.com/Attraction_Review-g58399-d10595866"">TripAdvisor</a>","<a href=""https://untappd.com/w/finnriver-farm-and-cidery/3008"">Untappd</a>"
2019,🏆 Winner,KC Wineworks,Reserve Series,Missouri,Active,"<a href=""https://kcwineworks.com/"">Website</a>","<a href=""https://www.facebook.com/kcwineworks"">Facebook</a>","<a href=""https://www.instagram.com/kcwineworks"">Instagram</a>","<a href=""https://maps.google.com/?cid=12253214208142636646"">Google</a>","<a href=""https://www.yelp.com/biz/kc-wineworks-kansas-city"">Yelp</a>","<a href=""https://www.tripadvisor.com/Attraction_Review-g44535-d14991755"">TripAdvisor</a>","<a href=""https://untappd.com/w/kc-wineworks/291213"">Untappd</a>"
2019,🏆 Winner,Lassen Traditional Cider,Farmhouse Dry Cider,California,Active,"<a href=""https://www.lassencider.com/"">Website</a>","<a href=""https://www.facebook.com/lassencider/"">Facebook</a>","<a href=""https://www.instagram.com/lassencider/"">Instagram</a>","<a href=""https://maps.google.com/?cid=10315637006146688710"">Google</a>",,,"<a href=""https://untappd.com/w/lassen-traditional-cidery/297567"">Untappd</a>"
2019,🏆 Winner,Liberty Ciderworks,Heirloom Series McIntosh,Washington,Active,"<a href=""http://libertycider.com/"">Website</a>","<a href=""https://www.facebook.com/LibertyCider"">Facebook</a>","<a href=""https://www.instagram.com/libertycider/"">Instagram</a>","<a href=""https://maps.google.com/?cid=14868081944798289423"">Google</a>","<a href=""https://www.yelp.com/biz/liberty-ciderworks-spokane-3"">Yelp</a>","<a href=""https://www.tripadvisor.com/Restaurant_Review-g58759-d17373965"">TripAdvisor</a>","<a href=""https://untappd.com/w/liberty-ciderworks/106336"">Untappd</a>"
2019,🏆 Winner,Portersfield Cider,Ridlon 16/2,Maine,Active,"<a href=""https://www.portersfieldcider.com/"">Website</a>","<a href=""https://www.facebook.com/portersfieldcider"">Facebook</a>","<a href=""https://www.instagram.com/portersfield_cider"">Instagram</a>","<a href=""https://maps.google.com/?cid=15131843143212544489"">Google</a>","<a href=""https://www.yelp.com/biz/portersfield-cider-pownal"">Yelp</a>","<a href=""https://www.tripadvisor.com/Attraction_Review-g40828-d14787659"">TripAdvisor</a>","<a href=""https://untappd.com/w/portersfield-cider/216472"">Untappd</a>"
2019,🏆 Winner,Soquel Cider,Laura's Orchard,California,Active,"<a href=""https://everettfamilyfarm.com/"">Website</a>",,"<a href=""https://www.instagram.com/everettfamilyfarm/"">Instagram</a>","<a href=""https://maps.google.com/?cid=10056858576597960489"">Google</a>","<a href=""https://www.yelp.com/biz/everett-family-farm-soquel"">Yelp</a>",,"<a href=""https://untappd.com/w/soquel-cider/278869"">Untappd</a>"
2019,🏆 Winner,Stormalong Cider,Red Skies at Night,Massachusetts,Active,"<a href=""https://www.stormalong.com/"">Website</a>","<a href=""https://www.facebook.com/stormalongcider/"">Facebook</a>","<a href=""https://www.instagram.com/stormalongcider/"">Instagram</a>","<a href=""https://maps.google.com/?cid=9791117786097773397"">Google</a>",,,"<a href=""https://untappd.com/w/stormalong-cider/182598"">Untappd</a>"
2019,🏅 Finalist,Argus Cidery,Ozark Brut,Texas,Active,"<a href=""http://www.arguscidery.com/"">Website</a>","<a href=""https://www.facebook.com/arguscidery"">Facebook</a>","<a href=""https://www.instagram.com/arguscidery/"">Instagram</a>",,,,"<a href=""https://untappd.com/w/argus-cidery/10075"">Untappd</a>"
2019,🏅 Finalist,Big B's Hard Cider,Somerset,Colorado,Active,"<a href=""http://www.bigbs.com/"">Website</a>","<a href=""https://www.facebook.com/visitbigbs"">Facebook</a>","<a href=""https://www.instagram.com/drinkbigbs"">Instagram</a>","<a href=""https://maps.google.com/?cid=78577038036310991"">Google</a>","<a href=""https://www.yelp.com/biz/delicious-orchards-hotchkiss"">Yelp</a>","<a href=""https://www.tripadvisor.com/Restaurant_Review-g33588-d4471856"">TripAdvisor</a>","<a href=""https://untappd.com/w/big-bs-fabulous-juices/100389"">Untappd</a>"
2019,🏅 Finalist,Finnriver Farm & Cidery,Pommeau,Washington,Active,"<a href=""https://www.finnriver.com/"">Website</a>","<a href=""https://www.facebook.com/finnriver"">Facebook</a>","<a href=""https://www.instagram.com/finnriver/"">Instagram</a>","<a href=""https://maps.google.com/?cid=1802892066987578987"">Google</a>","<a href=""https://www.yelp.com/biz/finnriver-farm-and-cidery-chimacum"">Yelp</a>","<a href=""https://www.tripadvisor.com/Attraction_Review-g58399-d10595866"">TripAdvisor</a>","<a href=""https://untappd.com/w/finnriver-farm-and-cidery/3008"">Untappd</a>"
2019,🏅 Finalist,KC Wineworks,Crossroads Apfel,Missouri,Active,"<a href=""https://kcwineworks.com/"">Website</a>","<a href=""https://www.facebook.com/kcwineworks"">Facebook</a>","<a href=""https://www.instagram.com/kcwineworks"">Instagram</a>","<a href=""https://maps.google.com/?cid=12253214208142636646"">Google</a>","<a href=""https://www.yelp.com/biz/kc-wineworks-kansas-city"">Yelp</a>","<a href=""https://www.tripadvisor.com/Attraction_Review-g44535-d14991755"">TripAdvisor</a>","<a href=""https://untappd.com/w/kc-wineworks/291213"">Untappd</a>"
2019,🏅 Finalist,KC Wineworks,Hibiscus Orange Apfel,Missouri,Active,"<a href=""https://kcwineworks.com/"">Website</a>","<a href=""https://www.facebook.com/kcwineworks"">Facebook</a>","<a href=""https://www.instagram.com/kcwineworks"">Instagram</a>","<a href=""https://maps.google.com/?cid=12253214208142636646"">Google</a>","<a href=""https://www.yelp.com/biz/kc-wineworks-kansas-city"">Yelp</a>","<a href=""https://www.tripadvisor.com/Attraction_Review-g44535-d14991755"">TripAdvisor</a>","<a href=""https://untappd.com/w/kc-wineworks/291213"">Untappd</a>"
2019,🏅 Finalist,Santa Cruz Cider Co.,Strawberry Cider,California,Active,"<a href=""http://www.santacruzciderco.com/"">Website</a>","<a href=""https://www.facebook.com/santacruzciderco/"">Facebook</a>","<a href=""https://www.instagram.com/santacruzciderco/"">Instagram</a>","<a href=""https://maps.google.com/?cid=16427348691643937890"">Google</a>","<a href=""https://www.yelp.com/biz/santa-cruz-cider-watsonville-2"">Yelp</a>",,"<a href=""https://untappd.com/w/santa-cruz-cider-company/95411"">Untappd</a>"
2019,🏅 Finalist,Shacksbury Cider,Rosé Cider,Vermont,Active,"<a href=""http://www.shacksbury.com/"">Website</a>",,"<a href=""https://www.instagram.com/shacksbury/"">Instagram</a>","<a href=""https://maps.google.com/?cid=3671325142868281556"">Google</a>","<a href=""https://www.yelp.com/biz/shacksbury-cider-vergennes"">Yelp</a>","<a href=""https://www.tripadvisor.com/Attraction_Review-g57429-d12946890"">TripAdvisor</a>","<a href=""https://untappd.com/w/shacksbury-cider/129613"">Untappd</a>"
2019,🏅 Finalist,Soquel Cider,Flagship,California,Active,"<a href=""https://everettfamilyfarm.com/"">Website</a>",,"<a href=""https://www.instagram.com/everettfamilyfarm/"">Instagram</a>","<a href=""https://maps.google.com/?cid=10056858576597960489"">Google</a>","<a href=""https://www.yelp.com/biz/everett-family-farm-soquel"">Yelp</a>",,"<a href=""https://untappd.com/w/soquel-cider/278869"">Untappd</a>"
2019,🏅 Finalist,Sundström Cider,Cider/Cider (2017),New York,Active,"<a href=""https://www.sundstromcider.com/"">Website</a>",,"<a href=""https://www.instagram.com/sundstromcider/"">Instagram</a>",,,,"<a href=""https://untappd.com/w/sundstra-m-cider/235426"">Untappd</a>"
2019,🏅 Finalist,Urban Tree Hard Cider,Vintage Gala,Georgia,Active,"<a href=""https://urbantreecidery.com/"">Website</a>","<a href=""https://www.facebook.com/UrbanTreeCider/"">Facebook</a>","<a href=""https://www.instagram.com/urbantreecider/"">Instagram</a>",,,,"<a href=""https://untappd.com/w/urban-tree-cidery/260157"">Untappd</a>"
2019,🏅 Finalist,WildCraft Cider Works,Elderberry Perry,Oregon,Active,"<a href=""https://wildcraftciderworks.com/"">Website</a>","<a href=""https://www.facebook.com/WildCraftCiderWorks/"">Facebook</a>","<a href=""https://www.instagram.com/wildcraftcider/"">Instagram</a>","<a href=""https://maps.google.com/?cid=15001881032430403771"">Google</a>","<a href=""https://www.yelp.com/biz/wildcraft-cider-works-eugene"">Yelp</a>","<a href=""https://www.tripadvisor.com/Restaurant_Review-g51862-d8277583"">TripAdvisor</a>","<a href=""https://untappd.com/w/wildcraft-cider-works/159780"">Untappd</a>"
2019,🏅 Finalist,Wrangletown Cider Company,Feisty Dog,California,Inactive,,,,,,,
2020,🏆 Winner,Albemarle CiderWorks,Harrison,Virginia,Active,"<a href=""http://www.albemarleciderworks.com/"">Website</a>","<a href=""https://www.facebook.com/AlbCiderWorks/"">Facebook</a>","<a href=""https://www.instagram.com/albciderworks/"">Instagram</a>","<a href=""https://maps.google.com/?cid=18144857979395006290"">Google</a>","<a href=""https://www.yelp.com/biz/albemarle-ciderworks-north-garden"">Yelp</a>","<a href=""https://www.tripadvisor.com/Attraction_Review-g58029-d1632465"">TripAdvisor</a>","<a href=""https://untappd.com/w/albemarle-ciderworks/17761"">Untappd</a>"
2020,🏆 Winner,Big B's Hard Cider,Harry Masters Jersey,Colorado,Active,"<a href=""http://www.bigbs.com/"">Website</a>","<a href=""https://www.facebook.com/visitbigbs"">Facebook</a>","<a href=""https://www.instagram.com/drinkbigbs"">Instagram</a>","<a href=""https://maps.google.com/?cid=78577038036310991"">Google</a>","<a href=""https://www.yelp.com/biz/delicious-orchards-hotchkiss"">Yelp</a>","<a href=""https://www.tripadvisor.com/Restaurant_Review-g33588-d4471856"">TripAdvisor</a>","<a href=""https://untappd.com/w/big-bs-fabulous-juices/100389"">Untappd</a>"
2020,🏆 Winner,Champlain Orchards,Honeycrisp,Vermont,Active,"<a href=""https://www.champlainorchards.com/"">Website</a>","<a href=""https://www.facebook.com/ChamplainOrchards/"">Facebook</a>","<a href=""https://www.instagram.com/champlainorchards/"">Instagram</a>","<a href=""https://maps.google.com/?cid=12438523521595198148"">Google</a>","<a href=""https://www.yelp.com/biz/champlain-orchards-shoreham-2"">Yelp</a>","<a href=""https://www.tripadvisor.com/Attraction_Review-g57398-d9867509"">TripAdvisor</a>","<a href=""https://untappd.com/w/champlain-orchards/20547"">Untappd</a>"
2020,🏆 Winner,Champlain Orchards,Redfield - Estate Series,Vermont,Active,"<a href=""https://www.champlainorchards.com/"">Website</a>","<a href=""https://www.facebook.com/ChamplainOrchards/"">Facebook</a>","<a href=""https://www.instagram.com/champlainorchards/"">Instagram</a>","<a href=""https://maps.google.com/?cid=12438523521595198148"">Google</a>","<a href=""https://www.yelp.com/biz/champlain-orchards-shoreham-2"">Yelp</a>","<a href=""https://www.tripadvisor.com/Attraction_Review-g57398-d9867509"">TripAdvisor</a>","<a href=""https://untappd.com/w/champlain-orchards/20547"">Untappd</a>"
2020,🏆 Winner,Goat Rock Cider Company,Rosé Cider,California,Active,"<a href=""https://www.goatrockcider.com/"">Website</a>","<a href=""https://www.facebook.com/goatrockcider"">Facebook</a>","<a href=""https://www.instagram.com/goatrockcider/"">Instagram</a>","<a href=""https://maps.google.com/?cid=1379702709501392841"">Google</a>",,,"<a href=""https://untappd.com/w/goat-rock-cider-company/427829"">Untappd</a>"
2020,🏆 Winner,Gowan's Heirloom Ciders,Macintosh Applewine Cider,California,Active,"<a href=""http://www.gowansheirloomcider.com/"">Website</a>","<a href=""https://www.facebook.com/gowanscider/"">Facebook</a>","<a href=""https://www.instagram.com/gowanscider/"">Instagram</a>","<a href=""https://maps.google.com/?cid=14585432541984297394"">Google</a>","<a href=""https://www.yelp.com/biz/gowan-s-cider-philo"">Yelp</a>","<a href=""https://www.tripadvisor.com/Attraction_Review-g32878-d23631277"">TripAdvisor</a>","<a href=""https://untappd.com/w/gowans-hard-cider/200818"">Untappd</a>"
2020,🏆 Winner,Gowan's Heirloom Ciders,Gravenstein Cider,California,Active,"<a href=""http://www.gowansheirloomcider.com/"">Website</a>","<a href=""https://www.facebook.com/gowanscider/"">Facebook</a>","<a href=""https://www.instagram.com/gowanscider/"">Instagram</a>","<a href=""https://maps.google.com/?cid=14585432541984297394"">Google</a>","<a href=""https://www.yelp.com/biz/gowan-s-cider-philo"">Yelp</a>","<a href=""https://www.tripadvisor.com/Attraction_Review-g32878-d23631277"">TripAdvisor</a>","<a href=""https://untappd.com/w/gowans-hard-cider/200818"">Untappd</a>"
2020,🏆 Winner,Gypsy Circus,PuppetMaster: Whiskey Barrel Vaudevillian,Tennessee,Active,"<a href=""https://gypsycircuscider.com/"">Website</a>","<a href=""https://www.facebook.com/GypsyCircusCider/"">Facebook</a>","<a href=""https://www.instagram.com/gypsycircuscider/"">Instagram</a>","<a href=""https://maps.google.com/?cid=4520512866262691085"">Google</a>","<a href=""https://www.yelp.com/biz/gypsy-circus-taproom-kingsport"">Yelp</a>","<a href=""https://www.tripadvisor.com/Attraction_Review-g55135-d12818214"">TripAdvisor</a>","<a href=""https://untappd.com/w/gypsy-circus-cider-company/226304"">Untappd</a>"
2020,🏆 Winner,Hemly Cider,Sloughouse Jalapeno Pear Cider,California,Active,"<a href=""https://www.hemlycider.com/"">Website</a>","<a href=""https://www.facebook.com/hemlycider"">Facebook</a>","<a href=""https://www.instagram.com/hemlycider/"">Instagram</a>","<a href=""https://maps.google.com/?cid=16671569982279655432"">Google</a>","<a href=""https://www.yelp.com/biz/hemly-cider-courtland"">Yelp</a>","<a href=""https://tripadvisor.com/Attraction_Review-g32258-d24092111"">TripAdvisor</a>","<a href=""https://untappd.com/w/hemly-cider/248913"">Untappd</a>"
2020,🏆 Winner,Liberty Ciderworks,English Style IV,Washington,Active,"<a href=""http://libertycider.com/"">Website</a>","<a href=""https://www.facebook.com/LibertyCider"">Facebook</a>","<a href=""https://www.instagram.com/libertycider/"">Instagram</a>","<a href=""https://maps.google.com/?cid=14868081944798289423"">Google</a>","<a href=""https://www.yelp.com/biz/liberty-ciderworks-spokane-3"">Yelp</a>","<a href=""https://www.tripadvisor.com/Restaurant_Review-g58759-d17373965"">TripAdvisor</a>","<a href=""https://untappd.com/w/liberty-ciderworks/106336"">Untappd</a>"
2020,🏆 Winner,Madrone Cellars & Cider,The Reserve Blend,Washington,Active,"<a href=""https://madronecellars.com/"">Website</a>","<a href=""https://www.facebook.com/madronecellars"">Facebook</a>","<a href=""https://www.instagram.com/madronecellars_cider/"">Instagram</a>","<a href=""https://maps.google.com/?cid=4819408985436567114"">Google</a>","<a href=""https://www.yelp.com/biz/madrone-cellars-and-cider-friday-harbor"">Yelp</a>","<a href=""https://www.tripadvisor.com/Attraction_Review-g60957-d21166624"">TripAdvisor</a>","<a href=""https://untappd.com/MadroneCider"">Untappd</a>"
2020,🏆 Winner,Stem Ciders,New Hampshire Heritage,Colorado,Active,"<a href=""http://stemciders.com/"">Website</a>","<a href=""https://www.facebook.com/stemciders/"">Facebook</a>","<a href=""https://www.instagram.com/stemciders/"">Instagram</a>","<a href=""https://maps.google.com/?cid=14948853403840338868"">Google</a>","<a href=""https://www.yelp.com/biz/stem-ciders-denver"">Yelp</a>","<a href=""https://www.tripadvisor.com/Restaurant_Review-g33388-d26714132"">TripAdvisor</a>","<a href=""https://untappd.com/w/stem-ciders/102829"">Untappd</a>"
2020,🏆 Winner,Stormalong Cider,Light of the Sun,Massachusetts,Active,"<a href=""https://www.stormalong.com/"">Website</a>","<a href=""https://www.facebook.com/stormalongcider/"">Facebook</a>","<a href=""https://www.instagram.com/stormalongcider/"">Instagram</a>","<a href=""https://maps.google.com/?cid=9791117786097773397"">Google</a>",,,"<a href=""https://untappd.com/w/stormalong-cider/182598"">Untappd</a>"
2020,🏆 Winner,Urban Tree Hard Cider,Habanero Haze,Georgia,Active,"<a href=""https://urbantreecidery.com/"">Website</a>","<a href=""https://www.facebook.com/UrbanTreeCider/"">Facebook</a>","<a href=""https://www.instagram.com/urbantreecider/"">Instagram</a>",,,,"<a href=""https://untappd.com/w/urban-tree-cidery/260157"">Untappd</a>"
2020,🏆 Winner,Virtue Cider,The Mitten,Michigan,Active,"<a href=""http://www.virtuecider.com/"">Website</a>","<a href=""https://www.facebook.com/virtuecider"">Facebook</a>","<a href=""https://www.instagram.com/virtuecider/"">Instagram</a>","<a href=""https://maps.google.com/?cid=8731167836057791034"">Google</a>","<a href=""https://www.yelp.com/biz/virtue-farm-fennville"">Yelp</a>","<a href=""https://www.tripadvisor.com/Attraction_Review-g42198-d7159911"">TripAdvisor</a>","<a href=""https://untappd.com/w/virtue-cider/24608"">Untappd</a>"
2020,🏆 Winner,Virtue Cider,Michigan Cherry,Michigan,Active,"<a href=""http://www.virtuecider.com/"">Website</a>","<a href=""https://www.facebook.com/virtuecider"">Facebook</a>","<a href=""https://www.instagram.com/virtuecider/"">Instagram</a>","<a href=""https://maps.google.com/?cid=8731167836057791034"">Google</a>","<a href=""https://www.yelp.com/biz/virtue-farm-fennville"">Yelp</a>","<a href=""https://www.tripadvisor.com/Attraction_Review-g42198-d7159911"">TripAdvisor</a>","<a href=""https://untappd.com/w/virtue-cider/24608"">Untappd</a>"
