Year,Medalist,🏆 BIC,🥇 Gold,🥈 Silver,🥉 Bronze,Total
"<a href=""https://ciderguide.com/glintcap/years/2021-results/"">2021</a>","<a href=""https://ciderguide.com/glintcap/medalists/stormalong-cider/"">Stormalong Cider</a>",1,2,4,0,7
"<a href=""https://ciderguide.com/glintcap/years/2021-results/"">2021</a>","<a href=""https://ciderguide.com/glintcap/medalists/cidrerie-verger-bilodeau/"">Cidrerie Verger Bilodeau</a>",1,1,4,1,7
"<a href=""https://ciderguide.com/glintcap/years/2021-results/"">2021</a>","<a href=""https://ciderguide.com/glintcap/medalists/heemans/"">Heeman's</a>",1,0,6,0,7
"<a href=""https://ciderguide.com/glintcap/years/2021-results/"">2021</a>","<a href=""https://ciderguide.com/glintcap/medalists/ragged-and-right-cider-project/"">Ragged and Right Cider Project</a>",1,0,4,2,7
"<a href=""https://ciderguide.com/glintcap/years/2021-results/"">2021</a>","<a href=""https://ciderguide.com/glintcap/medalists/valas-orchard-cider/"">Vala's Orchard Cider</a>",0,3,2,2,7
"<a href=""https://ciderguide.com/glintcap/years/2021-results/"">2021</a>","<a href=""https://ciderguide.com/glintcap/medalists/peats-original-cider/"">Peat's Original Cider</a>",0,2,4,1,7
"<a href=""https://ciderguide.com/glintcap/years/2021-results/"">2021</a>","<a href=""https://ciderguide.com/glintcap/medalists/ficklewood-ciderworks/"">Ficklewood Ciderworks</a>",0,1,6,0,7
"<a href=""https://ciderguide.com/glintcap/years/2021-results/"">2021</a>","<a href=""https://ciderguide.com/glintcap/medalists/st-vrain-cidery/"">St. Vrain Cidery</a>",0,1,4,2,7
"<a href=""https://ciderguide.com/glintcap/years/2021-results/"">2021</a>","<a href=""https://ciderguide.com/glintcap/medalists/uncommon-cider-co/"">Uncommon Cider Co.</a>",0,1,4,2,7
"<a href=""https://ciderguide.com/glintcap/years/2021-results/"">2021</a>","<a href=""https://ciderguide.com/glintcap/medalists/left-foot-charley/"">Left Foot Charley</a>",0,1,3,3,7
"<a href=""https://ciderguide.com/glintcap/years/2021-results/"">2021</a>","<a href=""https://ciderguide.com/glintcap/medalists/wyndridge-farm/"">Wyndridge Farm</a>",0,0,6,1,7
"<a href=""https://ciderguide.com/glintcap/years/2021-results/"">2021</a>","<a href=""https://ciderguide.com/glintcap/medalists/lindners-cider/"">Lindner's Cider</a>",0,0,4,3,7
"<a href=""https://ciderguide.com/glintcap/years/2021-results/"">2021</a>","<a href=""https://ciderguide.com/glintcap/medalists/pencil-hound-ciders/"">Pencil Hound Ciders</a>",0,0,4,3,7
"<a href=""https://ciderguide.com/glintcap/years/2021-results/"">2021</a>","<a href=""https://ciderguide.com/glintcap/medalists/sea-cider-farm-ciderhouse/"">Sea Cider Farm & Ciderhouse</a>",0,0,4,3,7
"<a href=""https://ciderguide.com/glintcap/years/2021-results/"">2021</a>","<a href=""https://ciderguide.com/glintcap/medalists/anxo-cider/"">ANXO Cider</a>",0,0,3,4,7
"<a href=""https://ciderguide.com/glintcap/years/2021-results/"">2021</a>","<a href=""https://ciderguide.com/glintcap/medalists/urban-tree-hard-cider/"">Urban Tree Hard Cider</a>",0,0,3,4,7
"<a href=""https://ciderguide.com/glintcap/years/2021-results/"">2021</a>","<a href=""https://ciderguide.com/glintcap/medalists/thornapple-brewing-company/"">Thornapple Brewing Company</a>",0,0,2,5,7
"<a href=""https://ciderguide.com/glintcap/years/2021-results/"">2021</a>","<a href=""https://ciderguide.com/glintcap/medalists/colorado-cider-company/"">Colorado Cider Company</a>",1,2,3,0,6
"<a href=""https://ciderguide.com/glintcap/years/2021-results/"">2021</a>","<a href=""https://ciderguide.com/glintcap/medalists/scenic-road-cider-co/"">Scenic Road Cider Co.</a>",1,1,4,0,6
"<a href=""https://ciderguide.com/glintcap/years/2021-results/"">2021</a>","<a href=""https://ciderguide.com/glintcap/medalists/presque-isle-farm-cider/"">Presque Isle Farm Cider</a>",1,1,3,1,6
"<a href=""https://ciderguide.com/glintcap/years/2021-results/"">2021</a>","<a href=""https://ciderguide.com/glintcap/medalists/clear-fork-cider/"">Clear Fork Cider</a>",1,1,1,3,6
"<a href=""https://ciderguide.com/glintcap/years/2021-results/"">2021</a>","<a href=""https://ciderguide.com/glintcap/medalists/eden-ciders/"">Eden Ciders</a>",1,0,4,1,6
"<a href=""https://ciderguide.com/glintcap/years/2021-results/"">2021</a>","<a href=""https://ciderguide.com/glintcap/medalists/original-sin-cider/"">Original Sin Cider</a>",0,3,2,1,6
"<a href=""https://ciderguide.com/glintcap/years/2021-results/"">2021</a>","<a href=""https://ciderguide.com/glintcap/medalists/potters-craft-cider/"">Potter's Craft Cider</a>",0,2,4,0,6
"<a href=""https://ciderguide.com/glintcap/years/2021-results/"">2021</a>","<a href=""https://ciderguide.com/glintcap/medalists/empyrical-orchards-cider/"">Empyrical Orchards & Cider</a>",0,2,3,1,6
"<a href=""https://ciderguide.com/glintcap/years/2021-results/"">2021</a>","<a href=""https://ciderguide.com/glintcap/medalists/big-fish-cider-co/"">Big Fish Cider Co.</a>",0,1,4,1,6
"<a href=""https://ciderguide.com/glintcap/years/2021-results/"">2021</a>","<a href=""https://ciderguide.com/glintcap/medalists/kw-craft-cider/"">KW Craft Cider</a>",0,1,4,1,6
"<a href=""https://ciderguide.com/glintcap/years/2021-results/"">2021</a>","<a href=""https://ciderguide.com/glintcap/medalists/wise-bird-cider/"">Wise Bird Cider</a>",0,1,4,1,6
"<a href=""https://ciderguide.com/glintcap/years/2021-results/"">2021</a>","<a href=""https://ciderguide.com/glintcap/medalists/diskin-cider/"">Diskin Cider</a>",0,1,3,2,6
"<a href=""https://ciderguide.com/glintcap/years/2021-results/"">2021</a>","<a href=""https://ciderguide.com/glintcap/medalists/black-diamond-cider/"">Black Diamond Cider</a>",0,0,5,1,6
"<a href=""https://ciderguide.com/glintcap/years/2021-results/"">2021</a>","<a href=""https://ciderguide.com/glintcap/medalists/dragons-head-cider/"">Dragon's Head Cider</a>",0,0,3,3,6
"<a href=""https://ciderguide.com/glintcap/years/2021-results/"">2021</a>","<a href=""https://ciderguide.com/glintcap/medalists/etta-place-cider/"">Etta Place Cider</a>",0,0,2,4,6
"<a href=""https://ciderguide.com/glintcap/years/2021-results/"">2021</a>","<a href=""https://ciderguide.com/glintcap/medalists/tall-ship-craft-cider-fjordfolk-mikrobryggeri/"">Tall Ship Craft Cider / Fjordfolk Mikrobryggeri</a>",0,0,2,4,6
"<a href=""https://ciderguide.com/glintcap/years/2021-results/"">2021</a>","<a href=""https://ciderguide.com/glintcap/medalists/treasury-cider-at-fishkill-farms/"">Treasury Cider at Fishkill Farms</a>",0,0,1,5,6
"<a href=""https://ciderguide.com/glintcap/years/2021-results/"">2021</a>","<a href=""https://ciderguide.com/glintcap/medalists/loch-mor-cider-co/"">Loch Mór Cider Co.</a>",2,1,2,0,5
"<a href=""https://ciderguide.com/glintcap/years/2021-results/"">2021</a>","<a href=""https://ciderguide.com/glintcap/medalists/sidewood-estate/"">Sidewood Estate</a>",1,1,3,0,5
"<a href=""https://ciderguide.com/glintcap/years/2021-results/"">2021</a>","<a href=""https://ciderguide.com/glintcap/medalists/two-broads-ciderworks/"">Two Broads Ciderworks</a>",1,1,2,1,5
"<a href=""https://ciderguide.com/glintcap/years/2021-results/"">2021</a>","<a href=""https://ciderguide.com/glintcap/medalists/once-upon-a-tree/"">Once Upon A Tree</a>",1,1,1,2,5
"<a href=""https://ciderguide.com/glintcap/years/2021-results/"">2021</a>","<a href=""https://ciderguide.com/glintcap/medalists/brooklyn-cider-house/"">Brooklyn Cider House</a>",1,0,4,0,5
"<a href=""https://ciderguide.com/glintcap/years/2021-results/"">2021</a>","<a href=""https://ciderguide.com/glintcap/medalists/cambium-cider-co/"">Cambium Cider Co</a>",1,0,4,0,5
"<a href=""https://ciderguide.com/glintcap/years/2021-results/"">2021</a>","<a href=""https://ciderguide.com/glintcap/medalists/alma-cider/"">Alma Cider</a>",1,0,3,1,5
"<a href=""https://ciderguide.com/glintcap/years/2021-results/"">2021</a>","<a href=""https://ciderguide.com/glintcap/medalists/sapsucker-farms-yellow-belly-cidery/"">Sapsucker Farms Yellow Belly Cidery</a>",0,2,0,3,5
"<a href=""https://ciderguide.com/glintcap/years/2021-results/"">2021</a>","<a href=""https://ciderguide.com/glintcap/medalists/ernest-cider/"">Ernest Cider</a>",0,1,4,0,5
"<a href=""https://ciderguide.com/glintcap/years/2021-results/"">2021</a>","<a href=""https://ciderguide.com/glintcap/medalists/blue-toad-hard-cider/"">Blue Toad Hard Cider</a>",0,1,1,3,5
"<a href=""https://ciderguide.com/glintcap/years/2021-results/"">2021</a>","<a href=""https://ciderguide.com/glintcap/medalists/island-orchard-cider/"">Island Orchard Cider</a>",0,0,5,0,5
"<a href=""https://ciderguide.com/glintcap/years/2021-results/"">2021</a>","<a href=""https://ciderguide.com/glintcap/medalists/niagara-cider-company/"">Niagara Cider Company</a>",0,0,4,1,5
"<a href=""https://ciderguide.com/glintcap/years/2021-results/"">2021</a>","<a href=""https://ciderguide.com/glintcap/medalists/suttons-bay-ciders/"">Suttons Bay Ciders</a>",0,0,4,1,5
"<a href=""https://ciderguide.com/glintcap/years/2021-results/"">2021</a>","<a href=""https://ciderguide.com/glintcap/medalists/bull-city-ciderworks/"">Bull City Ciderworks</a>",0,0,3,2,5
"<a href=""https://ciderguide.com/glintcap/years/2021-results/"">2021</a>","<a href=""https://ciderguide.com/glintcap/medalists/citizen-cider/"">Citizen Cider</a>",0,0,3,2,5
"<a href=""https://ciderguide.com/glintcap/years/2021-results/"">2021</a>","<a href=""https://ciderguide.com/glintcap/medalists/number-12-cider/"">Number 12 Cider</a>",0,0,3,2,5
"<a href=""https://ciderguide.com/glintcap/years/2021-results/"">2021</a>","<a href=""https://ciderguide.com/glintcap/medalists/rhinegeist-brewery/"">Rhinegeist Brewery</a>",0,0,3,2,5
"<a href=""https://ciderguide.com/glintcap/years/2021-results/"">2021</a>","<a href=""https://ciderguide.com/glintcap/medalists/stone-circle-cider/"">Stone Circle Cider</a>",0,0,3,2,5
"<a href=""https://ciderguide.com/glintcap/years/2021-results/"">2021</a>","<a href=""https://ciderguide.com/glintcap/medalists/talbotts-cider-company/"">Talbott's Cider Company</a>",0,0,2,3,5
"<a href=""https://ciderguide.com/glintcap/years/2021-results/"">2021</a>","<a href=""https://ciderguide.com/glintcap/medalists/celtic-marches/"">Celtic Marches</a>",2,0,2,0,4
"<a href=""https://ciderguide.com/glintcap/years/2021-results/"">2021</a>","<a href=""https://ciderguide.com/glintcap/medalists/ragged-hill-cider/"">Ragged Hill Cider</a>",1,1,1,1,4
"<a href=""https://ciderguide.com/glintcap/years/2021-results/"">2021</a>","<a href=""https://ciderguide.com/glintcap/medalists/starcut-ciders/"">Starcut Ciders</a>",1,1,1,1,4
"<a href=""https://ciderguide.com/glintcap/years/2021-results/"">2021</a>","<a href=""https://ciderguide.com/glintcap/medalists/stoic-cider/"">Stoic Cider</a>",1,1,1,1,4
"<a href=""https://ciderguide.com/glintcap/years/2021-results/"">2021</a>","<a href=""https://ciderguide.com/glintcap/medalists/sidra-el-gaitero/"">Sidra El Gaitero</a>",1,0,3,0,4
"<a href=""https://ciderguide.com/glintcap/years/2021-results/"">2021</a>","<a href=""https://ciderguide.com/glintcap/medalists/valley-cider-company/"">Valley Cider Company</a>",1,0,2,1,4
"<a href=""https://ciderguide.com/glintcap/years/2021-results/"">2021</a>","<a href=""https://ciderguide.com/glintcap/medalists/fenceline-cider/"">Fenceline Cider</a>",0,1,3,0,4
"<a href=""https://ciderguide.com/glintcap/years/2021-results/"">2021</a>","<a href=""https://ciderguide.com/glintcap/medalists/12-bridge-ciderworks/"">12 Bridge Ciderworks</a>",0,0,3,1,4
"<a href=""https://ciderguide.com/glintcap/years/2021-results/"">2021</a>","<a href=""https://ciderguide.com/glintcap/medalists/deep-roots-hard-cider/"">Deep Roots Hard Cider</a>",0,0,3,1,4
"<a href=""https://ciderguide.com/glintcap/years/2021-results/"">2021</a>","<a href=""https://ciderguide.com/glintcap/medalists/lost-giants-cider-company/"">Lost Giants Cider Company</a>",0,0,3,1,4
"<a href=""https://ciderguide.com/glintcap/years/2021-results/"">2021</a>","<a href=""https://ciderguide.com/glintcap/medalists/peninsula-cellars/"">Peninsula Cellars</a>",0,0,3,1,4
"<a href=""https://ciderguide.com/glintcap/years/2021-results/"">2021</a>","<a href=""https://ciderguide.com/glintcap/medalists/right-bee-cider/"">Right Bee Cider</a>",0,0,3,1,4
"<a href=""https://ciderguide.com/glintcap/years/2021-results/"">2021</a>","<a href=""https://ciderguide.com/glintcap/medalists/finnriver-farm-and-cidery/"">Finnriver Farm and Cidery</a>",0,0,2,2,4
"<a href=""https://ciderguide.com/glintcap/years/2021-results/"">2021</a>","<a href=""https://ciderguide.com/glintcap/medalists/hazlitt-1852-vineyards/"">Hazlitt 1852 Vineyards</a>",0,0,2,2,4
"<a href=""https://ciderguide.com/glintcap/years/2021-results/"">2021</a>","<a href=""https://ciderguide.com/glintcap/medalists/meriwether-cider-company/"">Meriwether Cider Company</a>",0,0,2,2,4
"<a href=""https://ciderguide.com/glintcap/years/2021-results/"">2021</a>","<a href=""https://ciderguide.com/glintcap/medalists/new-salem-cider/"">New Salem Cider</a>",0,0,2,2,4
"<a href=""https://ciderguide.com/glintcap/years/2021-results/"">2021</a>","<a href=""https://ciderguide.com/glintcap/medalists/papa-moon-vineyards-winery/"">Papa Moon Vineyards & Winery</a>",0,0,2,2,4
"<a href=""https://ciderguide.com/glintcap/years/2021-results/"">2021</a>","<a href=""https://ciderguide.com/glintcap/medalists/space-time-mead-cider-works/"">Space Time Mead & Cider Works</a>",0,0,2,2,4
"<a href=""https://ciderguide.com/glintcap/years/2021-results/"">2021</a>","<a href=""https://ciderguide.com/glintcap/medalists/waves-cider-co/"">Waves Cider Co.</a>",0,0,2,2,4
"<a href=""https://ciderguide.com/glintcap/years/2021-results/"">2021</a>","<a href=""https://ciderguide.com/glintcap/medalists/apple-valley-cider-company/"">Apple Valley Cider Company</a>",0,0,1,3,4
"<a href=""https://ciderguide.com/glintcap/years/2021-results/"">2021</a>","<a href=""https://ciderguide.com/glintcap/medalists/buskey-cider/"">Buskey Cider</a>",0,0,1,3,4
"<a href=""https://ciderguide.com/glintcap/years/2021-results/"">2021</a>","<a href=""https://ciderguide.com/glintcap/medalists/gravity-vineyards-and-winery/"">Gravity Vineyards and Winery</a>",0,0,1,3,4
"<a href=""https://ciderguide.com/glintcap/years/2021-results/"">2021</a>","<a href=""https://ciderguide.com/glintcap/medalists/locust-cider/"">Locust Cider</a>",0,0,1,3,4
"<a href=""https://ciderguide.com/glintcap/years/2021-results/"">2021</a>","<a href=""https://ciderguide.com/glintcap/medalists/sly-clyde-ciderworks/"">Sly Clyde Ciderworks</a>",0,0,1,3,4
"<a href=""https://ciderguide.com/glintcap/years/2021-results/"">2021</a>","<a href=""https://ciderguide.com/glintcap/medalists/wild-state-cider/"">Wild State Cider</a>",0,0,1,3,4
"<a href=""https://ciderguide.com/glintcap/years/2021-results/"">2021</a>","<a href=""https://ciderguide.com/glintcap/medalists/freewater-cider-and-wine-company/"">Freewater Cider and Wine Company</a>",0,0,0,4,4
"<a href=""https://ciderguide.com/glintcap/years/2021-results/"">2021</a>","<a href=""https://ciderguide.com/glintcap/medalists/winery-at-black-star-farms/"">Winery at Black Star Farms</a>",2,0,0,1,3
"<a href=""https://ciderguide.com/glintcap/years/2021-results/"">2021</a>","<a href=""https://ciderguide.com/glintcap/medalists/dead-horse-cider-co/"">Dead Horse Cider Co.</a>",1,1,0,1,3
"<a href=""https://ciderguide.com/glintcap/years/2021-results/"">2021</a>","<a href=""https://ciderguide.com/glintcap/medalists/michigan-wine-company/"">Michigan Wine Company</a>",1,0,2,0,3
"<a href=""https://ciderguide.com/glintcap/years/2021-results/"">2021</a>","<a href=""https://ciderguide.com/glintcap/medalists/crispin-cider-company/"">Crispin Cider Company</a>",1,0,1,1,3
"<a href=""https://ciderguide.com/glintcap/years/2021-results/"">2021</a>","<a href=""https://ciderguide.com/glintcap/medalists/gnarly-pippin-cider-house/"">Gnarly Pippin Cider House</a>",0,2,0,1,3
"<a href=""https://ciderguide.com/glintcap/years/2021-results/"">2021</a>","<a href=""https://ciderguide.com/glintcap/medalists/california-cider-company/"">California Cider Company</a>",0,1,2,0,3
"<a href=""https://ciderguide.com/glintcap/years/2021-results/"">2021</a>","<a href=""https://ciderguide.com/glintcap/medalists/pux-cider/"">Pux Cider</a>",0,1,2,0,3
"<a href=""https://ciderguide.com/glintcap/years/2021-results/"">2021</a>","<a href=""https://ciderguide.com/glintcap/medalists/black-apple/"">Black Apple</a>",0,1,1,1,3
"<a href=""https://ciderguide.com/glintcap/years/2021-results/"">2021</a>","<a href=""https://ciderguide.com/glintcap/medalists/tempted-cider/"">Tempted Cider</a>",0,1,1,1,3
"<a href=""https://ciderguide.com/glintcap/years/2021-results/"">2021</a>","<a href=""https://ciderguide.com/glintcap/medalists/gary-awdey/"">Gary Awdey</a>",0,1,0,2,3
"<a href=""https://ciderguide.com/glintcap/years/2021-results/"">2021</a>","<a href=""https://ciderguide.com/glintcap/medalists/banjo-cider/"">Banjo Cider</a>",0,0,3,0,3
"<a href=""https://ciderguide.com/glintcap/years/2021-results/"">2021</a>","<a href=""https://ciderguide.com/glintcap/medalists/blom-meadworks/"">Bløm Meadworks</a>",0,0,3,0,3
"<a href=""https://ciderguide.com/glintcap/years/2021-results/"">2021</a>","<a href=""https://ciderguide.com/glintcap/medalists/green-bench-brewing-co/"">Green Bench Brewing Co.</a>",0,0,3,0,3
"<a href=""https://ciderguide.com/glintcap/years/2021-results/"">2021</a>","<a href=""https://ciderguide.com/glintcap/medalists/portland-cider-company/"">Portland Cider Company</a>",0,0,3,0,3
"<a href=""https://ciderguide.com/glintcap/years/2021-results/"">2021</a>","<a href=""https://ciderguide.com/glintcap/medalists/aeppeltreow-winery-distillery/"">AeppelTreow Winery & Distillery</a>",0,0,2,1,3
"<a href=""https://ciderguide.com/glintcap/years/2021-results/"">2021</a>","<a href=""https://ciderguide.com/glintcap/medalists/c-e-petch-cidery-and-distillery/"">C.E.Petch Cidery and Distillery</a>",0,0,2,1,3
"<a href=""https://ciderguide.com/glintcap/years/2021-results/"">2021</a>","<a href=""https://ciderguide.com/glintcap/medalists/cascade-winery-sierra-rose-ciders/"">Cascade Winery & Sierra Rose Ciders</a>",0,0,2,1,3
"<a href=""https://ciderguide.com/glintcap/years/2021-results/"">2021</a>","<a href=""https://ciderguide.com/glintcap/medalists/castle-hill-cider/"">Castle Hill Cider</a>",0,0,2,1,3
"<a href=""https://ciderguide.com/glintcap/years/2021-results/"">2021</a>","<a href=""https://ciderguide.com/glintcap/medalists/dunkertons-cider-and-perry/"">Dunkertons Cider and Perry</a>",0,0,2,1,3
"<a href=""https://ciderguide.com/glintcap/years/2021-results/"">2021</a>","<a href=""https://ciderguide.com/glintcap/medalists/godfrey-run-cider-mill/"">Godfrey Run Cider Mill</a>",0,0,2,1,3
"<a href=""https://ciderguide.com/glintcap/years/2021-results/"">2021</a>","<a href=""https://ciderguide.com/glintcap/medalists/headwater-cider/"">Headwater Cider</a>",0,0,2,1,3
"<a href=""https://ciderguide.com/glintcap/years/2021-results/"">2021</a>","<a href=""https://ciderguide.com/glintcap/medalists/kings-mill-cider/"">Kings Mill Cider</a>",0,0,2,1,3
"<a href=""https://ciderguide.com/glintcap/years/2021-results/"">2021</a>","<a href=""https://ciderguide.com/glintcap/medalists/phillips-orchards-cider-mill/"">Phillips Orchards & Cider Mill</a>",0,0,2,1,3
"<a href=""https://ciderguide.com/glintcap/years/2021-results/"">2021</a>","<a href=""https://ciderguide.com/glintcap/medalists/posterity-ciderworks/"">Posterity Ciderworks</a>",0,0,2,1,3
"<a href=""https://ciderguide.com/glintcap/years/2021-results/"">2021</a>","<a href=""https://ciderguide.com/glintcap/medalists/riverhead-ciderhouse/"">Riverhead Ciderhouse</a>",0,0,2,1,3
"<a href=""https://ciderguide.com/glintcap/years/2021-results/"">2021</a>","<a href=""https://ciderguide.com/glintcap/medalists/urban-farm-fermentory/"">Urban Farm Fermentory</a>",0,0,2,1,3
"<a href=""https://ciderguide.com/glintcap/years/2021-results/"">2021</a>","<a href=""https://ciderguide.com/glintcap/medalists/appleholic-cider-company/"">Appleholic Cider Company</a>",0,0,1,2,3
"<a href=""https://ciderguide.com/glintcap/years/2021-results/"">2021</a>","<a href=""https://ciderguide.com/glintcap/medalists/duluth-cider/"">Duluth Cider</a>",0,0,1,2,3
"<a href=""https://ciderguide.com/glintcap/years/2021-results/"">2021</a>","<a href=""https://ciderguide.com/glintcap/medalists/flat-rock-cider-company/"">Flat Rock Cider Company</a>",0,0,1,2,3
"<a href=""https://ciderguide.com/glintcap/years/2021-results/"">2021</a>","<a href=""https://ciderguide.com/glintcap/medalists/high-hope-cider/"">High Hope Cider</a>",0,0,1,2,3
"<a href=""https://ciderguide.com/glintcap/years/2021-results/"">2021</a>","<a href=""https://ciderguide.com/glintcap/medalists/liberty-ciderworks/"">Liberty Ciderworks</a>",0,0,1,2,3
"<a href=""https://ciderguide.com/glintcap/years/2021-results/"">2021</a>","<a href=""https://ciderguide.com/glintcap/medalists/red-island-cider/"">Red Island Cider</a>",0,0,1,2,3
"<a href=""https://ciderguide.com/glintcap/years/2021-results/"">2021</a>","<a href=""https://ciderguide.com/glintcap/medalists/donovan-orchards-estate-ciders/"">Donovan Orchards Estate Ciders</a>",0,0,1,2,3
"<a href=""https://ciderguide.com/glintcap/years/2021-results/"">2021</a>","<a href=""https://ciderguide.com/glintcap/medalists/3-north-vines/"">3 North Vines</a>",0,0,0,3,3
"<a href=""https://ciderguide.com/glintcap/years/2021-results/"">2021</a>","<a href=""https://ciderguide.com/glintcap/medalists/angeles-crest-cider/"">Angeles Crest Cider</a>",0,0,0,3,3
"<a href=""https://ciderguide.com/glintcap/years/2021-results/"">2021</a>","<a href=""https://ciderguide.com/glintcap/medalists/botanist-barrel/"">Botanist & Barrel</a>",0,0,0,3,3
"<a href=""https://ciderguide.com/glintcap/years/2021-results/"">2021</a>","<a href=""https://ciderguide.com/glintcap/medalists/bryants-cider/"">Bryant's Cider</a>",0,0,0,3,3
"<a href=""https://ciderguide.com/glintcap/years/2021-results/"">2021</a>","<a href=""https://ciderguide.com/glintcap/medalists/verger-belliveau-orchard/"">Verger Belliveau Orchard</a>",1,0,0,1,2
"<a href=""https://ciderguide.com/glintcap/years/2021-results/"">2021</a>","<a href=""https://ciderguide.com/glintcap/medalists/2-fools-cider/"">2 Fools Cider</a>",0,1,1,0,2
"<a href=""https://ciderguide.com/glintcap/years/2021-results/"">2021</a>","<a href=""https://ciderguide.com/glintcap/medalists/brickworks-ciderhouse/"">Brickworks Ciderhouse</a>",0,1,1,0,2
"<a href=""https://ciderguide.com/glintcap/years/2021-results/"">2021</a>","<a href=""https://ciderguide.com/glintcap/medalists/collective-arts-brewing/"">Collective Arts Brewing</a>",0,1,0,1,2
"<a href=""https://ciderguide.com/glintcap/years/2021-results/"">2021</a>","<a href=""https://ciderguide.com/glintcap/medalists/willow-oaks/"">Willow Oaks</a>",0,1,0,1,2
"<a href=""https://ciderguide.com/glintcap/years/2021-results/"">2021</a>","<a href=""https://ciderguide.com/glintcap/medalists/farmgate-cider/"">Farmgate Cider</a>",0,0,2,0,2
"<a href=""https://ciderguide.com/glintcap/years/2021-results/"">2021</a>","<a href=""https://ciderguide.com/glintcap/medalists/golden-state-cider/"">Golden State Cider</a>",0,0,2,0,2
"<a href=""https://ciderguide.com/glintcap/years/2021-results/"">2021</a>","<a href=""https://ciderguide.com/glintcap/medalists/kingston-creek-cider/"">Kingston Creek Cider</a>",0,0,2,0,2
"<a href=""https://ciderguide.com/glintcap/years/2021-results/"">2021</a>","<a href=""https://ciderguide.com/glintcap/medalists/muse-orchard/"">Muse Orchard</a>",0,0,2,0,2
"<a href=""https://ciderguide.com/glintcap/years/2021-results/"">2021</a>","<a href=""https://ciderguide.com/glintcap/medalists/black-bear-cider-co/"">Black Bear Cider Co.</a>",0,0,1,1,2
"<a href=""https://ciderguide.com/glintcap/years/2021-results/"">2021</a>","<a href=""https://ciderguide.com/glintcap/medalists/brick-river-cider/"">Brick River Cider</a>",0,0,1,1,2
"<a href=""https://ciderguide.com/glintcap/years/2021-results/"">2021</a>","<a href=""https://ciderguide.com/glintcap/medalists/flint-city-hard-cider-co/"">Flint City Hard Cider Co.</a>",0,0,1,1,2
"<a href=""https://ciderguide.com/glintcap/years/2021-results/"">2021</a>","<a href=""https://ciderguide.com/glintcap/medalists/hawk-knob/"">Hawk Knob</a>",0,0,1,1,2
"<a href=""https://ciderguide.com/glintcap/years/2021-results/"">2021</a>","<a href=""https://ciderguide.com/glintcap/medalists/little-apple-cidery/"">Little Apple Cidery</a>",0,0,1,1,2
"<a href=""https://ciderguide.com/glintcap/years/2021-results/"">2021</a>","<a href=""https://ciderguide.com/glintcap/medalists/rice-lake-hard-cider/"">Rice Lake Hard Cider</a>",0,0,1,1,2
"<a href=""https://ciderguide.com/glintcap/years/2021-results/"">2021</a>","<a href=""https://ciderguide.com/glintcap/medalists/santa-cruz-cider-co/"">Santa Cruz Cider Co.</a>",0,0,1,1,2
"<a href=""https://ciderguide.com/glintcap/years/2021-results/"">2021</a>","<a href=""https://ciderguide.com/glintcap/medalists/sidra-somarroza/"">Sidra Somarroza</a>",0,0,1,1,2
"<a href=""https://ciderguide.com/glintcap/years/2021-results/"">2021</a>","<a href=""https://ciderguide.com/glintcap/medalists/austin-eastciders/"">Austin Eastciders</a>",0,0,0,2,2
"<a href=""https://ciderguide.com/glintcap/years/2021-results/"">2021</a>","<a href=""https://ciderguide.com/glintcap/medalists/farmstead-cider/"">Farmstead Cider</a>",0,0,0,2,2
"<a href=""https://ciderguide.com/glintcap/years/2021-results/"">2021</a>","<a href=""https://ciderguide.com/glintcap/medalists/lassen-traditional-cider/"">Lassen Traditional Cider</a>",0,0,0,2,2
"<a href=""https://ciderguide.com/glintcap/years/2021-results/"">2021</a>","<a href=""https://ciderguide.com/glintcap/medalists/mississippi-ale-house/"">Mississippi Ale House</a>",0,0,0,2,2
"<a href=""https://ciderguide.com/glintcap/years/2021-results/"">2021</a>","<a href=""https://ciderguide.com/glintcap/medalists/red-top-winery/"">Red Top Winery</a>",0,0,0,2,2
"<a href=""https://ciderguide.com/glintcap/years/2021-results/"">2021</a>","<a href=""https://ciderguide.com/glintcap/medalists/string-theory-cider/"">String Theory Cider</a>",0,0,0,2,2
"<a href=""https://ciderguide.com/glintcap/years/2021-results/"">2021</a>","<a href=""https://ciderguide.com/glintcap/medalists/swilled-dog-hard-cider/"">Swilled Dog Hard Cider</a>",0,0,0,2,2
"<a href=""https://ciderguide.com/glintcap/years/2021-results/"">2021</a>","<a href=""https://ciderguide.com/glintcap/medalists/tumalo-cider/"">Tumalo Cider</a>",0,0,0,2,2
"<a href=""https://ciderguide.com/glintcap/years/2021-results/"">2021</a>","<a href=""https://ciderguide.com/glintcap/medalists/wilding-orchards/"">Wilding Orchards</a>",0,0,0,2,2
"<a href=""https://ciderguide.com/glintcap/years/2021-results/"">2021</a>","<a href=""https://ciderguide.com/glintcap/medalists/sidra-mayador/"">Sidra Mayador</a>",1,0,0,0,1
"<a href=""https://ciderguide.com/glintcap/years/2021-results/"">2021</a>","<a href=""https://ciderguide.com/glintcap/medalists/wildbranch-cider/"">Wildbranch Cider</a>",1,0,0,0,1
"<a href=""https://ciderguide.com/glintcap/years/2021-results/"">2021</a>","<a href=""https://ciderguide.com/glintcap/medalists/lekker-cider/"">Lekker Cider</a>",0,1,0,0,1
