Category,Award,Medalist,Country,Entry,Points,Website,Facebook,Instagram,Google,TripAdvisor,Untappd
Flavoured Ciders,🥈 SILVER,Sabiles Sidrs,Latvia,Apple & Blackcurrant Semi-Sweet Cider,83.7,https://www.gardeners.lv/,https://www.facebook.com/sabiles.sidrs/,https://www.instagram.com/sabiles.sidrs/,https://maps.google.com/?cid=2950487918260459648,https://www.tripadvisor.com/Restaurant_Review-g2049841-d14914753,https://untappd.com/w/sabiles-sidrs/201189
Flavoured Ciders,🥈 SILVER,Kvestad Sideri,Norway,Jubileum,82.8,https://www.kvestadsideri.no/,https://www.facebook.com/kvestadsideri/,https://www.instagram.com/kvestadsideri/,https://maps.google.com/?cid=16077910184660188927,,https://untappd.com/w/kvestad-sideri/457055
Flavoured Ciders,🥈 SILVER,Balti Sodai,Lithuania,"Alantos Apyniuotas, ""Sidro Sodai""",81.5,,,,,,
Flavoured Ciders,🥈 SILVER,Floribunda,Italy,Quitten Cider alla Cotogna 2020,81.1,https://www.floribunda.it/,,https://www.instagram.com/floribundacider/,https://maps.google.com/?cid=14548393953505771229,,https://untappd.com/w/floribunda/333615
Flavoured Ciders,🥈 SILVER,Lauskis,Latvia,Quince Cider,80.9,http://www.lauskissidrs.lv/,https://www.facebook.com/vinadaritavalauskis,,https://maps.google.com/?cid=12945376031877773481,,https://untappd.com/w/vina-daritava-lauskis/463428
Flavoured Ciders,🥈 SILVER,Abavas,Latvia,"Abavas ""Hopped cider"" Semi-Dry Applecider",80.1,https://www.abavas.lv/,https://www.facebook.com/abavas.vinadaritava/,https://www.instagram.com/abavas_vini/,https://maps.google.com/?cid=11387034393378720853,https://www.tripadvisor.com/Attraction_Review-g608944-d23945082,https://untappd.com/w/sia-abavas-da-rzi/153183
Flavoured Ciders,🥈 SILVER,Petritegi,Spain,Sagar Krash Limoi,79.6,https://www.petritegi.com/,https://www.facebook.com/Petritegi/,https://www.instagram.com/petritegi,https://maps.google.com/?cid=16425101977693923721,https://www.tripadvisor.com/Restaurant_Review-g1064182-d2266030,https://untappd.com/brewery/51639
Flavoured Ciders,🥉 BRONZE,Turkalnes Muižā,Latvia,Ābolu-Cidoniju Sidrs,79.1,https://www.turkalnesmuiza.lv/,https://www.facebook.com/TurkalnesMuiza/,https://www.instagram.com/turkalnesmuiza/,https://maps.google.com/?cid=14148682490481690589,,https://untappd.com/w/turkalnes-muiza/428003
Flavoured Ciders,🥉 BRONZE,Brinkhall Sparkling,Finland,Alma Rosé,79,https://bsp.fi/,https://www.facebook.com/brinkhalls,https://www.instagram.com/brinkhallsparkling/,https://maps.google.com/?cid=10856204128601037922,,https://untappd.com/BrinkhallSparkling
Flavoured Ciders,🥉 BRONZE,Het Hamerstuk,Netherlands,Hamerstuk Appel-Peer-Mispel,78.7,https://hethamerstuk.nl/,https://www.facebook.com/HetHamerstuk/,https://www.instagram.com/hethamerstuk,https://maps.google.com/?cid=11584128023568770529,,https://untappd.com/Hamerstuk
Flavoured Ciders,🥉 BRONZE,Lokinės Dvaras,Lithuania,Sidras iš Lokinės dvaro. Bajorienės,77.8,,https://www.facebook.com/profile.php?id=100069905435999,https://www.instagram.com/lokinesdvaras/,https://maps.google.com/?cid=17585922794659656889,,
Flavoured Ciders,🥉 BRONZE,Apal Sideri,Norway,Svaggen,77.3,https://apalsideri.no/,https://www.facebook.com/apalsideri,https://www.instagram.com/apal_sideri,https://maps.google.com/?cid=5061308997335336207,,https://untappd.com/w/apal-sideri/466579
Flavoured Ciders,🥉 BRONZE,Lauskis,Latvia,Chokeberry Cider,77.1,http://www.lauskissidrs.lv/,https://www.facebook.com/vinadaritavalauskis,,https://maps.google.com/?cid=12945376031877773481,,https://untappd.com/w/vina-daritava-lauskis/463428
Flavoured Ciders,🥉 BRONZE,Nerijus Kaučikas,Lithuania,Grassroots,76.4,,,,,,
Flavoured Ciders,🥉 BRONZE,Zilver,Latvia,Apiņu Sidrs,76.1,https://zilver.lv/,https://www.facebook.com/Zilver.lv/,,https://maps.google.com/?cid=11431791076365254264,,https://untappd.com/w/zilver-dzerienu-daritava/479974
Flavoured Ciders,🥉 BRONZE,OmCider,Norway,Odel,75.8,https://omcider.no/,https://www.facebook.com/OmCiderAS/,https://www.instagram.com/omcideras/,https://maps.google.com/?cid=1800091822223931241,,https://untappd.com/w/omcider/492586
Flavoured Ciders,🥉 BRONZE,Der Kleine Cidre Betrieb,Germany,Diestedder Berg,75.7,https://www.cidre-betrieb.de/,,https://www.instagram.com/der.kleine.cidre.betrieb/,,,
Flavoured Ciders,🥉 BRONZE,Tālava,Latvia,Tālava Apple Cider with Hops,75,https://www.talava.lv/,https://www.facebook.com/talavassidrs,https://www.instagram.com/talavas_sidrs/,https://maps.google.com/?cid=16414834196985036378,,https://untappd.com/TalavasSidrs
Flavoured Ciders,🥉 BRONZE,Vestavin,Norway,Eplehagen,74.1,https://www.vestavin.no/,https://www.facebook.com/vestavin,https://www.instagram.com/vestavinen/,https://maps.google.com/?cid=10969736335650564638,,
Flavoured Ciders,🥉 BRONZE,Sajder Insajder,Serbia,Insajder,73.4,https://www.sajderinsajder.com/,https://www.facebook.com/sajderinsajder,https://www.instagram.com/sajderinsajder/,,,
Flavoured Ciders,🥉 BRONZE,Lien Gård,Norway,Livlig Eplesider Eple & Rabarbra 2021,73.1,https://www.liengard-telemark.no/,https://www.facebook.com/lien3812Akkerhaugen/,https://www.instagram.com/lien_gard_telemark,https://maps.google.com/?cid=9873512223911132771,,https://untappd.com/LienGrd
Flavoured Ciders,🥉 BRONZE,Ottercider,Belgium,Roos - Ottercider,72.7,https://www.ottercider.be/,https://www.facebook.com/Ottercider,https://www.instagram.com/ottercider,,,https://untappd.com/Ottercider
Flavoured Ciders,🥉 BRONZE,Mūrbūdu,Latvia,Aronia Cider,71.5,https://www.nenormalssidrs.lv/,https://www.facebook.com/murbudu/,https://www.instagram.com/murbudu_sidrs/,https://maps.google.com/?cid=15847061061259139900,,https://untappd.com/MurbuduSidraDaritava
Flavoured Ciders,🥉 BRONZE,Lepaan Viinitila,Finland,Born to be Mild 2022,70.8,https://hami.fi/lepaan-viinitila/,https://www.facebook.com/lepaanviinitila,https://www.instagram.com/lepaan_viinitila/,https://maps.google.com/?cid=7138449627274189739,https://www.tripadvisor.com/Attraction_Review-g798740-d12031727,https://untappd.com/w/lepaan-viinitila/79175
Sidra Natural,🏆 WINNER,Zapiain,Spain,Joanes de Zapiain 2022,94.3,https://zapiain.eus/,https://www.facebook.com/zapiainsagardoa,https://www.instagram.com/zapiainsagardoa/,https://maps.google.com/?cid=16982677267877188990,https://www.tripadvisor.com/Restaurant_Review-g1064182-d3806229,https://untappd.com/ZapiainSagardoa
Sidra Natural,🥇 GOLD,Isastegi,Spain,Sidra Natural Isastegi D.O. Premium,91.2,https://www.isastegi.com/,https://www.facebook.com/isastegi.sagardotegia,https://www.instagram.com/isastegi/,https://maps.google.com/?cid=3927960308349571227,https://www.tripadvisor.com/Restaurant_Review-g1064362-d5772954,https://untappd.com/brewery/6054
Sidra Natural,🥇 GOLD,The Drunken Pharmacist,Portugal,Sidra Natural,90.1,,https://www.facebook.com/profile.php?id=100093795090507,https://www.instagram.com/thedrunkenpharmacist_/,,,https://untappd.com/w/the-drunken-pharmacist/543354
Sidra Natural,🥈 SILVER,Petritegi,Spain,Petritegi Premium,85.8,https://www.petritegi.com/,https://www.facebook.com/Petritegi/,https://www.instagram.com/petritegi,https://maps.google.com/?cid=16425101977693923721,https://www.tripadvisor.com/Restaurant_Review-g1064182-d2266030,https://untappd.com/brewery/51639
Sidra Natural,🥈 SILVER,R. Zabala,Spain,R80 Sagardoa / Sidra Natural,82.8,https://www.rzabala.com/,https://www.facebook.com/zabalasagardotegia,https://www.instagram.com/zabalasagardotegia/,https://maps.google.com/?cid=5479255229461192336,https://www.tripadvisor.com/Restaurant_Review-g2578771-d9821714,https://untappd.com/w/r-zabala/186717
Sidra Natural,🥈 SILVER,Köpings Musteri,Sweden,Agda Marianne,82.6,https://kopingsmusteri.se/,https://www.facebook.com/kopingsmusteri,https://www.instagram.com/kopingsmusteri/,https://maps.google.com/?cid=5623943899960625759,https://www.tripadvisor.com/Attraction_Review-g679646-d12595815,https://untappd.com/KopingsMusteri
Sidra Natural,🥈 SILVER,Cydr Dwaj Bracia,Poland,Alwa Naturalna,80.5,https://dwajbracia.pl/,https://www.facebook.com/profile.php?id=100094619362211,https://www.instagram.com/cydr_dwaj_bracia,,,https://untappd.com/w/cydr-dwaj-bracia/551234
Sidra Natural,🥉 BRONZE,Hardanger Saft og Siderfabrikk,Norway,Hardanger Dronning,78.7,https://hardangersider.no/,https://www.facebook.com/HardangerSaftogSiderfabrikk/,https://www.instagram.com/hardangersaftogsiderfabrikk/,https://maps.google.com/?cid=12869878933054305699,https://www.tripadvisor.com/Attraction_Review-g7159542-d4893441,https://untappd.com/w/hardanger-saft-og-siderfabrikk/42913
Sidra Natural,🥉 BRONZE,Cydr Radosny,Poland,Kamieniaki Sur Lie 2022,78.5,,https://www.facebook.com/profile.php?id=100051369316323,https://www.instagram.com/cydr_radosny/,https://maps.google.com/?cid=7526262440248480679,,https://untappd.com/w/cydr-radosny/509782
Sidra Natural,🥉 BRONZE,Juozas & Dange,Lithuania,Smilga Cider,71.5,,,,,,
Sidra Natural,🥉 BRONZE,Sidra Salvaje,Spain,Sidra Natural Salvaje,69.9,https://sidrasalvaje.com/,https://www.facebook.com/sidrasalvaje/,,https://maps.google.com/?cid=16983679432504402503,,https://untappd.com/w/bodega-don-pedro-leivas/547811
Sparkling,🏆 WINNER,Abavas,Latvia,Abavas Secret Garden Dry Pet-Nat,91.1,https://www.abavas.lv/,https://www.facebook.com/abavas.vinadaritava/,https://www.instagram.com/abavas_vini/,https://maps.google.com/?cid=11387034393378720853,https://www.tripadvisor.com/Attraction_Review-g608944-d23945082,https://untappd.com/w/sia-abavas-da-rzi/153183
Sparkling,🏆 WINNER,Jaanihanso,Estonia,Jaanihanso Sec Methode Traditionnelle,91.1,http://www.jaanihanso.ee/,https://www.facebook.com/Jaanihanso,https://www.instagram.com/jaanihanso/,https://maps.google.com/?cid=7606641832512391290,https://www.tripadvisor.com/Attraction_Review-g274956-d12851482,https://untappd.com/Jaanihanso
Sparkling,🥇 GOLD,Paladeus,Italy,Red Rose Cider,90.9,http://www.paladeus.it/,https://www.facebook.com/profile.php?id=100067062071715,https://www.instagram.com/paladeus_cider/,https://maps.google.com/?cid=8605615739361573597,,https://untappd.com/w/paladeus/538622
Sparkling,🥇 GOLD,Jaanihanso,Estonia,Jaanihanso Doux Methode Traditionnelle,90.7,http://www.jaanihanso.ee/,https://www.facebook.com/Jaanihanso,https://www.instagram.com/jaanihanso/,https://maps.google.com/?cid=7606641832512391290,https://www.tripadvisor.com/Attraction_Review-g274956-d12851482,https://untappd.com/Jaanihanso
Sparkling,🥈 SILVER,Maison Gamet,France,Cidre 2021,87.3,https://www.champagne-gamet.com/,https://www.facebook.com/champagnegamet/,https://www.instagram.com/maisongamet/,https://maps.google.com/?cid=2134767644830018935,,https://untappd.com/w/maison-gamet/535474
Sparkling,🥈 SILVER,Lepaan Viinitila,Finland,Kolli 2020,84.6,https://hami.fi/lepaan-viinitila/,https://www.facebook.com/lepaanviinitila,https://www.instagram.com/lepaan_viinitila/,https://maps.google.com/?cid=7138449627274189739,https://www.tripadvisor.com/Attraction_Review-g798740-d12031727,https://untappd.com/w/lepaan-viinitila/79175
Sparkling,🥈 SILVER,Andersen Winery,Denmark,Sigrid Æble Brut,84.5,https://andersenwinery.dk/,https://www.facebook.com/andersenwinery,https://www.instagram.com/andersenwinery/,https://maps.google.com/?cid=1091487036715359602,https://www.tripadvisor.com/Attraction_Review-g1699896-d20578301,https://untappd.com/w/andersen-winery/508619
Sparkling,🥈 SILVER,Domaine des 5 Autels,France,Cuvée Claude,83.7,https://cinqautels.com/,https://www.facebook.com/5Autels/,https://www.instagram.com/5autels/,https://maps.google.com/?cid=1561300018564057036,https://www.tripadvisor.com/Hotel_Review-g1385431-d1308959,https://untappd.com/w/domaine-des-cinqs-autels/519014
Sparkling,🥈 SILVER,Bugarden,Norway,Merak,83,https://www.bugarden.no/,,,https://maps.google.com/?cid=18164183612083637326,,
Sparkling,🥈 SILVER,Harding Økologiske Sideri,Norway,Harding Uten Filter,83,https://www.hardingsideri.no/,https://www.facebook.com/HardingSideri,https://www.instagram.com/hardingsideri/,https://maps.google.com/?cid=12919577292319496906,,https://untappd.com/HardingSideri
Sparkling,🥈 SILVER,Sidra Alfa,Portugal,Espumante de Sidra Alfa,82.7,https://sidraalfa.pt/,https://www.facebook.com/Sidralfa1/,https://www.instagram.com/sidra_alfa/,,,https://untappd.com/w/sidra-alfa/545661
Sparkling,🥈 SILVER,Buhre & Reuter,Sweden,The Blind Goose,82.5,,,,,,
Sparkling,🥈 SILVER,Ølmheim Siderhage,Norway,Ølmheim Siderhage 5 md,82,https://www.siderhagen.no/,https://www.facebook.com/siderhagen/,https://www.instagram.com/siderhagen/,https://maps.google.com/?cid=5325970145779419536,,https://untappd.com/w/olmheim-siderhage/550760
Sparkling,🥈 SILVER,Rudenstams Bär & Frukt,Sweden,Rudu Cider (22-15),81.7,https://rudenstam.se/,https://www.facebook.com/rudenstamsgardsbutik,https://www.instagram.com/rudenstams/,https://maps.google.com/?cid=9422723088440708292,https://www.tripadvisor.com/Attraction_Review-g226899-d4590738,https://untappd.com/w/rudenstams-bar-frukt/105066
Sparkling,🥈 SILVER,Cydr Chyliczki,Poland,Premium 2022,81.7,https://cydrchyliczki.pl/,https://www.facebook.com/cydrchyliczki/,https://www.instagram.com/cydrchyliczki/,,,https://untappd.com/w/cydr-chyliczki/271740
Sparkling,🥈 SILVER,Domaine des 5 Autels,France,Cuvée Jean-René,81.5,https://cinqautels.com/,https://www.facebook.com/5Autels/,https://www.instagram.com/5autels/,https://maps.google.com/?cid=1561300018564057036,https://www.tripadvisor.com/Hotel_Review-g1385431-d1308959,https://untappd.com/w/domaine-des-cinqs-autels/519014
Sparkling,🥈 SILVER,Bugarden,Norway,Minerva,80.7,https://www.bugarden.no/,,,https://maps.google.com/?cid=18164183612083637326,,
Sparkling,🥈 SILVER,Abuls,Latvia,Kerr,80.5,https://www.abuls.lv/,https://www.facebook.com/sidrsAbuls/,https://www.instagram.com/abuls_sidrs/,https://maps.google.com/?cid=12371654123090416644,,https://untappd.com/Abuls
Sparkling,🥈 SILVER,Abavas,Latvia,Abavas Nordic Brut,80.1,https://www.abavas.lv/,https://www.facebook.com/abavas.vinadaritava/,https://www.instagram.com/abavas_vini/,https://maps.google.com/?cid=11387034393378720853,https://www.tripadvisor.com/Attraction_Review-g608944-d23945082,https://untappd.com/w/sia-abavas-da-rzi/153183
Sparkling,🥈 SILVER,Brinkhall Sparkling,Finland,Prestige Brut,79.8,https://bsp.fi/,https://www.facebook.com/brinkhalls,https://www.instagram.com/brinkhallsparkling/,https://maps.google.com/?cid=10856204128601037922,,https://untappd.com/BrinkhallSparkling
Sparkling,🥉 BRONZE,Cydrownia Zywer,Poland,Croncels 2022,76.7,https://zywer.pl/,https://www.facebook.com/CydrowniaZywer,https://www.instagram.com/cydrowniazywer/,https://maps.google.com/?cid=10041242298570436703,,https://untappd.com/cydrowniazywer
Sparkling,🥉 BRONZE,Lingebakken,Norway,Polisång,76.7,https://www.lingebakken.no/,https://www.facebook.com/Lingebakkenfrukt/,https://www.instagram.com/lingebakken,https://maps.google.com/?cid=10220638985890464265,,https://untappd.com/w/lingebakken/519896
Sparkling,🥉 BRONZE,Appleblood Cider,Italy,Sidera Brut 2020,76.3,https://applebloodcider.com/,https://www.facebook.com/applebloodcider,https://www.instagram.com/applebloodcider/,https://maps.google.com/?cid=14977227174949746380,,https://untappd.com/w/apple-blood-cider/474058
Ice Cider,🏆 WINNER,Zapiain,Spain,Bizi Goxo 2017,94.9,https://zapiain.eus/,https://www.facebook.com/zapiainsagardoa,https://www.instagram.com/zapiainsagardoa/,https://maps.google.com/?cid=16982677267877188990,https://www.tripadvisor.com/Restaurant_Review-g1064182-d3806229,https://untappd.com/ZapiainSagardoa
Ice Cider,🏆 WINNER,Lepola Drinks,Finland,Lepola Vega Ice Cider,94.8,https://lepoladrinks.fi/,https://www.facebook.com/lepoladrinks/,https://www.instagram.com/lepola_drinks/,https://maps.google.com/?cid=10912023971262858580,,https://untappd.com/w/lepola/401095
Ice Cider,🥇 GOLD,Klövsjö Gårdsbryggeri,Sweden,Fågelvik Iscider,94.7,https://www.kgb-bryggeri.se/,,,https://maps.google.com/?cid=2229089414135910638,,https://untappd.com/w/kl-vsj-g-rdsbryggeri/20072
Ice Cider,🥇 GOLD,Bute Cider,Sweden,Bute Mousserande Ice Cider,94.6,http://www.butecider.se/,https://www.facebook.com/profile.php?id=100063642933369,https://www.instagram.com/butecider,,,https://untappd.com/w/bute-cider/514579
Ice Cider,🥇 GOLD,Tori Siidritalu,Estonia,"Tori ""Jää"" Ice-cider",91.9,https://siidritalu.ee/,https://www.facebook.com/Torisiidritalu,https://www.instagram.com/tori_siidritalu/,https://maps.google.com/?cid=12573071235401057897,https://www.tripadvisor.com/Attraction_Review-g3296605-d9835124,https://untappd.com/w/tori-joesuu-siidri-ja-veinitalu/256691
Ice Cider,🥇 GOLD,Hardangerbonden,Norway,Issider Aroma og Summerred,91.9,https://www.hardangerbonden.no/,https://www.facebook.com/Hardangerbonden/,https://www.instagram.com/hardangerbonden/,https://maps.google.com/?cid=13224629755021668502,,https://untappd.com/w/hardangerbonden/496030
Ice Cider,🥇 GOLD,Veinimäe,Estonia,Veinimäe Ice Cider,91.7,https://veinimae.ee/,https://www.facebook.com/veinimae,https://www.instagram.com/veinimae/,https://maps.google.com/?cid=8886313303772913711,,https://untappd.com/w/veinimae-talu/457675
Ice Cider,🥇 GOLD,Hardanger Saft og Siderfabrikk,Norway,Issider,91.5,https://hardangersider.no/,https://www.facebook.com/HardangerSaftogSiderfabrikk/,https://www.instagram.com/hardangersaftogsiderfabrikk/,https://maps.google.com/?cid=12869878933054305699,https://www.tripadvisor.com/Attraction_Review-g7159542-d4893441,https://untappd.com/w/hardanger-saft-og-siderfabrikk/42913
Ice Cider,🥈 SILVER,Cydr Chyliczki,Poland,Cydr Lodowy 2018,84.1,https://cydrchyliczki.pl/,https://www.facebook.com/cydrchyliczki/,https://www.instagram.com/cydrchyliczki/,,,https://untappd.com/w/cydr-chyliczki/271740
Ice Cider,🥈 SILVER,Kvestad Sideri,Norway,Kvestad Issider,82.1,https://www.kvestadsideri.no/,https://www.facebook.com/kvestadsideri/,https://www.instagram.com/kvestadsideri/,https://maps.google.com/?cid=16077910184660188927,,https://untappd.com/w/kvestad-sideri/457055
Ice Cider,🥈 SILVER,Store Naa Siderkompani,Norway,Issider Brudeferd,79.9,https://www.storenaasiderkompani.com/,https://www.facebook.com/Storenaasiderkompani/,https://www.instagram.com/storenaasiderkompani/,https://maps.google.com/?cid=15254622508133860404,,https://untappd.com/w/store-naa-siderkompani/442862
Ice Cider,🥉 BRONZE,Restauracja Tabun,Poland,Tabun Cydr Lodowy,78.9,https://www.restauracjatabun.pl/,https://www.facebook.com/TABUNCYDR/,https://www.instagram.com/tabuncydr/,https://maps.google.com/?cid=13556304642115496222,https://www.tripadvisor.com/Restaurant_Review-g3222438-d2654599,https://untappd.com/w/tabun/434136
Ice Cider,🥉 BRONZE,Iessel Cider,Netherlands,Iessel Ĳscider,78.9,https://www.iesselcider.nl/,https://www.facebook.com/iesselcider/,https://www.instagram.com/iessel_cider/,https://maps.google.com/?cid=10819175046461159669,,https://untappd.com/IESSEL_Cider
Ice Cider,🥉 BRONZE,Nerø Frukt og Sider,Norway,Purity,74.1,https://www.nerofrukt.no/,https://www.facebook.com/people/NeR%C3%B8-Frukt-og-Sider/100070115946607/,https://www.instagram.com/nerofrukt/,https://maps.google.com/?cid=2060180241711172985,,https://untappd.com/w/nero-frukt-og-sider/467847
Ice Cider,🥉 BRONZE,Eiane Gard,Norway,Elodie 2022,73.6,https://www.eianegard.no/,https://www.facebook.com/eianegard,https://www.instagram.com/eianegard/,https://maps.google.com/?cid=13089067596466030259,,https://untappd.com/eianegard
Fruit Wine & Perry,🏆 WINNER,Böhm Ciderwerkstatt,Germany,Apfel-Quitte Cider,96.9,https://www.boehm-cider.de/,https://www.facebook.com/ciderwerkstatt/,https://www.instagram.com/boehm_ciderwerkstatt,https://maps.google.com/?cid=4561270118581123333,,
Fruit Wine & Perry,🥇 GOLD,Ainoa Winery,Finland,Ainoa Kaste,90.9,https://ainoawinery.com/,https://www.facebook.com/ainoawinery/,https://www.instagram.com/ainoawinery/,https://maps.google.com/?cid=9038287289493115977,,https://untappd.com/w/ainoa/474000
Fruit Wine & Perry,🥇 GOLD,Hebnes Vingard,Norway,Honey Honey / Midtsommar,89.9,https://www.hebnesvingard.no/,https://www.facebook.com/Hebnesvingard/,https://www.instagram.com/hebnes_vingard/,,https://www.tripadvisor.com/Attraction_Review-g15243995-d24154463,
Fruit Wine & Perry,🥈 SILVER,Andersen Winery,Denmark,Elmsfeuer Rhubarb Sec,86.3,https://andersenwinery.dk/,https://www.facebook.com/andersenwinery,https://www.instagram.com/andersenwinery/,https://maps.google.com/?cid=1091487036715359602,https://www.tripadvisor.com/Attraction_Review-g1699896-d20578301,https://untappd.com/w/andersen-winery/508619
Fruit Wine & Perry,🥈 SILVER,Ainoa Winery,Finland,Ainoa Sametti,85.3,https://ainoawinery.com/,https://www.facebook.com/ainoawinery/,https://www.instagram.com/ainoawinery/,https://maps.google.com/?cid=9038287289493115977,,https://untappd.com/w/ainoa/474000
Fruit Wine & Perry,🥈 SILVER,Mūrbūdu,Latvia,"Wild Perry ""Savvaļas Bumbieris""",83.7,https://www.nenormalssidrs.lv/,https://www.facebook.com/murbudu/,https://www.instagram.com/murbudu_sidrs/,https://maps.google.com/?cid=15847061061259139900,,https://untappd.com/MurbuduSidraDaritava
Fruit Wine & Perry,🥈 SILVER,Pirula,Finland,Helmi,82.4,https://www.pirula.fi/,https://www.facebook.com/pirula.fi/,https://www.instagram.com/pirulantila,https://maps.google.com/?cid=1283745269437501478,,https://untappd.com/w/pirula/442289
Fruit Wine & Perry,🥈 SILVER,Pirula,Finland,Rose,81.1,https://www.pirula.fi/,https://www.facebook.com/pirula.fi/,https://www.instagram.com/pirulantila,https://maps.google.com/?cid=1283745269437501478,,https://untappd.com/w/pirula/442289
Fruit Wine & Perry,🥈 SILVER,Anikonic,Norway,Aronia,80.1,https://www.anikonic.no/,https://www.facebook.com/anikonicdrinks,https://www.instagram.com/anikonic_drinks/,,,https://untappd.com/w/anikonic/543805
Fruit Wine & Perry,🥈 SILVER,Mr. Plūme,Latvia,Perry 2021,79.7,https://www.mrplume.lv/,https://www.facebook.com/mrplumesidrs,https://www.instagram.com/mrplume_sidrs/,https://maps.google.com/?cid=9319841841199759114,,https://untappd.com/w/mr-plume/332485
Fruit Wine & Perry,🥉 BRONZE,Sabiles Sidrs,Latvia,Gardener's Craft Cider Pear & Apple,77.9,https://www.gardeners.lv/,https://www.facebook.com/sabiles.sidrs/,https://www.instagram.com/sabiles.sidrs/,https://maps.google.com/?cid=2950487918260459648,https://www.tripadvisor.com/Restaurant_Review-g2049841-d14914753,https://untappd.com/w/sabiles-sidrs/201189
Fruit Wine & Perry,🥉 BRONZE,Ferme du Theil,France,Poiré Signatures,76.1,https://www.fermedutheil.com/,https://www.facebook.com/fermedutheil,https://www.instagram.com/fermedutheil/,https://maps.google.com/?cid=11988918544771126641,,https://untappd.com/w/gaec-rouland-ferme-du-theli/138309
Fruit Wine & Perry,🥉 BRONZE,Bjerregaarden,Denmark,Sparkling Rhubarb,75.3,https://www.bjerregaarden.dk/,,https://www.instagram.com/bjerregaarden.dk/,https://maps.google.com/?cid=11442622936547961461,,
Fruit Wine & Perry,🥉 BRONZE,Elegast Cidery,Netherlands,Regeneration,72.6,https://elegastcider.nl/,https://www.facebook.com/elegastcidery/,https://www.instagram.com/elegast_cidery/,https://maps.google.com/?cid=5936408747857287023,,https://untappd.com/ElegastCidery
Fruit Wine & Perry,🥉 BRONZE,Cydrownia Filomelos,Poland,Perry Hulaj-Gruszka,70.7,https://www.filomelos.pl/,https://www.facebook.com/cydrfilomelos/,,https://maps.google.com/?cid=16799127381008481476,,https://untappd.com/Filomelos
Open Class,🏆 WINNER,Aga Sideri,Norway,Hermanshaug,91.5,https://www.agasideri.no/,https://www.facebook.com/agasideri/,https://www.instagram.com/agasideri/,https://maps.google.com/?cid=13763004362793346500,https://www.tripadvisor.com/Attraction_Review-g2347995-d18177720,https://untappd.com/w/aga-sideri/405076
Open Class,🥈 SILVER,Het Hamerstuk,Netherlands,Hamerstuk Appel-Peer-Souvignier Gris,89.1,https://hethamerstuk.nl/,https://www.facebook.com/HetHamerstuk/,https://www.instagram.com/hethamerstuk,https://maps.google.com/?cid=11584128023568770529,,https://untappd.com/Hamerstuk
Open Class,🥈 SILVER,Alde Sider,Norway,Alde Svans,84.1,https://www.aldesider.no/,https://www.facebook.com/aldesider,https://www.instagram.com/aldesider/,https://maps.google.com/?cid=7838999053969928967,,https://untappd.com/Alde_hardanger
Open Class,🥈 SILVER,Het Hamerstuk,Netherlands,Hamerstuk Appel-Peer-Johanniter,83.1,https://hethamerstuk.nl/,https://www.facebook.com/HetHamerstuk/,https://www.instagram.com/hethamerstuk,https://maps.google.com/?cid=11584128023568770529,,https://untappd.com/Hamerstuk
Open Class,🥈 SILVER,Pomologik,Sweden,Ice Ice Baby,83,https://www.pomologik.se/,https://www.facebook.com/pomologik,https://www.instagram.com/pomologik.johan/,https://maps.google.com/?cid=17836181822390207936,,https://untappd.com/Pomologik_swe
Open Class,🥈 SILVER,Tori Siidritalu,Estonia,"Tori Apple Liqueur ""Ritika""",82.9,https://siidritalu.ee/,https://www.facebook.com/Torisiidritalu,https://www.instagram.com/tori_siidritalu/,https://maps.google.com/?cid=12573071235401057897,https://www.tripadvisor.com/Attraction_Review-g3296605-d9835124,https://untappd.com/w/tori-joesuu-siidri-ja-veinitalu/256691
Open Class,🥈 SILVER,Eiane Gard,Norway,Fyndig 2022,82.2,https://www.eianegard.no/,https://www.facebook.com/eianegard,https://www.instagram.com/eianegard/,https://maps.google.com/?cid=13089067596466030259,,https://untappd.com/eianegard
Open Class,🥈 SILVER,Store Naa Siderkompani,Norway,57/2 - Kårkall,80.9,https://www.storenaasiderkompani.com/,https://www.facebook.com/Storenaasiderkompani/,https://www.instagram.com/storenaasiderkompani/,https://maps.google.com/?cid=15254622508133860404,,https://untappd.com/w/store-naa-siderkompani/442862
Open Class,🥉 BRONZE,Köpings Musteri,Sweden,Per Johan,75.9,https://kopingsmusteri.se/,https://www.facebook.com/kopingsmusteri,https://www.instagram.com/kopingsmusteri/,https://maps.google.com/?cid=5623943899960625759,https://www.tripadvisor.com/Attraction_Review-g679646-d12595815,https://untappd.com/KopingsMusteri
Open Class,🥉 BRONZE,Sidra El Gaitero,Spain,Gaitero Spanish Cider 100% Apple,75.7,https://www.sidraelgaitero.com/,https://www.facebook.com/grupoelgaitero,https://www.instagram.com/grupoelgaitero/,https://maps.google.com/?cid=15753532318992345137,https://www.tripadvisor.com/Attraction_Review-g608997-d3239389,https://untappd.com/brewery/4266
Open Class,🥉 BRONZE,Le Pressoir d'Or,France,Cidre Fermier,75.5,http://www.pressoirdor.com/,,https://www.instagram.com/lepressoirdor/,https://maps.google.com/?cid=11174929092699381803,,https://untappd.com/w/le-pressoir-d-or/210218
Open Class,🥉 BRONZE,Floribunda,Italy,Mele e Miele 2021,74,https://www.floribunda.it/,,https://www.instagram.com/floribundacider/,https://maps.google.com/?cid=14548393953505771229,,https://untappd.com/w/floribunda/333615
