Year,Medalist,🏆 BIC,🥇 Gold,🥈 Silver,🥉 Bronze,Total
"<a href=""https://ciderguide.com/glintcap/years/2022-results/"">2022</a>",Deep Roots Hard Cider,1,0,2,1,4
"<a href=""https://ciderguide.com/glintcap/years/2022-results/"">2022</a>",Peat's Original Cider,1,0,2,1,4
"<a href=""https://ciderguide.com/glintcap/years/2022-results/"">2022</a>",Eden Ciders,1,0,1,2,4
"<a href=""https://ciderguide.com/glintcap/years/2022-results/"">2022</a>",Snowdrift Cider Co.,1,0,1,2,4
"<a href=""https://ciderguide.com/glintcap/years/2022-results/"">2022</a>",Sidra Mayador,1,0,0,3,4
"<a href=""https://ciderguide.com/glintcap/years/2022-results/"">2022</a>",Albemarle CiderWorks,0,2,2,0,4
"<a href=""https://ciderguide.com/glintcap/years/2022-results/"">2022</a>",Big Fish Cider Co.,0,2,1,1,4
"<a href=""https://ciderguide.com/glintcap/years/2022-results/"">2022</a>",Fenn Valley Vineyards,0,2,1,1,4
"<a href=""https://ciderguide.com/glintcap/years/2022-results/"">2022</a>",Meriwether Cider Company,0,1,3,0,4
"<a href=""https://ciderguide.com/glintcap/years/2022-results/"">2022</a>",Seminary Hill Orchard & Cidery,0,1,2,1,4
"<a href=""https://ciderguide.com/glintcap/years/2022-results/"">2022</a>",Yonder Cider,0,1,2,1,4
"<a href=""https://ciderguide.com/glintcap/years/2022-results/"">2022</a>",Black Diamond Cider,0,1,1,2,4
"<a href=""https://ciderguide.com/glintcap/years/2022-results/"">2022</a>",Ciders from Mars,0,1,1,2,4
"<a href=""https://ciderguide.com/glintcap/years/2022-results/"">2022</a>",Heeman's,0,1,1,2,4
"<a href=""https://ciderguide.com/glintcap/years/2022-results/"">2022</a>",Finnriver Farm and Cidery,0,0,4,0,4
"<a href=""https://ciderguide.com/glintcap/years/2022-results/"">2022</a>",Idol Cider House,0,0,4,0,4
"<a href=""https://ciderguide.com/glintcap/years/2022-results/"">2022</a>",Townline Ciderworks,0,0,4,0,4
"<a href=""https://ciderguide.com/glintcap/years/2022-results/"">2022</a>",Urban Forage Winery & Cider House,0,0,4,0,4
"<a href=""https://ciderguide.com/glintcap/years/2022-results/"">2022</a>",B. Nektar,0,0,3,1,4
"<a href=""https://ciderguide.com/glintcap/years/2022-results/"">2022</a>",Island Folk Cider House,0,0,3,1,4
"<a href=""https://ciderguide.com/glintcap/years/2022-results/"">2022</a>",KW Craft Cider,0,0,3,1,4
"<a href=""https://ciderguide.com/glintcap/years/2022-results/"">2022</a>",Posterity Ciderworks,0,0,3,1,4
"<a href=""https://ciderguide.com/glintcap/years/2022-results/"">2022</a>",Urban Tree Hard Cider,0,0,3,1,4
"<a href=""https://ciderguide.com/glintcap/years/2022-results/"">2022</a>",Wild State Cider,0,0,3,1,4
"<a href=""https://ciderguide.com/glintcap/years/2022-results/"">2022</a>",Apple Valley Cider Company,0,0,2,2,4
"<a href=""https://ciderguide.com/glintcap/years/2022-results/"">2022</a>",Blackgrass Ciderworks,0,0,2,2,4
"<a href=""https://ciderguide.com/glintcap/years/2022-results/"">2022</a>",Fenceline Cider,0,0,2,2,4
"<a href=""https://ciderguide.com/glintcap/years/2022-results/"">2022</a>",Lost Boy Cider,0,0,2,2,4
"<a href=""https://ciderguide.com/glintcap/years/2022-results/"">2022</a>",Treasury Cider at Fishkill Farms,0,0,2,2,4
"<a href=""https://ciderguide.com/glintcap/years/2022-results/"">2022</a>",Junction Orchard & Cidery,0,0,1,3,4
"<a href=""https://ciderguide.com/glintcap/years/2022-results/"">2022</a>",Donovan Orchards Estate Ciders,0,0,1,3,4
"<a href=""https://ciderguide.com/glintcap/years/2022-results/"">2022</a>",Williamson Mead and Brewing,0,0,1,3,4
"<a href=""https://ciderguide.com/glintcap/years/2022-results/"">2022</a>",Willow Oaks,0,0,1,3,4
"<a href=""https://ciderguide.com/glintcap/years/2022-results/"">2022</a>",Brickworks Ciderhouse,1,1,1,0,3
"<a href=""https://ciderguide.com/glintcap/years/2022-results/"">2022</a>",West Avenue Cider,1,0,2,0,3
"<a href=""https://ciderguide.com/glintcap/years/2022-results/"">2022</a>",Fraser Valley Cider Company,1,0,1,1,3
"<a href=""https://ciderguide.com/glintcap/years/2022-results/"">2022</a>",Noble Cider,1,0,1,1,3
"<a href=""https://ciderguide.com/glintcap/years/2022-results/"">2022</a>",Wooden Gate Cider,1,0,1,1,3
"<a href=""https://ciderguide.com/glintcap/years/2022-results/"">2022</a>",Cornish Cider Company,1,0,0,2,3
"<a href=""https://ciderguide.com/glintcap/years/2022-results/"">2022</a>",Rhinegeist Brewery,0,1,2,0,3
"<a href=""https://ciderguide.com/glintcap/years/2022-results/"">2022</a>",Grey & Gold Cider,0,1,1,1,3
"<a href=""https://ciderguide.com/glintcap/years/2022-results/"">2022</a>",Ragged Hill Cider,0,1,1,1,3
"<a href=""https://ciderguide.com/glintcap/years/2022-results/"">2022</a>",Cidrerie McKeown,0,0,3,0,3
"<a href=""https://ciderguide.com/glintcap/years/2022-results/"">2022</a>",Green Bench Brewing Co.,0,0,3,0,3
"<a href=""https://ciderguide.com/glintcap/years/2022-results/"">2022</a>",Michigan Wine Company,0,0,3,0,3
"<a href=""https://ciderguide.com/glintcap/years/2022-results/"">2022</a>",Shiny Apple Cider,0,0,3,0,3
"<a href=""https://ciderguide.com/glintcap/years/2022-results/"">2022</a>",Bull City Ciderworks,0,0,2,1,3
"<a href=""https://ciderguide.com/glintcap/years/2022-results/"">2022</a>",Cambium Cider Co,0,0,2,1,3
"<a href=""https://ciderguide.com/glintcap/years/2022-results/"">2022</a>",Colorado Cider Company,0,0,2,1,3
"<a href=""https://ciderguide.com/glintcap/years/2022-results/"">2022</a>",Crossmount Cider Company,0,0,2,1,3
"<a href=""https://ciderguide.com/glintcap/years/2022-results/"">2022</a>",Goat Rock Cider Company,0,0,2,1,3
"<a href=""https://ciderguide.com/glintcap/years/2022-results/"">2022</a>",Hazlitt 1852 Vineyards,0,0,2,1,3
"<a href=""https://ciderguide.com/glintcap/years/2022-results/"">2022</a>",Sunnycider,0,0,2,1,3
"<a href=""https://ciderguide.com/glintcap/years/2022-results/"">2022</a>",Wise Bird Cider,0,0,2,1,3
"<a href=""https://ciderguide.com/glintcap/years/2022-results/"">2022</a>",Wölffer Estate Vineyard,0,0,2,1,3
"<a href=""https://ciderguide.com/glintcap/years/2022-results/"">2022</a>",Ambrosia Orchard,0,0,1,2,3
"<a href=""https://ciderguide.com/glintcap/years/2022-results/"">2022</a>",Brooker's Cider,0,0,1,2,3
"<a href=""https://ciderguide.com/glintcap/years/2022-results/"">2022</a>",Brys Estate Ciderworks,0,0,1,2,3
"<a href=""https://ciderguide.com/glintcap/years/2022-results/"">2022</a>",Cider Corps,0,0,1,2,3
"<a href=""https://ciderguide.com/glintcap/years/2022-results/"">2022</a>",Floribunda,0,0,1,2,3
"<a href=""https://ciderguide.com/glintcap/years/2022-results/"">2022</a>",Ploughman Cider,0,0,1,2,3
"<a href=""https://ciderguide.com/glintcap/years/2022-results/"">2022</a>",Sidra Somarroza,0,0,1,2,3
"<a href=""https://ciderguide.com/glintcap/years/2022-results/"">2022</a>",Spy Cider House and Distillery,0,0,1,2,3
"<a href=""https://ciderguide.com/glintcap/years/2022-results/"">2022</a>",String Theory Cider,0,0,1,2,3
"<a href=""https://ciderguide.com/glintcap/years/2022-results/"">2022</a>",Flat Rock Cider Company,0,0,0,3,3
"<a href=""https://ciderguide.com/glintcap/years/2022-results/"">2022</a>",Space Time Mead & Cider Works,0,0,0,3,3
"<a href=""https://ciderguide.com/glintcap/years/2022-results/"">2022</a>",Thornapple Brewing Company,0,0,0,3,3
"<a href=""https://ciderguide.com/glintcap/years/2022-results/"">2022</a>",Kristof Farms,1,1,0,0,2
"<a href=""https://ciderguide.com/glintcap/years/2022-results/"">2022</a>",Two K Farms,1,1,0,0,2
"<a href=""https://ciderguide.com/glintcap/years/2022-results/"">2022</a>",AeppelTreow Winery & Distillery,1,0,0,1,2
"<a href=""https://ciderguide.com/glintcap/years/2022-results/"">2022</a>",Covered Bridge Brewing,0,1,1,0,2
"<a href=""https://ciderguide.com/glintcap/years/2022-results/"">2022</a>",Etta Place Cider,0,1,0,1,2
"<a href=""https://ciderguide.com/glintcap/years/2022-results/"">2022</a>",Little Apple Cidery,0,1,0,1,2
"<a href=""https://ciderguide.com/glintcap/years/2022-results/"">2022</a>",Subterranean Cider,0,1,0,1,2
"<a href=""https://ciderguide.com/glintcap/years/2022-results/"">2022</a>",Cascade Winery & Sierra Rose Ciders,0,0,2,0,2
"<a href=""https://ciderguide.com/glintcap/years/2022-results/"">2022</a>",Market Garden Brewery,0,0,2,0,2
"<a href=""https://ciderguide.com/glintcap/years/2022-results/"">2022</a>",Minneapolis Cider Company,0,0,2,0,2
"<a href=""https://ciderguide.com/glintcap/years/2022-results/"">2022</a>",Spring Hill Cider Works,0,0,2,0,2
"<a href=""https://ciderguide.com/glintcap/years/2022-results/"">2022</a>",Black Bear Cider Co.,0,0,1,1,2
"<a href=""https://ciderguide.com/glintcap/years/2022-results/"">2022</a>",Blossom Barn Cidery,0,0,1,1,2
"<a href=""https://ciderguide.com/glintcap/years/2022-results/"">2022</a>",Blue Bee Cider,0,0,1,1,2
"<a href=""https://ciderguide.com/glintcap/years/2022-results/"">2022</a>",Broken Brix,0,0,1,1,2
"<a href=""https://ciderguide.com/glintcap/years/2022-results/"">2022</a>",Ore Creek Craft Cider,0,0,1,1,2
"<a href=""https://ciderguide.com/glintcap/years/2022-results/"">2022</a>",Spoke + Spy Ciderworks,0,0,1,1,2
"<a href=""https://ciderguide.com/glintcap/years/2022-results/"">2022</a>",Sutliff Cider Company,0,0,1,1,2
"<a href=""https://ciderguide.com/glintcap/years/2022-results/"">2022</a>",Botanist & Barrel,0,0,0,2,2
"<a href=""https://ciderguide.com/glintcap/years/2022-results/"">2022</a>",Ciderworks @ Story Tavern,0,0,0,2,2
"<a href=""https://ciderguide.com/glintcap/years/2022-results/"">2022</a>",Tenmile Cider Co.,0,0,0,2,2
"<a href=""https://ciderguide.com/glintcap/years/2022-results/"">2022</a>",The Northman Beer & Cider Garden,0,0,0,2,2
"<a href=""https://ciderguide.com/glintcap/years/2022-results/"">2022</a>",Kikusui Brewing Co.,0,1,0,0,1
"<a href=""https://ciderguide.com/glintcap/years/2022-results/"">2022</a>",Chase Hill Cider,0,0,1,0,1
"<a href=""https://ciderguide.com/glintcap/years/2022-results/"">2022</a>",Copper Crow Distillery,0,0,1,0,1
"<a href=""https://ciderguide.com/glintcap/years/2022-results/"">2022</a>",Docendo Discitur,0,0,1,0,1
"<a href=""https://ciderguide.com/glintcap/years/2022-results/"">2022</a>",Flint City Hard Cider Co.,0,0,1,0,1
"<a href=""https://ciderguide.com/glintcap/years/2022-results/"">2022</a>",Institut Agricole Régional,0,0,1,0,1
"<a href=""https://ciderguide.com/glintcap/years/2022-results/"">2022</a>",Lassen Traditional Cider,0,0,1,0,1
"<a href=""https://ciderguide.com/glintcap/years/2022-results/"">2022</a>",Melo Moon Cider,0,0,1,0,1
"<a href=""https://ciderguide.com/glintcap/years/2022-results/"">2022</a>",Moss Vineyards,0,0,1,0,1
"<a href=""https://ciderguide.com/glintcap/years/2022-results/"">2022</a>",Renaissance Orchards,0,0,1,0,1
"<a href=""https://ciderguide.com/glintcap/years/2022-results/"">2022</a>",Akiu Winery,0,0,0,1,1
"<a href=""https://ciderguide.com/glintcap/years/2022-results/"">2022</a>",Bee Well Mead & Cider,0,0,0,1,1
"<a href=""https://ciderguide.com/glintcap/years/2022-results/"">2022</a>",Bløm Meadworks,0,0,0,1,1
"<a href=""https://ciderguide.com/glintcap/years/2022-results/"">2022</a>",East End Brewing Company,0,0,0,1,1
"<a href=""https://ciderguide.com/glintcap/years/2022-results/"">2022</a>",Farm & Cidery Kaneshige,0,0,0,1,1
"<a href=""https://ciderguide.com/glintcap/years/2022-results/"">2022</a>",Ferme Black Creek,0,0,0,1,1
"<a href=""https://ciderguide.com/glintcap/years/2022-results/"">2022</a>",Mori-yama-en,0,0,0,1,1
"<a href=""https://ciderguide.com/glintcap/years/2022-results/"">2022</a>",Speciation Artisan Ales,0,0,0,1,1
"<a href=""https://ciderguide.com/glintcap/years/2022-results/"">2022</a>",Stoneybrook Cider,0,0,0,1,1
"<a href=""https://ciderguide.com/glintcap/years/2022-results/"">2022</a>",Walkerville City Cidery,0,0,0,1,1
"<a href=""https://ciderguide.com/glintcap/years/2021-results/"">2021</a>",Gypsy Circus,0,2,13,11,26
"<a href=""https://ciderguide.com/glintcap/years/2021-results/"">2021</a>",Puget Sound Cider Company,0,3,15,5,23
"<a href=""https://ciderguide.com/glintcap/years/2021-results/"">2021</a>",Uncle John's,2,2,16,2,22
"<a href=""https://ciderguide.com/glintcap/years/2021-results/"">2021</a>",Angry Orchard,0,3,13,4,20
"<a href=""https://ciderguide.com/glintcap/years/2021-results/"">2021</a>",Haykin Family Cider,2,3,10,4,19
"<a href=""https://ciderguide.com/glintcap/years/2021-results/"">2021</a>",Threadbare Cider,1,2,8,7,18
"<a href=""https://ciderguide.com/glintcap/years/2021-results/"">2021</a>",Bauman's Cider,3,4,9,1,17
"<a href=""https://ciderguide.com/glintcap/years/2021-results/"">2021</a>",Snow Capped Cider,3,4,5,4,16
"<a href=""https://ciderguide.com/glintcap/years/2021-results/"">2021</a>",Seattle Cider Company,1,1,9,5,16
"<a href=""https://ciderguide.com/glintcap/years/2021-results/"">2021</a>",Vander Mill,1,2,8,4,15
"<a href=""https://ciderguide.com/glintcap/years/2021-results/"">2021</a>",Farmhaus Cider Co.,0,1,8,6,15
"<a href=""https://ciderguide.com/glintcap/years/2021-results/"">2021</a>",Raven's Moon Craft Cider,0,1,12,1,14
"<a href=""https://ciderguide.com/glintcap/years/2021-results/"">2021</a>",City Orchard,0,1,11,2,14
"<a href=""https://ciderguide.com/glintcap/years/2021-results/"">2021</a>",Lost Boy Cider,0,1,9,4,14
"<a href=""https://ciderguide.com/glintcap/years/2021-results/"">2021</a>",Offset Ciderworks,0,1,8,4,13
"<a href=""https://ciderguide.com/glintcap/years/2021-results/"">2021</a>",Tieton Cider Works,0,0,8,5,13
"<a href=""https://ciderguide.com/glintcap/years/2021-results/"">2021</a>",EsoTerra Ciderworks,2,0,8,2,12
"<a href=""https://ciderguide.com/glintcap/years/2021-results/"">2021</a>",Vermont Cider Company,1,2,1,8,12
"<a href=""https://ciderguide.com/glintcap/years/2021-results/"">2021</a>",Sage Bird Ciderworks,0,2,7,3,12
"<a href=""https://ciderguide.com/glintcap/years/2021-results/"">2021</a>",Twin Pines Orchards & Cider House,1,3,4,3,11
"<a href=""https://ciderguide.com/glintcap/years/2021-results/"">2021</a>",Arsenal Cider House,0,0,9,2,11
"<a href=""https://ciderguide.com/glintcap/years/2021-results/"">2021</a>",1911 Established,0,0,7,4,11
"<a href=""https://ciderguide.com/glintcap/years/2021-results/"">2021</a>",Blackgrass Ciderworks,0,0,4,7,11
"<a href=""https://ciderguide.com/glintcap/years/2021-results/"">2021</a>",Stem Ciders,1,0,9,0,10
"<a href=""https://ciderguide.com/glintcap/years/2021-results/"">2021</a>",Blake's Hard Cider Co.,1,0,7,2,10
"<a href=""https://ciderguide.com/glintcap/years/2021-results/"">2021</a>",Cidrerie Milton,0,3,4,3,10
"<a href=""https://ciderguide.com/glintcap/years/2021-results/"">2021</a>",Thor's Hard Cider,0,3,4,3,10
"<a href=""https://ciderguide.com/glintcap/years/2021-results/"">2021</a>",Two K Farms,0,2,4,4,10
"<a href=""https://ciderguide.com/glintcap/years/2021-results/"">2021</a>",Virtue Cider,0,1,7,2,10
"<a href=""https://ciderguide.com/glintcap/years/2021-results/"">2021</a>",2 Towns Ciderhouse,0,0,8,2,10
"<a href=""https://ciderguide.com/glintcap/years/2021-results/"">2021</a>",Journey North Cider Co.,0,0,6,4,10
"<a href=""https://ciderguide.com/glintcap/years/2021-results/"">2021</a>",Bee Well Mead & Cider,2,0,5,2,9
"<a href=""https://ciderguide.com/glintcap/years/2021-results/"">2021</a>",Albemarle CiderWorks,1,2,5,1,9
"<a href=""https://ciderguide.com/glintcap/years/2021-results/"">2021</a>",Thornbury Craft Co.,1,1,6,1,9
"<a href=""https://ciderguide.com/glintcap/years/2021-results/"">2021</a>",Eris Brewery & Cider House,0,0,7,2,9
"<a href=""https://ciderguide.com/glintcap/years/2021-results/"">2021</a>",Sycamore Ranch Vineyard & Winery,0,0,3,6,9
"<a href=""https://ciderguide.com/glintcap/years/2021-results/"">2021</a>",Beaver Valley Orchard & Cidery,0,0,1,8,9
"<a href=""https://ciderguide.com/glintcap/years/2021-results/"">2021</a>",Northville Winery and Brewing Company,2,0,4,2,8
"<a href=""https://ciderguide.com/glintcap/years/2021-results/"">2021</a>",Tandem Ciders,1,2,5,0,8
"<a href=""https://ciderguide.com/glintcap/years/2021-results/"">2021</a>",Rootstock Ciderworks,1,0,5,2,8
"<a href=""https://ciderguide.com/glintcap/years/2021-results/"">2021</a>",Gowan's Heirloom Ciders,1,0,4,3,8
"<a href=""https://ciderguide.com/glintcap/years/2021-results/"">2021</a>",Teal Cider,0,1,4,3,8
"<a href=""https://ciderguide.com/glintcap/years/2021-results/"">2021</a>",Cider Hill Cellars,0,0,6,2,8
"<a href=""https://ciderguide.com/glintcap/years/2021-results/"">2021</a>",Stormalong Cider,1,2,4,0,7
"<a href=""https://ciderguide.com/glintcap/years/2021-results/"">2021</a>",Cidrerie Verger Bilodeau,1,1,4,1,7
"<a href=""https://ciderguide.com/glintcap/years/2021-results/"">2021</a>",Heeman's,1,0,6,0,7
"<a href=""https://ciderguide.com/glintcap/years/2021-results/"">2021</a>",Ragged and Right Cider Project,1,0,4,2,7
"<a href=""https://ciderguide.com/glintcap/years/2021-results/"">2021</a>",Vala's Orchard Cider,0,3,2,2,7
"<a href=""https://ciderguide.com/glintcap/years/2021-results/"">2021</a>",Peat's Original Cider,0,2,4,1,7
"<a href=""https://ciderguide.com/glintcap/years/2021-results/"">2021</a>",Ficklewood Ciderworks,0,1,6,0,7
"<a href=""https://ciderguide.com/glintcap/years/2021-results/"">2021</a>",St. Vrain Cidery,0,1,4,2,7
"<a href=""https://ciderguide.com/glintcap/years/2021-results/"">2021</a>",Uncommon Cider Co.,0,1,4,2,7
"<a href=""https://ciderguide.com/glintcap/years/2021-results/"">2021</a>",Left Foot Charley,0,1,3,3,7
"<a href=""https://ciderguide.com/glintcap/years/2021-results/"">2021</a>",Wyndridge Farm,0,0,6,1,7
"<a href=""https://ciderguide.com/glintcap/years/2021-results/"">2021</a>",Lindner's Cider,0,0,4,3,7
"<a href=""https://ciderguide.com/glintcap/years/2021-results/"">2021</a>",Pencil Hound Ciders,0,0,4,3,7
"<a href=""https://ciderguide.com/glintcap/years/2021-results/"">2021</a>",Sea Cider Farm & Ciderhouse,0,0,4,3,7
"<a href=""https://ciderguide.com/glintcap/years/2021-results/"">2021</a>",ANXO Cider,0,0,3,4,7
"<a href=""https://ciderguide.com/glintcap/years/2021-results/"">2021</a>",Urban Tree Hard Cider,0,0,3,4,7
"<a href=""https://ciderguide.com/glintcap/years/2021-results/"">2021</a>",Thornapple Brewing Company,0,0,2,5,7
"<a href=""https://ciderguide.com/glintcap/years/2021-results/"">2021</a>",Colorado Cider Company,1,2,3,0,6
"<a href=""https://ciderguide.com/glintcap/years/2021-results/"">2021</a>",Scenic Road Cider Co.,1,1,4,0,6
"<a href=""https://ciderguide.com/glintcap/years/2021-results/"">2021</a>",Presque Isle Farm Cider,1,1,3,1,6
"<a href=""https://ciderguide.com/glintcap/years/2021-results/"">2021</a>",Clear Fork Cider,1,1,1,3,6
"<a href=""https://ciderguide.com/glintcap/years/2021-results/"">2021</a>",Eden Ciders,1,0,4,1,6
"<a href=""https://ciderguide.com/glintcap/years/2021-results/"">2021</a>",Original Sin Cider,0,3,2,1,6
"<a href=""https://ciderguide.com/glintcap/years/2021-results/"">2021</a>",Potter's Craft Cider,0,2,4,0,6
"<a href=""https://ciderguide.com/glintcap/years/2021-results/"">2021</a>",Empyrical Orchard & Cidery,0,2,3,1,6
"<a href=""https://ciderguide.com/glintcap/years/2021-results/"">2021</a>",Big Fish Cider Co.,0,1,4,1,6
"<a href=""https://ciderguide.com/glintcap/years/2021-results/"">2021</a>",KW Craft Cider,0,1,4,1,6
"<a href=""https://ciderguide.com/glintcap/years/2021-results/"">2021</a>",Wise Bird Cider,0,1,4,1,6
"<a href=""https://ciderguide.com/glintcap/years/2021-results/"">2021</a>",Diskin Cider,0,1,3,2,6
"<a href=""https://ciderguide.com/glintcap/years/2021-results/"">2021</a>",Black Diamond Cider,0,0,5,1,6
"<a href=""https://ciderguide.com/glintcap/years/2021-results/"">2021</a>",Dragon's Head Cider,0,0,3,3,6
"<a href=""https://ciderguide.com/glintcap/years/2021-results/"">2021</a>",Etta Place Cider,0,0,2,4,6
"<a href=""https://ciderguide.com/glintcap/years/2021-results/"">2021</a>",Tall Ship Craft Cider / Fjordfolk Mikrobryggeri,0,0,2,4,6
"<a href=""https://ciderguide.com/glintcap/years/2021-results/"">2021</a>",Treasury Cider at Fishkill Farms,0,0,1,5,6
"<a href=""https://ciderguide.com/glintcap/years/2021-results/"">2021</a>",Loch Mór Cider Co.,2,1,2,0,5
"<a href=""https://ciderguide.com/glintcap/years/2021-results/"">2021</a>",Sidewood Estate,1,1,3,0,5
"<a href=""https://ciderguide.com/glintcap/years/2021-results/"">2021</a>",Two Broads Ciderworks,1,1,2,1,5
"<a href=""https://ciderguide.com/glintcap/years/2021-results/"">2021</a>",Once Upon A Tree,1,1,1,2,5
"<a href=""https://ciderguide.com/glintcap/years/2021-results/"">2021</a>",Brooklyn Cider House,1,0,4,0,5
"<a href=""https://ciderguide.com/glintcap/years/2021-results/"">2021</a>",Cambium Cider Co,1,0,4,0,5
"<a href=""https://ciderguide.com/glintcap/years/2021-results/"">2021</a>",Alma Cider,1,0,3,1,5
"<a href=""https://ciderguide.com/glintcap/years/2021-results/"">2021</a>",Sapsucker Farms Yellow Belly Cidery,0,2,0,3,5
"<a href=""https://ciderguide.com/glintcap/years/2021-results/"">2021</a>",Ernest Cider,0,1,4,0,5
"<a href=""https://ciderguide.com/glintcap/years/2021-results/"">2021</a>",Blue Toad Hard Cider,0,1,1,3,5
"<a href=""https://ciderguide.com/glintcap/years/2021-results/"">2021</a>",Island Orchard Cider,0,0,5,0,5
"<a href=""https://ciderguide.com/glintcap/years/2021-results/"">2021</a>",Niagara Cider Company,0,0,4,1,5
"<a href=""https://ciderguide.com/glintcap/years/2021-results/"">2021</a>",Suttons Bay Ciders,0,0,4,1,5
"<a href=""https://ciderguide.com/glintcap/years/2021-results/"">2021</a>",Bull City Ciderworks,0,0,3,2,5
"<a href=""https://ciderguide.com/glintcap/years/2021-results/"">2021</a>",Citizen Cider,0,0,3,2,5
"<a href=""https://ciderguide.com/glintcap/years/2021-results/"">2021</a>",Number 12 Cider,0,0,3,2,5
"<a href=""https://ciderguide.com/glintcap/years/2021-results/"">2021</a>",Rhinegeist Brewery,0,0,3,2,5
"<a href=""https://ciderguide.com/glintcap/years/2021-results/"">2021</a>",Stone Circle Cider,0,0,3,2,5
"<a href=""https://ciderguide.com/glintcap/years/2021-results/"">2021</a>",Talbott's Cider Company,0,0,2,3,5
"<a href=""https://ciderguide.com/glintcap/years/2021-results/"">2021</a>",Celtic Marches,2,0,2,0,4
"<a href=""https://ciderguide.com/glintcap/years/2021-results/"">2021</a>",Ragged Hill Cider,1,1,1,1,4
"<a href=""https://ciderguide.com/glintcap/years/2021-results/"">2021</a>",Starcut Ciders,1,1,1,1,4
"<a href=""https://ciderguide.com/glintcap/years/2021-results/"">2021</a>",Stoic Cider,1,1,1,1,4
"<a href=""https://ciderguide.com/glintcap/years/2021-results/"">2021</a>",Sidra El Gaitero,1,0,3,0,4
"<a href=""https://ciderguide.com/glintcap/years/2021-results/"">2021</a>",Valley Cider Company,1,0,2,1,4
"<a href=""https://ciderguide.com/glintcap/years/2021-results/"">2021</a>",Fenceline Cider,0,1,3,0,4
"<a href=""https://ciderguide.com/glintcap/years/2021-results/"">2021</a>",12 Bridge Ciderworks,0,0,3,1,4
"<a href=""https://ciderguide.com/glintcap/years/2021-results/"">2021</a>",Deep Roots Hard Cider,0,0,3,1,4
"<a href=""https://ciderguide.com/glintcap/years/2021-results/"">2021</a>",Lost Giants Cider Company,0,0,3,1,4
"<a href=""https://ciderguide.com/glintcap/years/2021-results/"">2021</a>",Peninsula Cellars,0,0,3,1,4
"<a href=""https://ciderguide.com/glintcap/years/2021-results/"">2021</a>",Right Bee Cider,0,0,3,1,4
"<a href=""https://ciderguide.com/glintcap/years/2021-results/"">2021</a>",Finnriver Farm and Cidery,0,0,2,2,4
"<a href=""https://ciderguide.com/glintcap/years/2021-results/"">2021</a>",Hazlitt 1852 Vineyards,0,0,2,2,4
"<a href=""https://ciderguide.com/glintcap/years/2021-results/"">2021</a>",Meriwether Cider Company,0,0,2,2,4
"<a href=""https://ciderguide.com/glintcap/years/2021-results/"">2021</a>",New Salem Cider,0,0,2,2,4
"<a href=""https://ciderguide.com/glintcap/years/2021-results/"">2021</a>",Papa Moon Vineyards & Winery,0,0,2,2,4
"<a href=""https://ciderguide.com/glintcap/years/2021-results/"">2021</a>",Space Time Mead & Cider Works,0,0,2,2,4
"<a href=""https://ciderguide.com/glintcap/years/2021-results/"">2021</a>",Waves Cider Co.,0,0,2,2,4
"<a href=""https://ciderguide.com/glintcap/years/2021-results/"">2021</a>",Apple Valley Cider Company,0,0,1,3,4
"<a href=""https://ciderguide.com/glintcap/years/2021-results/"">2021</a>",Buskey Cider,0,0,1,3,4
"<a href=""https://ciderguide.com/glintcap/years/2021-results/"">2021</a>",Gravity Vineyards and Winery,0,0,1,3,4
"<a href=""https://ciderguide.com/glintcap/years/2021-results/"">2021</a>",Locust Cider,0,0,1,3,4
"<a href=""https://ciderguide.com/glintcap/years/2021-results/"">2021</a>",Sly Clyde Ciderworks,0,0,1,3,4
"<a href=""https://ciderguide.com/glintcap/years/2021-results/"">2021</a>",Wild State Cider,0,0,1,3,4
"<a href=""https://ciderguide.com/glintcap/years/2021-results/"">2021</a>",Freewater Cider and Wine Company,0,0,0,4,4
"<a href=""https://ciderguide.com/glintcap/years/2021-results/"">2021</a>",Winery at Black Star Farms,2,0,0,1,3
"<a href=""https://ciderguide.com/glintcap/years/2021-results/"">2021</a>",Dead Horse Cider Co.,1,1,0,1,3
"<a href=""https://ciderguide.com/glintcap/years/2021-results/"">2021</a>",Michigan Wine Company,1,0,2,0,3
"<a href=""https://ciderguide.com/glintcap/years/2021-results/"">2021</a>",Crispin Cider Company,1,0,1,1,3
"<a href=""https://ciderguide.com/glintcap/years/2021-results/"">2021</a>",Gnarly Pippin Cider House,0,2,0,1,3
"<a href=""https://ciderguide.com/glintcap/years/2021-results/"">2021</a>",California Cider Company,0,1,2,0,3
"<a href=""https://ciderguide.com/glintcap/years/2021-results/"">2021</a>",Pux Cider,0,1,2,0,3
"<a href=""https://ciderguide.com/glintcap/years/2021-results/"">2021</a>",Black Apple,0,1,1,1,3
"<a href=""https://ciderguide.com/glintcap/years/2021-results/"">2021</a>",Tempted Cider,0,1,1,1,3
"<a href=""https://ciderguide.com/glintcap/years/2021-results/"">2021</a>",Gary Awdey,0,1,0,2,3
"<a href=""https://ciderguide.com/glintcap/years/2021-results/"">2021</a>",Banjo Cider,0,0,3,0,3
"<a href=""https://ciderguide.com/glintcap/years/2021-results/"">2021</a>",Bløm Meadworks,0,0,3,0,3
"<a href=""https://ciderguide.com/glintcap/years/2021-results/"">2021</a>",Green Bench Brewing Co.,0,0,3,0,3
