Category,Award,Medalist,Entry,Region/Country,Website,Facebook,Instagram,Google,TripAdvisor,Untappd
Flavored Cider,🥈 SILVER,Iessel Cider,IESSEL cider druiven,Netherlands,https://www.iesselcider.nl/,https://www.facebook.com/iesselcider/,https://www.instagram.com/iessel_cider/,https://maps.google.com/?cid=10819175046461159669,,https://untappd.com/IESSEL_Cider
Flavored Cider,🥈 SILVER,Urban Farm Fermentory,Seaweed Cidah,United States,https://www.fermentory.com/,https://www.facebook.com/urbanfarmfermentory,https://www.instagram.com/fermentory/,https://maps.google.com/?cid=11975829594267048308,https://www.tripadvisor.com/Attraction_Review-g40827-d4509600,https://untappd.com/w/urban-farm-fermentory/10661
Flavored Cider,🥈 SILVER,Sagardotegia Oiharte,Oiharte,Basque Country,https://oiharte.com/,https://www.facebook.com/CasaRuralSidreriaOiharte,https://www.instagram.com/oiharte/,https://maps.google.com/?cid=7283611563965022999,https://www.tripadvisor.com/Restaurant_Review-g1235389-d2470675,https://untappd.com/w/oiharte-sagardotegia/351344
Flavored Cider,🥈 SILVER,Petritegui,Sagar Krash,Basque Country,https://www.petritegi.com/,https://www.facebook.com/Petritegi/,https://www.instagram.com/petritegi,https://maps.google.com/?cid=16425101977693923721,https://www.tripadvisor.com/Restaurant_Review-g1064182-d2266030,https://untappd.com/brewery/51639
Flavored Cider,🥈 SILVER,Tālava,Apple Cider With Hops,Latvia,https://www.talava.lv/,https://www.facebook.com/talavassidrs,https://www.instagram.com/talavas_sidrs/,https://maps.google.com/?cid=16414834196985036378,,https://untappd.com/TalavasSidrs
Flavored Cider,🥉 BRONZE,Noel-Heryk Nowakowski,Cydr z Wisnia,Poland,,https://www.facebook.com/cydr.tradycyjny/,,https://maps.google.com/?cid=16047236127227822461,,https://untappd.com/w/cydr-tradycyjny-trzebnica/239415
Flavored Cider,🥉 BRONZE,Domaine de la Mare,Cidre IPA,France,https://www.domainedelamare.com/,,,https://maps.google.com/?cid=11844878661689216154,,https://untappd.com/w/domaine-de-la-mare/511923
Flavored Cider,🥉 BRONZE,Cydr Dwaj Bracia,Lipowy Idared,Poland,https://dwajbracia.pl/,https://www.facebook.com/profile.php?id=100094619362211,https://www.instagram.com/cydr_dwaj_bracia,,,https://untappd.com/w/cydr-dwaj-bracia/551234
Flavored Cider,🥉 BRONZE,Noel-Heryk Nowakowski,Cydr z Kwiatem Czarnego Bzu,Poland,,https://www.facebook.com/cydr.tradycyjny/,,https://maps.google.com/?cid=16047236127227822461,,https://untappd.com/w/cydr-tradycyjny-trzebnica/239415
Ice Cider,🏆 PREMIUM,Panizales,Sidra de Hielo,Asturias,,https://www.facebook.com/panizales.sidra,https://www.instagram.com/sidrapanizales/,https://maps.google.com/?cid=16258480851124885832,https://www.tripadvisor.com/Restaurant_Review-g775263-d7621234,https://untappd.com/w/llagar-panizales/152401
Ice Cider,🥇 GOLD,Cortina,Sidra de Hielo,Asturias,https://www.sidracortina.com/,https://www.facebook.com/sidracortina/,https://instagram.com/sidracortina,https://maps.google.com/?cid=14248814769091122504,https://www.tripadvisor.com/Restaurant_Review-g19842666-d985244,https://untappd.com/w/sidra-cortina-coro/50162
Ice Cider,🥇 GOLD,NeRø Sideri,NeRø Issider,Norway,https://www.nerofrukt.no/,https://www.facebook.com/people/NeR%C3%B8-Frukt-og-Sider/100070115946607/,https://www.instagram.com/nerofrukt/,https://maps.google.com/?cid=2060180241711172985,,https://untappd.com/w/nero-frukt-og-sider/467847
Ice Cider,🥈 SILVER,Iessel Cider,IESSEL ijs cider,Netherlands,https://www.iesselcider.nl/,https://www.facebook.com/iesselcider/,https://www.instagram.com/iessel_cider/,https://maps.google.com/?cid=10819175046461159669,,https://untappd.com/IESSEL_Cider
Ice Cider,🥈 SILVER,Brinkhall Sparkling,Kuura Ice NV,Finland,https://bsp.fi/,https://www.facebook.com/brinkhalls,https://www.instagram.com/brinkhallsparkling/,https://maps.google.com/?cid=10856204128601037922,,https://untappd.com/BrinkhallSparkling
Ice Cider,🥈 SILVER,Jörg Geiger,EisApfel,Germany,https://www.manufaktur-joerg-geiger.de/,https://www.facebook.com/manufakturjoerggeiger/,https://www.instagram.com/manufakturjoerggeiger/,https://maps.google.com/?cid=908271853334307402,,https://untappd.com/w/manufaktur-jorg-geiger/270857
Ice Cider,🥉 BRONZE,Viuda de Angelón,Sidra de Hielo,Asturias,http://www.sidraviudaangelonpomar.es/,https://www.facebook.com/sidrapomar.viudaangelon/,https://www.instagram.com/Sidraviudaangelon/,https://maps.google.com/?cid=13173562328637195239,,https://untappd.com/w/viuda-de-angela3n/142823
Ice Cider,🥉 BRONZE,Noel-Heryk Nowakowski,Lodowy,Poland,,https://www.facebook.com/cydr.tradycyjny/,,https://maps.google.com/?cid=16047236127227822461,,https://untappd.com/w/cydr-tradycyjny-trzebnica/239415
Fire Cider,🏆 PREMIUM,Panizales,Sidra de Fuego,Asturias,,https://www.facebook.com/panizales.sidra,https://www.instagram.com/sidrapanizales/,https://maps.google.com/?cid=16258480851124885832,https://www.tripadvisor.com/Restaurant_Review-g775263-d7621234,https://untappd.com/w/llagar-panizales/152401
Fire Cider,🥈 SILVER,Kuartango,Su Sagar,Basque Country,https://kuartangosagardotegia.com/,https://www.facebook.com/SidreKuartango/,https://www.instagram.com/sidrekuartango/,https://maps.google.com/?cid=6181081338579081204,https://www.tripadvisor.com/Restaurant_Review-g25546823-d25546810,https://untappd.com/w/sidreria-kuartango/438568
Fire Cider,🥈 SILVER,Urban Farm Fermentory,Fire Cidah,United States,https://www.fermentory.com/,https://www.facebook.com/urbanfarmfermentory,https://www.instagram.com/fermentory/,https://maps.google.com/?cid=11975829594267048308,https://www.tripadvisor.com/Attraction_Review-g40827-d4509600,https://untappd.com/w/urban-farm-fermentory/10661
Fire Cider,🥈 SILVER,Tencai Bodega Ergo,Tank,Chile,https://tencaisidra.cl/,https://www.facebook.com/profile.php?id=100063550781151,https://www.instagram.com/tencaisidra/,https://maps.google.com/?cid=5739971672897016755,,https://untappd.com/tencaisidra
Pear Cider,🏆 PREMIUM,Mooma,Sidra de Pera,Catalonia,https://mooma.cat/,https://www.facebook.com/sidreriamooma/,https://www.instagram.com/mooma/,https://maps.google.com/?cid=11350926811080988766,https://www.tripadvisor.com/Restaurant_Review-g3501872-d13815642,https://untappd.com/w/mooma/254950
Pear Cider,🥇 GOLD,Mr. Plume,Perry,Latvia,https://www.mrplume.lv/,https://www.facebook.com/mrplumesidrs,https://www.instagram.com/mrplume_sidrs/,https://maps.google.com/?cid=9319841841199759114,,https://untappd.com/w/mr-plume/332485
Pear Cider,🥇 GOLD,Naturcidre Urs Renninger,Poiré Strohgüau 2022 sec,Germany,https://www.naturcidre.de/,,https://www.instagram.com/cidre_urs/,https://maps.google.com/?cid=9508737086378177205,,https://untappd.com/w/naturcidre-urs-renninger/460255
Pear Cider,🥈 SILVER,Jörg Geiger,Cuvée aus Weinbirnen,Germany,https://www.manufaktur-joerg-geiger.de/,https://www.facebook.com/manufakturjoerggeiger/,https://www.instagram.com/manufakturjoerggeiger/,https://maps.google.com/?cid=908271853334307402,,https://untappd.com/w/manufaktur-jorg-geiger/270857
Pear Cider,🥈 SILVER,Mūrbūdu,Murbudu “Savvaļas,Latvia,https://www.nenormalssidrs.lv/,https://www.facebook.com/murbudu/,https://www.instagram.com/murbudu_sidrs/,https://maps.google.com/?cid=15847061061259139900,,https://untappd.com/MurbuduSidraDaritava
Pear Cider,🥈 SILVER,La Maison Ferré,Les secrets de Camille,France,https://www.lamaisonferre.fr/,https://www.facebook.com/cidreduperche,https://www.instagram.com/la_maison_ferre,https://maps.google.com/?cid=13764361049917258070,https://www.tripadvisor.com/Attraction_Review-g4926524-d23694021,https://untappd.com/w/la-maison-ferrac/161574
Pear Cider,🥈 SILVER,Naturcidre Urs Renninger,Poiré Karcherbine 2022 sec,Germany,https://www.naturcidre.de/,,https://www.instagram.com/cidre_urs/,https://maps.google.com/?cid=9508737086378177205,,https://untappd.com/w/naturcidre-urs-renninger/460255
Pear Cider,🥈 SILVER,1785 Cider,Perry Cuvée,Germany,https://1785-cider.de/,https://www.facebook.com/1785Cider,https://www.instagram.com/1785cider/,,,https://untappd.com/1785Cider
Pear Cider,🥈 SILVER,1785 Cider,Cobalt Lake,Germany,https://1785-cider.de/,https://www.facebook.com/1785Cider,https://www.instagram.com/1785cider/,,,https://untappd.com/1785Cider
Cider Liqueur,🏆 PREMIUM,Jörg Geiger,AP,Germany,https://www.manufaktur-joerg-geiger.de/,https://www.facebook.com/manufakturjoerggeiger/,https://www.instagram.com/manufakturjoerggeiger/,https://maps.google.com/?cid=908271853334307402,,https://untappd.com/w/manufaktur-jorg-geiger/270857
Cider Liqueur,🥇 GOLD,Maley,Lecristalier,Italy,https://www.maleymontblanc.com/,,,https://maps.google.com/?cid=94166741695887894,,https://untappd.com/brewery/29291
Cider Liqueur,🥈 SILVER,Jörg Geiger,Fruchtvol Quitte,Germany,https://www.manufaktur-joerg-geiger.de/,https://www.facebook.com/manufakturjoerggeiger/,https://www.instagram.com/manufakturjoerggeiger/,https://maps.google.com/?cid=908271853334307402,,https://untappd.com/w/manufaktur-jorg-geiger/270857
Cider Liqueur,🥈 SILVER,La Cave du Tisquin,Le Roi Arthur,France,https://hervederenac.wixsite.com/la-cave-du-tisquin,,,,,https://untappd.com/w/la-cave-du-tisquin/464704
Cider Liqueur,🥈 SILVER,Stonewell Cider,Talony,Ireland,https://www.stonewellcider.com/,https://www.facebook.com/stonewellcider,https://www.instagram.com/stonewellcider/,https://maps.google.com/?cid=6638378960827420170,,https://untappd.com/Nohoval_Drinks_Company_Ltd
Cider Spirit,🏆 PREMIUM,Salvador del Obispo,Salvador,Asturias,https://www.caseriasanjuandelobispo.com/,,,https://maps.google.com/?cid=13956526212503892929,,https://untappd.com/w/caseria-san-juan-del-obispo/285141
Cider Spirit,🥇 GOLD,Jörg Geiger,C-Bratbirne,Germany,https://www.manufaktur-joerg-geiger.de/,https://www.facebook.com/manufakturjoerggeiger/,https://www.instagram.com/manufakturjoerggeiger/,https://maps.google.com/?cid=908271853334307402,,https://untappd.com/w/manufaktur-jorg-geiger/270857
Cider Spirit,🥈 SILVER,Jörg Geiger,AlblKümmel,Germany,https://www.manufaktur-joerg-geiger.de/,https://www.facebook.com/manufakturjoerggeiger/,https://www.instagram.com/manufakturjoerggeiger/,https://maps.google.com/?cid=908271853334307402,,https://untappd.com/w/manufaktur-jorg-geiger/270857
Cider Spirit,🥈 SILVER,Jörg Geiger,Alquitara,Germany,https://www.manufaktur-joerg-geiger.de/,https://www.facebook.com/manufakturjoerggeiger/,https://www.instagram.com/manufakturjoerggeiger/,https://maps.google.com/?cid=908271853334307402,,https://untappd.com/w/manufaktur-jorg-geiger/270857
Cider Spirit,🥈 SILVER,Iessel Cider,Iessel Appelport,Netherlands,https://www.iesselcider.nl/,https://www.facebook.com/iesselcider/,https://www.instagram.com/iessel_cider/,https://maps.google.com/?cid=10819175046461159669,,https://untappd.com/IESSEL_Cider
Other Ciders,🏆 PREMIUM,Tālava,Non Alcoholic,Latvia,https://www.talava.lv/,https://www.facebook.com/talavassidrs,https://www.instagram.com/talavas_sidrs/,https://maps.google.com/?cid=16414834196985036378,,https://untappd.com/TalavasSidrs
Other Ciders,🥈 SILVER,Jörg Geiger,Cider Rosé alcoholfree,Germany,https://www.manufaktur-joerg-geiger.de/,https://www.facebook.com/manufakturjoerggeiger/,https://www.instagram.com/manufakturjoerggeiger/,https://maps.google.com/?cid=908271853334307402,,https://untappd.com/w/manufaktur-jorg-geiger/270857
Cider Vermouth,🏆 PREMIUM,Paca y Tola,Sidrut,Asturias,https://lanaveta.com/,https://www.facebook.com/profile.php?id=100063497946147,,https://maps.google.com/?cid=18265458060195810621,,https://untappd.com/w/la-naveta/288596
Cider Vermouth,🥈 SILVER,Kuartango,Vermú Kuartango,Basque Country,https://kuartangosagardotegia.com/,https://www.facebook.com/SidreKuartango/,https://www.instagram.com/sidrekuartango/,https://maps.google.com/?cid=6181081338579081204,https://www.tripadvisor.com/Restaurant_Review-g25546823-d25546810,https://untappd.com/w/sidreria-kuartango/438568
Cider Vermouth,🥈 SILVER,Panizales,Viesk,Asturias,,https://www.facebook.com/panizales.sidra,https://www.instagram.com/sidrapanizales/,https://maps.google.com/?cid=16258480851124885832,https://www.tripadvisor.com/Restaurant_Review-g775263-d7621234,https://untappd.com/w/llagar-panizales/152401
Cider Vermouth,🥉 BRONZE,Carral,Vermú,León,https://www.sidracarral.com/,https://www.facebook.com/sidranaturalcarral/,https://www.instagram.com/sidracarral/,https://maps.google.com/?cid=2695880588601500201,,https://untappd.com/w/sidra-natural-carral/296674
