Year,Style,Medalist,Entry,Region,Award,Website,Facebook,Instagram,Google,Yelp,TripAdvisor,Untappd
2017,French Cider,WildCraft Cider Works,Spring Traditional Keeved,Oregon,🥉 Bronze,https://wildcraftciderworks.com/,https://www.facebook.com/WildCraftCiderWorks/,https://www.instagram.com/wildcraftcider/,https://maps.google.com/?cid=15001881032430403771,https://www.yelp.com/biz/wildcraft-cider-works-eugene,https://www.tripadvisor.com/Restaurant_Review-g51862-d8277583,https://untappd.com/w/wildcraft-cider-works/159780
2017,Hopped Cider,2 Towns Ciderhouse,Hop & Stalk,Oregon,🥉 Bronze,http://www.2townsciderhouse.com/,https://www.facebook.com/2townsciderhouse,https://www.instagram.com/2townscider/,https://maps.google.com/?cid=10429935694700508047,https://www.yelp.com/biz/2-towns-ciderhouse-corvallis,https://www.tripadvisor.com/Attraction_Review-g51817-d3417221,https://untappd.com/w/2-towns-ciderhouse/12975
2017,Spiced/Herbed Cider,La Familia Cider Company,Jamaica – Hibiscus,Oregon,🥉 Bronze,https://lafamiliacider.com/,https://www.facebook.com/lafamiliacider/,https://www.instagram.com/lafamiliacider/,https://maps.google.com/?cid=3685332940132306085,https://www.yelp.com/biz/la-familia-cider-salem,https://www.tripadvisor.com/Restaurant_Review-g52053-d23878155,https://untappd.com/LaFamiliaCider
2017,Wood/Oaked Cider,Apple Outlaw,Heritage,Oregon,🥉 Bronze,http://www.appleoutlaw.com/,https://www.facebook.com/appleoutlaw/,https://www.instagram.com/appleoutlaw/,https://maps.google.com/?cid=5850813650004409160,,,https://untappd.com/w/apple-outlaw-cider/167265
2017,Fruit Cider,2 Towns Ciderhouse,Prickle Me Pink,Oregon,🥉 Bronze,http://www.2townsciderhouse.com/,https://www.facebook.com/2townsciderhouse,https://www.instagram.com/2townscider/,https://maps.google.com/?cid=10429935694700508047,https://www.yelp.com/biz/2-towns-ciderhouse-corvallis,https://www.tripadvisor.com/Attraction_Review-g51817-d3417221,https://untappd.com/w/2-towns-ciderhouse/12975
2017,Specialty Cider,2 Towns Ciderhouse,6th Anniversary,Oregon,🥉 Bronze,http://www.2townsciderhouse.com/,https://www.facebook.com/2townsciderhouse,https://www.instagram.com/2townscider/,https://maps.google.com/?cid=10429935694700508047,https://www.yelp.com/biz/2-towns-ciderhouse-corvallis,https://www.tripadvisor.com/Attraction_Review-g51817-d3417221,https://untappd.com/w/2-towns-ciderhouse/12975
2017,Modern Perry,Finnriver Farm & Cidery,Perry,Washington,🥉 Bronze,https://www.finnriver.com/,https://www.facebook.com/finnriver,https://www.instagram.com/finnriver/,https://maps.google.com/?cid=1802892066987578987,https://www.yelp.com/biz/finnriver-farm-and-cidery-chimacum,https://www.tripadvisor.com/Attraction_Review-g58399-d10595866,https://untappd.com/w/finnriver-farm-and-cidery/3008
2018,Fruit – Cane Fruit,Swift Cider,Marionberry,Oregon,🥇 Gold,https://www.swiftcider.com/,https://www.facebook.com/SwiftCider/,https://www.instagram.com/swiftcider/,,https://www.yelp.com/biz/swift-cider-portland,,https://untappd.com/w/swift-cider/138445
2018,Fruit – Cane Fruit,Bauman's Cider,Loganberry,Oregon,🥈 Silver,https://baumanscider.com/,https://www.facebook.com/Baumanscider/,https://www.instagram.com/baumanscider/,https://maps.google.com/?cid=10038644588886302965,https://www.yelp.com/biz/baumans-farm-and-garden-gervais,https://www.tripadvisor.com/Attraction_Review-g51881-d6848567,https://untappd.com/w/baumans-cider-company/253872
2018,Fruit – Cane Fruit,Seattle Cider Company,Berry Rosé,Washington,🥉 Bronze,http://www.seattlecidercompany.com/,https://www.facebook.com/SeattleCiderCo,https://www.instagram.com/seattleciderco/,https://maps.google.com/?cid=10339393864619567754,https://www.yelp.com/biz/seattle-cider-company-seattle,,https://untappd.com/w/seattle-cider-company/75923
2018,Fruit – Other Fruit,Draper Girls Cider Co.,Aronia Berry,Oregon,🥇 Gold,http://www.drapergirlsfarm.com/,https://www.facebook.com/drapergirlscountryfarm,https://www.instagram.com/drapergirlsfarm/,https://maps.google.com/?cid=6165797375002364096,https://www.yelp.com/biz/draper-girls-cider-company-parkdale,https://www.tripadvisor.com/Attraction_Review-g52014-d11823506,https://untappd.com/w/draper-girls-cider-co/363577
2018,Fruit – Other Fruit,North Idaho Cider,Berry Eclipse,Idaho,🥈 Silver,,,,,,,
2018,Fruit – Other Fruit,2 Towns Ciderhouse,Rhubarbarian,Oregon,🥉 Bronze,http://www.2townsciderhouse.com/,https://www.facebook.com/2townsciderhouse,https://www.instagram.com/2townscider/,https://maps.google.com/?cid=10429935694700508047,https://www.yelp.com/biz/2-towns-ciderhouse-corvallis,https://www.tripadvisor.com/Attraction_Review-g51817-d3417221,https://untappd.com/w/2-towns-ciderhouse/12975
2018,Fruit – Stone Fruit,Rack & Cloth,Pêche,Oregon,🥇 Gold,,,,,,,
2018,Fruit – Stone Fruit,2 Towns Ciderhouse,Cot in the Act,Oregon,🥈 Silver,http://www.2townsciderhouse.com/,https://www.facebook.com/2townsciderhouse,https://www.instagram.com/2townscider/,https://maps.google.com/?cid=10429935694700508047,https://www.yelp.com/biz/2-towns-ciderhouse-corvallis,https://www.tripadvisor.com/Attraction_Review-g51817-d3417221,https://untappd.com/w/2-towns-ciderhouse/12975
2018,Fruit – Stone Fruit,2 Towns Ciderhouse,Man Gogh,Oregon,🥉 Bronze,http://www.2townsciderhouse.com/,https://www.facebook.com/2townsciderhouse,https://www.instagram.com/2townscider/,https://maps.google.com/?cid=10429935694700508047,https://www.yelp.com/biz/2-towns-ciderhouse-corvallis,https://www.tripadvisor.com/Attraction_Review-g51817-d3417221,https://untappd.com/w/2-towns-ciderhouse/12975
2018,Fruit – Cherry,Tieton Cider Works,Cherry Cider,Washington,🥈 Silver,https://tietonciderworks.com/,https://www.facebook.com/tietonciderworks/,https://www.instagram.com/tietonciderworks/,https://maps.google.com/?cid=9208093896298438407,https://www.yelp.com/biz/tieton-cider-works-yakima,https://www.tripadvisor.com/Attraction_Review-g58838-d7991577,https://untappd.com/w/tieton-cider-works/10804
2018,Fruit – Pear,Draper Girls Cider Co.,French Pear,Oregon,🥈 Silver,http://www.drapergirlsfarm.com/,https://www.facebook.com/drapergirlscountryfarm,https://www.instagram.com/drapergirlsfarm/,https://maps.google.com/?cid=6165797375002364096,https://www.yelp.com/biz/draper-girls-cider-company-parkdale,https://www.tripadvisor.com/Attraction_Review-g52014-d11823506,https://untappd.com/w/draper-girls-cider-co/363577
2018,Hopped,Square Mile Cider,Hopped Apple Cider,Oregon,🥇 Gold,https://www.squaremilecider.com/,https://www.facebook.com/SquareMileCider,https://www.instagram.com/squaremilecider/,https://maps.google.com/?cid=1334101927022279814,,,https://untappd.com/w/square-mile-cider-co/62094
2018,Hopped,Swift Cider,Pineapple Hop,Oregon,🥈 Silver,https://www.swiftcider.com/,https://www.facebook.com/SwiftCider/,https://www.instagram.com/swiftcider/,,https://www.yelp.com/biz/swift-cider-portland,,https://untappd.com/w/swift-cider/138445
2018,Hopped,Rootwood Cider Co.,Hop Infused,Washington,🥉 Bronze,http://www.rootwoodcider.com/,https://www.facebook.com/rootwoodciderco/,https://www.instagram.com/rootwoodcider/,https://maps.google.com/?cid=1905642347995959494,https://www.yelp.com/biz/rootwood-cider-taproom-manson,https://www.tripadvisor.com/Attraction_Review-g58587-d10522833,https://untappd.com/w/rootwood-cider-co/223706
2018,Spiced/Herbed,2 Towns Ciderhouse,Nice & Naughty,Oregon,🥇 Gold,http://www.2townsciderhouse.com/,https://www.facebook.com/2townsciderhouse,https://www.instagram.com/2townscider/,https://maps.google.com/?cid=10429935694700508047,https://www.yelp.com/biz/2-towns-ciderhouse-corvallis,https://www.tripadvisor.com/Attraction_Review-g51817-d3417221,https://untappd.com/w/2-towns-ciderhouse/12975
2018,Spiced/Herbed,Chatter Creek Winery,Chatter Creek Cider,Washington,🥈 Silver,,,,,,,
2018,Spiced/Herbed,Tumalo Cider,Thai Citrus,Oregon,🥉 Bronze,http://www.tumalocider.com/,https://www.facebook.com/tumalocider/,https://www.instagram.com/tumalocider/,https://maps.google.com/?cid=522863006020173702,https://www.yelp.com/biz/tumalo-cider-bend-2,https://www.tripadvisor.com/Attraction_Review-g51766-d19974086,https://untappd.com/w/tumalo-cider-co/276596
2018,Wood/Oaked,Liberty Ciderworks,Stonewall Barrel-Aged Cider,Washington,🥈 Silver,http://libertycider.com/,https://www.facebook.com/LibertyCider,https://www.instagram.com/libertycider/,https://maps.google.com/?cid=14868081944798289423,https://www.yelp.com/biz/liberty-ciderworks-spokane-3,https://www.tripadvisor.com/Restaurant_Review-g58759-d17373965,https://untappd.com/w/liberty-ciderworks/106336
2018,Wood/Oaked,Portland Cider Company,Blackberry Pinot,Oregon,🥉 Bronze,http://portlandcider.com/,https://www.facebook.com/portlandcider,https://www.instagram.com/portlandcider/,https://maps.google.com/?cid=5897814277091816079,https://www.yelp.com/biz/portland-cider-company-clackamas,https://www.tripadvisor.com/Restaurant_Review-g51806-d6996793,https://untappd.com/w/portland-cider-company/56260
2018,Perry – Modern,Elk Horn Brewery & Ciderhouse,Very Perry,Oregon,🥇 Gold,http://www.elkhornbrewery.com/,https://www.facebook.com/elkhornbrewery/,https://www.instagram.com/elk_horn_brewery/,https://maps.google.com/?cid=3806213339852533020,https://www.yelp.com/biz/elk-horn-brewery-eugene-7,https://www.tripadvisor.com/Restaurant_Review-g51862-d7099011,https://untappd.com/w/elk-horn-brewery-and-ciderhouse/153381
2018,Perry – Modern,EdenVale Winery,Pear House Cider,Oregon,🥈 Silver,http://www.edenvalewines.com/,https://www.facebook.com/EdenValeWinery,https://www.instagram.com/edenvalewinery/,https://maps.google.com/?cid=1337477973398359922,https://www.yelp.com/biz/edenvale-winery-medford-2,https://www.tripadvisor.com/Attraction_Review-g51965-d534330,https://untappd.com/w/edenvale-winery/343164
2018,Perry – Modern,Portland Cider Company,Perfect Perry,Oregon,🥉 Bronze,http://portlandcider.com/,https://www.facebook.com/portlandcider,https://www.instagram.com/portlandcider/,https://maps.google.com/?cid=5897814277091816079,https://www.yelp.com/biz/portland-cider-company-clackamas,https://www.tripadvisor.com/Restaurant_Review-g51806-d6996793,https://untappd.com/w/portland-cider-company/56260
2018,Perry – Traditional,Dragon's Head Cider,Perry,Washington,🥇 Gold,http://www.dragonsheadcider.com/,,https://www.instagram.com/dragonsheadcider/,https://maps.google.com/?cid=2526574753760904159,https://www.yelp.com/biz/dragons-head-cider-vashon,,https://untappd.com/w/dragons-head-cider/36168
2018,Perry – Traditional,Slake Cider,French Lane Perry,Oregon,🥈 Silver,,,,,,,
2018,Modern Dry,2 Towns Ciderhouse,BrightCider,Oregon,🥇 Gold,http://www.2townsciderhouse.com/,https://www.facebook.com/2townsciderhouse,https://www.instagram.com/2townscider/,https://maps.google.com/?cid=10429935694700508047,https://www.yelp.com/biz/2-towns-ciderhouse-corvallis,https://www.tripadvisor.com/Attraction_Review-g51817-d3417221,https://untappd.com/w/2-towns-ciderhouse/12975
2018,Modern Dry,Western Cider,McIntosh 2017,Montana,🥈 Silver,http://www.westerncider.com/,https://www.facebook.com/westerncider/,https://www.instagram.com/westerncider/,https://maps.google.com/?cid=14623261427414740204,https://www.yelp.com/biz/western-cider-missoula,https://www.tripadvisor.com/Attraction_Review-g45277-d12473667,https://untappd.com/w/western-cider/328334
2018,Modern Dry,Swift Cider,Hard Apple,Oregon,🥉 Bronze,https://www.swiftcider.com/,https://www.facebook.com/SwiftCider/,https://www.instagram.com/swiftcider/,,https://www.yelp.com/biz/swift-cider-portland,,https://untappd.com/w/swift-cider/138445
2018,Modern Sweet,Portland Cider Company,Sorta Sweet,Oregon,🥇 Gold,http://portlandcider.com/,https://www.facebook.com/portlandcider,https://www.instagram.com/portlandcider/,https://maps.google.com/?cid=5897814277091816079,https://www.yelp.com/biz/portland-cider-company-clackamas,https://www.tripadvisor.com/Restaurant_Review-g51806-d6996793,https://untappd.com/w/portland-cider-company/56260
2018,Modern Sweet,2 Towns Ciderhouse,OutCider,Oregon,🥈 Silver,http://www.2townsciderhouse.com/,https://www.facebook.com/2townsciderhouse,https://www.instagram.com/2townscider/,https://maps.google.com/?cid=10429935694700508047,https://www.yelp.com/biz/2-towns-ciderhouse-corvallis,https://www.tripadvisor.com/Attraction_Review-g51817-d3417221,https://untappd.com/w/2-towns-ciderhouse/12975
2018,Modern Sweet,Montana CiderWorks,McIntosh,Montana,🥉 Bronze,http://montanacider.com/,https://www.facebook.com/Montana-CiderWorks-208483272577248/,,,,,https://untappd.com/w/montana-ciderworks/33843
2018,Specialty,Liberty Ciderworks,Manchurian Crabapple SV,Washington,🥇 Gold,http://libertycider.com/,https://www.facebook.com/LibertyCider,https://www.instagram.com/libertycider/,https://maps.google.com/?cid=14868081944798289423,https://www.yelp.com/biz/liberty-ciderworks-spokane-3,https://www.tripadvisor.com/Restaurant_Review-g58759-d17373965,https://untappd.com/w/liberty-ciderworks/106336
2018,Specialty,Snowdrift Cider Co.,Red Cider,Washington,🥈 Silver,https://www.snowdriftcider.com/,https://www.facebook.com/snowdriftcider,https://www.instagram.com/snowdriftciderco/,https://maps.google.com/?cid=18339570792633761066,https://www.yelp.com/biz/snowdrift-cider-east-wenatchee,,https://untappd.com/w/snowdrift-cider-co/8545
2018,Specialty,Elk Horn Brewery & Ciderhouse,Grape Perry,Oregon,🥉 Bronze,http://www.elkhornbrewery.com/,https://www.facebook.com/elkhornbrewery/,https://www.instagram.com/elk_horn_brewery/,https://maps.google.com/?cid=3806213339852533020,https://www.yelp.com/biz/elk-horn-brewery-eugene-7,https://www.tripadvisor.com/Restaurant_Review-g51862-d7099011,https://untappd.com/w/elk-horn-brewery-and-ciderhouse/153381
2018,Wild/Non-Sac,2 Towns Ciderhouse,Traditions 2015 La Mûre,Oregon,🥇 Gold,http://www.2townsciderhouse.com/,https://www.facebook.com/2townsciderhouse,https://www.instagram.com/2townscider/,https://maps.google.com/?cid=10429935694700508047,https://www.yelp.com/biz/2-towns-ciderhouse-corvallis,https://www.tripadvisor.com/Attraction_Review-g51817-d3417221,https://untappd.com/w/2-towns-ciderhouse/12975
2018,Wild/Non-Sac,Tieton Cider Works,Perry,Washington,🥉 Bronze,https://tietonciderworks.com/,https://www.facebook.com/tietonciderworks/,https://www.instagram.com/tietonciderworks/,https://maps.google.com/?cid=9208093896298438407,https://www.yelp.com/biz/tieton-cider-works-yakima,https://www.tripadvisor.com/Attraction_Review-g58838-d7991577,https://untappd.com/w/tieton-cider-works/10804
2018,English Dry,Cider Riot!,Shaken Tree,Oregon,🥇 Gold,,,,,,,
2018,English Dry,Slake Cider,French Lane Press,Oregon,🥈 Silver,,,,,,,
2018,English Dry,2 Towns Ciderhouse,Cellar Series West Country Replica,Oregon,🥉 Bronze,http://www.2townsciderhouse.com/,https://www.facebook.com/2townsciderhouse,https://www.instagram.com/2townscider/,https://maps.google.com/?cid=10429935694700508047,https://www.yelp.com/biz/2-towns-ciderhouse-corvallis,https://www.tripadvisor.com/Attraction_Review-g51817-d3417221,https://untappd.com/w/2-towns-ciderhouse/12975
2018,English Sweet,Sea Cider Farm & Ciderhouse,Bittersweet,British Columbia,🥇 Gold,https://www.seacider.ca/,https://www.facebook.com/seacider,https://www.instagram.com/seaciderhouse/,https://maps.google.com/?cid=689108951249608790,https://www.yelp.com/biz/sea-cider-farm-and-ciderhouse-saanichton,https://www.tripadvisor.com/Attraction_Review-g184850-d2392234,https://untappd.com/w/sea-cider-farm-and-ciderhouse/4780
2018,English Sweet,Montana CiderWorks,North Fork Traditional,Montana,🥈 Silver,http://montanacider.com/,https://www.facebook.com/Montana-CiderWorks-208483272577248/,,,,,https://untappd.com/w/montana-ciderworks/33843
2018,Heritage Dry,Bauman's Cider,Clyde’s Dry,Oregon,🥇 Gold,https://baumanscider.com/,https://www.facebook.com/Baumanscider/,https://www.instagram.com/baumanscider/,https://maps.google.com/?cid=10038644588886302965,https://www.yelp.com/biz/baumans-farm-and-garden-gervais,https://www.tripadvisor.com/Attraction_Review-g51881-d6848567,https://untappd.com/w/baumans-cider-company/253872
2018,Heritage Dry,Finnriver Farm & Cidery,Farmstead Cider,Washington,🥈 Silver,https://www.finnriver.com/,https://www.facebook.com/finnriver,https://www.instagram.com/finnriver/,https://maps.google.com/?cid=1802892066987578987,https://www.yelp.com/biz/finnriver-farm-and-cidery-chimacum,https://www.tripadvisor.com/Attraction_Review-g58399-d10595866,https://untappd.com/w/finnriver-farm-and-cidery/3008
2018,Heritage Dry,WildCraft Cider Works,Willamette Heritage,Oregon,🥉 Bronze,https://wildcraftciderworks.com/,https://www.facebook.com/WildCraftCiderWorks/,https://www.instagram.com/wildcraftcider/,https://maps.google.com/?cid=15001881032430403771,https://www.yelp.com/biz/wildcraft-cider-works-eugene,https://www.tripadvisor.com/Restaurant_Review-g51862-d8277583,https://untappd.com/w/wildcraft-cider-works/159780
2018,Heritage Sweet,Montana CiderWorks,Darby Pub,Montana,🥇 Gold,http://montanacider.com/,https://www.facebook.com/Montana-CiderWorks-208483272577248/,,,,,https://untappd.com/w/montana-ciderworks/33843
2018,Heritage Sweet,Western Cider,Heirloom,Montana,🥉 Bronze,http://www.westerncider.com/,https://www.facebook.com/westerncider/,https://www.instagram.com/westerncider/,https://maps.google.com/?cid=14623261427414740204,https://www.yelp.com/biz/western-cider-missoula,https://www.tripadvisor.com/Attraction_Review-g45277-d12473667,https://untappd.com/w/western-cider/328334
2018,French,2 Towns Ciderhouse,Traditions 2016 Cidre Bouché,Oregon,🥇 Gold,http://www.2townsciderhouse.com/,https://www.facebook.com/2townsciderhouse,https://www.instagram.com/2townscider/,https://maps.google.com/?cid=10429935694700508047,https://www.yelp.com/biz/2-towns-ciderhouse-corvallis,https://www.tripadvisor.com/Attraction_Review-g51817-d3417221,https://untappd.com/w/2-towns-ciderhouse/12975
2018,French,2 Towns Ciderhouse,2016 Demi-Sec,Oregon,🥉 Bronze,http://www.2townsciderhouse.com/,https://www.facebook.com/2townsciderhouse,https://www.instagram.com/2townscider/,https://maps.google.com/?cid=10429935694700508047,https://www.yelp.com/biz/2-towns-ciderhouse-corvallis,https://www.tripadvisor.com/Attraction_Review-g51817-d3417221,https://untappd.com/w/2-towns-ciderhouse/12975
2019,Botanical,Tieton Cider Works,Lavender Honey Cider,Washington,🥇 Gold,https://tietonciderworks.com/,https://www.facebook.com/tietonciderworks/,https://www.instagram.com/tietonciderworks/,https://maps.google.com/?cid=9208093896298438407,https://www.yelp.com/biz/tieton-cider-works-yakima,https://www.tripadvisor.com/Attraction_Review-g58838-d7991577,https://untappd.com/w/tieton-cider-works/10804
2019,Botanical,Incline Cider Company,Lemongrass,Washington,🥉 Bronze,http://www.inclinecider.com/,https://www.facebook.com/inclinecider/,https://www.instagram.com/inclinecider/,https://maps.google.com/?cid=504944612388443997,https://www.yelp.com/biz/incline-cider-house-tacoma,https://www.tripadvisor.com/Attraction_Review-g58775-d22266571,https://untappd.com/w/incline-cider-company/249584
2019,English Dry,Cider Riot!,1763 Revolutionary West Country Cider,Oregon,🥈 Silver,,,,,,,
2019,English Sweet,Sea Cider Farm & Ciderhouse,Bittersweet,British Columbia,🥈 Silver,https://www.seacider.ca/,https://www.facebook.com/seacider,https://www.instagram.com/seaciderhouse/,https://maps.google.com/?cid=689108951249608790,https://www.yelp.com/biz/sea-cider-farm-and-ciderhouse-saanichton,https://www.tripadvisor.com/Attraction_Review-g184850-d2392234,https://untappd.com/w/sea-cider-farm-and-ciderhouse/4780
2019,French,Liberty Ciderworks,Lafayette,Washington,🥇 Gold,http://libertycider.com/,https://www.facebook.com/LibertyCider,https://www.instagram.com/libertycider/,https://maps.google.com/?cid=14868081944798289423,https://www.yelp.com/biz/liberty-ciderworks-spokane-3,https://www.tripadvisor.com/Restaurant_Review-g58759-d17373965,https://untappd.com/w/liberty-ciderworks/106336
2019,French,Bauman's Cider,Keeved Bittersweet,Oregon,🥈 Silver,https://baumanscider.com/,https://www.facebook.com/Baumanscider/,https://www.instagram.com/baumanscider/,https://maps.google.com/?cid=10038644588886302965,https://www.yelp.com/biz/baumans-farm-and-garden-gervais,https://www.tripadvisor.com/Attraction_Review-g51881-d6848567,https://untappd.com/w/baumans-cider-company/253872
2019,Fruit Cider - Cane Fruit,Bauman's Cider,Logan Berry,Oregon,🥇 Gold,https://baumanscider.com/,https://www.facebook.com/Baumanscider/,https://www.instagram.com/baumanscider/,https://maps.google.com/?cid=10038644588886302965,https://www.yelp.com/biz/baumans-farm-and-garden-gervais,https://www.tripadvisor.com/Attraction_Review-g51881-d6848567,https://untappd.com/w/baumans-cider-company/253872
2019,Fruit Cider - Cane Fruit,2 Towns Ciderhouse,Two Thorns,Oregon,🥈 Silver,http://www.2townsciderhouse.com/,https://www.facebook.com/2townsciderhouse,https://www.instagram.com/2townscider/,https://maps.google.com/?cid=10429935694700508047,https://www.yelp.com/biz/2-towns-ciderhouse-corvallis,https://www.tripadvisor.com/Attraction_Review-g51817-d3417221,https://untappd.com/w/2-towns-ciderhouse/12975
2019,Fruit Cider - Cherry,Draper Girls Cider Co.,Tart Cherry,Oregon,🥈 Silver,http://www.drapergirlsfarm.com/,https://www.facebook.com/drapergirlscountryfarm,https://www.instagram.com/drapergirlsfarm/,https://maps.google.com/?cid=6165797375002364096,https://www.yelp.com/biz/draper-girls-cider-company-parkdale,https://www.tripadvisor.com/Attraction_Review-g52014-d11823506,https://untappd.com/w/draper-girls-cider-co/363577
2019,Fruit Cider - Cherry,Draper Girls Cider Co.,Cherry Pie,Oregon,🥉 Bronze,http://www.drapergirlsfarm.com/,https://www.facebook.com/drapergirlscountryfarm,https://www.instagram.com/drapergirlsfarm/,https://maps.google.com/?cid=6165797375002364096,https://www.yelp.com/biz/draper-girls-cider-company-parkdale,https://www.tripadvisor.com/Attraction_Review-g52014-d11823506,https://untappd.com/w/draper-girls-cider-co/363577
2019,Fruit Cider - Other,2 Towns Ciderhouse,Strawberry Haze,Oregon,🥇 Gold,http://www.2townsciderhouse.com/,https://www.facebook.com/2townsciderhouse,https://www.instagram.com/2townscider/,https://maps.google.com/?cid=10429935694700508047,https://www.yelp.com/biz/2-towns-ciderhouse-corvallis,https://www.tripadvisor.com/Attraction_Review-g51817-d3417221,https://untappd.com/w/2-towns-ciderhouse/12975
2019,Fruit Cider - Other,2 Towns Ciderhouse,Passion Statement,Oregon,🥈 Silver,http://www.2townsciderhouse.com/,https://www.facebook.com/2townsciderhouse,https://www.instagram.com/2townscider/,https://maps.google.com/?cid=10429935694700508047,https://www.yelp.com/biz/2-towns-ciderhouse-corvallis,https://www.tripadvisor.com/Attraction_Review-g51817-d3417221,https://untappd.com/w/2-towns-ciderhouse/12975
2019,Fruit Cider - Other,Tieton Cider Works,Cranberry Cider,Washington,🥉 Bronze,https://tietonciderworks.com/,https://www.facebook.com/tietonciderworks/,https://www.instagram.com/tietonciderworks/,https://maps.google.com/?cid=9208093896298438407,https://www.yelp.com/biz/tieton-cider-works-yakima,https://www.tripadvisor.com/Attraction_Review-g58838-d7991577,https://untappd.com/w/tieton-cider-works/10804
2019,Fruit Cider - Pear,Draper Girls Cider Co.,French Pear,Oregon,🥈 Silver,http://www.drapergirlsfarm.com/,https://www.facebook.com/drapergirlscountryfarm,https://www.instagram.com/drapergirlsfarm/,https://maps.google.com/?cid=6165797375002364096,https://www.yelp.com/biz/draper-girls-cider-company-parkdale,https://www.tripadvisor.com/Attraction_Review-g52014-d11823506,https://untappd.com/w/draper-girls-cider-co/363577
2019,Fruit Cider - Stone Fruit,Bauman's Cider,Peach Raspberry,Oregon,🥇 Gold,https://baumanscider.com/,https://www.facebook.com/Baumanscider/,https://www.instagram.com/baumanscider/,https://maps.google.com/?cid=10038644588886302965,https://www.yelp.com/biz/baumans-farm-and-garden-gervais,https://www.tripadvisor.com/Attraction_Review-g51881-d6848567,https://untappd.com/w/baumans-cider-company/253872
2019,Fruit Cider - Stone Fruit,Tieton Cider Works,Apricot Cider,Washington,🥈 Silver,https://tietonciderworks.com/,https://www.facebook.com/tietonciderworks/,https://www.instagram.com/tietonciderworks/,https://maps.google.com/?cid=9208093896298438407,https://www.yelp.com/biz/tieton-cider-works-yakima,https://www.tripadvisor.com/Attraction_Review-g58838-d7991577,https://untappd.com/w/tieton-cider-works/10804
2019,Fruit Cider - Stone Fruit,Draper Girls Cider Co.,Raspberry Nectarine,Oregon,🥉 Bronze,http://www.drapergirlsfarm.com/,https://www.facebook.com/drapergirlscountryfarm,https://www.instagram.com/drapergirlsfarm/,https://maps.google.com/?cid=6165797375002364096,https://www.yelp.com/biz/draper-girls-cider-company-parkdale,https://www.tripadvisor.com/Attraction_Review-g52014-d11823506,https://untappd.com/w/draper-girls-cider-co/363577
2019,Heritage Dry,2 Towns Ciderhouse,8th Anniversary,Oregon,🥇 Gold,http://www.2townsciderhouse.com/,https://www.facebook.com/2townsciderhouse,https://www.instagram.com/2townscider/,https://maps.google.com/?cid=10429935694700508047,https://www.yelp.com/biz/2-towns-ciderhouse-corvallis,https://www.tripadvisor.com/Attraction_Review-g51817-d3417221,https://untappd.com/w/2-towns-ciderhouse/12975
2019,Heritage Dry,Bauman's Cider,Clyde’s Dry,Oregon,🥈 Silver,https://baumanscider.com/,https://www.facebook.com/Baumanscider/,https://www.instagram.com/baumanscider/,https://maps.google.com/?cid=10038644588886302965,https://www.yelp.com/biz/baumans-farm-and-garden-gervais,https://www.tripadvisor.com/Attraction_Review-g51881-d6848567,https://untappd.com/w/baumans-cider-company/253872
2019,Heritage Dry,Tieton Cider Works,Wild Washington Cider,Washington,🥉 Bronze,https://tietonciderworks.com/,https://www.facebook.com/tietonciderworks/,https://www.instagram.com/tietonciderworks/,https://maps.google.com/?cid=9208093896298438407,https://www.yelp.com/biz/tieton-cider-works-yakima,https://www.tripadvisor.com/Attraction_Review-g58838-d7991577,https://untappd.com/w/tieton-cider-works/10804
2019,Heritage Sweet,Montana CiderWorks,Derby Pub Cider,Montana,🥈 Silver,http://montanacider.com/,https://www.facebook.com/Montana-CiderWorks-208483272577248/,,,,,https://untappd.com/w/montana-ciderworks/33843
2019,Heritage Sweet,Tieton Cider Works,Blossom Nectar Cider,Washington,🥉 Bronze,https://tietonciderworks.com/,https://www.facebook.com/tietonciderworks/,https://www.instagram.com/tietonciderworks/,https://maps.google.com/?cid=9208093896298438407,https://www.yelp.com/biz/tieton-cider-works-yakima,https://www.tripadvisor.com/Attraction_Review-g58838-d7991577,https://untappd.com/w/tieton-cider-works/10804
2019,Hopped,Runcible Cider,Hop Ya’ll,Oregon,🥇 Gold,https://www.runciblecider.com/,https://www.facebook.com/runciblecider/,https://www.instagram.com/runciblecider/,https://maps.google.com/?cid=15182592417091165603,https://www.yelp.com/biz/runcible-cider-mosier-2,,https://untappd.com/w/runcible-cider/332214
2019,Hopped,Rootwood Cider Co.,Hop Infused,Washington,🥈 Silver,http://www.rootwoodcider.com/,https://www.facebook.com/rootwoodciderco/,https://www.instagram.com/rootwoodcider/,https://maps.google.com/?cid=1905642347995959494,https://www.yelp.com/biz/rootwood-cider-taproom-manson,https://www.tripadvisor.com/Attraction_Review-g58587-d10522833,https://untappd.com/w/rootwood-cider-co/223706
2019,Hopped,Square Mile Cider,Hopped Apple Cider,Oregon,🥉 Bronze,https://www.squaremilecider.com/,https://www.facebook.com/SquareMileCider,https://www.instagram.com/squaremilecider/,https://maps.google.com/?cid=1334101927022279814,,,https://untappd.com/w/square-mile-cider-co/62094
2019,Modern Dry,Swift Cider,Original Hard Apple,Oregon,🥇 Gold,https://www.swiftcider.com/,https://www.facebook.com/SwiftCider/,https://www.instagram.com/swiftcider/,,https://www.yelp.com/biz/swift-cider-portland,,https://untappd.com/w/swift-cider/138445
