ID,Category,Award,Medalist,Entry,Region,WID,Region/Country,Website,Facebook,Instagram,Google,TripAdvisor,Untappd,Latitude,Longitude
95,Semi-Dry Sparkling Cider,🥉 BRONZE,La Maison Ferré,Le préféré de Marie AOP,France,2551,France,https://www.lamaisonferre.fr/,https://www.facebook.com/cidreduperche,https://www.instagram.com/la_maison_ferre,https://maps.google.com/?cid=13764361049917258070,https://www.tripadvisor.com/Attraction_Review-g4926524-d23694021,https://untappd.com/w/la-maison-ferrac/161574,48.4682596,0.5980003
96,Sweet Sparkling Cider,🏆 PREMIUM,Cider Sekt,Polosladky,Czechia,2745,Czechia,https://www.cidersekt.cz/,https://www.facebook.com/cidertalk/,https://www.instagram.com/cidertalk/,https://maps.google.com/?cid=1744130511388226457,,https://untappd.com/w/provoco/396367,49.1136589,14.1662619
97,Sweet Sparkling Cider,🥈 SILVER,Maley,Saint Bernard,Italy,1517,Italy,https://www.maleymontblanc.com/,,,https://maps.google.com/?cid=94166741695887894,,https://untappd.com/brewery/29291,45.7320629,7.4141172
98,Sweet Sparkling Cider,🥈 SILVER,Bebidas y Derivados La Mala Sal,La Mala,Perú,2978,Peru,https://lamala.pe/,https://www.facebook.com/lamalaperu,https://www.instagram.com/lamala.pe/,,,https://untappd.com/w/la-mala-sidra-espumosa/488290,-12.0463731,-77.042754
99,Sweet Sparkling Cider,🥈 SILVER,Domaine de la Mare,Le Pêchu,France,2696,France,https://www.domainedelamare.com/,,,https://maps.google.com/?cid=11844878661689216154,,https://untappd.com/w/domaine-de-la-mare/511923,48.039019,0.233564
100,Sweet Sparkling Cider,🥈 SILVER,Fukiware Cidrerie,Gunma Meigetsu Cidre,Japan,2468,Japan,,https://www.facebook.com/profile.php?id=100063847492626,https://www.instagram.com/fukiwarecidrerie/,https://maps.google.com/?cid=10680734196000736911,,https://untappd.com/w/fukiware-cidrerie/505991,36.7257648,139.2332461
101,Sweet Sparkling Cider,🥉 BRONZE,Viuda de Angelón,Sidra Extra Ecológica,Asturies,1675,Asturias,http://www.sidraviudaangelonpomar.es/,https://www.facebook.com/sidrapomar.viudaangelon/,https://www.instagram.com/Sidraviudaangelon/,https://maps.google.com/?cid=13173562328637195239,,https://untappd.com/w/viuda-de-angela3n/142823,43.367684,-5.523426
102,Sweet Sparkling Cider,🥉 BRONZE,Fukiware Cidrerie,Numata Apple Cidre,Japan,2468,Japan,,https://www.facebook.com/profile.php?id=100063847492626,https://www.instagram.com/fukiwarecidrerie/,https://maps.google.com/?cid=10680734196000736911,,https://untappd.com/w/fukiware-cidrerie/505991,36.7257648,139.2332461
103,Flavored Cider,🏆 PREMIUM,Stonewell Cider,Ros,Ireland,1265,Ireland,https://www.stonewellcider.com/,https://www.facebook.com/stonewellcider,https://www.instagram.com/stonewellcider/,https://maps.google.com/?cid=6638378960827420170,,https://untappd.com/Nohoval_Drinks_Company_Ltd,51.8093009,-8.3699975
104,Flavored Cider,🥇 GOLD,Seidear,Seidear Sea,Escocia,2356,Scotland,https://seidear.com/,https://www.facebook.com/seidear.weescottishciderco/,https://www.instagram.com/seidear/,https://maps.google.com/?cid=227255875071520296,,https://untappd.com/TheWeeScottishCiderCo,57.0932016,-2.2270872
105,Flavored Cider,🥈 SILVER,Tālava,Apple Cider With Passion,Latvia,2142,Latvia,https://www.talava.lv/,https://www.facebook.com/talavassidrs,https://www.instagram.com/talavas_sidrs/,https://maps.google.com/?cid=16414834196985036378,,https://untappd.com/TalavasSidrs,57.162926,26.7596704
106,Flavored Cider,🥈 SILVER,Viuda de Angelón,Angelón Llimón,Asturies,1675,Asturias,http://www.sidraviudaangelonpomar.es/,https://www.facebook.com/sidrapomar.viudaangelon/,https://www.instagram.com/Sidraviudaangelon/,https://maps.google.com/?cid=13173562328637195239,,https://untappd.com/w/viuda-de-angela3n/142823,43.367684,-5.523426
107,Flavored Cider,🥈 SILVER,Hera Cider,Hoppy Cider,Galicia,3089,Galicia,https://heracider.com/,https://www.facebook.com/heracider/,https://www.instagram.com/heracider/,https://maps.google.com/?cid=2781404824572044242,,https://untappd.com/heracider,42.2466648,-8.7054926
108,Flavored Cider,🥈 SILVER,Mr. Plume,Brut IPA,Latvia,2073,Latvia,https://www.mrplume.lv/,https://www.facebook.com/mrplumesidrs,https://www.instagram.com/mrplume_sidrs/,https://maps.google.com/?cid=9319841841199759114,,https://untappd.com/w/mr-plume/332485,56.69531,24.9870439
109,Flavored Cider,🥈 SILVER,Kuartango,Andagoste,Euskal Herria,2747,Basque Country,https://kuartangosagardotegia.com/,https://www.facebook.com/SidreKuartango/,https://www.instagram.com/sidrekuartango/,https://maps.google.com/?cid=6181081338579081204,https://www.tripadvisor.com/Restaurant_Review-g25546823-d25546810,https://untappd.com/w/sidreria-kuartango/438568,42.8705185,-2.8873347
110,Flavored Cider,🥈 SILVER,Mūrbūdu,Mūrbūdu Apiņots,Latvia,2167,Latvia,https://www.nenormalssidrs.lv/,https://www.facebook.com/murbudu/,https://www.instagram.com/murbudu_sidrs/,https://maps.google.com/?cid=15847061061259139900,,https://untappd.com/MurbuduSidraDaritava,57.8135254,25.8232241
111,Flavored Cider,🥈 SILVER,Brinkhall Sparkling,Alma Rosé,Finland,1917,Finland,https://bsp.fi/,https://www.facebook.com/brinkhalls,https://www.instagram.com/brinkhallsparkling/,https://maps.google.com/?cid=10856204128601037922,,https://untappd.com/BrinkhallSparkling,60.4236854,23.0462561
112,Flavored Cider,🥈 SILVER,Iessel Cider,IESSEL cider druiven,Netherlands,2736,Netherlands,https://www.iesselcider.nl/,https://www.facebook.com/iesselcider/,https://www.instagram.com/iessel_cider/,https://maps.google.com/?cid=10819175046461159669,,https://untappd.com/IESSEL_Cider,52.279517,6.2169669
113,Flavored Cider,🥈 SILVER,Urban Farm Fermentory,Seaweed Cidah,USA,658,United States,https://www.fermentory.com/,https://www.facebook.com/urbanfarmfermentory,https://www.instagram.com/fermentory/,https://maps.google.com/?cid=11975829594267048308,https://www.tripadvisor.com/Attraction_Review-g40827-d4509600,https://untappd.com/w/urban-farm-fermentory/10661,43.669113,-70.256105
114,Flavored Cider,🥈 SILVER,Sagardotegia Oiharte,Oiharte,Euskal Herria,1639,Basque Country,https://oiharte.com/,https://www.facebook.com/CasaRuralSidreriaOiharte,https://www.instagram.com/oiharte/,https://maps.google.com/?cid=7283611563965022999,https://www.tripadvisor.com/Restaurant_Review-g1235389-d2470675,https://untappd.com/w/oiharte-sagardotegia/351344,43.0180369,-2.2696672
115,Flavored Cider,🥈 SILVER,Petritegui,Sagar Krash,Euskal Herria,1171,Basque Country,https://www.petritegi.com/,https://www.facebook.com/Petritegi/,https://www.instagram.com/petritegi,https://maps.google.com/?cid=16425101977693923721,https://www.tripadvisor.com/Restaurant_Review-g1064182-d2266030,https://untappd.com/brewery/51639,43.290406,-1.941229
116,Flavored Cider,🥈 SILVER,Tālava,Apple Cider With Hops,Latvia,2142,Latvia,https://www.talava.lv/,https://www.facebook.com/talavassidrs,https://www.instagram.com/talavas_sidrs/,https://maps.google.com/?cid=16414834196985036378,,https://untappd.com/TalavasSidrs,57.162926,26.7596704
117,Flavored Cider,🥉 BRONZE,Noel-Heryk Nowakowski,Cydr z Wisnia,Poland,2722,Poland,,https://www.facebook.com/cydr.tradycyjny/,,https://maps.google.com/?cid=16047236127227822461,,https://untappd.com/w/cydr-tradycyjny-trzebnica/239415,51.3062822,17.0750349
118,Flavored Cider,🥉 BRONZE,Domaine de la Mare,Cidre IPA,France,2696,France,https://www.domainedelamare.com/,,,https://maps.google.com/?cid=11844878661689216154,,https://untappd.com/w/domaine-de-la-mare/511923,48.039019,0.233564
119,Flavored Cider,🥉 BRONZE,Cydr Dwaj Bracia,Lipowy Idared,Poland,3006,Poland,https://dwajbracia.pl/,https://www.facebook.com/profile.php?id=100094619362211,https://www.instagram.com/cydr_dwaj_bracia,,,https://untappd.com/w/cydr-dwaj-bracia/551234,52.2296756,21.0122287
120,Flavored Cider,🥉 BRONZE,Noel-Heryk Nowakowski,Cydr z Kwiatem Czarnego Bzu,Poland,2722,Poland,,https://www.facebook.com/cydr.tradycyjny/,,https://maps.google.com/?cid=16047236127227822461,,https://untappd.com/w/cydr-tradycyjny-trzebnica/239415,51.3062822,17.0750349
121,Ice Cider,🏆 PREMIUM,Panizales,Sidra de Hielo,Asturies,1519,Asturias,,https://www.facebook.com/panizales.sidra,https://www.instagram.com/sidrapanizales/,https://maps.google.com/?cid=16258480851124885832,https://www.tripadvisor.com/Restaurant_Review-g775263-d7621234,https://untappd.com/w/llagar-panizales/152401,43.2393192,-5.7888756
122,Ice Cider,🥇 GOLD,Cortina,Sidra de Hielo,Asturies,1472,Asturias,https://www.sidracortina.com/,https://www.facebook.com/sidracortina/,https://instagram.com/sidracortina,https://maps.google.com/?cid=14248814769091122504,https://www.tripadvisor.com/Restaurant_Review-g19842666-d985244,https://untappd.com/w/sidra-cortina-coro/50162,43.4709695,-5.4418764
123,Ice Cider,🥇 GOLD,NeRø Sideri,NeRø Issider,Norway,2606,Norway,https://www.nerofrukt.no/,https://www.facebook.com/people/NeR%C3%B8-Frukt-og-Sider/100070115946607/,https://www.instagram.com/nerofrukt/,https://maps.google.com/?cid=2060180241711172985,,https://untappd.com/w/nero-frukt-og-sider/467847,59.4988141,9.3240024
124,Ice Cider,🥈 SILVER,Iessel Cider,IESSEL ijs cider,Netherlands,2736,Netherlands,https://www.iesselcider.nl/,https://www.facebook.com/iesselcider/,https://www.instagram.com/iessel_cider/,https://maps.google.com/?cid=10819175046461159669,,https://untappd.com/IESSEL_Cider,52.279517,6.2169669
125,Ice Cider,🥈 SILVER,Brinkhall Sparkling,Kuura Ice NV,Finland,1917,Finland,https://bsp.fi/,https://www.facebook.com/brinkhalls,https://www.instagram.com/brinkhallsparkling/,https://maps.google.com/?cid=10856204128601037922,,https://untappd.com/BrinkhallSparkling,60.4236854,23.0462561
126,Ice Cider,🥈 SILVER,Jörg Geiger,EisApfel,Germany,1322,Germany,https://www.manufaktur-joerg-geiger.de/,https://www.facebook.com/manufakturjoerggeiger/,https://www.instagram.com/manufakturjoerggeiger/,https://maps.google.com/?cid=908271853334307402,,https://untappd.com/w/manufaktur-jorg-geiger/270857,48.6524936,9.7049199
127,Ice Cider,🥉 BRONZE,Viuda de Angelón,Sidra de Hielo,Asturies,1675,Asturias,http://www.sidraviudaangelonpomar.es/,https://www.facebook.com/sidrapomar.viudaangelon/,https://www.instagram.com/Sidraviudaangelon/,https://maps.google.com/?cid=13173562328637195239,,https://untappd.com/w/viuda-de-angela3n/142823,43.367684,-5.523426
128,Ice Cider,🥉 BRONZE,Noel-Heryk Nowakowski,Lodowy,Poland,2722,Poland,,https://www.facebook.com/cydr.tradycyjny/,,https://maps.google.com/?cid=16047236127227822461,,https://untappd.com/w/cydr-tradycyjny-trzebnica/239415,51.3062822,17.0750349
129,Fire Cider,🏆 PREMIUM,Panizales,Sidra de Fuego,Asturies,1519,Asturias,,https://www.facebook.com/panizales.sidra,https://www.instagram.com/sidrapanizales/,https://maps.google.com/?cid=16258480851124885832,https://www.tripadvisor.com/Restaurant_Review-g775263-d7621234,https://untappd.com/w/llagar-panizales/152401,43.2393192,-5.7888756
130,Fire Cider,🥈 SILVER,Kuartango,Su Sagar,Euskal Herria,2747,Basque Country,https://kuartangosagardotegia.com/,https://www.facebook.com/SidreKuartango/,https://www.instagram.com/sidrekuartango/,https://maps.google.com/?cid=6181081338579081204,https://www.tripadvisor.com/Restaurant_Review-g25546823-d25546810,https://untappd.com/w/sidreria-kuartango/438568,42.8705185,-2.8873347
131,Fire Cider,🥈 SILVER,Urban Farm Fermentory,Fire Cidah,USA,658,United States,https://www.fermentory.com/,https://www.facebook.com/urbanfarmfermentory,https://www.instagram.com/fermentory/,https://maps.google.com/?cid=11975829594267048308,https://www.tripadvisor.com/Attraction_Review-g40827-d4509600,https://untappd.com/w/urban-farm-fermentory/10661,43.669113,-70.256105
132,Fire Cider,🥈 SILVER,Tencai Bodega Ergo,Tank,Chile,2743,Chile,https://tencaisidra.cl/,https://www.facebook.com/profile.php?id=100063550781151,https://www.instagram.com/tencaisidra/,https://maps.google.com/?cid=5739971672897016755,,https://untappd.com/tencaisidra,-38.7416573,-72.5550678
133,Pear Cider,🏆 PREMIUM,Mooma,Sidra de Pera,Cataluña,2752,Catalonia,https://mooma.cat/,https://www.facebook.com/sidreriamooma/,https://www.instagram.com/mooma/,https://maps.google.com/?cid=11350926811080988766,https://www.tripadvisor.com/Restaurant_Review-g3501872-d13815642,https://untappd.com/w/mooma/254950,42.0007312,3.133318
134,Pear Cider,🥇 GOLD,Mr. Plume,Perry,Latvia,2073,Latvia,https://www.mrplume.lv/,https://www.facebook.com/mrplumesidrs,https://www.instagram.com/mrplume_sidrs/,https://maps.google.com/?cid=9319841841199759114,,https://untappd.com/w/mr-plume/332485,56.69531,24.9870439
135,Pear Cider,🥇 GOLD,Naturcidre Urs Renninger,Poiré Strohgüau 2022 sec,Germany,3087,Germany,https://www.naturcidre.de/,,https://www.instagram.com/cidre_urs/,https://maps.google.com/?cid=9508737086378177205,,https://untappd.com/w/naturcidre-urs-renninger/460255,48.8255479,9.0630527
136,Pear Cider,🥈 SILVER,Jörg Geiger,Cuvée aus Weinbirnen,Germany,1322,Germany,https://www.manufaktur-joerg-geiger.de/,https://www.facebook.com/manufakturjoerggeiger/,https://www.instagram.com/manufakturjoerggeiger/,https://maps.google.com/?cid=908271853334307402,,https://untappd.com/w/manufaktur-jorg-geiger/270857,48.6524936,9.7049199
137,Pear Cider,🥈 SILVER,Mūrbūdu,Murbudu “Savvaļas,Latvia,2167,Latvia,https://www.nenormalssidrs.lv/,https://www.facebook.com/murbudu/,https://www.instagram.com/murbudu_sidrs/,https://maps.google.com/?cid=15847061061259139900,,https://untappd.com/MurbuduSidraDaritava,57.8135254,25.8232241
138,Pear Cider,🥈 SILVER,La Maison Ferré,Les secrets de Camille,France,2551,France,https://www.lamaisonferre.fr/,https://www.facebook.com/cidreduperche,https://www.instagram.com/la_maison_ferre,https://maps.google.com/?cid=13764361049917258070,https://www.tripadvisor.com/Attraction_Review-g4926524-d23694021,https://untappd.com/w/la-maison-ferrac/161574,48.4682596,0.5980003
139,Pear Cider,🥈 SILVER,Naturcidre Urs Renninger,Poiré Karcherbine 2022 sec,Germany,3087,Germany,https://www.naturcidre.de/,,https://www.instagram.com/cidre_urs/,https://maps.google.com/?cid=9508737086378177205,,https://untappd.com/w/naturcidre-urs-renninger/460255,48.8255479,9.0630527
140,Pear Cider,🥈 SILVER,1785 Cider,Perry Cuvée,Germany,2373,Germany,https://1785-cider.de/,https://www.facebook.com/1785Cider,https://www.instagram.com/1785cider/,,,https://untappd.com/1785Cider,48.0992298,8.382735
141,Pear Cider,🥈 SILVER,1785 Cider,Cobalt Lake,Germany,2373,Germany,https://1785-cider.de/,https://www.facebook.com/1785Cider,https://www.instagram.com/1785cider/,,,https://untappd.com/1785Cider,48.0992298,8.382735
142,Cider Liqueur,🏆 PREMIUM,Jörg Geiger,AP,Germany,1322,Germany,https://www.manufaktur-joerg-geiger.de/,https://www.facebook.com/manufakturjoerggeiger/,https://www.instagram.com/manufakturjoerggeiger/,https://maps.google.com/?cid=908271853334307402,,https://untappd.com/w/manufaktur-jorg-geiger/270857,48.6524936,9.7049199
143,Cider Liqueur,🥇 GOLD,Maley,Lecristalier,Italy,1517,Italy,https://www.maleymontblanc.com/,,,https://maps.google.com/?cid=94166741695887894,,https://untappd.com/brewery/29291,45.7320629,7.4141172
144,Cider Liqueur,🥈 SILVER,Jörg Geiger,Fruchtvol Quitte,Germany,1322,Germany,https://www.manufaktur-joerg-geiger.de/,https://www.facebook.com/manufakturjoerggeiger/,https://www.instagram.com/manufakturjoerggeiger/,https://maps.google.com/?cid=908271853334307402,,https://untappd.com/w/manufaktur-jorg-geiger/270857,48.6524936,9.7049199
145,Cider Liqueur,🥈 SILVER,La Cave du Tisquin,Le Roi Arthur,France,3090,France,https://hervederenac.wixsite.com/la-cave-du-tisquin,,,,,https://untappd.com/w/la-cave-du-tisquin/464704,47.708895,-1.970265
146,Cider Liqueur,🥈 SILVER,Stonewell Cider,Talony,Ireland,1265,Ireland,https://www.stonewellcider.com/,https://www.facebook.com/stonewellcider,https://www.instagram.com/stonewellcider/,https://maps.google.com/?cid=6638378960827420170,,https://untappd.com/Nohoval_Drinks_Company_Ltd,51.8093009,-8.3699975
147,Cider Spirit,🏆 PREMIUM,Salvador del Obispo,Salvador,Asturies,1608,Asturias,https://www.caseriasanjuandelobispo.com/,,,https://maps.google.com/?cid=13956526212503892929,,https://untappd.com/w/caseria-san-juan-del-obispo/285141,43.371989,-5.740553
148,Cider Spirit,🥇 GOLD,Jörg Geiger,C-Bratbirne,Germany,1322,Germany,https://www.manufaktur-joerg-geiger.de/,https://www.facebook.com/manufakturjoerggeiger/,https://www.instagram.com/manufakturjoerggeiger/,https://maps.google.com/?cid=908271853334307402,,https://untappd.com/w/manufaktur-jorg-geiger/270857,48.6524936,9.7049199
149,Cider Spirit,🥈 SILVER,Jörg Geiger,AlblKümmel,Germany,1322,Germany,https://www.manufaktur-joerg-geiger.de/,https://www.facebook.com/manufakturjoerggeiger/,https://www.instagram.com/manufakturjoerggeiger/,https://maps.google.com/?cid=908271853334307402,,https://untappd.com/w/manufaktur-jorg-geiger/270857,48.6524936,9.7049199
150,Cider Spirit,🥈 SILVER,Jörg Geiger,Alquitara,Germany,1322,Germany,https://www.manufaktur-joerg-geiger.de/,https://www.facebook.com/manufakturjoerggeiger/,https://www.instagram.com/manufakturjoerggeiger/,https://maps.google.com/?cid=908271853334307402,,https://untappd.com/w/manufaktur-jorg-geiger/270857,48.6524936,9.7049199
151,Cider Spirit,🥈 SILVER,Iessel Cider,Iessel Appelport,Netherlands,2736,Netherlands,https://www.iesselcider.nl/,https://www.facebook.com/iesselcider/,https://www.instagram.com/iessel_cider/,https://maps.google.com/?cid=10819175046461159669,,https://untappd.com/IESSEL_Cider,52.279517,6.2169669
152,Other Ciders,🏆 PREMIUM,Tālava,Non Alcoholic,Latvia,2142,Latvia,https://www.talava.lv/,https://www.facebook.com/talavassidrs,https://www.instagram.com/talavas_sidrs/,https://maps.google.com/?cid=16414834196985036378,,https://untappd.com/TalavasSidrs,57.162926,26.7596704
153,Other Ciders,🥈 SILVER,Jörg Geiger,Cider Rosé alcoholfree,Germany,1322,Germany,https://www.manufaktur-joerg-geiger.de/,https://www.facebook.com/manufakturjoerggeiger/,https://www.instagram.com/manufakturjoerggeiger/,https://maps.google.com/?cid=908271853334307402,,https://untappd.com/w/manufaktur-jorg-geiger/270857,48.6524936,9.7049199
154,Cider Vermouth,🏆 PREMIUM,Paca y Tola,Sidrut,Asturies,2754,Asturias,https://lanaveta.com/,https://www.facebook.com/profile.php?id=100063497946147,,https://maps.google.com/?cid=18265458060195810621,,https://untappd.com/w/la-naveta/288596,43.358071,-5.506408
155,Cider Vermouth,🥈 SILVER,Kuartango,Vermú Kuartango,Heuskal Herria,2747,Basque Country,https://kuartangosagardotegia.com/,https://www.facebook.com/SidreKuartango/,https://www.instagram.com/sidrekuartango/,https://maps.google.com/?cid=6181081338579081204,https://www.tripadvisor.com/Restaurant_Review-g25546823-d25546810,https://untappd.com/w/sidreria-kuartango/438568,42.8705185,-2.8873347
156,Cider Vermouth,🥈 SILVER,Panizales,Viesk,Asturies,1519,Asturias,,https://www.facebook.com/panizales.sidra,https://www.instagram.com/sidrapanizales/,https://maps.google.com/?cid=16258480851124885832,https://www.tripadvisor.com/Restaurant_Review-g775263-d7621234,https://untappd.com/w/llagar-panizales/152401,43.2393192,-5.7888756
157,Cider Vermouth,🥉 BRONZE,Carral,Vermú,León,3085,León,https://www.sidracarral.com/,https://www.facebook.com/sidranaturalcarral/,https://www.instagram.com/sidracarral/,https://maps.google.com/?cid=2695880588601500201,,https://untappd.com/w/sidra-natural-carral/296674,42.691712,-5.4254985
