WID,Medalist,Region,Country,🥇 Gold,🥈 Silver,🥉 Bronze,🏅 Total,First,Last,Years,Status,Website,Facebook,Instagram,Google,Yelp,TripAdvisor,Untappd,Latitude,Longitude,Transparency
199,Citizen Cider,Vermont,United States,1,0,1,2,2016,2017,2,Active,https://www.citizencider.com/,https://www.facebook.com/citizencider,https://www.instagram.com/citizencider/,,https://www.yelp.com/biz/citizen-cider-burlington,https://www.tripadvisor.com/Restaurant_Review-g57201-d6924616,https://untappd.com/w/citizen-cider/24209,44.470722,-73.214282,0
209,Colorado Cider Company,Colorado,United States,1,0,1,2,2016,2016,1,Active,http://www.coloradocider.com/,https://www.facebook.com/coloradocider,https://www.instagram.com/coloradocidercompany/,,https://www.yelp.com/biz/colorado-cider-denver,https://www.tripadvisor.com/Attraction_Review-g33388-d8505809,https://untappd.com/w/colorado-cider-company/11426,39.71898,-105.01961,0
2236,Sycamore Brewing,North Carolina,United States,1,0,1,2,2019,2019,1,Active,https://www.sycamorebrew.com/,https://www.facebook.com/SycamoreBrewing/,https://www.instagram.com/sycamorebrewing/,,https://www.yelp.com/biz/sycamore-brewing-charlotte-2,https://www.tripadvisor.com/Attraction_Review-g49022-d7234229,https://untappd.com/SycamoreBrewing,35.2089475,-80.8620811,0
949,Armageddon Brewing,New Jersey,United States,0,2,0,2,2024,2024,1,Active,https://www.armageddon-brewing.com/,https://www.facebook.com/armageddonbrewing,https://www.instagram.com/armageddonbrewing/,,https://www.yelp.com/biz/armageddon-brewing-somerdale,,https://untappd.com/ArmageddonBrewing,39.8527204,-75.0225375,0
789,Garage D'or Ciders,Ontario,Canada,0,2,0,2,2016,2017,2,Inactive,,,,,,,,43.045335,-79.285449,1
303,Gowan's Heirloom Ciders,California,United States,0,2,0,2,2020,2020,1,Active,http://www.gowansheirloomcider.com/,https://www.facebook.com/gowanscider/,https://www.instagram.com/gowanscider/,,https://www.yelp.com/biz/gowan-s-cider-philo,https://www.tripadvisor.com/Attraction_Review-g32878-d23631277,https://untappd.com/w/gowans-hard-cider/200818,39.0869042,-123.4751758,0
716,401 Cider Brewery,Ontario,Canada,0,1,1,2,2016,2019,2,Active,https://www.401cidercompany.com/,https://www.facebook.com/401CiderBrewery/,https://www.instagram.com/401ciderbrewery/,,https://www.yelp.com/biz/the-big-apple-colborne,https://www.tripadvisor.com/Attraction_Review-g5414486-d586711,https://untappd.com/w/401-brewery/207707,44.0219637,-77.9059336,0
1642,Adams Cider Company,Tipperary,Ireland,0,1,1,2,2019,2019,1,Active,,https://www.facebook.com/devilsbitcider,https://www.instagram.com/devilsbitcider/,,,,https://untappd.com/AdamsCiderCompany,52.752526,-7.957888,0
128,Big Hill Ciderworks,Pennsylvania,United States,0,1,1,2,2016,2017,2,Active,https://www.bighillcider.com/,https://www.facebook.com/BigHillCider/,https://www.instagram.com/bighillciderworks,,https://www.yelp.com/biz/big-hill-ciderworks-gardners,https://www.tripadvisor.com/Restaurant_Review-g52702-d24083733,https://untappd.com/w/big-hill-ciderworks/126817,40.0277976,-77.2135009,0
464,Orchard Girls,Maine,United States,0,1,1,2,2022,2024,2,Active,http://orchardgirls.com/,https://www.facebook.com/orchardgirlscider/,https://www.instagram.com/orchardgirlscider,,https://www.yelp.com/biz/orchard-girls-cidery-kingfield,,https://untappd.com/w/orchard-girls/420976,44.964862,-70.162268,0
541,Sandia Hard Cider,New Mexico,United States,0,1,1,2,2022,2022,1,Active,,https://www.facebook.com/sandiahardcider/,https://www.instagram.com/sandiahardcider/,,https://www.yelp.com/biz/the-craftroom-albuquerque,,https://untappd.com/w/sandia-hard-cider/286813,35.113025,-106.629521,0
651,Turquoise Barn Cider,California,United States,0,1,1,2,2017,2018,2,Active,http://www.turquoisebarncider.com/,https://www.facebook.com/turquoisebarncider,https://www.instagram.com/turquoisebarncider/,,https://www.yelp.com/biz/turquoise-barn-cider-ramona,,https://untappd.com/w/turquoise-barn-cider/210564,33.052195,-116.874474,0
145,Blue Barn Cidery,New York,United States,0,0,2,2,2023,2024,2,Active,https://www.bluebarncidery.com/,,,,https://www.yelp.com/biz/blue-barn-cidery-hilton,,https://untappd.com/BlueBarnCidery,43.272706,-77.749524,0
215,Contoocook Cider Company,New Hampshire,United States,0,0,2,2,2019,2020,2,Active,https://www.contoocookcider.com/,https://www.facebook.com/contoocookcider,https://www.instagram.com/contoocook_cider,,https://www.yelp.com/biz/contoocook-cider-co-contoocook,https://www.tripadvisor.com/Attraction_Review-g46053-d3546159,https://untappd.com/w/contoocook-cider-company/356350,43.2211079,-71.6894147,0
328,Hidden Cave Cidery,Wisconsin,United States,0,0,2,2,2018,2022,2,Active,https://www.hiddencavecidery.com/,https://www.facebook.com/hiddencavecidery/,https://www.instagram.com/hiddencavecidery,,https://www.yelp.com/biz/hidden-cave-cidery-middleton,,https://untappd.com/w/hidden-cave-cidery/395008,43.1036669,-89.5369882,0
339,Houston Cider Company,Texas,United States,0,0,2,2,2019,2019,1,Active,https://www.houstoncidertx.com/,https://www.facebook.com/houstoncidercompany,https://www.instagram.com/houstoncider/,,https://www.yelp.com/biz/town-in-city-brewing-company-houston,https://www.tripadvisor.com/Attraction_Review-g56003-d9609375,https://untappd.com/w/houston-cider-company/300156,29.803677,-95.386979,0
389,Liquid Alchemy Beverages,Delaware,United States,0,0,2,2,2017,2018,2,Active,https://www.liquidalchemybeverages.com/,https://www.facebook.com/LiquidAlchemyBeverages/,https://www.instagram.com/liquidalchemybeverages,,https://www.yelp.com/biz/liquid-alchemy-beverages-wilmington,https://www.tripadvisor.com/Attraction_Review-g34059-d12048635,https://untappd.com/w/liquid-alchemy-beverages/224415,39.729206,-75.580718,0
3721,Wise Man Brewing,North Carolina,United States,0,0,2,2,2024,2024,1,Active,https://www.wisemanbrewing.com/,https://www.facebook.com/wisemanbrewing/,https://www.instagram.com/wisemanbeer/,,https://www.yelp.com/biz/wise-man-brewing-winston-salem-3,https://www.tripadvisor.com/Attraction_Review-g49680-d12221328,https://untappd.com/WiseManBrewing,36.1049525,-80.2453257,0
1227,Aspall,Suffolk,England,1,0,0,1,2021,2021,1,Active,https://www.aspall.co.uk/,https://www.facebook.com/AspallUK/,https://www.instagram.com/aspalluk/,,,,https://untappd.com/brewery/3468,52.2435749,1.1787641,0
3456,Cellar Door Cider,California,United States,1,0,0,1,2019,2019,1,Inactive,,,,,,,,39.7142274,-121.8218347,1
290,Freewater Cider and Wine Company,Oregon,United States,1,0,0,1,2024,2024,1,Active,http://www.freewatercider.com/,,,,,https://www.tripadvisor.com/Attraction_Review-g51971-d23305550,https://untappd.com/w/freewater-cider-co/419915,45.942433,-118.389708,0
397,Lost Giants Cider Company,Washington,United States,1,0,0,1,2020,2020,1,Active,https://lostgiantscider.com/,https://www.facebook.com/LostGiantsCider,https://www.instagram.com/lostgiantsciderco,,https://www.yelp.com/biz/lost-giants-cider-company-bellingham,,https://untappd.com/w/lost-giants-cider-company/395484,48.752457,-122.459354,0
2219,Quartz Rock Vineyard,New York,United States,1,0,0,1,2024,2024,1,Active,https://quartzrockvineyard.com/,https://www.facebook.com/QuartzRockVineyard,https://www.instagram.com/bedrockcidery/,,https://www.yelp.com/biz/quartz-rock-vineyard-marlboro-2,https://www.tripadvisor.com/Attraction_Review-g48121-d3404475,https://untappd.com/w/quartz-rock/537568,41.617794,-74.012617,0
1119,Thatchers Cider,Somerset,England,1,0,0,1,2015,2015,1,Active,https://www.thatcherscider.co.uk/,https://www.facebook.com/ThatchersCiderCompany,https://www.instagram.com/thatcherscider/,,,https://www.tripadvisor.com/Attraction_Review-g4412909-d11019728,https://untappd.com/brewery/3063,51.3328274,-2.8330779,0
58,Thornapple Brewing Company,Michigan,United States,1,0,0,1,2022,2022,1,Active,https://www.thornapplebrewing.com/,https://www.facebook.com/ThornappleBrewingCompany,https://www.instagram.com/thornapplebrewing/,,https://www.yelp.com/biz/thornapple-brewing-grand-rapids,https://www.tripadvisor.com/Restaurant_Review-g19275776-d12838215,https://untappd.com/w/thornapple-brewing-co/344603,42.912347,-85.512693,0
3454,Ægir Brugghús,Capital Region,Iceland,0,1,0,1,2019,2019,1,Inactive,,,,,,,,64.146325,-21.9326516,1
947,Beach Bee Meadery,New Jersey,United States,0,1,0,1,2023,2023,1,Active,https://www.beachbeemeadery.com/,https://www.facebook.com/beachbeemeadery/,https://www.instagram.com/drinkbeachbee/,,https://www.yelp.com/biz/beach-bee-meadery-long-branch,https://www.tripadvisor.com/Attraction_Review-g46582-d21226866,https://untappd.com/w/beach-bee-meadery/452564,40.3090937,-73.98298,0
1895,Broken Brix,Illinois,United States,0,1,0,1,2020,2020,1,Active,http://homebrewshopltd.com/,https://www.facebook.com/homebrewshopltd,https://www.instagram.com/brokenbrix_cidery/,,,,https://untappd.com/Broken_Brix,41.9130721,-88.3165378,0
165,Brooklyn Cider House,New York,United States,0,1,0,1,2017,2017,1,Active,https://www.brooklynciderhouse.com/,https://www.facebook.com/brooklynciderhouse,https://www.instagram.com/brooklynciderhouse/,,https://www.yelp.com/biz/brooklyn-cider-house-new-paltz,https://www.tripadvisor.com/Attraction_Review-g48245-d8719294,https://untappd.com/w/brooklyn-cider-house/234267,41.757256,-74.04958,0
1829,Convergence Cider Works,Iowa,United States,0,1,0,1,2023,2023,1,Active,https://www.convergencecider.com/,https://www.facebook.com/convergencecider,https://www.instagram.com/convergence_ciderworks/,,https://www.yelp.com/biz/convergence-ciderworks-decorah-2,https://www.tripadvisor.com/Restaurant_Review-g37822-d23574179,https://untappd.com/ConvergenceCiderWorks,43.3021054,-91.7857231,0
1052,Easthampton Cider Project,Massachusetts,United States,0,1,0,1,2022,2022,1,Active,http://easthamptoncider.com/,https://www.facebook.com/easthamptonciderproject/,https://www.instagram.com/easthamptonciderproject/,,,,https://untappd.com/w/easthampton-cider-project/486302,42.1811873,-72.3601327,0
270,Far From The Tree Cider,Massachusetts,United States,0,1,0,1,2019,2019,1,Active,http://www.farfromthetreecider.com/,,https://www.instagram.com/farfromthetreecider/,,https://www.yelp.com/biz/far-from-the-tree-cider-salem,https://www.tripadvisor.com/Attraction_Review-g60954-d8598457,https://untappd.com/w/far-from-the-tree/128798,42.514793,-70.899726,0
3722,James Werner,Wisconsin,United States,0,1,0,1,2024,2024,1,Inactive,,,,,,,,42.9764549,-88.1083897,1
445,Newtopia Cyder,California,United States,0,1,0,1,2024,2024,1,Active,http://www.drinknewtopia.com/,https://www.facebook.com/NewtopiaCyder,https://www.instagram.com/newtopiacyder/,,,,,32.903294,-117.110703,0
594,Stoic Cider,Arizona,United States,0,1,0,1,2018,2018,1,Active,http://stoiccider.com/,https://www.facebook.com/StoicCider/,https://www.instagram.com/stoiccider/,,,,https://untappd.com/w/stoic-cider/381562,34.748157,-112.670676,0
908,Union Hill Cider Co.,Washington,United States,0,1,0,1,2022,2022,1,Active,https://www.unionhillciderco.com/,https://www.facebook.com/UnionHillCiderCo/,https://www.instagram.com/unionhillciderco/,,https://www.yelp.com/biz/union-hill-cider-east-wenatchee,,https://untappd.com/UnionHillCiderCo,47.3880763,-120.2207316,0
692,Winchester Ciderworks,Virginia,United States,0,1,0,1,2021,2021,1,Active,https://winchesterciderworks.com/,https://www.facebook.com/WinchesterCiderworks/,https://www.instagram.com/winchester_ciderworks/,,https://www.yelp.com/biz/winchester-ciderworks-winchester,https://www.tripadvisor.com/Attraction_Review-g58318-d12692853,https://untappd.com/w/winchester-ciderworks/61540,39.1863782,-78.1637775,0
75,1911 Established,New York,United States,0,0,1,1,2018,2018,1,Active,http://1911established.com/,,https://www.instagram.com/1911established/,,https://www.yelp.com/biz/beak-and-skiff-apple-orchards-lafayette,https://www.tripadvisor.com/Attraction_Review-g48013-d4954731,https://untappd.com/w/beak-and-skiff-apple-orchards/123121,42.903744,-76.22158,0
69,5 Penny Hard Cider,Ohio,United States,0,0,1,1,2019,2019,1,Inactive,,,,,,,,40.76436,-82.610672,1
3113,Andover Cider Co.,Massachusetts,United States,0,0,1,1,2023,2023,1,Active,https://andoverciderco.com/,,https://www.instagram.com/andoverciderco/,,,,https://untappd.com/w/andover-cider-co/556487,42.6583356,-71.1367953,0
2121,Back Bay Brew House,Virginia,United States,0,0,1,1,2022,2022,1,Active,https://backbayfarmhouse.com/,https://www.facebook.com/backbayfarmhouse,https://www.instagram.com/backbayfarmhouse/,,https://www.yelp.com/biz/back-bays-farmhouse-brewing-co-virginia-beach-2,,https://untappd.com/BackBayFarmhouseBrewingCo,36.7828111,-76.1908064,0
26,Blackgrass Ciderworks,Michigan,United States,0,0,1,1,2021,2021,1,Active,https://www.blackgrasscider.com/,https://www.facebook.com/blackgrasscider,https://www.instagram.com/BlackgrassCider/,,https://www.yelp.com/biz/griffin-claw-brewing-company-birmingham,https://www.tripadvisor.com/Restaurant_Review-g41996-d4565497,https://untappd.com/BlackgrassCiderworks,42.543611,-83.195536,0
1804,Cider House of Wisconsin,Wisconsin,United States,0,0,1,1,2017,2017,1,Inactive,,,,,,,,42.982849,-89.329972,1
3457,Colfax CiderWorks,California,United States,0,0,1,1,2022,2022,1,Inactive,,,,,,,,39.2066929,-120.83861,1
3458,Cranker's Brewery,Michigan,United States,0,0,1,1,2019,2019,1,Active,https://www.crankersbrewery.com/,https://www.facebook.com/CrankersBeer/,https://www.instagram.com/crankersbrewery/,,https://www.yelp.com/biz/crankers-brewery-big-rapids,https://www.tripadvisor.com/Restaurant_Review-g41993-d878175,https://untappd.com/CrankersBrewery,43.6963462,-85.4836393,0
262,ERIS Brewery & Cider House,Illinois,United States,0,0,1,1,2019,2019,1,Active,https://www.erischicago.com/,https://www.facebook.com/erischicago,https://www.instagram.com/erischicago/,,https://www.yelp.com/biz/eris-brewery-and-cider-house-chicago,https://www.tripadvisor.com/Restaurant_Review-g35805-d13418130,https://untappd.com/w/eris-brewery-cider-house/379702,41.953873,-87.734239,0
287,Foxcraft Hard Cider,California,United States,0,0,1,1,2017,2017,1,Inactive,,,,,,,,38.441272,-122.714998,1
2096,Hawkes / BrewDog USA,Ohio,United States,0,0,1,1,2019,2019,1,Active,https://www.brewdog.com/usa/brewdog-dogtap-columbus,https://www.facebook.com/DogTapColumbus,https://www.instagram.com/ohiodogtap/,,https://www.yelp.com/biz/brewdog-dogtap-columbus-canal-winchester,https://www.tripadvisor.com/Attraction_Review-g50166-d12949852,https://untappd.com/BrewDogUSA,39.8472128,-82.8257715,0
3719,Inside the Five Brewing Co.,Ohio,United States,0,0,1,1,2024,2024,1,Active,https://www.insidethefivebrewing.com/,https://www.facebook.com/insidethefivebrewing,https://www.instagram.com/insidethefivebrewing,,https://www.yelp.com/biz/inside-the-five-fieldhouse-toledo,,https://untappd.com/InsideTheFiveBrewingCompany,41.6503213,-83.6039984,0
989,KingView Mead,Pennsylvania,United States,0,0,1,1,2021,2021,1,Active,https://www.kingviewmead.com/,https://www.facebook.com/kingviewmead/,https://www.instagram.com/KingViewMead/,,https://www.yelp.com/biz/kingview-meadhouse-and-winery-no-title,,https://untappd.com/KingView,40.3933635,-80.0463102,0
405,March First Brewing,Ohio,United States,0,0,1,1,2019,2019,1,Active,https://www.marchfirstbrewing.com/,https://www.facebook.com/marchfirstbrewing,https://www.instagram.com/m1cincy,,https://www.yelp.com/biz/march-first-brewing-cincinnati,https://www.tripadvisor.com/Attraction_Review-g60993-d12382320,https://untappd.com/w/march-first-brewing/327077,39.279219,-84.34893,0
3720,New Realm Brewing Company,Georgia,United States,0,0,1,1,2024,2024,1,Active,https://newrealmbrewing.com/,https://www.facebook.com/newrealmbrewing,https://www.instagram.com/newrealmbrewing/,,https://www.yelp.com/biz/new-realm-brewing-atlanta-3,https://www.tripadvisor.com/Restaurant_Review-g60898-d13370394,https://untappd.com/NewRealmBrewingCompany,33.7689733,-84.3619644,0
3460,Parsons North Brewing Co.,Ohio,United States,0,0,1,1,2022,2022,1,Active,https://www.parsonsnorth.com/,https://www.facebook.com/ParsonsNorthBeer,https://www.instagram.com/parsons_north/,,https://www.yelp.com/biz/parsons-north-brewing-columbus-5,https://www.tripadvisor.com/Attraction_Review-g50226-d20109253,https://untappd.com/Parsons_North_Brewing_Company,39.9498804,-82.9827221,0
3122,Penn Brewery,Pennsylvania,United States,0,0,1,1,2023,2023,1,Active,https://www.pennbrew.com/,https://www.facebook.com/PennBrewery,https://www.instagram.com/PennBrewery,,https://www.yelp.com/biz/penn-brewery-pittsburgh,https://www.tripadvisor.com/Restaurant_Review-g53449-d400956,https://untappd.com/PennBrewery,40.4571715,-79.9915052,0
2181,Ponderosa Cider Co.,California,United States,0,0,1,1,2023,2023,1,Active,https://www.ponderosacider.com/,https://www.facebook.com/Ponderosacider/,https://www.instagram.com/ponderosacider/,,https://www.yelp.com/biz/ponderosa-cider-auburn,,https://untappd.com/PonderosaCiderCo,38.8916572,-121.0684595,0
2247,Punx Cider Worx,Pennsylvania,United States,0,0,1,1,2024,2024,1,Active,,https://www.facebook.com/p/Punx-Cider-Worx-100089111281003/,https://www.instagram.com/punxciderworx/,,,,https://untappd.com/w/punx-cider-worx/536367,40.9358884,-78.9681709,0
3461,Rekorderlig,Kalmar,Sweden,0,0,1,1,2018,2018,1,Active,https://www.rekorderlig.se/,,,,,,https://untappd.com/AbroBryggeri,57.6702576,15.8313602,0
1085,Sonoma Cider,California,United States,0,0,1,1,2014,2014,1,Active,https://www.sonomacider.com/,https://www.facebook.com/SonomaCider,https://www.instagram.com/sonomacider/,,https://www.yelp.com/biz/full-circle-brewing-company-fresno,https://www.tripadvisor.com/Restaurant_Review-g32414-d4441140,https://untappd.com/SonomaCider,36.7270581,-119.7906887,0
835,Spirit Tree Estate Cidery,Ontario,Canada,0,0,1,1,2016,2016,1,Active,https://spirittreecider.com/,https://www.facebook.com/spirittreecider/,https://www.instagram.com/spirittreecider/,,https://www.yelp.com/biz/spirit-tree-estate-cidery-caledon,https://www.tripadvisor.com/Attraction_Review-g671618-d2173333,https://untappd.com/w/spirit-tree-estate-cidery/14271,43.757858,-79.9424878,0
3463,Wicked Barley,Florida,United States,0,0,1,1,2019,2019,1,Active,https://wickedbarley.com/,https://www.facebook.com/wickedbarleybrewing,https://www.instagram.com/wickedbarleybrewing,,https://www.yelp.com/biz/wicked-barley-brewing-jacksonville-2,https://www.tripadvisor.com/Restaurant_Review-g60805-d10770557,https://untappd.com/WickedBarley,30.2183694,-81.6112862,0
685,Wild State Cider,Minnesota,United States,0,0,1,1,2019,2019,1,Active,https://www.wildstatecider.com/,https://www.facebook.com/wildstatecider,https://www.instagram.com/wildstatecider,,https://www.yelp.com/biz/wild-state-cider-duluth,https://www.tripadvisor.com/Attraction_Review-g43018-d15344648,https://untappd.com/WildStateCider,46.762891,-92.130134,0
2044,Williamson Mead and Brewing,North Carolina,United States,0,0,1,1,2024,2024,1,Active,https://williamsonbrewing.com/,https://www.facebook.com/WilliamsonBrewing/,https://www.instagram.com/williamsonmeadandbrewing/,,https://www.yelp.com/biz/williamson-mead-and-brewing-glade-valley,,,36.4756637,-80.9887261,0
3464,Xaiko Beverages,California,United States,0,0,1,1,2020,2020,1,Inactive,,,,,,,,37.6581212,-121.8768489,1
