ID,Year,Category,Award,Medalist_Original,Entry,Region,Country,Region_Original,WID,Status,Medalist,Website,Facebook,Instagram,Google,Yelp,TripAdvisor,Untappd,Latitude,Longitude,Transparency
117,2017,Apple Pie Spiced,🥉 Bronze,Jack's Hard Cider,Fireside,Pennsylvania,United States,Pennsylvania,353,Active,Atomic Dog Hard Cider,https://atomicdoghardcider.com/,https://www.facebook.com/atomicdoghardcider,,https://maps.google.com/?cid=7169999648774734369,https://www.yelp.com/biz/the-core-kitchen-at-atomic-dog-cidery-gettysburg,,https://untappd.com/w/atomic-dog-cidery/547121,39.7911774,-77.2006855,0
118,2017,Spiced,🥇 Gold,Ciderboys Cider Co.,Mad Bark,Wisconsin,United States,Wisconsin,196,Active,Ciderboys,http://www.ciderboys.com/,https://www.facebook.com/Ciderboys,https://www.instagram.com/Ciderboys/,https://maps.google.com/?cid=1756122992587390562,https://www.yelp.com/biz/stevens-point-brewery-stevens-point,https://www.tripadvisor.com/Attraction_Review-g60304-d2265035,https://untappd.com/w/ciderboys-hard-cider/44552,44.510454,-89.573583,0
119,2017,Spiced,🥈 Silver,d's Wicked Cider,Cider Hammer,Washington,United States,Washington,229,Active,d's Wicked Cider,http://dswickedcider.com/,https://www.facebook.com/dswickedcider/,https://www.instagram.com/dswickedciderco/,https://maps.google.com/?cid=2860292587896986843,https://www.yelp.com/biz/sun-river-vintners-kennewick,https://www.tripadvisor.com/Attraction_Review-g58536-d13007264,https://untappd.com/w/ds-wicked-cider/158215,46.20084,-119.246466,0
120,2017,Spiced,🥉 Bronze,Seattle Cider Company,Three Pepper,Washington,United States,Washington,553,Active,Seattle Cider Company,http://www.seattlecidercompany.com/,https://www.facebook.com/SeattleCiderCo,https://www.instagram.com/seattleciderco/,https://maps.google.com/?cid=10339393864619567754,https://www.yelp.com/biz/seattle-cider-company-seattle,,https://untappd.com/w/seattle-cider-company/75923,47.560327,-122.337605,0
121,2017,Spiced,🥉 Bronze,Liquid Alchemy Beverages,Deeply-Rooted,Delaware,United States,Delaware,389,Active,Liquid Alchemy Beverages,https://www.liquidalchemybeverages.com/,https://www.facebook.com/LiquidAlchemyBeverages/,https://www.instagram.com/liquidalchemybeverages,https://maps.google.com/?cid=17392171192902258223,https://www.yelp.com/biz/liquid-alchemy-beverages-wilmington,https://www.tripadvisor.com/Attraction_Review-g34059-d12048635,https://untappd.com/w/liquid-alchemy-beverages/224415,39.729206,-75.580718,0
122,2017,Wood-Aged,🥇 Gold,Virtue Cider,Percheron,Michigan,United States,Michigan,63,Active,Virtue Cider,http://www.virtuecider.com/,https://www.facebook.com/virtuecider,https://www.instagram.com/virtuecider/,https://maps.google.com/?cid=8731167836057791034,https://www.yelp.com/biz/virtue-farm-fennville,https://www.tripadvisor.com/Attraction_Review-g42198-d7159911,https://untappd.com/w/virtue-cider/24608,42.57688,-86.15187,0
123,2017,Wood-Aged,🥈 Silver,White Winter Winery,Oak Island Oaked Hard Cider,Wisconsin,United States,Wisconsin,681,Active,White Winter Winery,https://whitewinter.com/,https://www.facebook.com/WhiteWinterWinery/,,https://maps.google.com/?cid=13642608818447326025,https://www.yelp.com/biz/white-winter-winery-iron-river,https://www.tripadvisor.com/Attraction_Review-g59986-d2457860,https://untappd.com/w/white-winter-winery/1359,46.565581,-91.418129,0
124,2017,Wood-Aged,🥉 Bronze,Foxcraft Hard Cider,Foxcraft Cranberry,California,United States,California,287,Inactive,Foxcraft Hard Cider,,,,,,,,38.441272,-122.714998,1
125,2017,Specialty,🥇 Gold,Cidrerie Beaupre',Verglas,Quebec,Canada,Canada,3177,Active,Groupe Geloso,https://groupegeloso.com/,https://www.facebook.com/groupegeloso/,,https://maps.google.com/?cid=14532853692172548925,,,https://untappd.com/w/cidre-beaupre-groupe-geloso/21487,45.6109278,-73.6737069,0
126,2017,Specialty,🥈 Silver,Virtue Cider,Michigan Honey,Michigan,United States,Michigan,63,Active,Virtue Cider,http://www.virtuecider.com/,https://www.facebook.com/virtuecider,https://www.instagram.com/virtuecider/,https://maps.google.com/?cid=8731167836057791034,https://www.yelp.com/biz/virtue-farm-fennville,https://www.tripadvisor.com/Attraction_Review-g42198-d7159911,https://untappd.com/w/virtue-cider/24608,42.57688,-86.15187,0
127,2017,Specialty,🥉 Bronze,California Cider Company,Ace spACE Bloody Orange,California,United States,California,179,Active,ACE Cider,http://www.acecider.com/,https://www.facebook.com/AceCider,https://www.instagram.com/acecider/,,https://www.yelp.com/biz/ace-premium-hard-ciders-sebastopol,https://www.tripadvisor.com/Attraction_Review-g33069-d3626497,https://untappd.com/w/ace-cider-the-california-cider-company/331,38.423506,-122.849754,0
128,2017,Specialty,🥉 Bronze,Green Bench Mead & Cider,Rooftop Cider,Florida,United States,Florida,306,Active,Green Bench Brewing Co.,https://www.greenbenchbrewing.com/,https://www.facebook.com/GreenBenchBrewing/,https://www.instagram.com/greenbenchmeadcider/,https://maps.google.com/?cid=4473987284585319628,https://www.yelp.com/biz/green-bench-brewing-company-st-petersburg,https://www.tripadvisor.com/Attraction_Review-g34607-d8505685,https://untappd.com/w/green-bench-mead-cider/184191,27.771864,-82.650644,0
129,2017,Unlimited,🥇 Gold,Vermont Cider,Woodchuck Granny Smith,Vermont,United States,Vermont,664,Active,Vermont Cider Company,http://www.woodchuck.com/,https://www.facebook.com/WoodchuckCider,https://www.instagram.com/woodchuckcider/,https://maps.google.com/?cid=9402882086420367798,https://www.yelp.com/biz/woodchuck-hard-cidery-middlebury,https://www.tripadvisor.com/Attraction_Review-g57245-d7022345,https://untappd.com/w/woodchuck-cidery/611,44.034072,-73.172778,0
130,2017,Unlimited,🥈 Silver,Samuel Smiths,Samuel Smiths Organic Perry,North Yorkshire,England,England,3342,Active,Samuel Smith's Brewery,https://samuelsmithsbrewery.co.uk/,https://www.facebook.com/samuelsmithsbrewery/,https://www.instagram.com/samuelsmithsbrewery/,https://maps.google.com/?cid=15178745194059809638,,,https://untappd.com/SamuelSmiths,53.883796,-1.261378,0
131,2017,Unlimited,🥉 Bronze,Bold Rock Cider,Virgina Apple,North Carolina,United States,Virginia,152,Active,Bold Rock Hard Cider,https://boldrock.com/,https://www.facebook.com/BoldRockHardCider/,https://www.instagram.com/boldrockhardcider/,https://maps.google.com/?cid=10604087929796439877,https://www.yelp.com/biz/bold-rock-hard-cider-mills-river-mills-river,https://www.tripadvisor.com/Attraction_Review-g1552723-d8862147,https://untappd.com/v/bold-rock-mills-river-cidery/3954545,35.376397,-82.559219,0
132,2017,Anything Goes,🥇 Gold,Ferme de Romilly,Ferme de Romilly Demi-sec,Normandy,France,France,2053,Active,Vergers de Romilly,https://vergersderomilly.com/,https://www.facebook.com/romillycidre/,https://www.instagram.com/romillycidre/,https://maps.google.com/?cid=17784069933896314553,,https://www.tripadvisor.com/Attraction_Review-g1009737-d2196474,https://untappd.com/RomillyFrenchCidre,49.3382641,-1.0293343,0
133,2017,Anything Goes,🥈 Silver,Brooklyn Cider House,Half Sour,New York,United States,New York,165,Active,Brooklyn Cider House,https://www.brooklynciderhouse.com/,https://www.facebook.com/brooklynciderhouse,https://www.instagram.com/brooklynciderhouse/,https://maps.google.com/?cid=3244654366527486527,https://www.yelp.com/biz/brooklyn-cider-house-new-paltz,https://www.tripadvisor.com/Attraction_Review-g48245-d8719294,https://untappd.com/w/brooklyn-cider-house/234267,41.757256,-74.04958,0
134,2017,Anything Goes,🥉 Bronze,Clafeld Fruit Winery and Ciderhouse,Elderflower,Ontario,Canada,Ontario,757,Active,Clafeld Cider House,https://www.waupooswinery.com/,https://www.facebook.com/clafeldcider/,https://www.instagram.com/clafeldcider/,https://maps.google.com/?cid=14335401017140852929,https://www.yelp.com/biz/clafeld-market-prince-edward,https://www.tripadvisor.com/Attraction_Review-g3454068-d14194483,https://untappd.com/w/clafeld-fruit-winery-market/207242,44.014915,-76.972342,0
135,2017,Single Varietal,🥇 Gold,Urban Tree Hard Cider,Vintage Gala,Georgia,United States,Georgia,661,Active,Urban Tree Hard Cider,https://urbantreecidery.com/,https://www.facebook.com/UrbanTreeCider/,https://www.instagram.com/urbantreecider/,,,,https://untappd.com/w/urban-tree-cidery/260157,33.794905,-84.414797,0
136,2017,Single Varietal,🥈 Silver,Big Hill Ciderworks,Dolgo Crabapple,Pennsylvania,United States,Pennsylvania,128,Active,Big Hill Ciderworks,https://www.bighillcider.com/,https://www.facebook.com/BigHillCider/,https://www.instagram.com/bighillciderworks,https://maps.google.com/?cid=11839293456795799865,https://www.yelp.com/biz/big-hill-ciderworks-gardners,https://www.tripadvisor.com/Restaurant_Review-g52702-d24083733,https://untappd.com/w/big-hill-ciderworks/126817,40.0277976,-77.2135009,0
137,2017,Single Varietal,🥉 Bronze,Angry Orchard,Newtown Pippin Vintage 2016,New York,United States,New York,87,Active,Angry Orchard,https://www.angryorchard.com/,https://www.facebook.com/AngryOrchard/,https://www.instagram.com/angryorchard/,https://maps.google.com/?cid=17467507983407382578,https://www.yelp.com/biz/angry-orchard-walden-2,https://www.tripadvisor.com/Attraction_Review-g48788-d10266026,https://untappd.com/w/angry-orchard-cider-company/16455,41.587128,-74.221692,0
138,2017,Ice Cider,🥇 Gold,West Avenue Cider,North by West,Ontario,Canada,Ontario,864,Active,West Avenue Cider,https://www.westavenue.ca/,https://www.facebook.com/WestAvenueCider,https://www.instagram.com/westavenuecider/,https://maps.google.com/?cid=2732627738094534556,https://www.yelp.com/biz/west-avenue-cider-house-freelton,https://www.tripadvisor.com/Attraction_Review-g154990-d15192590,https://untappd.com/w/west-avenue-cider/72499,43.3699543,-79.9815735,0
139,2017,Ice Cider,🥈 Silver,White Winter Winery,Eiszider,Wisconsin,United States,Wisconsin,681,Active,White Winter Winery,https://whitewinter.com/,https://www.facebook.com/WhiteWinterWinery/,,https://maps.google.com/?cid=13642608818447326025,https://www.yelp.com/biz/white-winter-winery-iron-river,https://www.tripadvisor.com/Attraction_Review-g59986-d2457860,https://untappd.com/w/white-winter-winery/1359,46.565581,-91.418129,0
140,2018,Modern Cider – Sweet,🥇 Gold,Arsenal Cider House,Event Blend,Pennsylvania,United States,,97,Active,Arsenal Cider House,https://www.arsenalciderhouse.com/lawrenceville/,https://www.facebook.com/ArsenalCider,https://www.instagram.com/arsenalcider/,https://maps.google.com/?cid=3302243150360255083,https://www.yelp.com/biz/arsenal-cider-house-and-wine-cellar-pittsburgh,https://www.tripadvisor.com/Attraction_Review-g53449-d4558019,https://untappd.com/w/arsenal-cider-house/12282,40.465108,-79.96092,0
141,2018,Modern Cider – Sweet,🥈 Silver,California Cider Company,Ace Apple Craft Cider,California,United States,,179,Active,ACE Cider,http://www.acecider.com/,https://www.facebook.com/AceCider,https://www.instagram.com/acecider/,,https://www.yelp.com/biz/ace-premium-hard-ciders-sebastopol,https://www.tripadvisor.com/Attraction_Review-g33069-d3626497,https://untappd.com/w/ace-cider-the-california-cider-company/331,38.423506,-122.849754,0
142,2018,Modern Cider – Sweet,🥉 Bronze,Heritage Estate Winery and Cidery,Eden's Apple,Ontario,Canada,,790,Active,Heritage Estate Winery & Cidery,https://heritageestate.ca/,https://www.facebook.com/estateheritage/,https://www.instagram.com/estateheritage/,https://maps.google.com/?cid=9239224592277777662,,https://www.tripadvisor.com/Attraction_Review-g154980-d11864452,https://untappd.com/w/heritage-estate-winery-cidery/281135,44.421019,-79.643167,0
143,2018,Modern Cider – Sweet,🥉 Bronze,Rekorderling Hard Cider,Hard Apple Cider,Kalmar,Sweden,,3461,Active,Rekorderlig,https://www.rekorderlig.se/,,,https://maps.google.com/?cid=288919773440364044,,,https://untappd.com/AbroBryggeri,57.6702576,15.8313602,0
144,2018,Modern Cider – Dry,🥇 Gold,Heritage Estate Winery and Cidery,Dragon's Gold,Ontario,Canada,,790,Active,Heritage Estate Winery & Cidery,https://heritageestate.ca/,https://www.facebook.com/estateheritage/,https://www.instagram.com/estateheritage/,https://maps.google.com/?cid=9239224592277777662,,https://www.tripadvisor.com/Attraction_Review-g154980-d11864452,https://untappd.com/w/heritage-estate-winery-cidery/281135,44.421019,-79.643167,0
145,2018,Modern Cider – Dry,🥈 Silver,Jeffrey Carlson,U Jays Modern Cider,Michigan,United States,,2575,Inactive,Jeff Carlson,,,,,,,,42.97887,-85.71474,1
146,2018,Modern Cider – Dry,🥉 Bronze,Virtue Cider,Michigan Brut,Michigan,United States,,63,Active,Virtue Cider,http://www.virtuecider.com/,https://www.facebook.com/virtuecider,https://www.instagram.com/virtuecider/,https://maps.google.com/?cid=8731167836057791034,https://www.yelp.com/biz/virtue-farm-fennville,https://www.tripadvisor.com/Attraction_Review-g42198-d7159911,https://untappd.com/w/virtue-cider/24608,42.57688,-86.15187,0
147,2018,Heritage Cider – Sweet,🥈 Silver,Maeloc Cider,Maeloc Sparkling Organic Cider,Galicia,Spain,,2510,Active,Maeloc,https://maelocway.com/,https://www.facebook.com/maelocway/,https://www.instagram.com/maelocway/,https://maps.google.com/?cid=11814015461660737074,,,https://untappd.com/w/maeloc-cider/140146,42.5868096,-7.7764782,0
148,2018,Heritage Cider – Sweet,🥉 Bronze,Angry Orchard,Albany Post,New York,United States,,87,Active,Angry Orchard,https://www.angryorchard.com/,https://www.facebook.com/AngryOrchard/,https://www.instagram.com/angryorchard/,https://maps.google.com/?cid=17467507983407382578,https://www.yelp.com/biz/angry-orchard-walden-2,https://www.tripadvisor.com/Attraction_Review-g48788-d10266026,https://untappd.com/w/angry-orchard-cider-company/16455,41.587128,-74.221692,0
149,2018,Heritage Cider – Dry,🥇 Gold,Vermont Cider Company,Magners Original Irish Cider,Vermont,United States,,664,Active,Vermont Cider Company,http://www.woodchuck.com/,https://www.facebook.com/WoodchuckCider,https://www.instagram.com/woodchuckcider/,https://maps.google.com/?cid=9402882086420367798,https://www.yelp.com/biz/woodchuck-hard-cidery-middlebury,https://www.tripadvisor.com/Attraction_Review-g57245-d7022345,https://untappd.com/w/woodchuck-cidery/611,44.034072,-73.172778,0
150,2018,Heritage Cider – Dry,🥈 Silver,Heritage Estate Winery and Cidery,Heirloom Cider,Ontario,Canada,,790,Active,Heritage Estate Winery & Cidery,https://heritageestate.ca/,https://www.facebook.com/estateheritage/,https://www.instagram.com/estateheritage/,https://maps.google.com/?cid=9239224592277777662,,https://www.tripadvisor.com/Attraction_Review-g154980-d11864452,https://untappd.com/w/heritage-estate-winery-cidery/281135,44.421019,-79.643167,0
151,2018,Heritage Cider – Dry,🥉 Bronze,Maeloc Cider,Maeloc Dry Cider,Galicia,Spain,,2510,Active,Maeloc,https://maelocway.com/,https://www.facebook.com/maelocway/,https://www.instagram.com/maelocway/,https://maps.google.com/?cid=11814015461660737074,,,https://untappd.com/w/maeloc-cider/140146,42.5868096,-7.7764782,0
152,2018,Traditional Cider – Sweet (French),🥇 Gold,2 Towns Ciderhouse,2017 Cider Bouch,Oregon,United States,,67,Active,2 Towns Ciderhouse,http://www.2townsciderhouse.com/,https://www.facebook.com/2townsciderhouse,https://www.instagram.com/2townscider/,https://maps.google.com/?cid=10429935694700508047,https://www.yelp.com/biz/2-towns-ciderhouse-corvallis,https://www.tripadvisor.com/Attraction_Review-g51817-d3417221,https://untappd.com/w/2-towns-ciderhouse/12975,44.563505,-123.226185,0
153,2018,Traditional Cider – Sweet (French),🥈 Silver,Ferme de Romilly,Ferme de Romilly Doux (Sweet) Cidre de Normandie,Normandy,France,,2053,Active,Vergers de Romilly,https://vergersderomilly.com/,https://www.facebook.com/romillycidre/,https://www.instagram.com/romillycidre/,https://maps.google.com/?cid=17784069933896314553,,https://www.tripadvisor.com/Attraction_Review-g1009737-d2196474,https://untappd.com/RomillyFrenchCidre,49.3382641,-1.0293343,0
154,2018,Traditional Cider – Sweet (French),🥉 Bronze,Angry Orchard Cider,Crisp Apple,New York,United States,,87,Active,Angry Orchard,https://www.angryorchard.com/,https://www.facebook.com/AngryOrchard/,https://www.instagram.com/angryorchard/,https://maps.google.com/?cid=17467507983407382578,https://www.yelp.com/biz/angry-orchard-walden-2,https://www.tripadvisor.com/Attraction_Review-g48788-d10266026,https://untappd.com/w/angry-orchard-cider-company/16455,41.587128,-74.221692,0
155,2018,Traditional Cider – Dry (English),🥇 Gold,The Good Cider of San Sebastian,Dry Apple,Navarre,Spain,,2571,Active,Eva Group,https://www.evasa.com/,,,https://maps.google.com/?cid=546948451257487120,,,https://untappd.com/EvaGroup,43.0042839,-1.91068,0
156,2018,Traditional Cider – Dry (English),🥇 Gold,Vermont Cider Company,Woodchuck 802 Collection: Lil' Dry,Vermont,United States,,664,Active,Vermont Cider Company,http://www.woodchuck.com/,https://www.facebook.com/WoodchuckCider,https://www.instagram.com/woodchuckcider/,https://maps.google.com/?cid=9402882086420367798,https://www.yelp.com/biz/woodchuck-hard-cidery-middlebury,https://www.tripadvisor.com/Attraction_Review-g57245-d7022345,https://untappd.com/w/woodchuck-cidery/611,44.034072,-73.172778,0
157,2018,Traditional Cider – Dry (English),🥈 Silver,Angry Orchard Cider Co.,Angry Orchard Foranna,New York,United States,,87,Active,Angry Orchard,https://www.angryorchard.com/,https://www.facebook.com/AngryOrchard/,https://www.instagram.com/angryorchard/,https://maps.google.com/?cid=17467507983407382578,https://www.yelp.com/biz/angry-orchard-walden-2,https://www.tripadvisor.com/Attraction_Review-g48788-d10266026,https://untappd.com/w/angry-orchard-cider-company/16455,41.587128,-74.221692,0
158,2018,Traditional Cider – Dry (English),🥉 Bronze,Niagara College Teaching Cidery,Harvest Scrumpy Russet Cider,Ontario,Canada,,812,Active,Niagara College Teaching Winery,https://www.ncteachingwinery.ca/,https://www.facebook.com/nctwinery/,https://www.instagram.com/nctwinery/,https://maps.google.com/?cid=2529664632400053188,https://www.yelp.com/biz/niagara-college-teaching-winery-niagara-on-the-lake,https://www.tripadvisor.com/Attraction_Review-g154999-d2414360,https://untappd.com/w/niagara-college-teaching-winery/390649,43.150451,-79.165647,0
159,2018,Perry,🥇 Gold,Vermont Cider Company,Magners Pear Irish Cider,Vermont,United States,,664,Active,Vermont Cider Company,http://www.woodchuck.com/,https://www.facebook.com/WoodchuckCider,https://www.instagram.com/woodchuckcider/,https://maps.google.com/?cid=9402882086420367798,https://www.yelp.com/biz/woodchuck-hard-cidery-middlebury,https://www.tripadvisor.com/Attraction_Review-g57245-d7022345,https://untappd.com/w/woodchuck-cidery/611,44.034072,-73.172778,0
160,2018,Perry,🥈 Silver,Angry Orchard Cider Co.,Angry Orchard Perry,New York,United States,,87,Active,Angry Orchard,https://www.angryorchard.com/,https://www.facebook.com/AngryOrchard/,https://www.instagram.com/angryorchard/,https://maps.google.com/?cid=17467507983407382578,https://www.yelp.com/biz/angry-orchard-walden-2,https://www.tripadvisor.com/Attraction_Review-g48788-d10266026,https://untappd.com/w/angry-orchard-cider-company/16455,41.587128,-74.221692,0
161,2018,Perry,🥉 Bronze,The Good Cider of San Sebastian,Pear,Navarre,Spain,,2571,Active,Eva Group,https://www.evasa.com/,,,https://maps.google.com/?cid=546948451257487120,,,https://untappd.com/EvaGroup,43.0042839,-1.91068,0
162,2018,Fruit,🥇 Gold,AVID Cider Company,Dragon Fruit,Oregon,United States,,103,Active,Avid Cider,https://avidcider.com/,https://www.facebook.com/AVIDCider/,https://www.instagram.com/avidcidercompany/,,https://www.yelp.com/biz/atlas-cider-co-bend-2,https://www.tripadvisor.com/Attraction_Review-g51766-d6870614,https://untappd.com/w/atlas-cider-company/65739,44.0509307,-121.3144074,0
163,2018,Fruit,🥈 Silver,Ciderboys Hard Cider,Peach County,Wisconsin,United States,,196,Active,Ciderboys,http://www.ciderboys.com/,https://www.facebook.com/Ciderboys,https://www.instagram.com/Ciderboys/,https://maps.google.com/?cid=1756122992587390562,https://www.yelp.com/biz/stevens-point-brewery-stevens-point,https://www.tripadvisor.com/Attraction_Review-g60304-d2265035,https://untappd.com/w/ciderboys-hard-cider/44552,44.510454,-89.573583,0
164,2018,Fruit,🥉 Bronze,Common Cider Company,Blood Orange Tangerine,California,United States,,211,Inactive,Common Cider Company,,,,,,,,38.950812,-121.084227,1
165,2018,Pineapple,🥇 Gold,2 Towns Ciderhouse,Pacific Pineapple,Oregon,United States,,67,Active,2 Towns Ciderhouse,http://www.2townsciderhouse.com/,https://www.facebook.com/2townsciderhouse,https://www.instagram.com/2townscider/,https://maps.google.com/?cid=10429935694700508047,https://www.yelp.com/biz/2-towns-ciderhouse-corvallis,https://www.tripadvisor.com/Attraction_Review-g51817-d3417221,https://untappd.com/w/2-towns-ciderhouse/12975,44.563505,-123.226185,0
166,2018,Pineapple,🥈 Silver,Florida Beer Company,Caribe Tropical Hard Cider Pineapple,Florida,United States,,2252,Active,Caribé Tropical Hard Cider,https://caribbreweryusa.com/,https://www.facebook.com/people/Carib-Brewery-USA/100071513900968/,,https://maps.google.com/?cid=5794166466253271261,https://www.yelp.com/biz/carib-brewery-usa-cape-canaveral,,https://untappd.com/floridabeer,28.3989852,-80.6114347,0
167,2018,Pineapple,🥉 Bronze,Ciderboys Hard Cider,Pineapple Hula,Wisconsin,United States,,196,Active,Ciderboys,http://www.ciderboys.com/,https://www.facebook.com/Ciderboys,https://www.instagram.com/Ciderboys/,https://maps.google.com/?cid=1756122992587390562,https://www.yelp.com/biz/stevens-point-brewery-stevens-point,https://www.tripadvisor.com/Attraction_Review-g60304-d2265035,https://untappd.com/w/ciderboys-hard-cider/44552,44.510454,-89.573583,0
168,2018,Cherry,🥇 Gold,Niagara College Teaching Cider,Cherry on Top,Ontario,Canada,,812,Active,Niagara College Teaching Winery,https://www.ncteachingwinery.ca/,https://www.facebook.com/nctwinery/,https://www.instagram.com/nctwinery/,https://maps.google.com/?cid=2529664632400053188,https://www.yelp.com/biz/niagara-college-teaching-winery-niagara-on-the-lake,https://www.tripadvisor.com/Attraction_Review-g154999-d2414360,https://untappd.com/w/niagara-college-teaching-winery/390649,43.150451,-79.165647,0
169,2018,Cherry,🥈 Silver,Virtue Cider,Michigan Cherry,Michigan,United States,,63,Active,Virtue Cider,http://www.virtuecider.com/,https://www.facebook.com/virtuecider,https://www.instagram.com/virtuecider/,https://maps.google.com/?cid=8731167836057791034,https://www.yelp.com/biz/virtue-farm-fennville,https://www.tripadvisor.com/Attraction_Review-g42198-d7159911,https://untappd.com/w/virtue-cider/24608,42.57688,-86.15187,0
170,2018,Cherry,🥉 Bronze,Urban Tree Hard Cider,Wild on Cherry,Georgia,United States,,661,Active,Urban Tree Hard Cider,https://urbantreecidery.com/,https://www.facebook.com/UrbanTreeCider/,https://www.instagram.com/urbantreecider/,,,,https://untappd.com/w/urban-tree-cidery/260157,33.794905,-84.414797,0
171,2018,Fruit and Berry,🥇 Gold,Ragged Hill Cider Company,Rasé,Massachusetts,United States,,497,Active,Ragged Hill Cider,https://www.raggedhillcider.com/,https://www.facebook.com/RaggedHillCider/,https://www.instagram.com/raggedhillcider/,https://maps.google.com/?cid=12743756096350248911,https://www.yelp.com/biz/ragged-hill-orchard-west-brookfield,https://www.tripadvisor.com/Attraction_Review-g41900-d13976564,https://untappd.com/w/ragged-hill-cider-company/339946,42.269444,-72.168979,0
172,2018,Fruit and Berry,🥇 Gold,Ciderboys Hard Cider,Strawberry Magic,Wisconsin,United States,,196,Active,Ciderboys,http://www.ciderboys.com/,https://www.facebook.com/Ciderboys,https://www.instagram.com/Ciderboys/,https://maps.google.com/?cid=1756122992587390562,https://www.yelp.com/biz/stevens-point-brewery-stevens-point,https://www.tripadvisor.com/Attraction_Review-g60304-d2265035,https://untappd.com/w/ciderboys-hard-cider/44552,44.510454,-89.573583,0
173,2018,Fruit and Berry,🥈 Silver,Incline Cider Company,Marionberry Cider,Washington,United States,,345,Active,Incline Cider Company,http://www.inclinecider.com/,https://www.facebook.com/inclinecider/,https://www.instagram.com/inclinecider/,https://maps.google.com/?cid=504944612388443997,https://www.yelp.com/biz/incline-cider-house-tacoma,https://www.tripadvisor.com/Attraction_Review-g58775-d22266571,https://untappd.com/w/incline-cider-company/249584,47.307323,-122.228453,0
174,2018,Fruit and Berry,🥈 Silver,One Tree Hard Cider,Cranberry Hard Cider,Washington,United States,,462,Active,One Tree Hard Cider,http://www.onetreehardcider.com/,https://www.facebook.com/OneTreeHardCider,https://www.instagram.com/onetreecider,https://maps.google.com/?cid=3782079883535213089,https://www.yelp.com/biz/one-tree-hard-cider-spokane-valley,https://www.tripadvisor.com/Restaurant_Review-g58759-d12802835,https://untappd.com/w/one-tree-hard-cider/141397,47.6560711,-117.4278764,0
175,2018,Fruit and Berry,🥉 Bronze,d's Wicked Cider,Troppi Poppi,Washington,United States,,229,Active,d's Wicked Cider,http://dswickedcider.com/,https://www.facebook.com/dswickedcider/,https://www.instagram.com/dswickedciderco/,https://maps.google.com/?cid=2860292587896986843,https://www.yelp.com/biz/sun-river-vintners-kennewick,https://www.tripadvisor.com/Attraction_Review-g58536-d13007264,https://untappd.com/w/ds-wicked-cider/158215,46.20084,-119.246466,0
176,2018,Applewine,🥇 Gold,Heritage Estate Winery and Cidery,Applewine,Ontario,Canada,,790,Active,Heritage Estate Winery & Cidery,https://heritageestate.ca/,https://www.facebook.com/estateheritage/,https://www.instagram.com/estateheritage/,https://maps.google.com/?cid=9239224592277777662,,https://www.tripadvisor.com/Attraction_Review-g154980-d11864452,https://untappd.com/w/heritage-estate-winery-cidery/281135,44.421019,-79.643167,0
177,2018,Applewine,🥈 Silver,Portland Cider Company,The Perfect 10,Oregon,United States,,490,Active,Portland Cider Company,http://portlandcider.com/,https://www.facebook.com/portlandcider,https://www.instagram.com/portlandcider/,https://maps.google.com/?cid=5897814277091816079,https://www.yelp.com/biz/portland-cider-company-clackamas,https://www.tripadvisor.com/Restaurant_Review-g51806-d6996793,https://untappd.com/w/portland-cider-company/56260,45.415288,-122.572714,0
178,2018,Applewine,🥉 Bronze,Liquid Alchemy Ciderworks,First-State-Cider,Delaware,United States,,389,Active,Liquid Alchemy Beverages,https://www.liquidalchemybeverages.com/,https://www.facebook.com/LiquidAlchemyBeverages/,https://www.instagram.com/liquidalchemybeverages,https://maps.google.com/?cid=17392171192902258223,https://www.yelp.com/biz/liquid-alchemy-beverages-wilmington,https://www.tripadvisor.com/Attraction_Review-g34059-d12048635,https://untappd.com/w/liquid-alchemy-beverages/224415,39.729206,-75.580718,0
179,2018,Herbal,🥇 Gold,Ding Dog Brewing,Suzie's Honeysuckle Cider,North Carolina,United States,,2170,Active,Dingo Dog Brewing Company,https://www.dingodogbrewing.com/,https://www.facebook.com/dingodogbrewing,https://www.instagram.com/dingodogbrewing/,https://maps.google.com/?cid=855662940419552138,https://www.yelp.com/biz/dingo-dog-brewing-company-carrboro,,https://untappd.com/DingoDogBrewing,35.9140913,-79.0720655,0
180,2018,Herbal,🥈 Silver,Rhinegeist Cidergeist,Lemongrass Ginger Cider,Ohio,United States,,515,Active,Rhinegeist Brewery,https://rhinegeist.com/,https://www.facebook.com/rhinegeist,https://www.instagram.com/rhinegeist/,https://maps.google.com/?cid=4624817204033581156,https://www.yelp.com/biz/rhinegeist-brewery-cincinnati,https://www.tripadvisor.com/Attraction_Review-g60993-d8618371,https://untappd.com/w/rhinegeist-brewery/69953,39.117266,-84.520101,0
181,2018,Herbal,🥈 Silver,Vermont Cider Company,Cucumber Mint,Vermont,United States,,664,Active,Vermont Cider Company,http://www.woodchuck.com/,https://www.facebook.com/WoodchuckCider,https://www.instagram.com/woodchuckcider/,https://maps.google.com/?cid=9402882086420367798,https://www.yelp.com/biz/woodchuck-hard-cidery-middlebury,https://www.tripadvisor.com/Attraction_Review-g57245-d7022345,https://untappd.com/w/woodchuck-cidery/611,44.034072,-73.172778,0
