ID,Style,Award,Entrant_Original,Entrant,Entry,WID,Website,Facebook,Instagram,Google,TripAdvisor,Untappd,Latitude,Longitude
124,Bottle Fermented,🥈 Silver,the wee Scottish cider company,Seidear,Seidear Pitmedden Walled Garden,2356,https://seidear.com/,https://www.facebook.com/seidear.weescottishciderco/,https://www.instagram.com/seidear/,https://maps.google.com/?cid=227255875071520296,,https://untappd.com/TheWeeScottishCiderCo,57.0932016,-2.2270872
125,Bottle Fermented,🥈 Silver,Tinston,Tinston Wines & Ciders,Best 2021,1942,https://tinstonwinecider.com/,https://www.facebook.com/tinstonwinecider/,https://www.instagram.com/tinstonwinecider/,https://maps.google.com/?cid=11983981920527513059,,https://untappd.com/w/tinston/488266,51.0442035,-0.2590182
126,Bottle Fermented,🥈 Silver,the wee Scottish cider company,Seidear,Seidear Haddo Walled garden,2356,https://seidear.com/,https://www.facebook.com/seidear.weescottishciderco/,https://www.instagram.com/seidear/,https://maps.google.com/?cid=227255875071520296,,https://untappd.com/TheWeeScottishCiderCo,57.0932016,-2.2270872
127,Bottle Fermented,🥈 Silver,Halfpenny Green Cider Company,Halfpenny Green Cider,Le Franc,2443,https://www.halfpennygreencider.co.uk/,https://www.facebook.com/p/The-Halfpenny-Green-Cider-Company-100063680012599/,https://www.instagram.com/halfpennycider/,https://maps.google.com/?cid=6102481507786239286,,https://untappd.com/w/halfpenny-green/413928,52.5119243,-2.2654474
128,Bottle Fermented,🥈 Silver,Draig Development Ltd,Draig Development,Border Sun Orchard Blend 2021,,,,,,,,,
129,Bottle Fermented,🥈 Silver,Crackington Cider Company,Crackington Cider Co.,Tremayna,2377,https://www.crackingtoncider.co.uk/,https://www.facebook.com/crackingtoncider.co.uk/,https://www.instagram.com/crackingtonciderco/,https://maps.google.com/?cid=16710346755802957363,,https://untappd.com/w/crackington-cider-co/444510,50.7398614,-4.6083421
130,Bottle Fermented,🥈 Silver,Bollhayes Cider,Bollhayes Cider,Bollhayes 2019 Traditional Method Cider,2382,https://bollhayescider.co.uk/,https://www.facebook.com/bollhayescider.co.uk/,https://www.instagram.com/bollhayes/,https://maps.google.com/?cid=12800455720536456131,,https://untappd.com/w/bollhayes/97990,50.9194404,-3.1916198
131,Bottle Fermented,🥉 Bronze,John and Naomi Wakelin,John and Naomi Wakelin,Harromint Sparkling 2022,,,,,,,,,
132,Bottle Fermented,🥉 Bronze,Draig Development Ltd,Draig Development,Border Sun Orchard Blend 2020,,,,,,,,,
133,Bottle Fermented,🥉 Bronze,Bollhayes Cider,Bollhayes Cider,Bollhayes 2018 Traditional Method Cider,2382,https://bollhayescider.co.uk/,https://www.facebook.com/bollhayescider.co.uk/,https://www.instagram.com/bollhayes/,https://maps.google.com/?cid=12800455720536456131,,https://untappd.com/w/bollhayes/97990,50.9194404,-3.1916198
134,Bottle Fermented,🥉 Bronze,Smith Hayne Cider,Smith Hayne Orchards,Methode Traditionelle,2379,https://www.smithhayneorchards.com/,,https://www.instagram.com/smithhayneorchards/,,,https://untappd.com/w/smith-hayne-orchards/423976,50.8467991,-3.6107881
135,Keeved Cider,🏆 Best in Class,Rawlins Family Cider,Rawlins Family Cider,Sweet Keeved,2531,https://www.rawlinsfamilycider.co.uk/,,https://www.instagram.com/rawlins_family_cider/,,,https://untappd.com/w/rawlins-family-cider/455388,50.9300166,-2.9585196
136,Keeved Cider,🥇 Gold,West Milton Cider Co,West Milton Cider,Lancombe Rising,1440,https://westmiltoncider.co.uk/,https://www.facebook.com/WestMiltonCiderCo,,https://maps.google.com/?cid=2378994117010753202,,https://untappd.com/w/west-milton-cider-co/132014,50.7649869,-2.7105286
137,Keeved Cider,🥇 Gold,Benjamin Jaffe - Dinnington Cider Press,Benjamin Jaffe - Dinnington Cider Press,Cidre Bouche,,,,,,,,,
138,Keeved Cider,🥈 Silver,Hecks Cider,Hecks Farmhouse Cider,Keeved Browns Apple,1113,https://www.heckscider.com/,https://www.facebook.com/profile.php?id=100064795443706,https://www.instagram.com/hecksfarmhousecider/,https://maps.google.com/?cid=14811456381048588409,https://www.tripadvisor.com/Attraction_Review-g780820-d8126251,https://untappd.com/brewery/6758,51.1209522,-2.7415338
139,Keeved Cider,🥈 Silver,Smith Hayne Cider,Smith Hayne Orchards,Keeve,2379,https://www.smithhayneorchards.com/,,https://www.instagram.com/smithhayneorchards/,,,https://untappd.com/w/smith-hayne-orchards/423976,50.8467991,-3.6107881
140,Keeved Cider,🥈 Silver,Cranborne Chase Cider - Bill Meaden,Cranborne Chase Cider,Dorsecco,1683,https://cranbornechasecider.co.uk/,https://www.facebook.com/cranbornechasecider,https://www.instagram.com/cranborne_chase_cider/,https://maps.google.com/?cid=11691295207635124730,,https://untappd.com/w/cranborne-chase/146534,50.9277495,-2.0397072
141,Keeved Cider,🥈 Silver,Ganley & Naish,Ganley & Naish,Pastures,3233,https://www.ganleyandnaish.co.uk/,https://www.facebook.com/ganleynaishcider/,https://www.instagram.com/ganleynaishcider/,,,https://untappd.com/GanleyNaish,51.4174659,-2.8389317
142,Keeved Cider,🥉 Bronze,Benjamin Jaffe - Dinnington Cider Press,Benjamin Jaffe - Dinnington Cider Press,Cidre Bouche - Kingstone Black,,,,,,,,,
143,Keeved Cider,🥉 Bronze,Dorset Star Cider,Dorset Star Cider,Singularity Bronze,3250,https://www.dorsetstar.co.uk/,https://www.facebook.com/DorsetStar/,https://www.instagram.com/dorset_star/,https://maps.google.com/?cid=951721413982442802,https://www.tripadvisor.com/Attraction_Review-g186263-d25166976,https://untappd.com/w/dorset-star/220602,50.8035763,-2.5758241
144,Keeved Cider,🥉 Bronze,Alistair Smith,Sisson & Smith,KEEVED CIDER,3041,,,,,,https://untappd.com/w/sisson-smith/229581,53.018115,-1.308544
145,Keeved Cider,🥉 Bronze,Rawlins Family Cider,Rawlins Family Cider,Keeved Yarlington,2531,https://www.rawlinsfamilycider.co.uk/,,https://www.instagram.com/rawlins_family_cider/,,,https://untappd.com/w/rawlins-family-cider/455388,50.9300166,-2.9585196
146,Keeved Cider,🥉 Bronze,Rawlins Family Cider,Rawlins Family Cider,Dry keeved,2531,https://www.rawlinsfamilycider.co.uk/,,https://www.instagram.com/rawlins_family_cider/,,,https://untappd.com/w/rawlins-family-cider/455388,50.9300166,-2.9585196
147,Keeved Cider,🥉 Bronze,Southdown Cider,Southdown Cider,Keeved cider,3151,https://www.southdowncider.com/,,,https://maps.google.com/?cid=959682121658362452,,https://untappd.com/w/southdown-cider/364805,51.0761907,-2.4546243
148,Keeved Cider,🥉 Bronze,the wee Scottish cider company,Seidear,Seidear Ellon Castle Garden,2356,https://seidear.com/,https://www.facebook.com/seidear.weescottishciderco/,https://www.instagram.com/seidear/,https://maps.google.com/?cid=227255875071520296,,https://untappd.com/TheWeeScottishCiderCo,57.0932016,-2.2270872
149,Keeved Cider,🥉 Bronze,Halfpenny Green Cider Company,Halfpenny Green Cider,Gold Guinea,2443,https://www.halfpennygreencider.co.uk/,https://www.facebook.com/p/The-Halfpenny-Green-Cider-Company-100063680012599/,https://www.instagram.com/halfpennycider/,https://maps.google.com/?cid=6102481507786239286,,https://untappd.com/w/halfpenny-green/413928,52.5119243,-2.2654474
150,Bottle Fermented,🏆 Best in Class,Skyborry Cider & Perry,Skyborry Cider & Perry,Rural Method 2018,2525,https://skyborrycider.co.uk/,,https://www.instagram.com/skyborrycider/,,,https://untappd.com/w/skyborry/117846,52.3555786,-3.0633831
151,Bottle Fermented,🥇 Gold,Seidr Ci Ddu,Seidr Ci Ddu,Premium whole juice sparkling cider,3143,https://www.ciddu.co.uk/,,,https://maps.google.com/?cid=13600510542486755126,,https://untappd.com/w/seidr-ci-ddu/544489,51.8844105,-5.1526903
152,Bottle Fermented,🥉 Bronze,Abbey Orchards,Abbey Orchards,Traditional Bottle Conditioned Cider,,,,,,,,,
153,Bottle Fermented,🥉 Bronze,Over The Hill Cider,Over The Hill Cider,Ronnie & Reggie,,,,,,,,,
154,Bottle Fermented,🥉 Bronze,John and Naomi Wakelin,John and Naomi Wakelin,Harromint Sparkling 2023,,,,,,,,,
155,Bottle Fermented,🥉 Bronze,Caledonian Cider Co,Caledonian Cider Co,Strange Bru,2353,https://caledoniancider.com/,,,https://maps.google.com/?cid=15633057795289615854,,https://untappd.com/CaledonianCiderCo,57.5663703,-4.4376571
156,Bottle Fermented,🥉 Bronze,Artistraw Cider,Artistraw Cider,Bridstow Nouveau,2075,https://www.artistraw.co.uk/,,https://www.instagram.com/artistrawcider/,https://maps.google.com/?cid=12066394488060764321,,https://untappd.com/w/artistraw-cider/438538,52.0960679,-3.0947504
157,Bottle Fermented,🥉 Bronze,Wyatts,Wyatts,Wyatts Bottle Conditioned Sparkling Cider,,,,,,,,,
158,Bottle Fermented,🥉 Bronze,Venton's Devon Cyder,Ventons Devon Cider,Venton's Naturally Sparkling Cyder,1436,https://ventons.co.uk/,https://www.facebook.com/VentonsDevonCyder,https://www.instagram.com/ventons_devon_cyder/,https://maps.google.com/?cid=13221987803001183957,,https://untappd.com/w/ventons-devon-cyder/224676,50.7917746,-3.3784493
159,Single Variety Cider,🏆 Best in Class,Bere Cider Company,Bere Cider Company,Dabinett,1448,https://www.berecidercompany.com/,https://www.facebook.com/BereCiderCompany/,https://www.instagram.com/berecidercompany,https://maps.google.com/?cid=12375160692646889429,https://www.tripadvisor.com/Attraction_Review-g663809-d8367995,https://untappd.com/BereCiderCompany,51.0774,-2.847342
160,Single Variety Cider,🥇 Gold,Chapel Sider,Chapel Sider,Franko,2354,https://chapelsider.co.uk/,https://www.facebook.com/chapelsider,https://www.instagram.com/chapel_sider/,,,https://untappd.com/w/chapel-sider/484323,53.2358116,-0.4303854
161,Single Variety Cider,🥇 Gold,Branch,Branch Cider,Hangdown,2428,https://www.branchcider.com/,https://www.facebook.com/branchciderco,https://www.instagram.com/branchciderco/,,,https://untappd.com/w/branch-cider/522797,51.46694615,-2.554391254
162,Single Variety Cider,🥇 Gold,Bere Cider Company,Bere Cider Company,Yarlington Mill,1448,https://www.berecidercompany.com/,https://www.facebook.com/BereCiderCompany/,https://www.instagram.com/berecidercompany,https://maps.google.com/?cid=12375160692646889429,https://www.tripadvisor.com/Attraction_Review-g663809-d8367995,https://untappd.com/BereCiderCompany,51.0774,-2.847342
163,Single Variety Cider,🥇 Gold,Rull Orchard,Rull Orchard,Ashmeads Kernel,2485,https://www.rullorchard.co.uk/,https://www.facebook.com/RullOrchard/,https://www.instagram.com/rullorchard/,https://maps.google.com/?cid=11123418549220978092,,https://untappd.com/w/rull-orchard/473398,50.8404193,-3.5272012
164,Single Variety Cider,🥈 Silver,Southdown Cider,Southdown Cider,Single variety cider,3151,https://www.southdowncider.com/,,,https://maps.google.com/?cid=959682121658362452,,https://untappd.com/w/southdown-cider/364805,51.0761907,-2.4546243
165,Single Variety Cider,🥈 Silver,Rawlins Family Cider,Rawlins Family Cider,Somerset Redstreak,2531,https://www.rawlinsfamilycider.co.uk/,,https://www.instagram.com/rawlins_family_cider/,,,https://untappd.com/w/rawlins-family-cider/455388,50.9300166,-2.9585196
166,Single Variety Cider,🥈 Silver,Canterbury Cider,Canterbury Cider,The Duke,,,,,,,,,
167,Single Variety Cider,🥈 Silver,Palmers Upland Cyder,Palmers Upland Cyder,Strawberry Norman,2520,https://www.palmersuplandcyder.co.uk/,https://www.facebook.com/palmersuplandcyder/,https://www.instagram.com/palmers_upland_cyder/,,,https://untappd.com/w/palmers-upland-cyder/66238,51.591654,-3.0551443
168,Single Variety Cider,🥈 Silver,Steve Faulkner,Steve Faulkner,Yarlington Mill,,,,,,,,,
169,Single Variety Cider,🥈 Silver,Bere Cider Company,Bere Cider Company,Kingston Black,1448,https://www.berecidercompany.com/,https://www.facebook.com/BereCiderCompany/,https://www.instagram.com/berecidercompany,https://maps.google.com/?cid=12375160692646889429,https://www.tripadvisor.com/Attraction_Review-g663809-d8367995,https://untappd.com/BereCiderCompany,51.0774,-2.847342
170,Single Variety Cider,🥈 Silver,Branch,Branch Cider,Yarlington,2428,https://www.branchcider.com/,https://www.facebook.com/branchciderco,https://www.instagram.com/branchciderco/,,,https://untappd.com/w/branch-cider/522797,51.46694615,-2.554391254
171,Single Variety Cider,🥈 Silver,Rawlins Family Cider,Rawlins Family Cider,Yarlington mill,2531,https://www.rawlinsfamilycider.co.uk/,,https://www.instagram.com/rawlins_family_cider/,,,https://untappd.com/w/rawlins-family-cider/455388,50.9300166,-2.9585196
172,Single Variety Cider,🥉 Bronze,Canterbury Cider,Canterbury Cider,Bonagold,,,,,,,,,
173,Single Variety Cider,🥉 Bronze,Southdown Cider,Southdown Cider,Single variety cider,3151,https://www.southdowncider.com/,,,https://maps.google.com/?cid=959682121658362452,,https://untappd.com/w/southdown-cider/364805,51.0761907,-2.4546243
174,Single Variety Cider,🥉 Bronze,Harry's Cider Company,Harry's Cider,Dabinett,1449,https://www.harryscidercompany.co.uk/,https://www.facebook.com/harryscider/,https://www.instagram.com/harrys_cider/,https://maps.google.com/?cid=8158521266898778933,https://www.tripadvisor.com/Attraction_Review-g663809-d15201249,https://untappd.com/w/harry-s-cider/74293,51.0308306,-2.767782
175,Single Variety Cider,🥉 Bronze,Hecks Cider,Hecks Farmhouse Cider,Browns apple single variety,1113,https://www.heckscider.com/,https://www.facebook.com/profile.php?id=100064795443706,https://www.instagram.com/hecksfarmhousecider/,https://maps.google.com/?cid=14811456381048588409,https://www.tripadvisor.com/Attraction_Review-g780820-d8126251,https://untappd.com/brewery/6758,51.1209522,-2.7415338
176,Single Variety Cider,🥉 Bronze,Honey's Cider,Honey's Cider,Brown Snout Single Variety Cider,1450,https://www.honeyscider.co.uk/,https://www.facebook.com/honeysciderbath/,https://www.instagram.com/honeyscider/,,,https://untappd.com/w/honey-and-daughters-honey-midford/67111,51.3443217,-2.3452842
177,Single Variety Cider,🥉 Bronze,Monkey House Cider,Monkey House Cider,Browns,3209,https://www.monkeyhousecider.co.uk/,https://www.facebook.com/Monkeyhouseciderberwick/,https://www.instagram.com/monkeyhousecider/,https://maps.google.com/?cid=9384746937899899122,,https://untappd.com/w/monkey-house-cider/497477,55.7867682,-2.017275
178,Single Variety Cider,🥉 Bronze,North Down Orchard,North Down Orchard,Stembridge Cluster,,,,,,,,,
179,Single Variety Cider,🥉 Bronze,Pagetts Traditional Cider,Pagetts Traditional Cider,Dymock red sv,,,,,,,,,
180,Single Variety Cider,🥉 Bronze,Paul Rendell,Paul Rendell,Northleigh cider,,,,,,,,,
181,Single Variety Cider,🥉 Bronze,Smith Hayne Cider,Smith Hayne Orchards,yarlington mill,2379,https://www.smithhayneorchards.com/,,https://www.instagram.com/smithhayneorchards/,,,https://untappd.com/w/smith-hayne-orchards/423976,50.8467991,-3.6107881
182,Single Variety Cider,🥉 Bronze,Jon Steadman,Jon Steadman,Codling Moth (Bramley),,,,,,,,,
183,Single Variety Cider,🥉 Bronze,Woodredding Cider and Perry,Woodredding Farm Cider,Yarlington Mill,1572,https://www.woodreddingcider.co.uk/,https://www.facebook.com/woodreddingcider,,https://maps.google.com/?cid=13540344738396319268,,https://untappd.com/w/woodredding/156024,51.9658888,-2.5259432
184,Single Variety Cider,🥉 Bronze,Strangey's Devon Cyder,Strangey's Devon Cyder,Kingston Black,,,,,,,,,
185,Single Variety Cider,🥉 Bronze,Monkey House Cider,Monkey House Cider,Yarlington Mill,3209,https://www.monkeyhousecider.co.uk/,https://www.facebook.com/Monkeyhouseciderberwick/,https://www.instagram.com/monkeyhousecider/,https://maps.google.com/?cid=9384746937899899122,,https://untappd.com/w/monkey-house-cider/497477,55.7867682,-2.017275
186,Single Variety Cider,🥉 Bronze,Steve Faulkner,Steve Faulkner,Stoke Red,,,,,,,,,
187,Modern Cider,🥈 Silver,Monkey House Cider,Monkey House Cider,Borwell Farm Single Orchard,3209,https://www.monkeyhousecider.co.uk/,https://www.facebook.com/Monkeyhouseciderberwick/,https://www.instagram.com/monkeyhousecider/,https://maps.google.com/?cid=9384746937899899122,,https://untappd.com/w/monkey-house-cider/497477,55.7867682,-2.017275
188,Modern Cider,🥈 Silver,the wee Scottish cider company,Seidear,Walled Garden,2356,https://seidear.com/,https://www.facebook.com/seidear.weescottishciderco/,https://www.instagram.com/seidear/,https://maps.google.com/?cid=227255875071520296,,https://untappd.com/TheWeeScottishCiderCo,57.0932016,-2.2270872
189,Modern Cider,🥉 Bronze,the wee Scottish cider company,Seidear,Seidear Castle Fraser,2356,https://seidear.com/,https://www.facebook.com/seidear.weescottishciderco/,https://www.instagram.com/seidear/,https://maps.google.com/?cid=227255875071520296,,https://untappd.com/TheWeeScottishCiderCo,57.0932016,-2.2270872
190,Modern Cider,🥉 Bronze,The Wharie Experience LTD,The Wharie Experience,Side by Cider,,,,,,,,,
191,Modern Cider,🥉 Bronze,Over The Hill Cider,Over The Hill Cider,Discovery,,,,,,,,,
192,Modern Cider,🥉 Bronze,Mount Vale,Mount Vale,Orchard cider,,,,,,,,,
193,Modern Cider,🥉 Bronze,Abbey Orchards,Abbey Orchards,Traditional Bottle Conditioned Cider,,,,,,,,,
194,Modern Cider,🥉 Bronze,Blackmore Vale Cider,Blackmore Vale Cider,Dessert Cider,3231,https://www.blackmorevalecider.co.uk/,https://www.facebook.com/blackmorevalecider,https://www.instagram.com/blackmorevalecider/,,,https://untappd.com/w/blackmore-vale/44464,50.9960635,-2.4161985
195,Modern Cider,🥉 Bronze,Caledonian Cider Co,Caledonian Cider Co,High and Dry,2353,https://caledoniancider.com/,,,https://maps.google.com/?cid=15633057795289615854,,https://untappd.com/CaledonianCiderCo,57.5663703,-4.4376571
196,Modern Cider,🥉 Bronze,Canterbury Cider,Canterbury Cider,Bonagold,,,,,,,,,
197,Modern Cider,🥉 Bronze,Chapel Sider,Chapel Sider,Forgotten Orchards,2354,https://chapelsider.co.uk/,https://www.facebook.com/chapelsider,https://www.instagram.com/chapel_sider/,,,https://untappd.com/w/chapel-sider/484323,53.2358116,-0.4303854
198,Perry Still,🥈 Silver,Downside Perry,Downside Perry,Special Reserve blended perry 2022,,,,,,,,,
199,Perry Still,🥉 Bronze,Molly & Jasmine's Cider,Molly & Jasmine's Cider,Brida,,,,,,,,,
200,Perry Still,🥉 Bronze,Rull Orchard,Rull Orchard,PERRYOTE,2485,https://www.rullorchard.co.uk/,https://www.facebook.com/RullOrchard/,https://www.instagram.com/rullorchard/,https://maps.google.com/?cid=11123418549220978092,,https://untappd.com/w/rull-orchard/473398,50.8404193,-3.5272012
201,Perry Carbonated,🥈 Silver,Wilding Cider,Wilding Cider,November,1944,https://www.wildingcider.co.uk/,,https://www.instagram.com/wildingcider/,https://maps.google.com/?cid=14126504367716389024,,https://untappd.com/w/wilding-cider/465253,51.3700711,-2.6290771
202,Perry Carbonated,🥈 Silver,Downside Perry,Downside Perry,Champagner Bratbirne SV - Traditional Method,,,,,,,,,
203,Perry Carbonated,🥉 Bronze,Downside Perry,Downside Perry,Speckbirne SV,,,,,,,,,
204,Perry Carbonated,🥉 Bronze,Molly & Jasmine's Cider,Molly & Jasmine's Cider,Arwen,,,,,,,,,
205,Perry Carbonated,🥉 Bronze,Molly & Jasmine's Cider,Molly & Jasmine's Cider,Galadriel,,,,,,,,,
206,Perry Carbonated,🥉 Bronze,Hecks Cider,Hecks Farmhouse Cider,Hecks perry,1113,https://www.heckscider.com/,https://www.facebook.com/profile.php?id=100064795443706,https://www.instagram.com/hecksfarmhousecider/,https://maps.google.com/?cid=14811456381048588409,https://www.tripadvisor.com/Attraction_Review-g780820-d8126251,https://untappd.com/brewery/6758,51.1209522,-2.7415338
207,Perry Carbonated,🥉 Bronze,Halfpenny Green Cider Company,Halfpenny Green Cider,Keeved Perry,2443,https://www.halfpennygreencider.co.uk/,https://www.facebook.com/p/The-Halfpenny-Green-Cider-Company-100063680012599/,https://www.instagram.com/halfpennycider/,https://maps.google.com/?cid=6102481507786239286,,https://untappd.com/w/halfpenny-green/413928,52.5119243,-2.2654474
208,Farmhouse Dry,🏆 Best in Class,Ad Astra Cider,Ad Astra Cider,Ad Astra Dry,2784,https://adastracider.com/,https://www.facebook.com/adastracider,https://www.instagram.com/ad_astra_cider/,https://maps.google.com/?cid=9771495525386244918,,https://untappd.com/AdAstraCiderCo,51.2574922,-2.8528453
209,Farmhouse Dry,🥇 Gold,Bere Cider Company,Bere Cider Company,Polden Delicious,1448,https://www.berecidercompany.com/,https://www.facebook.com/BereCiderCompany/,https://www.instagram.com/berecidercompany,https://maps.google.com/?cid=12375160692646889429,https://www.tripadvisor.com/Attraction_Review-g663809-d8367995,https://untappd.com/BereCiderCompany,51.0774,-2.847342
210,Farmhouse Dry,🥇 Gold,Orchard 101,Orchard 101,Tango,,,,,,,,,
211,Farmhouse Dry,🥇 Gold,Dowding's,Dowding's,Tower Brue dry cider,,,,,,,,,
212,Farmhouse Dry,🥇 Gold,Chris Hecks,Chris Hecks,Cider,,,,,,,,,
213,Farmhouse Dry,🥇 Gold,Moons Cider,Moons Cider,Farmhouse Dry Cider,,,,,,,,,
214,Farmhouse Dry,🥇 Gold,Orchard 101,Orchard 101,Foxtrot,,,,,,,,,
215,Farmhouse Dry,🥇 Gold,Glyders Cider,Glyders Cider,Farmhouse dry,,,,,,,,,
216,Farmhouse Dry,🥈 Silver,Lisa Letchford,Lisa Letchford,Letchford's Cyder,,,,,,,,,
217,Farmhouse Dry,🥈 Silver,Sandford Orchards,Sandford Orchards,Dry Farmhouse,1243,https://www.sandfordorchards.co.uk/,https://www.facebook.com/sandfordorchards,https://www.instagram.com/sandfordorchards/,https://maps.google.com/?cid=2784404680033020235,https://www.tripadvisor.com/Attraction_Review-g635675-d14758900,https://untappd.com/brewery/14080,50.7886749,-3.6453966
218,Farmhouse Dry,🥈 Silver,Alistair Smith,Sisson & Smith,DRY #1,3041,,,,,,https://untappd.com/w/sisson-smith/229581,53.018115,-1.308544
219,Farmhouse Dry,🥈 Silver,Wilcox Cider,Wilcox Cider,Dry cider,1412,,https://www.facebook.com/wilcoxcider,,,,https://untappd.com/w/wilcox-cider/190406,51.3191917,-2.8074406
220,Farmhouse Dry,🥈 Silver,W-G Cider,W-G Cider,W-G Farmhouse Cider,,,,,,,,,
221,Farmhouse Dry,🥈 Silver,Venton's Devon Cyder,Ventons Devon Cider,Skippy's Scrumpy,1436,https://ventons.co.uk/,https://www.facebook.com/VentonsDevonCyder,https://www.instagram.com/ventons_devon_cyder/,https://maps.google.com/?cid=13221987803001183957,,https://untappd.com/w/ventons-devon-cyder/224676,50.7917746,-3.3784493
222,Farmhouse Dry,🥈 Silver,Sweeting's Cider,Sweeting's Cider,Monument Farmhouse Cider,,,,,,,,,
223,Farmhouse Dry,🥈 Silver,Strangey's Devon Cyder,Strangey's Devon Cyder,Leg breaker,,,,,,,,,
224,Farmhouse Dry,🥈 Silver,Stones Cider,Stones Cider,Stones Dry,3208,https://www.stonescider.co.uk/,https://www.facebook.com/stonescider,,,,https://untappd.com/w/stone-s-cider/127537,51.1912319,-2.5590563
225,Farmhouse Dry,🥈 Silver,Seven Trees Cider,Seven Trees Cider,Orchard Press - DRY,,,,,,,,,
226,Farmhouse Dry,🥈 Silver,Paul Rendell,Paul Rendell,Northleigh cider,,,,,,,,,
227,Farmhouse Dry,🥈 Silver,Palmers Upland Cyder,Palmers Upland Cyder,Cwn Annwn,2520,https://www.palmersuplandcyder.co.uk/,https://www.facebook.com/palmersuplandcyder/,https://www.instagram.com/palmers_upland_cyder/,,,https://untappd.com/w/palmers-upland-cyder/66238,51.591654,-3.0551443
228,Farmhouse Dry,🥈 Silver,Orchard 101,Orchard 101,Zulu,,,,,,,,,
229,Farmhouse Dry,🥈 Silver,Monkey House Cider,Monkey House Cider,Spot House Dry,3209,https://www.monkeyhousecider.co.uk/,https://www.facebook.com/Monkeyhouseciderberwick/,https://www.instagram.com/monkeyhousecider/,https://maps.google.com/?cid=9384746937899899122,,https://untappd.com/w/monkey-house-cider/497477,55.7867682,-2.017275
230,Farmhouse Dry,🥈 Silver,Hecks Cider,Hecks Farmhouse Cider,Dry,1113,https://www.heckscider.com/,https://www.facebook.com/profile.php?id=100064795443706,https://www.instagram.com/hecksfarmhousecider/,https://maps.google.com/?cid=14811456381048588409,https://www.tripadvisor.com/Attraction_Review-g780820-d8126251,https://untappd.com/brewery/6758,51.1209522,-2.7415338
231,Farmhouse Dry,🥈 Silver,Alistair Smith,Sisson & Smith,Dry #1,3041,,,,,,https://untappd.com/w/sisson-smith/229581,53.018115,-1.308544
232,Farmhouse Dry,🥈 Silver,Hayloft,Hayloft,Hayloft,,,,,,,,,
233,Farmhouse Dry,🥈 Silver,Benjamin Jaffe - Dinnington Cider Press,Benjamin Jaffe - Dinnington Cider Press,Dragonfly Cider,,,,,,,,,
234,Farmhouse Dry,🥈 Silver,Hayloft,Hayloft,Hayloft,,,,,,,,,
235,Farmhouse Dry,🥈 Silver,Gabe Cook,Gabe Cook,Dymock Delight,,,,,,,,,
236,Farmhouse Dry,🥈 Silver,Dorset Nectar,Dorset Nectar,Farmhouse Dry,1409,https://dorsetnectar.co.uk/,https://www.facebook.com/dorsetnectarcider,https://www.instagram.com/dorsetnectarciderco/,https://maps.google.com/?cid=12382606142379540152,https://www.tripadvisor.com/Attraction_Review-g551706-d7075524,https://untappd.com/w/dorset-nectar/33352,50.7729194,-2.7556888
237,Farmhouse Dry,🥈 Silver,Bere Cider Company,Bere Cider Company,Gold Rush,1448,https://www.berecidercompany.com/,https://www.facebook.com/BereCiderCompany/,https://www.instagram.com/berecidercompany,https://maps.google.com/?cid=12375160692646889429,https://www.tripadvisor.com/Attraction_Review-g663809-d8367995,https://untappd.com/BereCiderCompany,51.0774,-2.847342
238,Farmhouse Dry,🥈 Silver,Blackmore Vale Cider,Blackmore Vale Cider,Traditional Farmhouse Dry Cider,3231,https://www.blackmorevalecider.co.uk/,https://www.facebook.com/blackmorevalecider,https://www.instagram.com/blackmorevalecider/,,,https://untappd.com/w/blackmore-vale/44464,50.9960635,-2.4161985
239,Farmhouse Dry,🥈 Silver,Chris Hecks,Chris Hecks,Cider,,,,,,,,,
240,Farmhouse Dry,🥈 Silver,John and Naomi Wakelin,John and Naomi Wakelin,Harromint Dry Farmhouse,,,,,,,,,
241,Farmhouse Dry,🥉 Bronze,Strangey's Devon Cyder,Strangey's Devon Cyder,Devon Vintage Dry,,,,,,,,,
242,Farmhouse Dry,🥉 Bronze,The Parrett Cider Company,The Parrett Cider Company,Parrett Standard,2512,https://www.parrettcider.co.uk/,https://www.facebook.com/ParrettCider/,https://www.instagram.com/parrettcider/,,,https://untappd.com/w/the-parrett-cider-company/505123,50.9775999,-2.8194549
243,Farmhouse Dry,🥉 Bronze,The Crest Cyder Company,The Crest Cyder Company,Traditional,,,,,,,,,
244,Farmhouse Dry,🥉 Bronze,Rawlins Family Cider,Rawlins Family Cider,Dry,2531,https://www.rawlinsfamilycider.co.uk/,,https://www.instagram.com/rawlins_family_cider/,,,https://untappd.com/w/rawlins-family-cider/455388,50.9300166,-2.9585196
245,Farmhouse Dry,🥉 Bronze,Bollhayes Cider,Bollhayes Cider,Bollhayes Still Dry Cider,2382,https://bollhayescider.co.uk/,https://www.facebook.com/bollhayescider.co.uk/,https://www.instagram.com/bollhayes/,https://maps.google.com/?cid=12800455720536456131,,https://untappd.com/w/bollhayes/97990,50.9194404,-3.1916198
246,Farmhouse Dry,🥉 Bronze,Moons Cider,Moons Cider,Farmhouse Dry Cider,,,,,,,,,
247,Farmhouse Dry,🥉 Bronze,Blackmore Vale Cider,Blackmore Vale Cider,Traditional Farmhouse Dry Cider,3231,https://www.blackmorevalecider.co.uk/,https://www.facebook.com/blackmorevalecider,https://www.instagram.com/blackmorevalecider/,,,https://untappd.com/w/blackmore-vale/44464,50.9960635,-2.4161985
