ID,#,Class,Award,WID,Entrant,Entry,Website,Facebook,Instagram,Google,TripAdvisor,Untappd,Latitude,Longitude
136,OC6,Bottle Fermented (Methode Traditionelle),🥉 Bronze,1449,Harry's Cider Company,Fine Sparkling Cider,https://www.harryscidercompany.co.uk/,https://www.facebook.com/harryscider/,https://www.instagram.com/harrys_cider/,https://maps.google.com/?cid=8158521266898778933,https://www.tripadvisor.com/Attraction_Review-g663809-d15201249,https://untappd.com/w/harry-s-cider/74293,51.0308306,-2.767782
137,OC6,Bottle Fermented (Methode Traditionelle),🥉 Bronze,3098,On Point Cider Company,Sur Pointe,,https://www.facebook.com/OnPointCider/,https://www.instagram.com/onpointcider/,,,https://untappd.com/w/on-point-cider-company/548553,52.0737778,-2.9451381
138,OC6,Bottle Fermented (Methode Traditionelle),🥉 Bronze,1942,Tinston Cider,Tinston Gateway 2021,https://tinstonwinecider.com/,https://www.facebook.com/tinstonwinecider/,https://www.instagram.com/tinstonwinecider/,https://maps.google.com/?cid=11983981920527513059,,https://untappd.com/w/tinston/488266,51.0442035,-0.2590182
139,OC6,Bottle Fermented (Methode Traditionelle),🥉 Bronze,X,Strange Lady Cider,Strange Lady Cider 2022,,,,,,,,
140,OC6,Bottle Fermented (Methode Traditionelle),🥉 Bronze,1942,Tinston Cider,Tinston Anatomy 2021,https://tinstonwinecider.com/,https://www.facebook.com/tinstonwinecider/,https://www.instagram.com/tinstonwinecider/,https://maps.google.com/?cid=11983981920527513059,,https://untappd.com/w/tinston/488266,51.0442035,-0.2590182
141,OC6,Bottle Fermented (Methode Traditionelle),🥉 Bronze,2356,The Wee Scottish Cider Company,Seidear Pitmedden,https://seidear.com/,https://www.facebook.com/seidear.weescottishciderco/,https://www.instagram.com/seidear/,https://maps.google.com/?cid=227255875071520296,,https://untappd.com/TheWeeScottishCiderCo,57.0932016,-2.2270872
142,OC6,Bottle Fermented (Methode Traditionelle),🥉 Bronze,2356,The Wee Scottish Cider Company,Seidear Ellon Castle,https://seidear.com/,https://www.facebook.com/seidear.weescottishciderco/,https://www.instagram.com/seidear/,https://maps.google.com/?cid=227255875071520296,,https://untappd.com/TheWeeScottishCiderCo,57.0932016,-2.2270872
143,OC7,Keeved Cider,🏆 Best in Class,2520,Palmers Upland Cyder,Keeved Special Reserve,https://www.palmersuplandcyder.co.uk/,https://www.facebook.com/palmersuplandcyder/,https://www.instagram.com/palmers_upland_cyder/,,,https://untappd.com/w/palmers-upland-cyder/66238,51.591654,-3.0551443
144,OC7,Keeved Cider,🥇 Gold,3041,Sisson & Smith,Keeved,,,,,,https://untappd.com/w/sisson-smith/229581,53.018115,-1.308544
145,OC7,Keeved Cider,🥈 Silver,1683,Cranborne Chase Cider,Dorsecco,https://cranbornechasecider.co.uk/,https://www.facebook.com/cranbornechasecider,https://www.instagram.com/cranborne_chase_cider/,https://maps.google.com/?cid=11691295207635124730,,https://untappd.com/w/cranborne-chase/146534,50.9277495,-2.0397072
146,OC7,Keeved Cider,🥈 Silver,2531,Rawlins Family Cider,Keeved Kingston Black,https://www.rawlinsfamilycider.co.uk/,,https://www.instagram.com/rawlins_family_cider/,,,https://untappd.com/w/rawlins-family-cider/455388,50.9300166,-2.9585196
147,OC7,Keeved Cider,🥈 Silver,2531,Rawlins Family Cider,Keeved Medium Sweet,https://www.rawlinsfamilycider.co.uk/,,https://www.instagram.com/rawlins_family_cider/,,,https://untappd.com/w/rawlins-family-cider/455388,50.9300166,-2.9585196
148,OC7,Keeved Cider,🥈 Silver,X,Dr Rob Whale,Keeved,,,,,,,,
149,OC7,Keeved Cider,🥈 Silver,X,Dinnington Cider Press,Cidre Bouché Village,,,,,,,,
150,OC7,Keeved Cider,🥈 Silver,1113,Hecks Cider,Keeved Dunkertons Late Sweet,https://www.heckscider.com/,https://www.facebook.com/profile.php?id=100064795443706,https://www.instagram.com/hecksfarmhousecider/,https://maps.google.com/?cid=14811456381048588409,https://www.tripadvisor.com/Attraction_Review-g780820-d8126251,https://untappd.com/brewery/6758,51.1209522,-2.7415338
151,OC7,Keeved Cider,🥉 Bronze,X,Wyldlands,Keeved,,,,,,,,
152,OC7,Keeved Cider,🥉 Bronze,2531,Rawlins Family Cider,Keeved Yarlington,https://www.rawlinsfamilycider.co.uk/,,https://www.instagram.com/rawlins_family_cider/,,,https://untappd.com/w/rawlins-family-cider/455388,50.9300166,-2.9585196
153,OC7,Keeved Cider,🥉 Bronze,2485,Rull Orchard,Orchard Blend 2023,https://www.rullorchard.co.uk/,https://www.facebook.com/RullOrchard/,https://www.instagram.com/rullorchard/,https://maps.google.com/?cid=11123418549220978092,,https://untappd.com/w/rull-orchard/473398,50.8404193,-3.5272012
154,OC7,Keeved Cider,🥉 Bronze,2485,Rull Orchard,Vibrant,https://www.rullorchard.co.uk/,https://www.facebook.com/RullOrchard/,https://www.instagram.com/rullorchard/,https://maps.google.com/?cid=11123418549220978092,,https://untappd.com/w/rull-orchard/473398,50.8404193,-3.5272012
155,OC7,Keeved Cider,🥉 Bronze,1657,Hitchcox Cider,Hitchcox Keeved,https://hitchcoxcider.co.uk/,https://www.facebook.com/HitchcoxCider/,https://www.instagram.com/hitchcox_cider/,https://maps.google.com/?cid=6038804049112704578,,https://untappd.com/w/hitchcox-cider-orchard-cottage-cider-company/130683,51.6810825,-1.0608779
156,OC7,Keeved Cider,🥉 Bronze,X,Dinnington Cider Press,Cidre Bouché,,,,,,,,
157,OC8,Bottle Fermented,🏆 Best in Class,X,John and Naomi Wakelin,Harromint House Cider,,,,,,,,
158,OC8,Bottle Fermented,🥈 Silver,2075,Artistraw Cider,Bisquet,https://www.artistraw.co.uk/,,https://www.instagram.com/artistrawcider/,https://maps.google.com/?cid=12066394488060764321,,https://untappd.com/w/artistraw-cider/438538,52.0960679,-3.0947504
159,OC8,Bottle Fermented,🥈 Silver,X,Wyldlands,Gold,,,,,,,,
160,OC8,Bottle Fermented,🥈 Silver,X,Ian Philp,Wyatts Naturally Sparkling Cider,,,,,,,,
161,OC8,Bottle Fermented,🥉 Bronze,2075,Artistraw Cider,"She Loves Shrew (Yeah, Yeah, Yeah)",https://www.artistraw.co.uk/,,https://www.instagram.com/artistrawcider/,https://maps.google.com/?cid=12066394488060764321,,https://untappd.com/w/artistraw-cider/438538,52.0960679,-3.0947504
162,OC8,Bottle Fermented,🥉 Bronze,2354,Chapel Sider,Inspiration,https://chapelsider.co.uk/,https://www.facebook.com/chapelsider,https://www.instagram.com/chapel_sider/,,,https://untappd.com/w/chapel-sider/484323,53.2358116,-0.4303854
163,OC8,Bottle Fermented,🥉 Bronze,X,Paul Rendell,Northleigh Cider,,,,,,,,
164,OC8,Bottle Fermented,🥉 Bronze,X,William Barnes,Padfield Cider,,,,,,,,
165,OC8,Bottle Fermented,🥉 Bronze,1880,Little Pomona,"Kingston Black, Dragon Orchard, 2022",https://littlepomona.com/,https://www.facebook.com/LittlePomona/,https://www.instagram.com/littlepomona/,https://maps.google.com/?cid=1246096540068808621,https://www.tripadvisor.com/Attraction_Review-g503860-d24036981,https://untappd.com/w/little-pomona/328882,52.1692482,-2.4944892
166,OC8,Bottle Fermented,🥉 Bronze,X,Abbey Orchards,Abbott's Secret 2023,,,,,,,,
167,OC8,Bottle Fermented,🥉 Bronze,2371,Luke's Cider,Five Virtues,https://www.lukescider.com/,https://www.facebook.com/lukescider/,https://www.instagram.com/lukescider/,https://maps.google.com/?cid=3087204132532898241,,https://untappd.com/w/luke-s-cider/395593,51.5885574,-0.0044107
168,OC9,Single Variety Cider,🏆 Best in Class,1448,Bere Cider Company,Yarlington Mill,https://www.berecidercompany.com/,https://www.facebook.com/BereCiderCompany/,https://www.instagram.com/berecidercompany,https://maps.google.com/?cid=12375160692646889429,https://www.tripadvisor.com/Attraction_Review-g663809-d8367995,https://untappd.com/BereCiderCompany,51.0774,-2.847342
169,OC9,Single Variety Cider,🥈 Silver,X,Heritage Cider Limited,Row 34 ( Redstreak),,,,,,,,
170,OC9,Single Variety Cider,🥈 Silver,1450,Honey's Cider,Brown Snout Single Variety Cider,https://www.honeyscider.co.uk/,https://www.facebook.com/honeysciderbath/,https://www.instagram.com/honeyscider/,,,https://untappd.com/w/honey-and-daughters-honey-midford/67111,51.3443217,-2.3452842
171,OC9,Single Variety Cider,🥈 Silver,1448,Bere Cider Company,Dabinett,https://www.berecidercompany.com/,https://www.facebook.com/BereCiderCompany/,https://www.instagram.com/berecidercompany,https://maps.google.com/?cid=12375160692646889429,https://www.tripadvisor.com/Attraction_Review-g663809-d8367995,https://untappd.com/BereCiderCompany,51.0774,-2.847342
172,OC9,Single Variety Cider,🥈 Silver,1572,Woodredding Cider and Perry,Kingston Black,https://www.woodreddingcider.co.uk/,https://www.facebook.com/woodreddingcider,,https://maps.google.com/?cid=13540344738396319268,,https://untappd.com/w/woodredding/156024,51.9658888,-2.5259432
173,OC9,Single Variety Cider,🥈 Silver,2531,Rawlins Family Cider,Keeved Kingston Black,https://www.rawlinsfamilycider.co.uk/,,https://www.instagram.com/rawlins_family_cider/,,,https://untappd.com/w/rawlins-family-cider/455388,50.9300166,-2.9585196
174,OC9,Single Variety Cider,🥈 Silver,2531,Rawlins Family Cider,Yarlington Mill,https://www.rawlinsfamilycider.co.uk/,,https://www.instagram.com/rawlins_family_cider/,,,https://untappd.com/w/rawlins-family-cider/455388,50.9300166,-2.9585196
175,OC9,Single Variety Cider,🥈 Silver,2531,Rawlins Family Cider,Somerset Redstreak,https://www.rawlinsfamilycider.co.uk/,,https://www.instagram.com/rawlins_family_cider/,,,https://untappd.com/w/rawlins-family-cider/455388,50.9300166,-2.9585196
176,OC9,Single Variety Cider,🥈 Silver,1880,Little Pomona,"Kingston Black, Hill Farm, 2022",https://littlepomona.com/,https://www.facebook.com/LittlePomona/,https://www.instagram.com/littlepomona/,https://maps.google.com/?cid=1246096540068808621,https://www.tripadvisor.com/Attraction_Review-g503860-d24036981,https://untappd.com/w/little-pomona/328882,52.1692482,-2.4944892
177,OC9,Single Variety Cider,🥈 Silver,2485,Rull Orchard,Hmj,https://www.rullorchard.co.uk/,https://www.facebook.com/RullOrchard/,https://www.instagram.com/rullorchard/,https://maps.google.com/?cid=11123418549220978092,,https://untappd.com/w/rull-orchard/473398,50.8404193,-3.5272012
178,OC9,Single Variety Cider,🥈 Silver,2519,Shed Cider,"Still, Somerset Redstreak",https://www.shedcider.com/,https://www.facebook.com/p/Shed-Cider-100054294351085/,https://www.instagram.com/shed.cider/,,,https://untappd.com/w/shed-cider/415161,51.3767088,-2.0331744
179,OC9,Single Variety Cider,🥈 Silver,X,Steve Faulkner,Stoke Red,,,,,,,,
180,OC9,Single Variety Cider,🥈 Silver,X,Dr Rob Whale,Dabinett,,,,,,,,
181,OC9,Single Variety Cider,🥈 Silver,1116,Perry’s Cider,Redstreak - Single Variety,https://www.perryscider.co.uk/,https://www.facebook.com/perryscider,https://www.instagram.com/perryscider/,https://maps.google.com/?cid=33331284311998818,https://www.tripadvisor.com/Attraction_Review-g1077115-d4325310,https://untappd.com/brewery/12275,50.9103066,-2.8898816
182,OC9,Single Variety Cider,🥈 Silver,X,Sweeting's Cider,Vintage Dry,,,,,,,,
183,OC9,Single Variety Cider,🥈 Silver,1119,Thatchers Cider,Thatchers Three Counties,https://www.thatcherscider.co.uk/,https://www.facebook.com/ThatchersCiderCompany,https://www.instagram.com/thatcherscider/,https://maps.google.com/?cid=15191093037076298219,https://www.tripadvisor.com/Attraction_Review-g4412909-d11019728,https://untappd.com/brewery/3063,51.3328274,-2.8330779
184,OC9,Single Variety Cider,🥈 Silver,3208,Stones Cider,Stones Dabinette,https://www.stonescider.co.uk/,https://www.facebook.com/stonescider,,,,https://untappd.com/w/stone-s-cider/127537,51.1912319,-2.5590563
185,OC9,Single Variety Cider,🥈 Silver,2512,The Parrett Cider Company,Northwood,https://www.parrettcider.co.uk/,https://www.facebook.com/ParrettCider/,https://www.instagram.com/parrettcider/,,,https://untappd.com/w/the-parrett-cider-company/505123,50.9775999,-2.8194549
186,OC9,Single Variety Cider,🥉 Bronze,1449,Harry's Cider Company,Harry's Dabinett,https://www.harryscidercompany.co.uk/,https://www.facebook.com/harryscider/,https://www.instagram.com/harrys_cider/,https://maps.google.com/?cid=8158521266898778933,https://www.tripadvisor.com/Attraction_Review-g663809-d15201249,https://untappd.com/w/harry-s-cider/74293,51.0308306,-2.767782
187,OC9,Single Variety Cider,🥉 Bronze,2075,Artistraw Cider,Court Royal,https://www.artistraw.co.uk/,,https://www.instagram.com/artistrawcider/,https://maps.google.com/?cid=12066394488060764321,,https://untappd.com/w/artistraw-cider/438538,52.0960679,-3.0947504
188,OC9,Single Variety Cider,🥉 Bronze,X,Northleigh Cider,Kingston Black,,,,,,,,
189,OC9,Single Variety Cider,🥉 Bronze,X,William Barnes,Padfield Cider: Kingston Black,,,,,,,,
190,OC9,Single Variety Cider,🥉 Bronze,X,Steve Faulkner,Yarlington Mill,,,,,,,,
191,OC9,Single Variety Cider,🥉 Bronze,X,Steve Faulkner,Kingston Black,,,,,,,,
192,OC9,Single Variety Cider,🥉 Bronze,X,Dr Rob Whale,Yarlington Mill,,,,,,,,
193,OC9,Single Variety Cider,🥉 Bronze,1116,Perry’s Cider,Dabinett - Single Variety,https://www.perryscider.co.uk/,https://www.facebook.com/perryscider,https://www.instagram.com/perryscider/,https://maps.google.com/?cid=33331284311998818,https://www.tripadvisor.com/Attraction_Review-g1077115-d4325310,https://untappd.com/brewery/12275,50.9103066,-2.8898816
194,OC9,Single Variety Cider,🥉 Bronze,X,Sweeting's Cider,Naturally Delicious Craft Cider,,,,,,,,
195,OC9,Single Variety Cider,🥉 Bronze,1657,Hitchcox Cider,Kingston Black,https://hitchcoxcider.co.uk/,https://www.facebook.com/HitchcoxCider/,https://www.instagram.com/hitchcox_cider/,https://maps.google.com/?cid=6038804049112704578,,https://untappd.com/w/hitchcox-cider-orchard-cottage-cider-company/130683,51.6810825,-1.0608779
196,OC9,Single Variety Cider,🥉 Bronze,1657,Hitchcox Cider,Dabinet,https://hitchcoxcider.co.uk/,https://www.facebook.com/HitchcoxCider/,https://www.instagram.com/hitchcox_cider/,https://maps.google.com/?cid=6038804049112704578,,https://untappd.com/w/hitchcox-cider-orchard-cottage-cider-company/130683,51.6810825,-1.0608779
197,OC9,Single Variety Cider,🥉 Bronze,1140,Butford Organics,Dabinett,https://butfordorganics.co.uk/,https://www.facebook.com/pages/Butford-Organics-Cider-Perry/364735440244899,https://www.instagram.com/butford_cider/,https://maps.google.com/?cid=16494845033472918948,,https://untappd.com/brewery/36638,52.1802405,-2.6693955
198,OC9,Single Variety Cider,🥉 Bronze,2371,Luke's Cider,Apple Of Discord - Yarlington Mill,https://www.lukescider.com/,https://www.facebook.com/lukescider/,https://www.instagram.com/lukescider/,https://maps.google.com/?cid=3087204132532898241,,https://untappd.com/w/luke-s-cider/395593,51.5885574,-0.0044107
199,OC9,Single Variety Cider,🥉 Bronze,X,Tom Cernohous - Cidermil,One And Only Dabinett,,,,,,,,
200,OC10,Modern Cider,🏆 Best in Class,1880,Little Pomona,Wading In,https://littlepomona.com/,https://www.facebook.com/LittlePomona/,https://www.instagram.com/littlepomona/,https://maps.google.com/?cid=1246096540068808621,https://www.tripadvisor.com/Attraction_Review-g503860-d24036981,https://untappd.com/w/little-pomona/328882,52.1692482,-2.4944892
201,OC10,Modern Cider,🥇 Gold,2476,Kentish Pip,High Diver,https://www.kentishpip.co.uk/,https://www.facebook.com/kentishpip,https://www.instagram.com/kentishpip,https://maps.google.com/?cid=10171179408012212368,https://www.tripadvisor.com/Attraction_Review-g186311-d19116139,https://untappd.com/w/kentish-pip/56097,51.26836,1.1390634
202,OC10,Modern Cider,🥇 Gold,1119,Thatchers Cider,Thatchers Katy,https://www.thatcherscider.co.uk/,https://www.facebook.com/ThatchersCiderCompany,https://www.instagram.com/thatcherscider/,https://maps.google.com/?cid=15191093037076298219,https://www.tripadvisor.com/Attraction_Review-g4412909-d11019728,https://untappd.com/brewery/3063,51.3328274,-2.8330779
203,OC10,Modern Cider,🥈 Silver,2144,Courtneys of Whimple,Dapple,https://courtneys.online/,https://www.facebook.com/courtneysdrinks/,,https://maps.google.com/?cid=15697263033877967876,,,50.8650481,-3.225626
204,OC10,Modern Cider,🥈 Silver,1942,Tinston Cider,Tinston Gateway 2021,https://tinstonwinecider.com/,https://www.facebook.com/tinstonwinecider/,https://www.instagram.com/tinstonwinecider/,https://maps.google.com/?cid=11983981920527513059,,https://untappd.com/w/tinston/488266,51.0442035,-0.2590182
205,OC10,Modern Cider,🥈 Silver,1942,Tinston Cider,Tinston Anatomy 2021,https://tinstonwinecider.com/,https://www.facebook.com/tinstonwinecider/,https://www.instagram.com/tinstonwinecider/,https://maps.google.com/?cid=11983981920527513059,,https://untappd.com/w/tinston/488266,51.0442035,-0.2590182
206,OC10,Modern Cider,🥈 Silver,X,Broadpool Cider,Broadpool Cider,,,,,,,,
207,OC10,Modern Cider,🥈 Silver,3144,BetterCider - Bristol University,Joanna Cider,https://www.bristol.ac.uk/external-estate/fenswoodfarm/better-cider/,,https://www.instagram.com/bettercider/,,,,51.4239139,-2.6716687
208,OC10,Modern Cider,🥈 Silver,2485,Rull Orchard,Sunset,https://www.rullorchard.co.uk/,https://www.facebook.com/RullOrchard/,https://www.instagram.com/rullorchard/,https://maps.google.com/?cid=11123418549220978092,,https://untappd.com/w/rull-orchard/473398,50.8404193,-3.5272012
209,OC10,Modern Cider,🥈 Silver,3313,Wolds Wine Estate,Unhampered Sparkling Cider,https://woldswineestate.com/,https://www.facebook.com/woldswineestate,https://www.instagram.com/woldswineestate,https://maps.google.com/?cid=16032812922317610608,https://www.tripadvisor.com/Hotel_Review-g504074-d23448632,,52.8662463,-1.0673132
210,OC10,Modern Cider,🥈 Silver,3207,Rennie's Winslow Cider,Rennie's Winslow Cider,,https://www.facebook.com/winslowcider/,https://www.instagram.com/rennies_winslow_cider/,,,https://untappd.com/w/winslow-cider/407208,51.944859,-0.878737
211,OC10,Modern Cider,🥈 Silver,X,Abbey Orchards,Abbott's Secret 2023,,,,,,,,
212,OC10,Modern Cider,🥈 Silver,X,Tom Cernohous - Cidermil,Eastern Promises,,,,,,,,
213,OC10,Modern Cider,🥈 Silver,X,Tom Cernohous - Cidermil,Dawn Of Wigsthorpe,,,,,,,,
214,OC10,Modern Cider,🥉 Bronze,2354,Chapel Sider,Garden Disco,https://chapelsider.co.uk/,https://www.facebook.com/chapelsider,https://www.instagram.com/chapel_sider/,,,https://untappd.com/w/chapel-sider/484323,53.2358116,-0.4303854
215,OC10,Modern Cider,🥉 Bronze,X,Dr Rob Whale,Modern Cider,,,,,,,,
216,OC10,Modern Cider,🥉 Bronze,3041,Sisson & Smith,Modern Dry,,,,,,https://untappd.com/w/sisson-smith/229581,53.018115,-1.308544
217,OC13,Perry Still,🏆 Best in Class,X,Dr Rob Whale,Perry,,,,,,,,
218,OC13,Perry Still,🥈 Silver,2485,Rull Orchard,Still Perry,https://www.rullorchard.co.uk/,https://www.facebook.com/RullOrchard/,https://www.instagram.com/rullorchard/,https://maps.google.com/?cid=11123418549220978092,,https://untappd.com/w/rull-orchard/473398,50.8404193,-3.5272012
219,OC13,Perry Still,🥈 Silver,X,Molly's and Jasmine's Cider,Brida,,,,,,,,
220,OC13,Perry Still,🥉 Bronze,X,Molly's and Jasmine's Cider,Tauriel,,,,,,,,
221,OC13,Perry Still,🥉 Bronze,X,Molly's and Jasmine's Cider,Pyrland Perry,,,,,,,,
222,OC13,Perry Still,🥉 Bronze,X,Dinnington Cider Press,Dragonfly Perry,,,,,,,,
223,OC14,Perry Carbonated,🏆 Best in Class,1113,Hecks Cider,Keeved Oldfield Perry,https://www.heckscider.com/,https://www.facebook.com/profile.php?id=100064795443706,https://www.instagram.com/hecksfarmhousecider/,https://maps.google.com/?cid=14811456381048588409,https://www.tripadvisor.com/Attraction_Review-g780820-d8126251,https://untappd.com/brewery/6758,51.1209522,-2.7415338
224,OC14,Perry Carbonated,🥈 Silver,1449,Harry's Cider Company,Fine Sparkling Perry,https://www.harryscidercompany.co.uk/,https://www.facebook.com/harryscider/,https://www.instagram.com/harrys_cider/,https://maps.google.com/?cid=8158521266898778933,https://www.tripadvisor.com/Attraction_Review-g663809-d15201249,https://untappd.com/w/harry-s-cider/74293,51.0308306,-2.767782
225,OC14,Perry Carbonated,🥈 Silver,2485,Rull Orchard,Keeved Perry,https://www.rullorchard.co.uk/,https://www.facebook.com/RullOrchard/,https://www.instagram.com/rullorchard/,https://maps.google.com/?cid=11123418549220978092,,https://untappd.com/w/rull-orchard/473398,50.8404193,-3.5272012
226,OC14,Perry Carbonated,🥈 Silver,X,Molly's and Jasmine's Cider,Vault 33 Blend,,,,,,,,
227,OC14,Perry Carbonated,🥈 Silver,1113,Hecks Cider,Keeved Rock & Gin Perry,https://www.heckscider.com/,https://www.facebook.com/profile.php?id=100064795443706,https://www.instagram.com/hecksfarmhousecider/,https://maps.google.com/?cid=14811456381048588409,https://www.tripadvisor.com/Attraction_Review-g780820-d8126251,https://untappd.com/brewery/6758,51.1209522,-2.7415338
228,OC14,Perry Carbonated,🥉 Bronze,X,Alex Hill,Bollhayes,,,,,,,,
229,OC14,Perry Carbonated,🥉 Bronze,2520,Palmers Upland Cyder,Bottle Conditioned Perry,https://www.palmersuplandcyder.co.uk/,https://www.facebook.com/palmersuplandcyder/,https://www.instagram.com/palmers_upland_cyder/,,,https://untappd.com/w/palmers-upland-cyder/66238,51.591654,-3.0551443
230,OC14,Perry Carbonated,🥉 Bronze,3233,Ganley & Naish Cider,No Divisions,https://www.ganleyandnaish.co.uk/,https://www.facebook.com/ganleynaishcider/,https://www.instagram.com/ganleynaishcider/,,,https://untappd.com/GanleyNaish,51.4174659,-2.8389317
231,OC14,Perry Carbonated,🥉 Bronze,1880,Little Pomona,Brut De Poiré 2021,https://littlepomona.com/,https://www.facebook.com/LittlePomona/,https://www.instagram.com/littlepomona/,https://maps.google.com/?cid=1246096540068808621,https://www.tripadvisor.com/Attraction_Review-g503860-d24036981,https://untappd.com/w/little-pomona/328882,52.1692482,-2.4944892
232,OC14,Perry Carbonated,🥉 Bronze,X,Molly's and Jasmine's Cider,Arwen,,,,,,,,
233,OC14,Perry Carbonated,🥉 Bronze,X,Molly's and Jasmine's Cider,Galadriel,,,,,,,,
234,OC14,Perry Carbonated,🥉 Bronze,X,Dinnington Cider Press,Dragonfly Perry,,,,,,,,
235,OC14,Perry Carbonated,🥉 Bronze,X,Dinnington Cider Press,Poiré,,,,,,,,
236,OC15,Farmhouse Dry,🏆 Best in Class,3312,W-G Cider,W-G Farmhouse Cider,,https://www.facebook.com/WGFarmhouseCider/,,,,https://untappd.com/w/w-g-farmhouse-cider/558921,51.245413,-2.826757
237,OC15,Farmhouse Dry,🥈 Silver,X,Alex Hill,Bollhayes,,,,,,,,
238,OC15,Farmhouse Dry,🥈 Silver,2990,Loader's Cider,Loader's Dry Pytt,https://loaderscider.co.uk/,https://www.facebook.com/loadersfarmcider,https://www.instagram.com/loaderscider/,,,https://untappd.com/w/loader-s-cider/432285,51.0344431,-3.1825594
239,OC15,Farmhouse Dry,🥈 Silver,X,John and Naomi Wakelin,Harromint House Cider,,,,,,,,
240,OC15,Farmhouse Dry,🥈 Silver,X,Win's Cider,Farmhouse Dry,,,,,,,,
241,OC15,Farmhouse Dry,🥈 Silver,X,Orchard 101,Abax,,,,,,,,
242,OC15,Farmhouse Dry,🥈 Silver,X,Orchard 101,Belos,,,,,,,,
243,OC15,Farmhouse Dry,🥈 Silver,X,Orchard 101,Doros,,,,,,,,
244,OC15,Farmhouse Dry,🥈 Silver,2519,Shed Cider,Dry Farmhouse,https://www.shedcider.com/,https://www.facebook.com/p/Shed-Cider-100054294351085/,https://www.instagram.com/shed.cider/,,,https://untappd.com/w/shed-cider/415161,51.3767088,-2.0331744
245,OC15,Farmhouse Dry,🥈 Silver,1436,Ventons Devon Cyder,Skippy's Scrumpy,https://ventons.co.uk/,https://www.facebook.com/VentonsDevonCyder,https://www.instagram.com/ventons_devon_cyder/,https://maps.google.com/?cid=13221987803001183957,,https://untappd.com/w/ventons-devon-cyder/224676,50.7917746,-3.3784493
246,OC15,Farmhouse Dry,🥈 Silver,X,Dinnington Cider Press,Dragonfly Cider - Dry,,,,,,,,
247,OC15,Farmhouse Dry,🥈 Silver,2784,Ad Astra Cider,Ad Astra Dry,https://adastracider.com/,https://www.facebook.com/adastracider,https://www.instagram.com/ad_astra_cider/,https://maps.google.com/?cid=9771495525386244918,,https://untappd.com/AdAstraCiderCo,51.2574922,-2.8528453
248,OC15,Farmhouse Dry,🥈 Silver,3041,Sisson & Smith,Dry #2,,,,,,https://untappd.com/w/sisson-smith/229581,53.018115,-1.308544
249,OC15,Farmhouse Dry,🥉 Bronze,X,Alex Hill,Bollhayes,,,,,,,,
250,OC15,Farmhouse Dry,🥉 Bronze,2520,Palmers Upland Cyder,Ty Du,https://www.palmersuplandcyder.co.uk/,https://www.facebook.com/palmersuplandcyder/,https://www.instagram.com/palmers_upland_cyder/,,,https://untappd.com/w/palmers-upland-cyder/66238,51.591654,-3.0551443
251,OC15,Farmhouse Dry,🥉 Bronze,2990,Loader's Cider,Loader's Dry Yarmill,https://loaderscider.co.uk/,https://www.facebook.com/loadersfarmcider,https://www.instagram.com/loaderscider/,,,https://untappd.com/w/loader-s-cider/432285,51.0344431,-3.1825594
252,OC15,Farmhouse Dry,🥉 Bronze,2990,Loader's Cider,Loader's Longaller Dry,https://loaderscider.co.uk/,https://www.facebook.com/loadersfarmcider,https://www.instagram.com/loaderscider/,,,https://untappd.com/w/loader-s-cider/432285,51.0344431,-3.1825594
253,OC15,Farmhouse Dry,🥉 Bronze,2144,Courtneys of Whimple,Courtneys Dry,https://courtneys.online/,https://www.facebook.com/courtneysdrinks/,,https://maps.google.com/?cid=15697263033877967876,,,50.8650481,-3.225626
254,OC15,Farmhouse Dry,🥉 Bronze,X,Moons Cider,Farmhouse Dry,,,,,,,,
255,OC15,Farmhouse Dry,🥉 Bronze,2531,Rawlins Family Cider,Dry,https://www.rawlinsfamilycider.co.uk/,,https://www.instagram.com/rawlins_family_cider/,,,https://untappd.com/w/rawlins-family-cider/455388,50.9300166,-2.9585196
256,OC15,Farmhouse Dry,🥉 Bronze,X,Alan Berry,Blackmore Vale Dry Farmhouse Cider,,,,,,,,
257,OC15,Farmhouse Dry,🥉 Bronze,2519,Shed Cider,Dry Farmhouse,https://www.shedcider.com/,https://www.facebook.com/p/Shed-Cider-100054294351085/,https://www.instagram.com/shed.cider/,,,https://untappd.com/w/shed-cider/415161,51.3767088,-2.0331744
258,OC15,Farmhouse Dry,🥉 Bronze,X,Dr Rob Whale,Farmhouse Dry,,,,,,,,
259,OC15,Farmhouse Dry,🥉 Bronze,X,Sweeting's Cider,Monument Dry Cider,,,,,,,,
260,OC15,Farmhouse Dry,🥉 Bronze,2784,Ad Astra Cider,Ad Astra Dry,https://adastracider.com/,https://www.facebook.com/adastracider,https://www.instagram.com/ad_astra_cider/,https://maps.google.com/?cid=9771495525386244918,,https://untappd.com/AdAstraCiderCo,51.2574922,-2.8528453
261,OC15,Farmhouse Dry,🥉 Bronze,3041,Sisson & Smith,Dry #1,,,,,,https://untappd.com/w/sisson-smith/229581,53.018115,-1.308544
262,OC15,Farmhouse Dry,🥉 Bronze,2512,The Parrett Cider Company,Standard,https://www.parrettcider.co.uk/,https://www.facebook.com/ParrettCider/,https://www.instagram.com/parrettcider/,,,https://untappd.com/w/the-parrett-cider-company/505123,50.9775999,-2.8194549
