Year,Style,Medal,Medalist,Entry,Score,Town,Region,Country
2026,Unlimited Cider and Perry,Gold,Thornbury Craft Co.,Thornbury Raspberry Chocolate Cider,,,,
2026,Unlimited Cider and Perry,Silver,Annapolis Cider Company,Pip Hop Seyval Jr.,,,,
2026,Unlimited Cider and Perry,Silver,Annapolis Cider Company,Arctic Kiwi Jr.,,,,
2026,Unlimited Cider and Perry,Silver,Annapolis Cider Company,Violet Valley Sangria,,,,
2026,Unlimited Cider and Perry,Silver,Apple Barn Cider House,Sweet Traditions,,,,
2026,Unlimited Cider and Perry,Silver,Farmhaus Cider Co.,Bloom,,,,
2026,Unlimited Cider and Perry,Silver,Papa Moon Ciders,Apollo Palmer,,,,
2026,Unlimited Cider and Perry,Silver,Sapsucker Farms Yellow Belly Cidery,Yellow Belly Caramel Apple Cider,,,,
2026,Unlimited Cider and Perry,Silver,Schilling Cider,Strawbeary Rhube Awakening,,,,
2026,Unlimited Cider and Perry,Silver,Second Summit Hard Cider Co.,Hopped,,,,
2026,Unlimited Cider and Perry,Silver,Smokin Banjo Wine Co,Sweet Heat,,,,
2026,Unlimited Cider and Perry,Silver,Smokin Banjo Wine Co,Transfusion,,,,
2026,Unlimited Cider and Perry,Silver,Snow Capped Cider,jalaPEARno’,,,,
2026,Unlimited Cider and Perry,Silver,Snowbird Farm & Cidery,Lavender Haze,,,,
2026,Unlimited Cider and Perry,Silver,Stormalong Cider,Red Skies at Night,,,,
2026,Unlimited Cider and Perry,Silver,Thornbury Craft Co.,Thornbury Wild Strawberry Lemonade Cider,,,,
2026,Unlimited Cider and Perry,Silver,Thornbury Craft Co.,Thornbury Pear Apple Cider,,,,
2026,Unlimited Cider and Perry,Silver,Thornbury Craft Co.,Thornbury Blackberry Yuzu Lemonade Apple Cider,,,,
2026,Unlimited Cider and Perry,Silver,Thornbury Craft Co.,Thornbury Blood Orange Apple Cider,,,,
2026,Unlimited Cider and Perry,Silver,Thornbury Craft Co.,Thornbury Spiced Apple Cider,,,,
2026,Unlimited Cider and Perry,Silver,Thornbury Craft Co.,Thornbury Mango Dragonfruit Lemonade Cider,,,,
2026,Unlimited Cider and Perry,Bronze,Alde Sider,Svans,,,,
2026,Unlimited Cider and Perry,Bronze,Angry Orchard Hard Cider Company,Crisp Imperial,,,,
2026,Unlimited Cider and Perry,Bronze,Annapolis Cider Company,Orange Creamsicle,,,,
2026,Unlimited Cider and Perry,Bronze,Annapolis Cider Company,Berry Spritz,,,,
2026,Unlimited Cider and Perry,Bronze,Annapolis Cider Company,Sunset Rhythm,,,,
2026,Unlimited Cider and Perry,Bronze,Cider Corps,Esprit de Corps,,,,
2026,Unlimited Cider and Perry,Bronze,Cider Corps,Mango Foxtrot,,,,
2026,Unlimited Cider and Perry,Bronze,South Porch Cider,Lemon Blueberry Bar,,,,
2026,Unlimited Cider and Perry,Bronze,Thornbury Craft Co.,Thornbury Vanilla Bourbon Apple Cider,,,,
2026,Unlimited Cider and Perry,Bronze,Thornbury Craft Co.,Thornbury Zero Sugar Extra Dry Apple Cider,,,,
2026,Unlimited Cider and Perry,Bronze,Wooden Gate Cider,Buck and Fuggles,,,,
2026,Wood Aged Cider,Gold,Island Orchard Cider,Oak Aged Brut Apple,,,,
2026,Wood Aged Cider,Gold,Porter’s Hard Cider Company,Brandy Barrel Aged Cider,,,,
2026,Wood Aged Cider,Silver,1818 farm & cidery,Golden hour,,,,
2026,Wood Aged Cider,Silver,Alde Sider,Alde Fatlagra,,,,
2026,Wood Aged Cider,Silver,Annapolis Cider Company,Imperial Spy,,,,
2026,Wood Aged Cider,Silver,Anxo Cider,Grand Cru,,,,
2026,Wood Aged Cider,Silver,Bauman’s Cider,Pear Co-ferment,,,,
2026,Wood Aged Cider,Silver,Bauman’s Cider,10th Anniversary Cider,,,,
2026,Wood Aged Cider,Silver,Bird Dog Cider,2024 Animal Tracks,,,,
2026,Wood Aged Cider,Silver,Bird Dog Cider,2024 Reporter,,,,
2026,Wood Aged Cider,Silver,Haykin Family Cider,Traditional Apples in American Oak,,,,
2026,Wood Aged Cider,Silver,Michigan Wine Company LLC,Gold Reserve,,,,
2026,Wood Aged Cider,Silver,Paha Cider,Anniversary Cider II,,,,
2026,Wood Aged Cider,Silver,Slaughter Orchard & Cidery,Maple Bourbon Barrel Aged Cider,,,,
2026,Wood Aged Cider,Silver,Snow Capped Cider,Bbl Aged Kingston Black,,,,
2026,Wood Aged Cider,Silver,Snow Capped Cider,Blanc Mollet,,,,
2026,Wood Aged Cider,Silver,Suttons Bay Ciders,Barrel Rider,,,,
2026,Wood Aged Cider,Silver,Woodchuck Cider,802 Barrel Aged,,,,
2026,Wood Aged Cider,Silver,Wooden Gate Cider,Over a Barrel,,,,
2026,Wood Aged Cider,Bronze,1818 farm & cidery,Nowhere to Rhum,,,,
2026,Wood Aged Cider,Bronze,Angry Orchard Hard Cider Company,Maple Wooden Sleeper,,,,
2026,Wood Aged Cider,Bronze,Anxo Cider,Great Valley Cuvée,,,,
2026,Wood Aged Cider,Bronze,Bauman’s Cider,Kristof Farms Reserve Cider,,,,
2026,Wood Aged Cider,Bronze,Bee Well Mead And Cider,Barrel Aged Ordinary Time,,,,
2026,Wood Aged Cider,Bronze,Four Phantoms,King of the Wharf,,,,
2026,Wood Aged Cider,Bronze,Glacial Till,Wild mulberry,,,,
2026,Wood Aged Cider,Bronze,Glacial Till,Lauretta,,,,
2026,Wood Aged Cider,Bronze,Ironwood,Reserve 2021,,,,
2026,Wood Aged Cider,Bronze,Two K Farms,Kingston Black,,,,
2026,Wood Aged Cider,Bronze,Sapsucker Farms Yellow Belly Cidery,Yellow Belly Maple Bourbon Cider,,,,
2026,Wood Aged Cider,Bronze,South Porch Cider,Oaked,,,,
2026,Wood Aged Cider,Bronze,Tandem Ciders,Woody Mammoth,,,,
2026,Wood Aged Cider,Bronze,Texas Corners Brewing Company,75th Anniversary Cider,,,,
2026,Wood Aged Cider,Bronze,The Cider Farm,Oak Aged,,,,
2026,Wood Aged Cider,Bronze,Vala’s Orchard Cider Co.,Bourbon Barrel Blueberry,,,,
2026,Wood Aged Cider,Bronze,Vala’s Orchard Cider Co.,Raspberry Oak Reserve,,,,
2026,Specialty Cider and Perry – Sweet,Gold,Annapolis Cider Company,Earl Blue,,,,
2026,Specialty Cider and Perry – Sweet,Gold,Schilling Cider,Moon Berries,,,,
2026,Specialty Cider and Perry – Sweet,Gold,Stars Front Cider,Airborne Red,,,,
2026,Specialty Cider and Perry – Sweet,Gold,Thornbury Craft Co.,Thornbury Rosé Apple Cider,,,,
2026,Specialty Cider and Perry – Sweet,Silver,"ACE Cider I, LLC",Ace Perry Craft Cider,,,,
2026,Specialty Cider and Perry – Sweet,Silver,Annapolis Cider Company,Hopped Cassis,,,,
2026,Specialty Cider and Perry – Sweet,Silver,Cambium Cider Co.,Blackcurrant Cardamom,,,,
2026,Specialty Cider and Perry – Sweet,Silver,Cambium Cider Co.,Sour Cherry Whisky Barrel,,,,
2026,Specialty Cider and Perry – Sweet,Silver,Cidrerie Verger Bilodeau,Le Petit Bonheur,,,,
2026,Specialty Cider and Perry – Sweet,Silver,Crow River Winery,Belle Lake,,,,
2026,Specialty Cider and Perry – Sweet,Silver,Door Peninsula Winery & Ciders,Cranberry Mule,,,,
2026,Specialty Cider and Perry – Sweet,Silver,Farmhaus Cider Co.,Sparrow’s Song,,,,
2026,Specialty Cider and Perry – Sweet,Silver,Paha Cider,Honey Rhubarb,,,,
2026,Specialty Cider and Perry – Sweet,Silver,Schilling Cider,Excelsior Imperial Maxcelsior,,,,
2026,Specialty Cider and Perry – Sweet,Silver,Sisters Cider House,Beard of Thor,,,,
2026,Specialty Cider and Perry – Sweet,Silver,Snow Capped Cider,Magna Vino,,,,
2026,Specialty Cider and Perry – Sweet,Silver,Snow Capped Cider,Barrel Aged Peach spiced,,,,
2026,Specialty Cider and Perry – Sweet,Silver,Snow Capped Cider,Velours Noir,,,,
2026,Specialty Cider and Perry – Sweet,Silver,Snowbird Farm & Cidery,Boneranger Spicy Banana,,,,
2026,Specialty Cider and Perry – Sweet,Silver,Spring Hill Cider Works,Bourbon Barrel Maple hard cider,,,,
2026,Specialty Cider and Perry – Sweet,Silver,The Cider Farm,Cyser,,,,
2026,Specialty Cider and Perry – Sweet,Silver,Vala’s Orchard Cider Co.,Orange Cream,,,,
2026,Specialty Cider and Perry – Sweet,Silver,Wooden Gate Cider,Hopped Raspberry,,,,
2026,Specialty Cider and Perry – Sweet,Bronze,Angry Orchard Hard Cider Company,Guava Gonna Guava,,,,
2026,Specialty Cider and Perry – Sweet,Bronze,Annapolis Cider Company,Apple Jack 2025,,,,
2026,Specialty Cider and Perry – Sweet,Bronze,Cambium Cider Co.,Spicy Peach,,,,
2026,Specialty Cider and Perry – Sweet,Bronze,Farmhaus Cider Co.,Grapefruit Hopped,,,,
2026,Specialty Cider and Perry – Sweet,Bronze,Old Mountain Wine Company,Honey Basil,,,,
2026,Specialty Cider and Perry – Sweet,Bronze,Papa Moon Ciders,Pom Perry,,,,
2026,Specialty Cider and Perry – Sweet,Bronze,Sea Cider,Ginger Paradise,,,,
2026,Specialty Cider and Perry – Sweet,Bronze,Slaughter Orchard & Cidery,Gluhmost,,,,
2026,Specialty Cider and Perry – Sweet,Bronze,Snow Capped Cider,White Wine Perry,,,,
2026,Specialty Cider and Perry – Sweet,Bronze,Tandem Ciders,Bee’s Dream,,,,
2026,Specialty Cider and Perry – Sweet,Bronze,Thornbury Craft Co.,Thornbury Wild Blueberry Elderflower Apple Cider,,,,
2026,Specialty Cider and Perry – Sweet,Bronze,Vala’s Orchard Cider Co.,Caramel Apple,,,,
2026,Specialty Cider and Perry – Sweet,Bronze,Wooden Gate Cider,Saskatoon Ginger,,,,
2026,Botanical Cider,Silver,Angry Orchard Hard Cider Company,Pomme And Power,,,,
2026,Botanical Cider,Silver,Bauman’s Cider,"Oolong Cider, Collaboration with Drafter’s Tea",,,,
2026,Botanical Cider,Silver,Bauman’s Cider,"Laurel, a Collaboration with Grand Fir Brewing",,,,
2026,Botanical Cider,Silver,Blue Ox Cider,Ginger Cider,,,,
2026,Botanical Cider,Silver,Endless Orchard Cider,Boundless Blueberry-Basil,,,,
2026,Botanical Cider,Silver,Paha Cider,Pumpkin Spice,,,,
2026,Botanical Cider,Silver,Seattle Cider Company,Basil Mint,,,,
2026,Botanical Cider,Silver,Snow Capped Cider,Spiced,,,,
2026,Botanical Cider,Silver,Stars Front Cider,American AF Apple Pie,,,,
2026,Botanical Cider,Silver,Stormalong Cider,White Mountain Magic,,,,
2026,Botanical Cider,Silver,Suttons Bay Ciders,Sidra LaPeño,,,,
2026,Botanical Cider,Silver,The Cider Farm,Belgian Saison,,,,
2026,Botanical Cider,Silver,Treasury Cider,Wild at Heart,,,,
2026,Botanical Cider,Silver,Woodchuck Cider,Spiced Apple,,,,
2026,Botanical Cider,Silver,Wooden Gate Cider,Slow Burn,,,,
2026,Botanical Cider,Bronze,Angry Orchard Hard Cider Company,Barking up the wrong apple tree,,,,
2026,Botanical Cider,Bronze,Apple Barn Cider House,First Frost,,,,
2026,Botanical Cider,Bronze,Bauman’s Cider,Strawberry Mojito,,,,
2026,Botanical Cider,Bronze,Glacial Till,Hibiscus Ginger,,,,
2026,Botanical Cider,Bronze,Grey & Gold Cider,Wildflower,,,,
2026,Botanical Cider,Bronze,Indian Ladder Farms Cidery,Lavender & Honey,,,,
2026,Botanical Cider,Bronze,Schilling Cider,Excelsior Imperial Apple Pie,,,,
2026,Botanical Cider,Bronze,Second Summit Hard Cider Co.,Ginger Sumac,,,,
2026,Botanical Cider,Bronze,Snow Capped Cider,Lavender Lemonade,,,,
2026,Botanical Cider,Bronze,Snow Capped Cider,Plum Lemongrass,,,,
2026,Botanical Cider,Bronze,Snowbird Farm & Cidery,Brady Bottom Blackberry Basil,,,,
2026,Botanical Cider,Bronze,Spy Cider House & Distillery,Royal Tea,,,,
2026,Botanical Cider,Bronze,Vala’s Orchard Cider Co.,Wild Meadow Reserve,,,,
2026,Fruit Cider – Dry,Gold,2 Towns Ciderhouse,Peel Out,,,,
2026,Fruit Cider – Dry,Gold,Eris Brewery And Cider House Llc,Passion Project,,,,
2026,Fruit Cider – Dry,Gold,Noble Cider,Elder Sage,,,,
2026,Fruit Cider – Dry,Gold,Tieton Cider Works,Imperial Raspberry,,,,
2026,Fruit Cider – Dry,Silver,Alchemy Cider Co.,Blackberry Magic,,,,
2026,Fruit Cider – Dry,Silver,Alchemy Cider Co.,Forbidden Fields,,,,
2026,Fruit Cider – Dry,Silver,Cambium Cider Co.,Haskap,,,,
2026,Fruit Cider – Dry,Silver,Empyrical Orchard & Cidery,Inquiry,,,,
2026,Fruit Cider – Dry,Silver,Endless Orchard Cider,Cran-Cucumber,,,,
2026,Fruit Cider – Dry,Silver,Farm Club,Cider with Strawberries and Rhubarb,,,,
2026,Fruit Cider – Dry,Silver,Farm Club,Cider with Cherries,,,,
2026,Fruit Cider – Dry,Silver,Mountain West Hard Cider,Cherry Noir,,,,
2026,Fruit Cider – Dry,Silver,Second Summit Hard Cider Co.,Cherry,,,,
2026,Fruit Cider – Dry,Silver,Snow Capped Cider,Sour Cherry,,,,
2026,Fruit Cider – Dry,Silver,Snow Capped Cider,Porters & Perry,,,,
2026,Fruit Cider – Dry,Silver,Tandem Ciders,Bittersweet Cherry,,,,
2026,Fruit Cider – Dry,Silver,Townline Ciderworks,Red Raspberry,,,,
2026,Fruit Cider – Dry,Silver,Treasury Cider,Love,,,,
2026,Fruit Cider – Dry,Silver,Vala’s Orchard Cider Co.,Blackberry,,,,
2026,Fruit Cider – Dry,Silver,Woodchuck Cider,Pearsecco,,,,
2026,Fruit Cider – Dry,Silver,Wooden Gate Cider,First Blush,,,,
2026,Fruit Cider – Dry,Bronze,1818 farm & cidery,Blackbird,,,,
2026,Fruit Cider – Dry,Bronze,2 Towns Ciderhouse,Guava Get Down,,,,
2026,Fruit Cider – Dry,Bronze,Angry Orchard Hard Cider Company,Sourced From: Plum,,,,
2026,Fruit Cider – Dry,Bronze,Anxo Cider,Cresthaven,,,,
2026,Fruit Cider – Dry,Bronze,Bauman’s Cider,Obsidian Blackberry,,,,
2026,Fruit Cider – Dry,Bronze,Cidrerie Compton,Né.Bulle.Euse,,,,
2026,Fruit Cider – Dry,Bronze,Farm Club,Cider with Grape Skins,,,,
2026,Fruit Cider – Dry,Bronze,Gravity Distribution Ltd,SORBARONIA,,,,
2026,Fruit Cider – Dry,Bronze,Mount Diablo Cider Company,Quinde,,,,
2026,Fruit Cider – Dry,Bronze,Orcas Island Cider,Apple Pear Cider,,,,
2026,Fruit Cider – Dry,Bronze,Windswept Cider,No. 1 Original,,,,
2026,Rosé Cider,Gold,Haykin Family Cider,Redlove,,,,
2026,Rosé Cider,Gold,Haykin Family Cider,Mountain Rose,,,,
2026,Rosé Cider,Gold,Snow Capped Cider,Mountain Rose,,,,
2026,Rosé Cider,Gold,Snow Capped Cider,Bespoke,,,,
2026,Rosé Cider,Silver,Angry Orchard Hard Cider Company,First Crush,,,,
2026,Rosé Cider,Silver,Annapolis Cider Company,Geneva Crab Rose,,,,
2026,Rosé Cider,Silver,Bauman’s Cider,Mountain Rose SV 2024,,,,
2026,Rosé Cider,Silver,Black Diamond Farm,Rosé,,,,
2026,Rosé Cider,Silver,Black Diamond Farm,Redfield/Wickson Crab,,,,
2026,Rosé Cider,Silver,Grey & Gold Cider,Sparkling Rosé,,,,
2026,Rosé Cider,Silver,Haykin Family Cider,Burford Red Flesh,,,,
2026,Rosé Cider,Silver,Haykin Family Cider,Niedzwetzkyana,,,,
2026,Rosé Cider,Silver,Haykin Family Cider,LUCY,,,,
2026,Rosé Cider,Silver,Purely Pomme,Otterson,,,,
2026,Rosé Cider,Silver,Snow Capped Cider,Pink Pearl,,,,
2026,Rosé Cider,Silver,Tandem Ciders,Le Bisou 25,,,,
2026,Rosé Cider,Silver,The Cider Farm,Rosé,,,,
2026,Rosé Cider,Silver,Wooden Gate Cider,Orchard Queen,,,,
2026,Rosé Cider,Silver,Wooden Gate Cider,Hidden Rose,,,,
2026,Rosé Cider,Bronze,Mountain West Hard Cider,Mountain Rose,,,,
2026,Rosé Cider,Bronze,Storum Ranch Cider & Wine,Redfield,,,,
2026,Rosé Cider,Bronze,Tieton Cider Works,Lemongrass Rosé,,,,
2026,Heirloom Cider – Sweet,Gold,Snow Capped Cider,Fenouillet Gris,,,,
2026,Heirloom Cider – Sweet,Gold,Snow Capped Cider,The Russets,,,,
2026,Heirloom Cider – Sweet,Gold,Snow Capped Cider,CHISEL JERSEY,,,,
2026,Heirloom Cider – Sweet,Silver,Angry Orchard Hard Cider Company,Bud Break,,,,
2026,Heirloom Cider – Sweet,Silver,Bauman’s Cider,Endless Harvest,,,,
2026,Heirloom Cider – Sweet,Silver,Beak & Skiff Apple Farms,Lafayette,,,,
2026,Heirloom Cider – Sweet,Silver,Haykin Family Cider,Esopus Spitzenberg,,,,
2026,Heirloom Cider – Sweet,Silver,Peninsula Cellars,Orange Pippin,,,,
2026,Heirloom Cider – Sweet,Silver,Pux cider,Kingston Black,,,,
2026,Heirloom Cider – Sweet,Silver,Schilling Cider,Local Legend,,,,
2026,Heirloom Cider – Sweet,Silver,Schilling Cider,Excelsior Imperial Apple,,,,
2026,Heirloom Cider – Sweet,Silver,Snow Capped Cider,Golden Russet,,,,
2026,Heirloom Cider – Sweet,Silver,Snow Capped Cider,Winesap,,,,
2026,Heirloom Cider – Sweet,Silver,Snow Capped Cider,WINESAP Specialty,,,,
2026,Heirloom Cider – Sweet,Silver,Snow Capped Cider,Esopus Spitzenburg,,,,
2026,Heirloom Cider – Sweet,Silver,Snow Capped Cider,Harrison Reserve,,,,
2026,Heirloom Cider – Sweet,Silver,Snow Capped Cider,GRAVENSTEIN,,,,
2026,Heirloom Cider – Sweet,Silver,Snow Capped Cider,Harrison,,,,
2026,Heirloom Cider – Sweet,Silver,Stormalong Cider,Kingston Black Nouveau,,,,
2026,Heirloom Cider – Sweet,Silver,Vala’s Orchard Cider Co.,Nebraska Heirloom,,,,
2026,Heirloom Cider – Sweet,Bronze,Two K Farms,Harrison,,,,
2026,Heirloom Cider – Sweet,Bronze,Michigan Wine Company LLC,Sweet Cider,,,,
2026,Heirloom Cider – Sweet,Bronze,Slaughter Orchard & Cidery,Homestead Sweet,,,,
2026,Heirloom Cider – Sweet,Bronze,Uncommon Kin Cidery,Orchard Buzz,,,,
2026,Specialty Cider and Perry – Dry,Gold,Annapolis Cider Company,Hopped Framboise,,,,
2026,Specialty Cider and Perry – Dry,Silver,1818 farm & cidery,Pear pressure,,,,
2026,Specialty Cider and Perry – Dry,Silver,Elder Piper Beer & Cider,Yuzu Ginger Cider,,,,
2026,Specialty Cider and Perry – Dry,Silver,Farm Club,Cider with Pluots,,,,
2026,Specialty Cider and Perry – Dry,Silver,Heeman’s,Strawberry Rhubarb,,,,
2026,Specialty Cider and Perry – Dry,Silver,Michigan Wine Company LLC,Rose Cider,,,,
2026,Specialty Cider and Perry – Dry,Silver,Mountain West Hard Cider,Pomme Paloma,,,,
2026,Specialty Cider and Perry – Dry,Silver,Seminary Hill Orchard & Cidery,Quincey Perry ’25,,,,
2026,Specialty Cider and Perry – Dry,Silver,Snow Capped Cider,Rockie’s Rose,,,,
2026,Specialty Cider and Perry – Dry,Silver,Snow Capped Cider,Hopped Apricot,,,,
2026,Specialty Cider and Perry – Dry,Silver,Stormalong Cider,Windfall,,,,
2026,Specialty Cider and Perry – Dry,Silver,Vander Mill,Totally Roasted,,,,
2026,Specialty Cider and Perry – Dry,Silver,Wooden Gate Cider,New/Old Fashioned,,,,
2026,Specialty Cider and Perry – Dry,Silver,Wooden Gate Cider,Joy,,,,
2026,Specialty Cider and Perry – Dry,Silver,Wooden Gate Cider,Cranberry/ginger,,,,
2026,Specialty Cider and Perry – Dry,Bronze,Angry Orchard Hard Cider Company,Year of the Apple,,,,
2026,Specialty Cider and Perry – Dry,Bronze,Elder Piper Beer & Cider,Blueberry Mosaic Cider,,,,
2026,Specialty Cider and Perry – Dry,Bronze,Idiot Brothers,Passion Project,,,,
2026,Specialty Cider and Perry – Dry,Bronze,Mountain West Hard Cider,Carrot ginger LOS,,,,
2026,Specialty Cider and Perry – Dry,Bronze,Oak Tree Orchard,The Apricot Hop,,,,
2026,Specialty Cider and Perry – Dry,Bronze,Second Summit Hard Cider Co.,Honey & Heather,,,,
2026,Specialty Cider and Perry – Dry,Bronze,Stormalong Cider,Cat’s Walk,,,,
2026,Specialty Cider and Perry – Dry,Bronze,Wooden Gate Cider,Yennefer,,,,
2026,Fortified Cider,Gold,Haykin Family Cider,Traditional Apples in French Oak,,,,
2026,Fortified Cider,Silver,Angry Orchard Hard Cider Company,Pommeau,,,,
2026,Fortified Cider,Silver,Beak & Skiff Apple Farms,Pommeau,,,,
2026,Fortified Cider,Silver,Black Diamond Farm,Porter’s Pommeau,,,,
2026,Fortified Cider,Silver,Copper & Kings,Pommeau,,,,
2026,Fortified Cider,Silver,Fogtown Brewing Company,Maine Pommeau,,,,
2026,Fortified Cider,Silver,Haykin Family Cider,Traditional Apples in American Oak,,,,
2026,Fortified Cider,Silver,Haykin Family Cider,Bulmer’s Norman Apples in Limousin,,,,
2026,Fortified Cider,Silver,Haykin Family Cider,Santiam Cherry Apples in Garryana Pommeau,,,,
2026,Fortified Cider,Silver,Idiot Brothers,Pommeau,,,,
2026,Fortified Cider,Silver,Two K Farms,Pommeau,,,,
2026,Fortified Cider,Silver,Mixed Meadia Wines,Pommeau,,,,
2026,Fortified Cider,Silver,Paha Cider,Pommeau,,,,
2026,Fortified Cider,Silver,Seminary Hill Orchard & Cidery,Pommeau ’24,,,,
2026,Fortified Cider,Silver,Storum Ranch Cider & Wine,Pommeau24,,,,
2026,Fortified Cider,Silver,Treasury Cider,Pommeau,,,,
2026,Fortified Cider,Silver,Mountain West Hard Cider,PÔ -MÔ,,,,
2026,Fortified Cider,Silver,Etta Place Cidery,Pipistrelle Pommeau,,,,
2026,Fortified Cider,Silver,Suttons Bay Ciders,Sweet Bay,,,,
2026,Fortified Cider,Silver,Vander Mill,Totally Roasted Smacked,,,,
2026,Fortified Cider,Silver,Vermont Cider Lab,Atlas,,,,
2026,Spirits,Gold,Cidrerie Verger Bilodeau,Le Saint-Pomme,,,,
2026,Spirits,Gold,Copper & Kings,Apple Brandy BIB,,,,
2026,Spirits,Silver,2 Towns Ciderhouse,2 Towns Apple Brandy,,,,
2026,Spirits,Silver,ATHENS WEST END CIDERHOUSE,Apple Brandy,,,,
2026,Spirits,Silver,Copper & Kings,Apple Brandy finished in Maple Syrup Barrels,,,,
2026,Spirits,Silver,Copper & Kings,Heritage Cider Apple Brandy,,,,
2026,Spirits,Silver,Copper & Kings,Unchapitalized Apple brandy in Ex-Bourbon barrels,,,,
2026,Spirits,Silver,Haykin Family Cider,Akane Eau de Vie,,,,
2026,Spirits,Silver,Haykin Family Cider,French Oak Aged Apple Brandy,,,,
2026,Spirits,Silver,Two K Farms,Apple Brandy VGS,,,,
2026,Spirits,Silver,Mixed Meadia Wines,Apple Brandy,,,,
2026,Spirits,Silver,Vander Mill,Apple Brandy,,,,
2026,Spirits,Bronze,Atlanta Hard Cider Co. & Distillery,Port Barrel Applejack,,,,
2026,Spirits,Bronze,Copper & Kings,Wild Ferment Apple Brandy,,,,
2026,Spirits,Bronze,Haykin Family Cider,Limousin Aged Apple Brandy,,,,
2026,Spirits,Bronze,Haykin Family Cider,Porter’s Perfection Eau de Vie,,,,
2026,Spirits,Bronze,Haykin Family Cider,Golden Russet Eau de Vie,,,,
2026,Spirits,Bronze,Haykin Family Cider,Garryana Aged Apple Brandy,,,,
2026,Spirits,Bronze,Mixed Meadia Wines,Winter Overall,,,,
2026,Spirits,Bronze,thornapple brewing company,Pear Brandy,,,,
2026,Spirits,Bronze,Vander Mill,Michigan Honeycrisp Vodka,,,,
2026,Tannin Forward Cider – Sweet,Gold,Bauman’s Cider,Amber,,,,
2026,Tannin Forward Cider – Sweet,Silver,2 Towns Ciderhouse,2025 Cidre Bouché,,,,
2026,Tannin Forward Cider – Sweet,Silver,Angry Orchard Hard Cider Company,Tremlett’s Bitter SVC,,,,
2026,Tannin Forward Cider – Sweet,Silver,Annapolis Cider Company,Doré du Bassins des Mines,,,,
2026,Tannin Forward Cider – Sweet,Silver,Bauman’s Cider,Little Green Apples,,,,
2026,Tannin Forward Cider – Sweet,Silver,Haykin Family Cider,Domaine,,,,
2026,Tannin Forward Cider – Sweet,Silver,Haykin Family Cider,Kermerrian,,,,
2026,Tannin Forward Cider – Sweet,Silver,Haykin Family Cider,Yarlington Mill,,,,
2026,Tannin Forward Cider – Sweet,Silver,Snow Capped Cider,Elevee,,,,
2026,Tannin Forward Cider – Sweet,Silver,Snow Capped Cider,Binet Rouge,,,,
2026,Tannin Forward Cider – Sweet,Silver,Snow Capped Cider,6352′ ELEVATION SERIES,,,,
2026,Tannin Forward Cider – Sweet,Bronze,Haykin Family Cider,Summer Rambo,,,,
2026,Tannin Forward Cider – Sweet,Bronze,Purely Pomme,Franklin Still,,,,
2026,Tannin Forward Cider – Sweet,Bronze,Snow Capped Cider,Frequine Rouge,,,,
2026,Tannin Forward Cider – Sweet,Bronze,Snow Capped Cider,Medaille D’Or,,,,
2026,Tannin Forward Cider – Sweet,Bronze,Snow Capped Cider,Fab Five,,,,
2026,Tannin Forward Cider – Sweet,Bronze,Snow Capped Cider,Golden,,,,
2026,Hopped Cider,Silver,Angry Orchard Hard Cider Company,1440,,,,
2026,Hopped Cider,Silver,Annapolis Cider Company,Hopped Pippin,,,,
2026,Hopped Cider,Silver,Farm Club,Cider with Hops,,,,
2026,Hopped Cider,Silver,Mountain West Hard Cider,Cottonwood,,,,
2026,Hopped Cider,Silver,Snow Capped Cider,Hopped,,,,
2026,Hopped Cider,Silver,Snowbird Farm & Cidery,Hoppy Opus,,,,
2026,Hopped Cider,Silver,Sodo sidrine,Apyniuotas Sidras,,,,
2026,Hopped Cider,Silver,Starfall Cider Co,Imperial Hazy Honeycrisp,,,,
2026,Hopped Cider,Silver,Suttons Bay Ciders,Mosaic,,,,
2026,Hopped Cider,Bronze,1818 farm & cidery,Boys brunch,,,,
2026,Hopped Cider,Bronze,Apple Barn Cider House,Hop Zin,,,,
2026,Hopped Cider,Bronze,Ardiel Cider House,Big John,,,,
2026,Hopped Cider,Bronze,Paha Cider,Brut Cider,,,,
2026,Hopped Cider,Bronze,The Cider Farm,Equinox,,,,
2026,Hopped Cider,Bronze,Vermont Cider Lab,Mavey,,,,
2026,Ice Cider,Gold,Annapolis Cider Company,Ice Cider,,,,
2026,Ice Cider,Gold,Cidrerie Verger Bilodeau,Cuvée Spéciale De Cidre De Glace,,,,
2026,Ice Cider,Gold,Eden Specialty Ciders,Heirloom Blend Ice Cider 2024,,,,
2026,Ice Cider,Gold,Glacial Till,Ice Cider II,,,,
2026,Ice Cider,Gold,Haykin Family Cider,Calville Blanc d’Hiver Ice Cider,,,,
2026,Ice Cider,Silver,Alde Sider,Alde Issider,,,,
2026,Ice Cider,Silver,Angry Orchard Hard Cider Company,Ice Cider,,,,
2026,Ice Cider,Silver,Cider Hill Cellars,Winter,,,,
2026,Ice Cider,Silver,Cidrerie Verger Bilodeau,Nectar de Glace,,,,
2026,Ice Cider,Silver,Eden Specialty Ciders,Honeycrisp Ice Cider 2024,,,,
2026,Ice Cider,Silver,Haykin Family Cider,Newtown Pippin Ice cider,,,,
2026,Ice Cider,Silver,Haykin Family Cider,LUCY Ice Cider,,,,
2026,Ice Cider,Silver,Solville,Ice cider,,,,
2026,Ice Cider,Silver,"Valle, Ballina Y Fernández Sa",Sidra De Hielo 1898,,,,
