ID,Style,Medal,WID,Medalist,Entry,Place
730,SPIRITS,Silver,323,Haykin Family Cider,Porters Perfection Eau De Vie,
29,MODERN CIDER – DRY,Silver,330,High Limb Cider,Honeypot,
45,MODERN CIDER – DRY,Bronze,330,High Limb Cider,Core,
101,MODERN CIDER – SWEET,Bronze,330,High Limb Cider,Gunn’s Irish Cider,
110,MODERN CIDER – SWEET,Bronze,330,High Limb Cider,The Og,
367,FRUIT CIDER – DRY,Silver,330,High Limb Cider,Meteor Sour,
486,HOPPED CIDER,Bronze,330,High Limb Cider,Hop To It,
498,BOTANICAL CIDER,Silver,330,High Limb Cider,Brite Side,
667,UNLIMITED CIDER AND PERRY,Bronze,330,High Limb Cider,Cape Daze: Offseason,
669,UNLIMITED CIDER AND PERRY,Bronze,330,High Limb Cider,Glazed & Confused,
91,MODERN CIDER – SWEET,Silver,2032,Island Folk Cider House,Red Sky Appellation 2024,
376,FRUIT CIDER – DRY,Silver,2032,Island Folk Cider House,Sweet Valley Vibes,
452,FRUIT CIDER – SWEET,Bronze,2032,Island Folk Cider House,Lemon Squeezy,
635,SPECIALTY CIDER & PERRY – SWEET,Bronze,2032,Island Folk Cider House,Rebel Rose,
132,HEIRLOOM CIDER – DRY,Silver,350,Island Orchard Cider,Brut Apple Reserve,
155,HEIRLOOM CIDER – DRY,Silver,350,Island Orchard Cider,Kingston Black,
361,FRUIT CIDER – DRY,Silver,350,Island Orchard Cider,Apple Cherry,
466,HOPPED CIDER,Best-in-Class,350,Island Orchard Cider,Hopped Brut Apple,1
494,BOTANICAL CIDER,Silver,350,Island Orchard Cider,Apple Ginger,
495,BOTANICAL CIDER,Silver,350,Island Orchard Cider,Apple Lavender,
688,ICE CIDER,Silver,350,Island Orchard Cider,Ice Cider,
715,FORTIFIED CIDER,Silver,350,Island Orchard Cider,Pomona,
54,MODERN CIDER – DRY,Bronze,355,Jasper Winery,Orchard Blend,
403,FRUIT CIDER – SWEET,Silver,355,Jasper Winery,Blackberry & Peach With Vanilla,
469,HOPPED CIDER,Gold,355,Jasper Winery,Passionfruit Pineapple W/ Galaxy Hops,
587,SPECIALTY CIDER & PERRY – SWEET,Best-in-Class,355,Jasper Winery,Green Apple & Honey,2
226,HEIRLOOM CIDER – SWEET,Bronze,2137,King Orchards,Orchard Bloom,
272,TANNIN FORWARD CIDER – DRY,Bronze,2137,King Orchards,Dry Harvest,
390,FRUIT CIDER – SWEET,Best-in-Class,2137,King Orchards,U-Pick Cherry,1
697,ICE CIDER,Bronze,2137,King Orchards,King’s of the North,
82,MODERN CIDER – SWEET,Silver,27,Kuhnhenn Brewing Company,Kuhnhenn Cider,
335,LOW TANNIN PERRY,Best-in-Class,27,Kuhnhenn Brewing Company,Kuhnhenn Perry,2
631,SPECIALTY CIDER & PERRY – SWEET,Bronze,27,Kuhnhenn Brewing Company,Monkfruit Cider,
141,HEIRLOOM CIDER – DRY,Silver,1012,Little Apple Cidery,Floraison,
158,HEIRLOOM CIDER – DRY,Silver,1012,Little Apple Cidery,Little Batch Hudson Valley Apple Project,
255,TANNIN FORWARD CIDER – DRY,Silver,1012,Little Apple Cidery,Little Batch Bittersweets,
360,FRUIT CIDER – DRY,Gold,1012,Little Apple Cidery,Quince,
150,HEIRLOOM CIDER – DRY,Silver,921,Loch Mór Cider Co,Harrison,
247,TANNIN FORWARD CIDER – DRY,Silver,921,Loch Mór Cider Co,Harry Masters Jersey,
249,TANNIN FORWARD CIDER – DRY,Silver,921,Loch Mór Cider Co,Kingston Black,
323,ROSÉ CIDER,Silver,921,Loch Mór Cider Co,Blush,
428,FRUIT CIDER – SWEET,Silver,921,Loch Mór Cider Co,Sour Cherry,
12,MODERN CIDER – DRY,Silver,2078,Malner Cider,Bora / Malner Cider,
50,MODERN CIDER – DRY,Bronze,1072,Market Garden Brewery,Heart Cider Original,
404,FRUIT CIDER – SWEET,Silver,409,Mcmenamins Edgefield Cider,Blackberry Cider,
506,BOTANICAL CIDER,Silver,409,McMenamins Edgefield Cider,Jasmine Tea Cider,
538,WOOD AGED CIDER,Silver,409,McMenamins Edgefield Cider,Imperial Bee Cider,
7,MODERN CIDER – DRY,Gold,1749,Michigan Wine Company,Northern Spy Cider,
27,MODERN CIDER – DRY,Silver,1749,Michigan Wine Company,Grant Twp Dry,
75,MODERN CIDER – SWEET,Silver,1749,Michigan Wine Company,Grant Twp Sweet,
340,LOW TANNIN PERRY,Silver,1749,Michigan Wine Company,Grant Twp Perry,
420,FRUIT CIDER – SWEET,Silver,1749,Michigan Wine Company,Plum,
537,WOOD AGED CIDER,Silver,1749,Michigan Wine Company,Gold Reserve,
225,HEIRLOOM CIDER – SWEET,Bronze,423,Minneapolis Cider Co,Orchard Blend,
468,HOPPED CIDER,Best-in-Class,423,Minneapolis Cider Co,Half Nelson Hopped,3
558,LOW & NO ALCOHOL CIDER,Bronze,423,Minneapolis Cider Co,Crispin Zero,
613,SPECIALTY CIDER & PERRY – SWEET,Silver,423,Minneapolis Cider Co,Spiced Cranberry,
652,UNLIMITED CIDER AND PERRY,Silver,423,Minneapolis Cider Co,Mango Habanero,
719,FORTIFIED CIDER,Bronze,423,Minneapolis Cider Co,Maple Pommeau,
310,NATURAL CIDER,Silver,,Mixed Meadia Wines,Cote De Mort Sparkling Cider,
306,NATURAL CIDER,Best-in-Class,1908,Mount Diablo Cider Company,Native Son,1
382,FRUIT CIDER – DRY,Bronze,1908,Mount Diablo Cider Company,Community Crush,
23,MODERN CIDER – DRY,Silver,432,Mountain West Hard Cider,Elliot Gold,
37,MODERN CIDER – DRY,Silver,432,Mountain West Hard Cider,Ruby,
130,HEIRLOOM CIDER – DRY,Silver,432,Mountain West Hard Cider,Ashmead Gold,
262,TANNIN FORWARD CIDER – DRY,Silver,432,Mountain West Hard Cider,Porters Gold,
312,NATURAL CIDER,Silver,432,Mountain West Hard Cider,Green Urban Lunch Box 2024,
385,FRUIT CIDER – DRY,Bronze,432,Mountain West Hard Cider,Desolation,
471,HOPPED CIDER,Silver,432,Mountain West Hard Cider,Cottonwood,
632,SPECIALTY CIDER & PERRY – SWEET,Bronze,432,Mountain West Hard Cider,Parleys Perry,
695,ICE CIDER,Bronze,432,Mountain West Hard Cider,Ice Cider,
316,NATURAL CIDER,Bronze,1725,Nascent Cider & Spirits,Oak Fermented Gold Rush,
359,FRUIT CIDER – DRY,Gold,2228,Northman Cider Co,Northman Rosé Cider,
480,HOPPED CIDER,Silver,2228,Northman Cider Co,Northman Hopped Cider,
92,MODERN CIDER – SWEET,Silver,38,Northville Winery And Brewing Comapny,Rockin’ Cock,
442,FRUIT CIDER – SWEET,Bronze,1757,Odd Brothers Craft Cider,Binder Bramble,
604,SPECIALTY CIDER & PERRY – SWEET,Silver,1757,Odd Brothers Craft Cider,Imperial Bourbon Barrel Wanderer,
643,UNLIMITED CIDER AND PERRY,Best-in-Class,,Old Mountain Wine Company,Honey Basil,2
509,BOTANICAL CIDER,Silver,39,Ore Creek Craft Cider,Lemon Lavender,
519,BOTANICAL CIDER,Bronze,39,Ore Creek Craft Cider,Crooked Lake Coffee,
551,WOOD AGED CIDER,Bronze,39,Ore Creek Craft Cider,Good Wood,
556,LOW & NO ALCOHOL CIDER,Best-in-Class,,Original,Clear View,3
135,HEIRLOOM CIDER – DRY,Silver,2221,Paha Cider,Driftless Cider,
235,TANNIN FORWARD CIDER – DRY,Silver,2221,Paha Cider,Cedar Valley Blend,
256,TANNIN FORWARD CIDER – DRY,Silver,2221,Paha Cider,Long Lane Cider,
381,FRUIT CIDER – DRY,Bronze,2221,Paha Cider,Blueberry Aronia,
430,FRUIT CIDER – SWEET,Silver,2221,Paha Cider,Sweet Cherry,
470,HOPPED CIDER,Silver,2221,Paha Cider,Brut Cider,
544,WOOD AGED CIDER,Bronze,2221,Paha Cider,1St Anniversary Barrel Aged Cider,
581,SPECIALTY CIDER & PERRY – DRY,Bronze,2221,Paha Cider,Imperial Apple,
606,SPECIALTY CIDER & PERRY – SWEET,Silver,2221,Paha Cider,Imperial Honeyberry,
610,SPECIALTY CIDER & PERRY – SWEET,Silver,2221,Paha Cider,Pear Cider,
94,MODERN CIDER – SWEET,Silver,1771,Peats Original Cider,The Huntsman,
432,FRUIT CIDER – SWEET,Silver,1771,Peats Original Cider,The Acolyte,
488,HOPPED CIDER,Bronze,1771,Peats Original Cider,The Knave: Citra,
637,SPECIALTY CIDER & PERRY – SWEET,Bronze,1771,Peats Original Cider,Stay Flippy!,
74,MODERN CIDER – SWEET,Silver,1893,Peninsula Cellars,Galactic,
625,SPECIALTY CIDER & PERRY – SWEET,Bronze,1893,Peninsula Cellars,Evil Ways,
677,UNLIMITED CIDER AND PERRY,Bronze,1893,Peninsula Cellars,Pucker-Up,
57,MODERN CIDER – DRY,Bronze,2181,Ponderosa Cider Co.,Southern Aspect,
147,HEIRLOOM CIDER – DRY,Silver,2181,Ponderosa Cider Co.,Gravenstein,
362,FRUIT CIDER – DRY,Silver,2181,Ponderosa Cider Co.,Blackberry,
455,FRUIT CIDER – SWEET,Bronze,2181,Ponderosa Cider Co.,Peach Ginger,
90,MODERN CIDER – SWEET,Silver,,Porters Hard Cider Company,Porter’s Pride,
30,MODERN CIDER – DRY,Silver,490,Portland Cider Co.,Kinda Dry,
88,MODERN CIDER – SWEET,Silver,490,Portland Cider Co.,Original Gold,
240,TANNIN FORWARD CIDER – DRY,Silver,490,Portland Cider Co.,English Pub,
87,MODERN CIDER – SWEET,Silver,,Prairie Bears Cider Co.,Original Apple Cider,
422,FRUIT CIDER – SWEET,Silver,,Prairie Bears Cider Co.,Prairie Berry,
446,FRUIT CIDER – SWEET,Bronze,,Prairie Bears Cider Co.,Blueberry Bergamot,
242,TANNIN FORWARD CIDER – DRY,Silver,1717,Presque Isle Farm Cider,Farmhouse,
260,TANNIN FORWARD CIDER – DRY,Silver,1717,Presque Isle Farm Cider,Pet Nat: Kingston Black / Bulmer’s Norman,
264,TANNIN FORWARD CIDER – DRY,Silver,1717,Presque Isle Farm Cider,Single Varietal: Kingston Black,
278,TANNIN FORWARD CIDER – DRY,Bronze,1717,Presque Isle Farm Cider,Pride,
293,TANNIN FORWARD CIDER – SWEET,Silver,1717,Presque Isle Farm Cider,Giganticus Maximus Keeved Cider,
713,FORTIFIED CIDER,Silver,1717,Presque Isle Farm Cider,Pommeau: Kingston Black,
224,HEIRLOOM CIDER – SWEET,Bronze,1912,Puget Sound Cider Company,Lost Apple,
250,TANNIN FORWARD CIDER – DRY,Silver,1912,Puget Sound Cider Company,Kingston Black,
254,TANNIN FORWARD CIDER – DRY,Silver,1912,Puget Sound Cider Company,Kingston Blend,
275,TANNIN FORWARD CIDER – DRY,Bronze,1912,Puget Sound Cider Company,Kingston Black Reserve,
305,TANNIN FORWARD CIDER – SWEET,Bronze,1912,Puget Sound Cider Company,Virginia Crabapple,
356,FRUIT CIDER – DRY,Best-in-Class,1912,Puget Sound Cider Company,Cherry,3
387,FRUIT CIDER – DRY,Bronze,1912,Puget Sound Cider Company,Pomegranate,
401,FRUIT CIDER – SWEET,Silver,1912,Puget Sound Cider Company,Apple Pear,
564,LOW & NO ALCOHOL CIDER,Bronze,1912,Puget Sound Cider Company,Virginia-Kin,
46,MODERN CIDER – DRY,Bronze,44,Pux Cider,Crimson Crisp,
518,BOTANICAL CIDER,Bronze,44,Pux Cider,Botanic! At The Disco,
164,HEIRLOOM CIDER – DRY,Silver,2698,Ramborn Cider Co.,Original Dry Cider,
346,HIGH TANNIN PERRY,Best-in-Class,2698,Ramborn Cider Co.,Perry Cider,3
484,HOPPED CIDER,Bronze,2698,Ramborn Cider Co.,Cascade Hopped,
231,TANNIN FORWARD CIDER – DRY,Gold,2070,Raw Cider Company,Kearns Estate,
245,TANNIN FORWARD CIDER – DRY,Silver,2070,Raw Cider Company,Frequin Rouge,
307,NATURAL CIDER,Best-in-Class,2070,Raw Cider Company,Koosah,2
318,ROSÉ CIDER,Best-in-Class,2070,Raw Cider Company,Airlie Red,1
347,HIGH TANNIN PERRY,Gold,2070,Raw Cider Company,Sparkling Perry,
350,HIGH TANNIN PERRY,Silver,2070,Raw Cider Company,Kearns Estate Perry,
207,HEIRLOOM CIDER – SWEET,Silver,2091,Rebel Apple,Bride,
529,WOOD AGED CIDER,Gold,2091,Rebel Apple,Royal Rage Against The Pepin,
491,BOTANICAL CIDER,Best-in-Class,2091,Rebel Apple,Time Killa Cannabis Cider,3
36,MODERN CIDER – DRY,Silver,867,Red Apple Farm,Red Apple Farm Dry,
106,MODERN CIDER – SWEET,Bronze,867,Red Apple Farm,Red Apple Farm Semi-Sweet,
426,FRUIT CIDER – SWEET,Silver,867,Red Apple Farm,Red Apple Farm Cranberry,
181,HEIRLOOM CIDER – DRY,Bronze,1898,Red Island Cider,Golden Russet,
366,FRUIT CIDER – DRY,Silver,1898,Red Island Cider,Lady’s Slipper,
485,HOPPED CIDER,Bronze,1898,Red Island Cider,Devonport,
325,ROSÉ CIDER,Silver,2396,Red Love Secco,Kühbrein,
49,MODERN CIDER – DRY,Bronze,3539,Retreat 21 Cider Co.,Goldrush,
85,MODERN CIDER – SWEET,Silver,3539,Retreat 21 Cider Co.,Orchard Blend,
126,HEIRLOOM CIDER – DRY,Silver,3539,Retreat 21 Cider Co.,Albemarle Pippin,
151,HEIRLOOM CIDER – DRY,Silver,3539,Retreat 21 Cider Co.,Harrison,
216,HEIRLOOM CIDER – SWEET,Silver,3539,Retreat 21 Cider Co.,Heirloom Blend,
55,MODERN CIDER – DRY,Bronze,149,Roc Hard Partners,Paddy Green,
570,SPECIALTY CIDER & PERRY – DRY,Gold,149,Roc Hard Partners,Imperial Paddy Blueberry,
391,FRUIT CIDER – SWEET,Best-in-Class,,Rove Winery at the Gallagher Estate,Cherry,2
467,HOPPED CIDER,Best-in-Class,,Rove Winery at the Gallagher Estate,Citra Hopped Cider,2
500,BOTANICAL CIDER,Silver,,Rove Winery at the Gallagher Estate,Cinnamon,
169,HEIRLOOM CIDER – DRY,Silver,889,Sage Bird Ciderworks,Virginia Hewes Crab,
313,NATURAL CIDER,Silver,889,Sage Bird Ciderworks,La Finca,
539,WOOD AGED CIDER,Silver,889,Sage Bird Ciderworks,Reddish,
42,MODERN CIDER – DRY,Silver,545,Sapsucker Farms Yellow Belly Cidery,Yellow Belly Yb Dry,
439,FRUIT CIDER – SWEET,Silver,545,Sapsucker Farms Yellow Belly Cidery,Yellow Belly Cherry Cider,
516,BOTANICAL CIDER,Silver,545,Sapsucker Farms Yellow Belly Cidery,Yellow Belly Ginger Cider,
664,UNLIMITED CIDER AND PERRY,Silver,545,Sapsucker Farms Yellow Belly Cidery,Yellow Belly Blue Betcha Cider,
681,UNLIMITED CIDER AND PERRY,Bronze,545,Sapsucker Farms Yellow Belly Cidery,Yellow Belly Caramel Apple Cider,
210,HEIRLOOM CIDER – SWEET,Silver,550,Schilling Cider,Excelsior Imperial Apple,
450,FRUIT CIDER – SWEET,Bronze,550,Schilling Cider,Excelsior Imperial Passionfruit Pineapple,
608,SPECIALTY CIDER & PERRY – SWEET,Silver,550,Schilling Cider,Moon Berries,
195,HEIRLOOM CIDER – DRY,Bronze,830,Sea Cider,Platinum,
289,TANNIN FORWARD CIDER – SWEET,Silver,830,Sea Cider,Bittersweet,
317,NATURAL CIDER,Bronze,830,Sea Cider,Wild English,
342,LOW TANNIN PERRY,Bronze,830,Sea Cider,Perry,
407,FRUIT CIDER – SWEET,Silver,830,Sea Cider,Bramble Bubbly,
4,MODERN CIDER – DRY,Best-in-Class,553,Seattle Cider Company,City Fruit 2024,3
14,MODERN CIDER – DRY,Silver,553,Seattle Cider Company,City Fruit 2023,
21,MODERN CIDER – DRY,Silver,553,Seattle Cider Company,Dry,
40,MODERN CIDER – DRY,Silver,553,Seattle Cider Company,Vivid Tart Apple,
77,MODERN CIDER – SWEET,Silver,553,Seattle Cider Company,Honeycrisp,
377,FRUIT CIDER – DRY,Silver,553,Seattle Cider Company,Vivid Bright Cherry,
378,FRUIT CIDER – DRY,Silver,553,Seattle Cider Company,Vivid Fresh Peach,
379,FRUIT CIDER – DRY,Silver,553,Seattle Cider Company,Vivid Juicy Pear,
435,FRUIT CIDER – SWEET,Silver,553,Seattle Cider Company,Vivid Wild Blueberry,
464,FRUIT CIDER – SWEET,Bronze,553,Seattle Cider Company,Vivid Ripe Plum,
496,BOTANICAL CIDER,Silver,553,Seattle Cider Company,Basil Mint,
577,SPECIALTY CIDER & PERRY – DRY,Silver,553,Seattle Cider Company,Raspberry Blossom,
602,SPECIALTY CIDER & PERRY – SWEET,Silver,553,Seattle Cider Company,Guava Citrus,
609,SPECIALTY CIDER & PERRY – SWEET,Silver,553,Seattle Cider Company,Odyssey,
81,MODERN CIDER – SWEET,Silver,2396,Secco,Kühbrein,
33,MODERN CIDER – DRY,Silver,2297,Second Summit Ha,Off-Dry,
153,HEIRLOOM CIDER – DRY,Silver,2297,Second Summit Ha,Heritage,
358,FRUIT CIDER – DRY,Gold,2297,Second Summit Ha,Cherry,
492,BOTANICAL CIDER,Gold,2297,Second Summit Ha,Ginger Sumac,
650,UNLIMITED CIDER AND PERRY,Silver,2297,Second Summit Ha,Hopped,
711,FORTIFIED CIDER,Silver,2297,Second Summit Ha,Pommeau,
673,UNLIMITED CIDER AND PERRY,Bronze,,Shayo Ciders,Mango Pineapple Shayo,
405,FRUIT CIDER – SWEET,Silver,2115,Sisters Cider House,Blackcurrant,
423,FRUIT CIDER – SWEET,Silver,2115,Sisters Cider House,Prickly Pear,
457,FRUIT CIDER – SWEET,Bronze,2115,Sisters Cider House,Pomegranate,
140,HEIRLOOM CIDER – DRY,Silver,,Six River Cider,Farmhouse,
186,HEIRLOOM CIDER – DRY,Bronze,,Six River Cider,Heritage,
548,WOOD AGED CIDER,Bronze,2177,Slaughter Orchard & Cidery,Bourbon Barrel Aged Dry Cider,
453,FRUIT CIDER – SWEET,Bronze,567,Slyboro Ciderhouse,Montmorency Cherry,
571,SPECIALTY CIDER & PERRY – DRY,Silver,567,Slyboro Ciderhouse,Apple Heart Mother,
714,FORTIFIED CIDER,Silver,567,Slyboro Ciderhouse,Pommore Special Reserve,
586,SPECIALTY CIDER & PERRY – SWEET,Best-in-Class,,Smokin’ Banjo,Banjo Blues,1
642,UNLIMITED CIDER AND PERRY,Best-in-Class,,Smokin’ Banjo,Transfusion,1
576,SPECIALTY CIDER & PERRY – DRY,Silver,43,Smythphillips Company,Plum Earl Grey,
578,SPECIALTY CIDER & PERRY – DRY,Silver,43,Smythphillips Company,Raspberry Thyme,
8,MODERN CIDER – DRY,Gold,569,Snow Capped Cider,Novel,
11,MODERN CIDER – DRY,Silver,569,Snow Capped Cider,Bluebird Day,
66,MODERN CIDER – SWEET,Silver,569,Snow Capped Cider,Akane,
84,MODERN CIDER – SWEET,Silver,569,Snow Capped Cider,Opal,
89,MODERN CIDER – SWEET,Silver,569,Snow Capped Cider,Pinova Reserve,
103,MODERN CIDER – SWEET,Bronze,569,Snow Capped Cider,Honey Crisp,
115,HEIRLOOM CIDER – DRY,Gold,569,Snow Capped Cider,Ashmead’s Kernel,
125,HEIRLOOM CIDER – DRY,Silver,569,Snow Capped Cider,6642′ Elevation,
129,HEIRLOOM CIDER – DRY,Silver,569,Snow Capped Cider,Arkansas Black,
134,HEIRLOOM CIDER – DRY,Silver,569,Snow Capped Cider,Brut Dry Heirloom,
137,HEIRLOOM CIDER – DRY,Silver,569,Snow Capped Cider,Ellis Bitter,
160,HEIRLOOM CIDER – DRY,Silver,569,Snow Capped Cider,Mountain Dry,
161,HEIRLOOM CIDER – DRY,Silver,569,Snow Capped Cider,Newtown Pippin,
166,HEIRLOOM CIDER – DRY,Silver,569,Snow Capped Cider,Porter’s Perfection,
168,HEIRLOOM CIDER – DRY,Silver,569,Snow Capped Cider,Stoke Red,
172,HEIRLOOM CIDER – DRY,Silver,569,Snow Capped Cider,Wickson Crabapple,
173,HEIRLOOM CIDER – DRY,Silver,569,Snow Capped Cider,Winesap Specialty,
176,HEIRLOOM CIDER – DRY,Bronze,569,Snow Capped Cider,6130′ Medium Dry,
193,HEIRLOOM CIDER – DRY,Bronze,569,Snow Capped Cider,North 40,
202,HEIRLOOM CIDER – SWEET,Best-in-Class,569,Snow Capped Cider,Chisel Jersey,1
203,HEIRLOOM CIDER – SWEET,Best-in-Class,569,Snow Capped Cider,Gravenstein,2
204,HEIRLOOM CIDER – SWEET,Best-in-Class,569,Snow Capped Cider,Winesap,3
209,HEIRLOOM CIDER – SWEET,Silver,569,Snow Capped Cider,Esopus Spitzenburg,
211,HEIRLOOM CIDER – SWEET,Silver,569,Snow Capped Cider,Gold Rush,
212,HEIRLOOM CIDER – SWEET,Silver,569,Snow Capped Cider,Golden Russet,
215,HEIRLOOM CIDER – SWEET,Silver,569,Snow Capped Cider,Harrison Reserve,
219,HEIRLOOM CIDER – SWEET,Silver,569,Snow Capped Cider,The Russets,
222,HEIRLOOM CIDER – SWEET,Bronze,569,Snow Capped Cider,Harrison,
229,TANNIN FORWARD CIDER – DRY,Best-in-Class,569,Snow Capped Cider,Yarlington Mill,2
234,TANNIN FORWARD CIDER – DRY,Silver,569,Snow Capped Cider,6352′ Elevation Series,
238,TANNIN FORWARD CIDER – DRY,Silver,569,Snow Capped Cider,Dabinett Reserve,
243,TANNIN FORWARD CIDER – DRY,Silver,569,Snow Capped Cider,Fenouillet Gris,
248,TANNIN FORWARD CIDER – DRY,Silver,569,Snow Capped Cider,Herefordshire Redstreak,
251,TANNIN FORWARD CIDER – DRY,Silver,569,Snow Capped Cider,Kingston Black,
252,TANNIN FORWARD CIDER – DRY,Silver,569,Snow Capped Cider,Kingston Black Reserve,
257,TANNIN FORWARD CIDER – DRY,Silver,569,Snow Capped Cider,Major,
265,TANNIN FORWARD CIDER – DRY,Silver,569,Snow Capped Cider,Sommerset Redstreak,
266,TANNIN FORWARD CIDER – DRY,Silver,569,Snow Capped Cider,Wilde Woods,
273,TANNIN FORWARD CIDER – DRY,Bronze,569,Snow Capped Cider,Foxwhelp,
288,TANNIN FORWARD CIDER – SWEET,Silver,569,Snow Capped Cider,6520′ Elevation,
292,TANNIN FORWARD CIDER – SWEET,Silver,569,Snow Capped Cider,Frequine Rouge,
298,TANNIN FORWARD CIDER – SWEET,Silver,569,Snow Capped Cider,Medaille D’Or,
303,TANNIN FORWARD CIDER – SWEET,Bronze,569,Snow Capped Cider,Fab Five,
322,ROSÉ CIDER,Silver,569,Snow Capped Cider,Bespoke,
334,LOW TANNIN PERRY,Best-in-Class,569,Snow Capped Cider,Winter Pear,1
337,LOW TANNIN PERRY,Gold,569,Snow Capped Cider,Sparkling Perry,
354,FRUIT CIDER – DRY,Best-in-Class,569,Snow Capped Cider,Porters & Perry,1
460,FRUIT CIDER – SWEET,Bronze,569,Snow Capped Cider,Sour Cherry,
525,WOOD AGED CIDER,Best-in-Class,569,Snow Capped Cider,Blanc Mollet,1
527,WOOD AGED CIDER,Best-in-Class,569,Snow Capped Cider,BBL Aged Kingston Black,3
565,SPECIALTY CIDER & PERRY – DRY,Best-in-Class,569,Snow Capped Cider,Hopped Apricot,1
567,SPECIALTY CIDER & PERRY – DRY,Best-in-Class,569,Snow Capped Cider,Rockie’s Rose,3
594,SPECIALTY CIDER & PERRY – SWEET,Silver,569,Snow Capped Cider,Barrel Aged Peach Spiced,
611,SPECIALTY CIDER & PERRY – SWEET,Silver,569,Snow Capped Cider,Plum Lemongrass With Ginger,
612,SPECIALTY CIDER & PERRY – SWEET,Silver,569,Snow Capped Cider,Sparkling Rose’,
617,SPECIALTY CIDER & PERRY – SWEET,Silver,569,Snow Capped Cider,White Wine Perry,
670,UNLIMITED CIDER AND PERRY,Bronze,569,Snow Capped Cider,Lavender Lemonade,
38,MODERN CIDER – DRY,Silver,,Solville,Solville Classic Pepin Shafrannyi,
373,FRUIT CIDER – DRY,Silver,,Solville,Solville Classic Japanese Quince,
281,TANNIN FORWARD CIDER – DRY,Bronze,,Southern Scrumpy,Stargazer Cider,
180,HEIRLOOM CIDER – DRY,Bronze,584,Spring Hill Cider Works,Cidermaker’s Select Heirloom Hard Cider,
448,FRUIT CIDER – SWEET,Bronze,584,Spring Hill Cider Works,Blueberry Hill Hard Cider,
596,SPECIALTY CIDER & PERRY – SWEET,Silver,584,Spring Hill Cider Works,Bourbon Barrel Maple Hard Cider,
35,MODERN CIDER – DRY,Silver,52,Starcut Ciders,Pulsar,
388,FRUIT CIDER – DRY,Bronze,52,Starcut Ciders,Toucana,
205,HEIRLOOM CIDER – SWEET,Gold,600,Stormalong Cider,Golden Russet & Friends,
515,BOTANICAL CIDER,Silver,600,Stormalong Cider,White Mountain Magic,
552,WOOD AGED CIDER,Bronze,600,Stormalong Cider,Moon River Reserve,
671,UNLIMITED CIDER AND PERRY,Bronze,600,Stormalong Cider,Light Of The Sun,
127,HEIRLOOM CIDER – DRY,Silver,869,Stray Arrow Ranch,All-American Blend,
241,TANNIN FORWARD CIDER – DRY,Silver,869,Stray Arrow Ranch,Etta Place Dry Hard Cider Xt,
258,TANNIN FORWARD CIDER – DRY,Silver,1822,String Theory Cider,Meadow Lark,
261,TANNIN FORWARD CIDER – DRY,Silver,1822,String Theory Cider,Pirouette,
282,TANNIN FORWARD CIDER – DRY,Bronze,1822,String Theory Cider,Still Life,
188,HEIRLOOM CIDER – DRY,Bronze,354,Summer Gold,James Creek Cider House,
179,HEIRLOOM CIDER – DRY,Bronze,53,Suttons Bay Ciders,Calville Blanc,
201,HEIRLOOM CIDER – DRY,Bronze,53,Suttons Bay Ciders,Wickson Crab,
331,ROSÉ CIDER,Bronze,53,Suttons Bay Ciders,Redfield,
482,HOPPED CIDER,Silver,615,Talbott’s Cider Company,Sand Bar,
520,BOTANICAL CIDER,Bronze,615,Talbott’s Cider Company,Hot Girl Summer,
580,SPECIALTY CIDER & PERRY – DRY,Bronze,615,Talbott’s Cider Company,Grow A Pear,
712,FORTIFIED CIDER,Silver,615,Talbott’s Cider Company,Pommeau 12 Month,
15,MODERN CIDER – DRY,Silver,54,Tandem Ciders,Clear Conscience,
17,MODERN CIDER – DRY,Silver,54,Tandem Ciders,Crabster,
60,MODERN CIDER – SWEET,Best-in-Class,54,Tandem Ciders,Smackintosh,1
100,MODERN CIDER – SWEET,Bronze,54,Tandem Ciders,Greenman,
114,HEIRLOOM CIDER – DRY,Best-in-Class,54,Tandem Ciders,Road House,3
167,HEIRLOOM CIDER – DRY,Silver,54,Tandem Ciders,Russet,
300,TANNIN FORWARD CIDER – SWEET,Silver,54,Tandem Ciders,Sweet Dabinett,
320,ROSÉ CIDER,Best-in-Class,54,Tandem Ciders,Le Bisou,3
333,ROSÉ CIDER,Bronze,54,Tandem Ciders,Rose,
542,WOOD AGED CIDER,Silver,54,Tandem Ciders,Woody Mammoth,
550,WOOD AGED CIDER,Bronze,54,Tandem Ciders,Farmhouse,
595,SPECIALTY CIDER & PERRY – SWEET,Silver,54,Tandem Ciders,Bee’s Dream,
698,ICE CIDER,Bronze,54,Tandem Ciders,Skadi,
716,FORTIFIED CIDER,Silver,54,Tandem Ciders,Pomona,
70,MODERN CIDER – SWEET,Silver,899,Tennessee Cider Company,Crisp Apple,
99,MODERN CIDER – SWEET,Bronze,899,Tennessee Cider Company,Granny Smith,
647,UNLIMITED CIDER AND PERRY,Silver,899,Tennessee Cider Company,Black N Blue,
656,UNLIMITED CIDER AND PERRY,Silver,899,Tennessee Cider Company,Summer Peach,
657,UNLIMITED CIDER AND PERRY,Silver,899,Tennessee Cider Company,Sweet Heat,
668,UNLIMITED CIDER AND PERRY,Bronze,899,Tennessee Cider Company,Cider Donut,
675,UNLIMITED CIDER AND PERRY,Bronze,899,Tennessee Cider Company,Peach Mimosa,
