ID,Year,Medal,Place,Medal_Order,WID,Entrant_Original,Entrant,Entrant_2023,Entry,Style,Crosswalk,Crosswalk_Code
7555,2023,🥈 SILVER,,3,921,Loch Mór Cider Co,Loch Mór Cider Co.,Loch Mór Cider Co.,Blush,Rosé Cider,Rosé Cider,H
7676,2023,🥈 SILVER,,3,1912,Puget Sound Cider Company,Puget Sound Cider Company,Puget Sound Cider Company,Rose',Rosé Cider,Rosé Cider,H
7975,2023,🥈 SILVER,,3,845,Twin Pines Orchards & Cider House,Twin Pines Orchards & Cider House,Twin Pines Orchards & Cider House,Hammerbent Providence,Rosé Cider,Rosé Cider,H
7084,2023,🥉 BRONZE,,4,87,Angry Orchard,Angry Orchard,Angry Orchard,First Crush,Rosé Cider,Rosé Cider,H
7269,2023,🥉 BRONZE,,4,188,Champlain Orchards,Champlain Orchards,Champlain Orchards,Redfield,Rosé Cider,Rosé Cider,H
7288,2023,🥉 BRONZE,,4,750,Cidrerie Milton,Cidrerie Milton,Cidrerie Milton,CID Rosé,Rosé Cider,Rosé Cider,H
7406,2023,🥉 BRONZE,,4,2029,Floribunda,Floribunda,Floribunda,Rosé Cider,Rosé Cider,Rosé Cider,H
7437,2023,🥉 BRONZE,,4,306,Green Bench Mead and Cider,Green Bench Brewing Co.,Green Bench Mead & Cider,Redfield 2022,Rosé Cider,Rosé Cider,H
8033,2023,🥉 BRONZE,,4,1050,Waves Cider Company,Waves Cider Co.,Waves Cider Co.,Waves Rose Cider,Rosé Cider,Rosé Cider,H
7991,2023,🏆 BEST IN CLASS,1st Place,1,61,Uncle John's,Uncle John's,Uncle John's,Perry,Modern Perry,Modern Perry,I
7737,2023,🏆 BEST IN CLASS,2nd Place,1,553,Seattle Cider Company,Seattle Cider Company,Seattle Cider Company,Perry,Modern Perry,Modern Perry,I
7306,2023,🏆 BEST IN CLASS,3rd Place,1,209,Colorado Cider Company,Colorado Cider Company,Colorado Cider Company,Pearsnickety,Modern Perry,Modern Perry,I
7594,2023,🥇 GOLD,,2,1749,Michigan Wine Company,Michigan Wine Company,Michigan Wine Company,Perry,Modern Perry,Modern Perry,I
7209,2023,🥈 SILVER,,3,905,Blossom Barn Cidery,Blossom Barn Cidery,Blossom Barn Cidery,Rogue Valley Perry,Modern Perry,Modern Perry,I
7514,2023,🥈 SILVER,,3,350,Island Orchard Cider,Island Orchard Cider,Island Orchard Cider,Pear Reserve,Modern Perry,Modern Perry,I
7609,2023,🥈 SILVER,,3,432,Mountain West Hard Cider,Mountain West Cider Company,Mountain West Cider Company,Perry - Little Orchard Series,Modern Perry,Modern Perry,I
7706,2023,🥈 SILVER,,3,978,Salt Creek Cider House,Salt Creek Cider House,Salt Creek Cider House,Pioneer,Modern Perry,Modern Perry,I
7776,2023,🥈 SILVER,,3,1916,Sidewood Estate,Sidewood Estate,Sidewood Estate,Sidewood Pear Cider,Modern Perry,Modern Perry,I
7826,2023,🥈 SILVER,,3,569,Snow Capped Cider,Snow Capped Cider,Snow Capped Cider,Winter Pear,Modern Perry,Modern Perry,I
7833,2023,🥈 SILVER,,3,570,Snowdrift Cider Co.,Snowdrift Cider Co.,Snowdrift Cider Co.,Semi-Dry Perry,Modern Perry,Modern Perry,I
7974,2023,🥈 SILVER,,3,845,Twin Pines Orchards & Cider House,Twin Pines Orchards & Cider House,Twin Pines Orchards & Cider House,Hammerbent Perry,Modern Perry,Modern Perry,I
7062,2023,🥉 BRONZE,,4,79,AeppelTreow Winery & Distillery,AeppelTreow Winery & Distillery,AeppelTreow Winery & Distillery,Sparkling Perry,Modern Perry,Modern Perry,I
7210,2023,🥉 BRONZE,,4,905,Blossom Barn Cidery,Blossom Barn Cidery,Blossom Barn Cidery,Cider Apple Perry,Modern Perry,Modern Perry,I
7315,2023,🥉 BRONZE,,4,230,Deep Roots Hard Cider,Deep Roots Hard Cider,Deep Roots Hard Cider,Nashi,Modern Perry,Modern Perry,I
7061,2023,🏆 BEST IN CLASS,1st Place,1,79,AeppelTreow Winery & Distillery,AeppelTreow Winery & Distillery,AeppelTreow Winery & Distillery,Orchard Oriole Perry,Traditional Perry,Traditional Perry,J
7330,2023,🏆 BEST IN CLASS,2nd Place,1,2037,Empyrical Orchards and Cider,Empyrical Orchards & Cider,Empyrical Orchards And Cider,Principle,Traditional Perry,Traditional Perry,J
7390,2023,🏆 BEST IN CLASS,3rd Place,1,276,Finnriver Cidery,Finnriver Farm and Cidery,Finnriver Farm and Cidery,Perry,Traditional Perry,Traditional Perry,J
7067,2023,🥈 SILVER,,3,1885,Alma Cider,Alma Cider,Alma Cider,Alma Perry,Traditional Perry,Traditional Perry,J
7709,2023,🏆 BEST IN CLASS,1st Place,1,827,Salt Spring Wild Cider,Salt Spring Wild Cider,Salt Spring Wild Cider,Saskatoon Berry,Fruit Cider,Fruit Cider,K
7495,2023,🏆 BEST IN CLASS,2nd Place,1,345,Incline Cider Company,Incline Cider Company,Incline Cider Company,Marionberry,Fruit Cider,Fruit Cider,K
7329,2023,🏆 BEST IN CLASS,3rd Place,1,2037,Empyrical Orchards and Cider,Empyrical Orchards & Cider,Empyrical Orchards And Cider,Inversion,Fruit Cider,Fruit Cider,K
7042,2023,🥇 GOLD,,2,67,2 Towns Ciderhouse,2 Towns Ciderhouse,2 Towns Ciderhouse,Made Marion,Fruit Cider,Fruit Cider,K
7043,2023,🥇 GOLD,,2,67,2 Towns Ciderhouse,2 Towns Ciderhouse,2 Towns Ciderhouse,Strawberade,Fruit Cider,Fruit Cider,K
7100,2023,🥇 GOLD,,2,93,Apple Valley Cider Co,Apple Valley Cider Company,Apple Valley Cider Company,Black Currant,Fruit Cider,Fruit Cider,K
7131,2023,🥇 GOLD,,2,118,Bauman's Cider,Bauman's Cider,Bauman's Cider,Orange Blossom,Fruit Cider,Fruit Cider,K
7250,2023,🥇 GOLD,,2,179,California Cider Co.,California Cider Company,California Cider Company,ACE Guava,Fruit Cider,Fruit Cider,K
7255,2023,🥇 GOLD,,2,839,Cambium Cider Co,Cambium Cider Co,Cambium Cider Co,Rhubarb Cider,Fruit Cider,Fruit Cider,K
7271,2023,🥇 GOLD,,2,195,Cider Hill Cellars,Cider Hill Cellars,Cider Hill Cellars,Raspberry Harvest,Fruit Cider,Fruit Cider,K
7342,2023,🥇 GOLD,,2,262,ERIS Brewery and Cider House,Eris Brewery & Cider House,Eris Brewery & Cider House,Blush,Fruit Cider,Fruit Cider,K
7393,2023,🥇 GOLD,,2,712,Five Maidens Cider Company,Five Maidens Cider Company,Five Maidens Cider Company,Cranberry Cider,Fruit Cider,Fruit Cider,K
7534,2023,🥇 GOLD,,2,2137,King Orchards,King Orchards,King Orchards,Cherry OG,Fruit Cider,Fruit Cider,K
7554,2023,🥇 GOLD,,2,921,Loch Mór Cider Co,Loch Mór Cider Co.,Loch Mór Cider Co.,Sour Cherry,Fruit Cider,Fruit Cider,K
7671,2023,🥇 GOLD,,2,1912,Puget Sound Cider Company,Puget Sound Cider Company,Puget Sound Cider Company,Blackberry,Fruit Cider,Fruit Cider,K
7773,2023,🥇 GOLD,,2,1980,Shuswap Cider Company,Shuswap Cider Co.,Shuswap Cider Co.,Haskap Berry,Fruit Cider,Fruit Cider,K
7841,2023,🥇 GOLD,,2,587,St. Vrain Cidery,St. Vrain Cidery,St. Vrain Cidery,Key Lime,Fruit Cider,Fruit Cider,K
7849,2023,🥇 GOLD,,2,52,Starcut Ciders,Starcut Ciders,Starcut Ciders,Squishy,Fruit Cider,Fruit Cider,K
7854,2023,🥇 GOLD,,2,592,Stem Ciders,Stem Ciders,Stem Ciders,Raspberry,Fruit Cider,Fruit Cider,K
7889,2023,🥇 GOLD,,2,54,Tandem Ciders,Tandem Ciders,Tandem Ciders,Strawberry Jam,Fruit Cider,Fruit Cider,K
7916,2023,🥇 GOLD,,2,58,Thornapple Brewing Company,Thornapple Brewing Company,Thornapple Brewing Company,Cherry Ridge,Fruit Cider,Fruit Cider,K
7963,2023,🥇 GOLD,,2,845,Twin Pines Orchards & Cider House,Twin Pines Orchards & Cider House,Twin Pines Orchards & Cider House,Hammerbent Cherry Spy,Fruit Cider,Fruit Cider,K
8071,2023,🥇 GOLD,,2,866,Yip Cider,Yip Cider,Yip Cider,Blueberry Picnic,Fruit Cider,Fruit Cider,K
7031,2023,🥈 SILVER,,3,75,1911 Established,1911 Established,1911 Established,Cranberry,Fruit Cider,Fruit Cider,K
7032,2023,🥈 SILVER,,3,75,1911 Established,1911 Established,1911 Established,Jam On It,Fruit Cider,Fruit Cider,K
7046,2023,🥈 SILVER,,3,67,2 Towns Ciderhouse,2 Towns Ciderhouse,2 Towns Ciderhouse,Blueberry Cosmic Crisp,Fruit Cider,Fruit Cider,K
7049,2023,🥈 SILVER,,3,67,2 Towns Ciderhouse,2 Towns Ciderhouse,2 Towns Ciderhouse,Pacific Pineapple,Fruit Cider,Fruit Cider,K
7050,2023,🥈 SILVER,,3,67,2 Towns Ciderhouse,2 Towns Ciderhouse,2 Towns Ciderhouse,Pristine Peach,Fruit Cider,Fruit Cider,K
7052,2023,🥈 SILVER,,3,67,2 Towns Ciderhouse,2 Towns Ciderhouse,2 Towns Ciderhouse,Scarlet Rush,Fruit Cider,Fruit Cider,K
7077,2023,🥈 SILVER,,3,87,Angry Orchard,Angry Orchard,Angry Orchard,Rose For Sal,Fruit Cider,Fruit Cider,K
7111,2023,🥈 SILVER,,3,102,Atlanta Hard Cider Co. & Distillery,Atlanta Hard Cider Co.,Atlanta Hard Cider Co.,Peach,Fruit Cider,Fruit Cider,K
7115,2023,🥈 SILVER,,3,103,Avid Cider Co,Avid Cider,Avid Cider,Blueberry Pom,Fruit Cider,Fruit Cider,K
7137,2023,🥈 SILVER,,3,118,Bauman's Cider,Bauman's Cider,Bauman's Cider,Boysenberry Lemonade,Fruit Cider,Fruit Cider,K
7140,2023,🥈 SILVER,,3,118,Bauman's Cider,Bauman's Cider,Bauman's Cider,Forbidden Fruit: Muscat,Fruit Cider,Fruit Cider,K
7141,2023,🥈 SILVER,,3,118,Bauman's Cider,Bauman's Cider,Bauman's Cider,Forbidden Fruit: Pinot Noir,Fruit Cider,Fruit Cider,K
7142,2023,🥈 SILVER,,3,118,Bauman's Cider,Bauman's Cider,Bauman's Cider,Loganberry,Fruit Cider,Fruit Cider,K
7159,2023,🥈 SILVER,,3,5,Bee Well Mead and Cider,Bee Well Mead & Cider,Bee Well Mead & Cider,King's Cherry,Fruit Cider,Fruit Cider,K
7201,2023,🥈 SILVER,,3,10,Blake's Hard Cider,Blake's Hard Cider Co.,Blake's Hard Cider Co.,Tropicolada,Fruit Cider,Fruit Cider,K
7208,2023,🥈 SILVER,,3,905,Blossom Barn Cidery,Blossom Barn Cidery,Blossom Barn Cidery,Passion Perry,Fruit Cider,Fruit Cider,K
7230,2023,🥈 SILVER,,3,153,Bold Rock Hard Cider,Bold Rock Hard Cider,Bold Rock Hard Cider (Mills River),Pineapple,Fruit Cider,Fruit Cider,K
7234,2023,🥈 SILVER,,3,1994,Brew Lab 101 Beer & Cider Co.,Brew Lab 101 Beer & Cider Co.,Brew Lab 101 Beer & Cider Co.,Blue Nebula Blueberry,Fruit Cider,Fruit Cider,K
7235,2023,🥈 SILVER,,3,1994,Brew Lab 101 Beer & Cider Co.,Brew Lab 101 Beer & Cider Co.,Brew Lab 101 Beer & Cider Co.,Cherry Bomb,Fruit Cider,Fruit Cider,K
7252,2023,🥈 SILVER,,3,179,California Cider Co.,California Cider Company,California Cider Company,ACE Imperial Peach,Fruit Cider,Fruit Cider,K
7253,2023,🥈 SILVER,,3,179,California Cider Co.,California Cider Company,California Cider Company,ACE Pineapple,Fruit Cider,Fruit Cider,K
7261,2023,🥈 SILVER,,3,185,Castle Hill Cider,Castle Hill Cider,Castle Hill Cider,Rosé,Fruit Cider,Fruit Cider,K
7299,2023,🥈 SILVER,,3,1001,City Orchard,City Orchard,City Orchard,Cider Fresca Plum,Fruit Cider,Fruit Cider,K
7310,2023,🥈 SILVER,,3,2083,Crimson Cider Company,Crimson Cider Company,Crimson Cider Company,One in a Melon,Fruit Cider,Fruit Cider,K
7316,2023,🥈 SILVER,,3,2036,Docendo Discitur,Docendo Discitur,Docendo Discitur,Alma Cider Metodo Tradizionale Extra Dry Pink Label 2020,Fruit Cider,Fruit Cider,K
7335,2023,🥈 SILVER,,3,2037,Empyrical Orchards and Cider,Empyrical Orchards & Cider,Empyrical Orchards And Cider,Inquiry,Fruit Cider,Fruit Cider,K
7343,2023,🥈 SILVER,,3,262,ERIS Brewery and Cider House,Eris Brewery & Cider House,Eris Brewery & Cider House,Melonessence,Fruit Cider,Fruit Cider,K
7344,2023,🥈 SILVER,,3,262,ERIS Brewery and Cider House,Eris Brewery & Cider House,Eris Brewery & Cider House,Pear It Up,Fruit Cider,Fruit Cider,K
7345,2023,🥈 SILVER,,3,262,ERIS Brewery and Cider House,Eris Brewery & Cider House,Eris Brewery & Cider House,Strawbarbarella,Fruit Cider,Fruit Cider,K
7349,2023,🥈 SILVER,,3,784,Ernest Cider Co,Ernest Cider,Ernest Cider,Wild Blueberry,Fruit Cider,Fruit Cider,K
7367,2023,🥈 SILVER,,3,19,Farmhaus Cider Co.,Farmhaus Cider Co.,Farmhaus Cider Co.,Marionberry,Fruit Cider,Fruit Cider,K
7368,2023,🥈 SILVER,,3,19,Farmhaus Cider Co.,Farmhaus Cider Co.,Farmhaus Cider Co.,My Tie,Fruit Cider,Fruit Cider,K
7369,2023,🥈 SILVER,,3,19,Farmhaus Cider Co.,Farmhaus Cider Co.,Farmhaus Cider Co.,Pear Pop,Fruit Cider,Fruit Cider,K
7371,2023,🥈 SILVER,,3,19,Farmhaus Cider Co.,Farmhaus Cider Co.,Farmhaus Cider Co.,Plums Up,Fruit Cider,Fruit Cider,K
7392,2023,🥈 SILVER,,3,276,Finnriver Cidery,Finnriver Farm and Cidery,Finnriver Farm and Cidery,Black Currant Cider,Fruit Cider,Fruit Cider,K
7401,2023,🥈 SILVER,,3,280,Flat Rock Cider Company,Flat Rock Cider Company,Flat Rock Cider Company,Tropical Pineapple,Fruit Cider,Fruit Cider,K
7407,2023,🥈 SILVER,,3,284,Forgotten Fire Winery,Forgotten Fire Winery,Forgotten Fire Winery,Blueberry Apple,Fruit Cider,Fruit Cider,K
7413,2023,🥈 SILVER,,3,2089,Geo Cider,Geo Cider,Geo Cider,Dark Fruit,Fruit Cider,Fruit Cider,K
7414,2023,🥈 SILVER,,3,294,Glacial Till,Glacial Till Vineyard & Winery,Glacial Till Vineyard & Winery,Blueberry,Fruit Cider,Fruit Cider,K
7418,2023,🥈 SILVER,,3,294,Glacial Till,Glacial Till Vineyard & Winery,Glacial Till Vineyard & Winery,Passion Pineapple,Fruit Cider,Fruit Cider,K
7419,2023,🥈 SILVER,,3,294,Glacial Till,Glacial Till Vineyard & Winery,Glacial Till Vineyard & Winery,Strawberry Rhubarb,Fruit Cider,Fruit Cider,K
7431,2023,🥈 SILVER,,3,2084,Great Lakes Farms,Great Lakes Farms,Great Lakes Farms,Apple Blush,Fruit Cider,Fruit Cider,K
7448,2023,🥈 SILVER,,3,312,Gypsy Circus Cider Company,Gypsy Circus,Gypsy Circus,Samba Singer,Fruit Cider,Fruit Cider,K
7451,2023,🥈 SILVER,,3,312,Gypsy Circus Cider Company,Gypsy Circus,Gypsy Circus,Vaudevillian,Fruit Cider,Fruit Cider,K
7462,2023,🥈 SILVER,,3,2086,Harpers Ferry Brewing,Harpers Ferry Brewing,Harpers Ferry Brewing,Harpers Cherry,Fruit Cider,Fruit Cider,K
7490,2023,🥈 SILVER,,3,1071,Heeman's,Heeman's,Heeman's,Berry Blush,Fruit Cider,Fruit Cider,K
7497,2023,🥈 SILVER,,3,345,Incline Cider Company,Incline Cider Company,Incline Cider Company,Prickly Pear,Fruit Cider,Fruit Cider,K
7498,2023,🥈 SILVER,,3,345,Incline Cider Company,Incline Cider Company,Incline Cider Company,Tart Cherry,Fruit Cider,Fruit Cider,K
7499,2023,🥈 SILVER,,3,345,Incline Cider Company,Incline Cider Company,Incline Cider Company,The Tropics,Fruit Cider,Fruit Cider,K
7505,2023,🥈 SILVER,,3,348,Ironbark Ciderworks,Ironbark Ciderworks,Ironbark Ciderworks,Lestat,Fruit Cider,Fruit Cider,K
7506,2023,🥈 SILVER,,3,348,Ironbark Ciderworks,Ironbark Ciderworks,Ironbark Ciderworks,Passionista,Fruit Cider,Fruit Cider,K
7507,2023,🥈 SILVER,,3,348,Ironbark Ciderworks,Ironbark Ciderworks,Ironbark Ciderworks,Sassy Simpson,Fruit Cider,Fruit Cider,K
7511,2023,🥈 SILVER,,3,2032,Island Folk Cider House,Island Folk Cider House,Island Folk Cider House,What the folk is haskap?,Fruit Cider,Fruit Cider,K
7527,2023,🥈 SILVER,,3,357,Jefferson County Ciderworks,Jefferson County Ciderworks,Jefferson County Ciderworks,Tropical Pineapple,Fruit Cider,Fruit Cider,K
7537,2023,🥈 SILVER,,3,2039,Kristof Farms,Kristof Farms,Kristof Farms,Cider Noir,Fruit Cider,Fruit Cider,K
7583,2023,🥈 SILVER,,3,407,McClure's Orchard/Winery,McClure's Orchard & Winery,McClure's Orchard & Winery,Farm n Blue,Fruit Cider,Fruit Cider,K
7585,2023,🥈 SILVER,,3,407,McClure's Orchard/Winery,McClure's Orchard & Winery,McClure's Orchard & Winery,Paige's Peach,Fruit Cider,Fruit Cider,K
7607,2023,🥈 SILVER,,3,432,Mountain West Hard Cider,Mountain West Cider Company,Mountain West Cider Company,Desolation,Fruit Cider,Fruit Cider,K
7621,2023,🥈 SILVER,,3,447,Noble Cider,Noble Cider,Noble Cider,Passionate Escape,Fruit Cider,Fruit Cider,K
7623,2023,🥈 SILVER,,3,38,Northville Winery and Brewing Company,Northville Winery and Brewing Company,Northville Winery and Brewing Company,Blue River,Fruit Cider,Fruit Cider,K
7632,2023,🥈 SILVER,,3,814,Northyards Cider Co.,Northyards Cider Co.,Northyards Cider Co.,Tutti Frutti,Fruit Cider,Fruit Cider,K
7634,2023,🥈 SILVER,,3,454,Number 12 Cider,Number 12 Cider,Number 12 Cider,Honeyberry,Fruit Cider,Fruit Cider,K
7638,2023,🥈 SILVER,,3,1887,Offset Ciderworks,Offset Ciderworks,Offset Ciderworks,Off Dry,Fruit Cider,Fruit Cider,K
7642,2023,🥈 SILVER,,3,467,Original Sin Cider,Original Sin Cider,Original Sin Cider,Crimson Chaos,Fruit Cider,Fruit Cider,K
7644,2023,🥈 SILVER,,3,467,Original Sin Cider,Original Sin Cider,Original Sin Cider,Pineapple Haze,Fruit Cider,Fruit Cider,K
7652,2023,🥈 SILVER,,3,1771,Peat’s Original Cider,Peat's Original Cider,Peat's Original Cider,The Acolyte,Fruit Cider,Fruit Cider,K
7666,2023,🥈 SILVER,,3,490,Portland Cider Company,Portland Cider Company,Portland Cider Company,Prickly Punch,Fruit Cider,Fruit Cider,K
7678,2023,🥈 SILVER,,3,1912,Puget Sound Cider Company,Puget Sound Cider Company,Puget Sound Cider Company,Wild Blue Huckleberry,Fruit Cider,Fruit Cider,K
7726,2023,🥈 SILVER,,3,44,Schaefer / Pux Cider,Pux Cider,Pux Cider,Bluebarb,Fruit Cider,Fruit Cider,K
7211,2023,🥈 SILVER,,3,729,Blue Moon Estate Winery & Cider Worx,Raven's Moon Craft Cider,Blue Moon Winery & Ciderworx,Apple Blueberry Cider,Fruit Cider,Fruit Cider,K
7214,2023,🥈 SILVER,,3,729,Blue Moon Estate Winery & Cider Worx,Raven's Moon Craft Cider,Blue Moon Winery & Ciderworx,Apple Pear Cider,Fruit Cider,Fruit Cider,K
7215,2023,🥈 SILVER,,3,729,Blue Moon Estate Winery & Cider Worx,Raven's Moon Craft Cider,Blue Moon Winery & Ciderworx,Apple Quince Cider,Fruit Cider,Fruit Cider,K
7692,2023,🥈 SILVER,,3,2105,Riley’s Cidery,Riley's Cidery,Riley's Cidery,Berry Mac,Fruit Cider,Fruit Cider,K
7707,2023,🥈 SILVER,,3,978,Salt Creek Cider House,Salt Creek Cider House,Salt Creek Cider House,Rebel Rose,Fruit Cider,Fruit Cider,K
7711,2023,🥈 SILVER,,3,827,Salt Spring Wild Cider,Salt Spring Wild Cider,Salt Spring Wild Cider,Blackberry Plum Cider,Fruit Cider,Fruit Cider,K
7717,2023,🥈 SILVER,,3,827,Salt Spring Wild Cider,Salt Spring Wild Cider,Salt Spring Wild Cider,Loganberry Pet Nat,Fruit Cider,Fruit Cider,K
7723,2023,🥈 SILVER,,3,545,Sapsucker Farms Yellow Belly Cidery,Sapsucker Farms Yellow Belly Cidery,Sapsucker Farms Yellow Belly Cidery,Yellow Belly Pineapple Cider,Fruit Cider,Fruit Cider,K
7724,2023,🥈 SILVER,,3,545,Sapsucker Farms Yellow Belly Cidery,Sapsucker Farms Yellow Belly Cidery,Sapsucker Farms Yellow Belly Cidery,Yellow Belly Rhubarb Cider,Fruit Cider,Fruit Cider,K
7742,2023,🥈 SILVER,,3,553,Seattle Cider Company,Seattle Cider Company,Seattle Cider Company,Berry Rose,Fruit Cider,Fruit Cider,K
7749,2023,🥈 SILVER,,3,553,Seattle Cider Company,Seattle Cider Company,Seattle Cider Company,Marionberry,Fruit Cider,Fruit Cider,K
7766,2023,🥈 SILVER,,3,556,Serpentine Cider,Serpentine Cider,Serpentine Cider,Guava,Fruit Cider,Fruit Cider,K
7767,2023,🥈 SILVER,,3,556,Serpentine Cider,Serpentine Cider,Serpentine Cider,Pineapple,Fruit Cider,Fruit Cider,K
7768,2023,🥈 SILVER,,3,556,Serpentine Cider,Serpentine Cider,Serpentine Cider,Sweet and Sour Cherry,Fruit Cider,Fruit Cider,K
7793,2023,🥈 SILVER,,3,2104,Slabtown Cider Co.,Slabtown Cider Co.,Slabtown Cider Co.,Legendary Cherry,Fruit Cider,Fruit Cider,K
7823,2023,🥈 SILVER,,3,569,Snow Capped Cider,Snow Capped Cider,Snow Capped Cider,Sour Cherry,Fruit Cider,Fruit Cider,K
7842,2023,🥈 SILVER,,3,587,St. Vrain Cidery,St. Vrain Cidery,St. Vrain Cidery,Balaton Cherry,Fruit Cider,Fruit Cider,K
7844,2023,🥈 SILVER,,3,587,St. Vrain Cidery,St. Vrain Cidery,St. Vrain Cidery,Dry Chokeberry,Fruit Cider,Fruit Cider,K
7846,2023,🥈 SILVER,,3,587,St. Vrain Cidery,St. Vrain Cidery,St. Vrain Cidery,Pink Guava,Fruit Cider,Fruit Cider,K
7851,2023,🥈 SILVER,,3,52,Starcut Ciders,Starcut Ciders,Starcut Ciders,Star Parade,Fruit Cider,Fruit Cider,K
7876,2023,🥈 SILVER,,3,612,Swift Cider,Swift Cider,Swift Cider,Blueberry,Fruit Cider,Fruit Cider,K
7881,2023,🥈 SILVER,,3,612,Swift Cider,Swift Cider,Swift Cider,Pomegranate,Fruit Cider,Fruit Cider,K
7882,2023,🥈 SILVER,,3,612,Swift Cider,Swift Cider,Swift Cider,Strawberry,Fruit Cider,Fruit Cider,K
7890,2023,🥈 SILVER,,3,54,Tandem Ciders,Tandem Ciders,Tandem Ciders,Cherry Jam,Fruit Cider,Fruit Cider,K
7898,2023,🥈 SILVER,,3,617,Tapped Apple Winery,Tapped Apple Cider & Winery,Tapped Apple Winery,Black Currant,Fruit Cider,Fruit Cider,K
7913,2023,🥈 SILVER,,3,631,Thor’s Hard Cider,Thor's Hard Cider,Thor's Hard Cider,Norseberry,Fruit Cider,Fruit Cider,K
7932,2023,🥈 SILVER,,3,841,Thornbury Cidery,Thornbury Craft Co.,Thornbury Cider House,Thornbury Raspberry,Fruit Cider,Fruit Cider,K
7935,2023,🥈 SILVER,,3,841,Thornbury Cidery,Thornbury Craft Co.,Thornbury Cider House,Thornbury Tart Cherry,Fruit Cider,Fruit Cider,K
7945,2023,🥈 SILVER,,3,632,Threadbare Cider,Threadbare Cider,Threadbare Cider,Guava,Fruit Cider,Fruit Cider,K
7951,2023,🥈 SILVER,,3,842,Toboggan Brewing Co.,Toboggan Brewing Co.,Toboggan Brewing Co.,Cranberry Cider,Fruit Cider,Fruit Cider,K
7953,2023,🥈 SILVER,,3,842,Toboggan Brewing Co.,Toboggan Brewing Co.,Toboggan Brewing Co.,Field Berry,Fruit Cider,Fruit Cider,K
7967,2023,🥈 SILVER,,3,845,Twin Pines Orchards & Cider House,Twin Pines Orchards & Cider House,Twin Pines Orchards & Cider House,Hammerbent Apple Pear,Fruit Cider,Fruit Cider,K
7994,2023,🥈 SILVER,,3,61,Uncle John's,Uncle John's,Uncle John's,Apple Cherry,Fruit Cider,Fruit Cider,K
7995,2023,🥈 SILVER,,3,61,Uncle John's,Uncle John's,Uncle John's,Apple Peach,Fruit Cider,Fruit Cider,K
7996,2023,🥈 SILVER,,3,61,Uncle John's,Uncle John's,Uncle John's,Apple Plum,Fruit Cider,Fruit Cider,K
8014,2023,🥈 SILVER,,3,62,Vander Mill,Vander Mill,Vander Mill,Blueberry Heirloom,Fruit Cider,Fruit Cider,K
8035,2023,🥈 SILVER,,3,864,West Avenue Cider,West Avenue Cider,West Avenue Cider,Cherriosity,Fruit Cider,Fruit Cider,K
8041,2023,🥈 SILVER,,3,685,Wild State Cider,Wild State Cider,Wild State Cider,Hazy Pink Pineapple,Fruit Cider,Fruit Cider,K
8042,2023,🥈 SILVER,,3,685,Wild State Cider,Wild State Cider,Wild State Cider,Juicy Pear,Fruit Cider,Fruit Cider,K
7680,2023,🥈 SILVER,,3,689,Queen Orchard,Willamette Ale & Cider House,Willamette Ale & Cider House,Cherry,Fruit Cider,Fruit Cider,K
7682,2023,🥈 SILVER,,3,689,Queen Orchard,Willamette Ale & Cider House,Willamette Ale & Cider House,Watermelon,Fruit Cider,Fruit Cider,K
8057,2023,🥈 SILVER,,3,2045,Wooden Gate Cider,Wooden Gate Cider,Wooden Gate Cider,L'il Fruity,Fruit Cider,Fruit Cider,K
8059,2023,🥈 SILVER,,3,2045,Wooden Gate Cider,Wooden Gate Cider,Wooden Gate Cider,Plum Good,Fruit Cider,Fruit Cider,K
8060,2023,🥈 SILVER,,3,2045,Wooden Gate Cider,Wooden Gate Cider,Wooden Gate Cider,Red Boyne,Fruit Cider,Fruit Cider,K
8069,2023,🥈 SILVER,,3,1959,Woodlore Cider,Woodlore Cider Co.,Woodlore Cider Co.,Pineapple,Fruit Cider,Fruit Cider,K
7026,2023,🥉 BRONZE,,4,1084,19 Acres Cider Co.,19 Acres Cider Co.,19 Acres Cider Co.,Marionberry,Fruit Cider,Fruit Cider,K
7027,2023,🥉 BRONZE,,4,1084,19 Acres Cider Co.,19 Acres Cider Co.,19 Acres Cider Co.,Pineapple Passion,Fruit Cider,Fruit Cider,K
7059,2023,🥉 BRONZE,,4,67,2 Towns Ciderhouse,2 Towns Ciderhouse,2 Towns Ciderhouse,Raspberry Cosmic Crisp,Fruit Cider,Fruit Cider,K
7081,2023,🥉 BRONZE,,4,87,Angry Orchard,Angry Orchard,Angry Orchard,CideWineder,Fruit Cider,Fruit Cider,K
7086,2023,🥉 BRONZE,,4,87,Angry Orchard,Angry Orchard,Angry Orchard,Fruits From Flowers,Fruit Cider,Fruit Cider,K
7101,2023,🥉 BRONZE,,4,93,Apple Valley Cider Co,Apple Valley Cider Company,Apple Valley Cider Company,Peach,Fruit Cider,Fruit Cider,K
7103,2023,🥉 BRONZE,,4,93,Apple Valley Cider Co,Apple Valley Cider Company,Apple Valley Cider Company,Strawberry Rhubarb,Fruit Cider,Fruit Cider,K
7116,2023,🥉 BRONZE,,4,103,Avid Cider Co,Avid Cider,Avid Cider,Blackberry,Fruit Cider,Fruit Cider,K
7118,2023,🥉 BRONZE,,4,103,Avid Cider Co,Avid Cider,Avid Cider,Jungle Juice,Fruit Cider,Fruit Cider,K
