Year,Medalist,🏆 BIC,🥇 Gold,🥈 Silver,🥉 Bronze,Total
2021,Flint City Hard Cider Co.,0,0,1,1,2
2021,Hawk Knob,0,0,1,1,2
2021,Little Apple Cidery,0,0,1,1,2
2021,Rice Lake Hard Cider,0,0,1,1,2
2021,Santa Cruz Cider Co.,0,0,1,1,2
2021,Sidra Somarroza,0,0,1,1,2
2021,Austin Eastciders,0,0,0,2,2
2021,Backwater Cider Company,0,0,0,2,2
2021,Farmstead Cider,0,0,0,2,2
2021,Lassen Traditional Cider,0,0,0,2,2
2021,Red Top Winery,0,0,0,2,2
2021,String Theory Cider,0,0,0,2,2
2021,Swilled Dog Hard Cider,0,0,0,2,2
2021,Tumalo Cider,0,0,0,2,2
2021,Wilding Orchards,0,0,0,2,2
2021,Sidra Mayador,1,0,0,0,1
2021,Wildbranch Cider,1,0,0,0,1
2021,Lekker Cider,0,1,0,0,1
2021,Stoneybrook Cider,0,1,0,0,1
2021,Atlanta Hard Cider Co.,0,0,1,0,1
2021,Bereziartua,0,0,1,0,1
2021,Broken Brix,0,0,1,0,1
2021,Epona,0,0,1,0,1
2021,Llagares Valverán,0,0,1,0,1
2021,Rock N Wool Winery,0,0,1,0,1
2021,Rossbach Cider,0,0,1,0,1
2021,S. Martinelli & Co.,0,0,1,0,1
2021,Seasons Cider,0,0,1,0,1
2021,Spring Hill Cider Works,0,0,1,0,1
2021,Squiggly Tree Cider,0,0,1,0,1
2021,Sunken Paddle Ciderworks,0,0,1,0,1
2021,Vin 312,0,0,1,0,1
2021,Walkerville City Cidery,0,0,1,0,1
2021,Adesanya Mead & Microbrewery,0,0,0,1,1
2021,Bardic Brewing & Cider,0,0,0,1,1
2021,Blossom Barn Cidery,0,0,0,1,1
2021,Blue Ox Cider,0,0,0,1,1
2021,Bridgehouse Cider,0,0,0,1,1
2021,Magis Cider Co.,0,0,0,1,1
2021,New Leaf Cider Co.,0,0,0,1,1
2021,Painted Turtle Hard Cider,0,0,0,1,1
2021,Patriots' Heritage Cider,0,0,0,1,1
2021,Platform Beer Company,0,0,0,1,1
2021,Robinette Cellars,0,0,0,1,1
2021,Shoal Hope Ciderworks,0,0,0,1,1
2021,Three Thinkers Cider,0,0,0,1,1
2021,Windfall Cider,0,0,0,1,1
2019,Seattle Cider Company,2,2,8,9,21
2019,2 Towns Ciderhouse,0,2,16,3,21
2019,Haykin Family Cider,2,4,12,2,20
2019,Gypsy Circus,0,1,11,8,20
2019,Uncle John's,1,3,8,7,19
2019,Vander Mill,1,2,9,2,14
2019,Tieton Cider Works,2,1,7,3,13
2019,Angry Orchard,0,0,3,10,13
2019,Embark Craft Ciderworks,0,2,5,5,12
2019,City Orchard,0,1,7,4,12
2019,1911 Established,0,0,7,5,12
2019,Salt Spring Wild Cider,2,3,4,2,11
2019,Vermont Cider Company,1,2,2,6,11
2019,Threadbare Cider,1,0,5,5,11
2019,Swift Cider,0,0,9,2,11
2019,Cidrerie du Minot,3,1,4,2,10
2019,Arsenal Cider House,0,2,4,4,10
2019,St. Vrain Cidery,0,2,4,4,10
2019,Stem Ciders,0,1,3,6,10
2019,Cider Creek Hard Cider,0,0,3,7,10
2019,Bold Rock Hard Cider (Mills River),1,2,4,2,9
2019,Bauman's Cider,1,2,3,3,9
2019,Ernest Cider,0,1,5,3,9
2019,Fenceline Cider,0,0,2,7,9
2019,Meriwether Cider Company,2,1,4,1,8
2019,Northville Winery and Brewing Company,1,0,5,2,8
2019,Castle Hill Cider,1,0,3,4,8
2019,Two K Farms,0,1,4,3,8
2019,Island Orchard Cider,0,1,3,4,8
2019,Cidrerie Milton,2,1,3,1,7
2019,Eden Specialty Ciders,1,2,4,0,7
2019,Crispin Cider Company,1,1,1,4,7
2019,Blake's Hard Cider Co.,0,2,4,1,7
2019,Chain Yard Urban Cidery,0,1,4,2,7
2019,Bull City Ciderworks,0,1,3,3,7
2019,Puget Sound Cider Company,0,1,3,3,7
2019,Brooklyn Cider House,0,1,1,5,7
2019,The Great Canadian Cider Company,0,0,5,2,7
2019,Phillips Orchards & Cider Mill,0,0,4,3,7
2019,Eris Brewery & Cider House,0,0,3,4,7
2019,Snow Capped Cider,0,0,1,6,7
2019,Coffin Ridge Boutique Winery,2,0,4,0,6
2019,Twisted Hills Craft Cider,1,2,1,2,6
2019,Finnriver Farm and Cidery,1,0,4,1,6
2019,Stoic Cider,0,1,4,1,6
2019,ANXO Cider,0,1,3,2,6
2019,Green Bench Mead & Cider,0,1,3,2,6
2019,Jefferson County Ciderworks,0,1,2,3,6
2019,Windswept Orchard Cider,0,1,1,4,6
2019,Ridge Cider Co.,0,0,4,2,6
2019,Teal Cider,0,0,4,2,6
2019,Big B's Hard Cider,0,0,3,3,6
2019,Dave & Dani Craft Cider,0,0,3,3,6
2019,Sapsucker Farms Yellow Belly Cidery,0,0,3,3,6
2019,Locust Cider,0,0,2,4,6
2019,Sea Cider Farm & Ciderhouse,0,0,2,4,6
2019,Virtue Cider,0,0,2,4,6
2019,Urban Tree Hard Cider,2,0,2,1,5
2019,Bee Well Mead & Cider,2,0,1,2,5
2019,Champlain Orchards,1,2,1,1,5
2019,Elk Horn Brewery & Ciderhouse,1,0,0,4,5
2019,Cider Hill Cellars,0,2,2,1,5
2019,McClure's Orchard & Winery,0,2,1,2,5
2019,Incline Cider Company,0,1,3,1,5
2019,Treehorn Cider,0,1,3,1,5
2019,Diner Brew Co.,0,1,2,2,5
2019,South City Ciderworks,0,1,2,2,5
2019,West Avenue Cider,0,1,2,2,5
2019,Once Upon A Tree,0,0,4,1,5
2019,Townline Ciderworks,0,0,4,1,5
2019,Appleholic Cider Company,0,0,3,2,5
2019,Ploughman Cider,0,0,3,2,5
2019,Sly Clyde Ciderworks,0,0,3,2,5
2019,Tractor Brewing Company,0,0,3,2,5
2019,Blue Moon Winery & Ciderworx,0,0,2,3,5
2019,Odd Brothers Craft Cider,0,0,2,3,5
2019,Suttons Bay Ciders,0,0,2,3,5
2019,Patriots' Heritage Cider,0,0,1,4,5
2019,Puddicombe Estate Farm,0,0,1,4,5
2019,Shoal Hope Ciderworks,0,0,1,4,5
2019,Twin Pines Orchards & Cider House,0,0,1,4,5
2019,Black Diamond Cider,2,1,1,0,4
2019,Gowan's Heirloom Ciders,2,0,1,1,4
2019,Nashi Orchards,1,1,0,2,4
2019,Apple Valley Cider Company,1,0,1,2,4
2019,Thor's Hard Cider,1,0,1,2,4
2019,Lost Giants Cider Company,1,0,0,3,4
2019,Noble Cider,0,2,2,0,4
2019,Colorado Cider Company,0,2,1,1,4
2019,Albemarle CiderWorks,0,1,2,1,4
2019,C Squared Ciders,0,1,2,1,4
2019,Ciderboys,0,1,2,1,4
2019,Cidrerie Verger Bilodeau,0,1,2,1,4
2019,Grey & Gold Cider,0,1,2,1,4
2019,Starcut Ciders,0,1,2,1,4
2019,Ten Towers Cider Co.,0,1,2,1,4
2019,Deep Roots Hard Cider,0,1,1,2,4
2019,Ironwood Hard Cider,0,1,1,2,4
2019,Rootstock Ciderworks,0,0,4,0,4
2019,Thornbury Cider House,0,0,4,0,4
2019,12 Bridge Ciderworks,0,0,3,1,4
2019,45 North Vineyard & Winery,0,0,3,1,4
2019,Alter Ego Cider,0,0,3,1,4
2019,Brix Cider,0,0,3,1,4
2019,Farmhaus Cider Co.,0,0,3,1,4
2019,Kings Mill Cider,0,0,3,1,4
2019,KW Craft Cider,0,0,3,1,4
2019,Yip Cider,0,0,3,1,4
2019,Blackman Cider Co.,0,0,2,2,4
2019,Citizen Cider,0,0,2,2,4
2019,Hazlitt 1852 Cider Crafters,0,0,2,2,4
2019,James Creek Cider House,0,0,2,2,4
2019,Liberty Ciderworks,0,0,2,2,4
2019,Hawk Knob,0,0,1,3,4
2019,Runcible Cider,0,0,1,3,4
2019,Bryant's Cider,0,0,0,4,4
2019,Cider Riot!,0,0,0,4,4
2019,Kekionga Cider Company,0,0,0,4,4
2019,Saro Cider,0,0,0,4,4
2019,Serpentine Cider,0,0,0,4,4
2019,Winery at Black Star Farms,2,0,1,0,3
2019,Sierra Cider,1,1,1,0,3
2019,Spoke + Spy Ciderworks,1,0,2,0,3
2019,Hogan's Cider,1,0,1,1,3
2019,Oliver's Cider and Perry,1,0,1,1,3
2019,Pux Cider,1,0,1,1,3
2019,Sidra Trabanco,1,0,1,1,3
2019,Dragon's Head Cider,1,0,0,2,3
2019,Dunkertons Cider and Perry,1,0,0,2,3
2019,Big Fish Cider Co.,0,2,1,0,3
2019,Empyrical Orchards And Cider,0,2,1,0,3
2019,C.E.Petch Cidery and Distillery,0,1,2,0,3
2019,Critz Farms,0,1,2,0,3
2019,Fieldstone Hard Cider Co.,0,1,2,0,3
2019,Niagara Cider Company,0,1,2,0,3
2019,Number 12 Cider,0,1,2,0,3
2019,Celtic Marches,0,1,1,1,3
2019,Freewater Cider Company,0,1,1,1,3
2019,Left Foot Charley,0,1,1,1,3
2019,Original Sin Cider,0,1,1,1,3
2019,2 Fools Cider,0,1,0,2,3
2019,Ragged Hill Cider,0,1,0,2,3
2019,Raging Cider & Mead,0,1,0,2,3
2019,Atlanta Hard Cider Co.,0,0,3,0,3
2019,Blue Bee Cider,0,0,3,0,3
2019,Botanist & Barrel,0,0,3,0,3
2019,Thornapple Brewing Company,0,0,3,0,3
2019,Ambrosia Orchard,0,0,2,1,3
2019,BlackBird Cider Works,0,0,2,1,3
2019,Blue Toad Hard Cider,0,0,2,1,3
2019,Brickworks Ciderhouse,0,0,2,1,3
2019,Collective Arts Brewing,0,0,2,1,3
2019,Door Peninsula Winery,0,0,2,1,3
2019,Keuka Craft Ciders,0,0,2,1,3
2019,Overgrown Orchard,0,0,2,1,3
2019,Potter's Craft Cider,0,0,2,1,3
2019,Stormalong Cider,0,0,2,1,3
2019,Bent Ladder,0,0,1,2,3
2019,Cider House of Wisconsin,0,0,1,2,3
2019,Diskin Cider,0,0,1,2,3
2019,Independent Perry,0,0,1,2,3
2019,Lekker Cider,0,0,1,2,3
2019,Right Bee Cider,0,0,1,2,3
2019,Sourwood Cider,0,0,1,2,3
2019,Spring Hill Cider Works,0,0,1,2,3
2019,Tandem Ciders,0,0,1,2,3
2019,Heartwood Farm & Cidery,0,0,0,3,3
2019,Napton Cidery,0,0,0,3,3
2019,ShipBuilders Cider,0,0,0,3,3
2019,Sidra Somarroza,0,0,0,3,3
2019,Space Time Mead & Cider Works,0,0,0,3,3
2019,Tall Post Craft Cider,0,0,0,3,3
2019,Renaissance Orchards,2,0,0,0,2
2019,Scenic Road Cider Co.,1,0,0,1,2
2019,Sidewood Estate,1,0,0,1,2
2019,Upper Left Apples,1,0,0,1,2
2019,Prima Cider,0,1,1,0,2
2019,Cascade Winery & Sierra Rose Ciders,0,1,0,1,2
2019,Lassen Traditional Cider,0,1,0,1,2
2019,France Cidre Export,0,0,2,0,2
2019,Knightberg,0,0,2,0,2
2019,North Shore Cider Company,0,0,2,0,2
2019,Paynter's Cider,0,0,2,0,2
2019,Sidra Mayador,0,0,2,0,2
2019,Square Mile Cider,0,0,2,0,2
2019,Three Thinkers Cider,0,0,2,0,2
2019,Urban Farm Fermentory,0,0,2,0,2
2019,5 Penny Hard Cider,0,0,1,1,2
2019,Bull Run Cider,0,0,1,1,2
2019,Cidre Le Brun,0,0,1,1,2
2019,Courthouse Creek Cider,0,0,1,1,2
2019,Craftier,0,0,1,1,2
2019,Dominion Cider Co.,0,0,1,1,2
2019,Falconer Vineyards,0,0,1,1,2
2019,Liquid Alchemy Ciderworks,0,0,1,1,2
2019,Lost Valley Cider Co.,0,0,1,1,2
2019,St. Julian Winery,0,0,1,1,2
2019,Tulip Valley Vineyard & Orchard,0,0,1,1,2
2019,Two Blokes Cider,0,0,1,1,2
2019,Westcott Bay Cider,0,0,1,1,2
2019,3 Keys Brewing,0,0,0,2,2
2019,Beaver Valley Orchard & Cidery,0,0,0,2,2
2019,Big Hill Ciderworks,0,0,0,2,2
2019,Ethic Ciders,0,0,0,2,2
2019,Forward Ferments,0,0,0,2,2
2019,Grand Illusion Hard Cider,0,0,0,2,2
2019,Mcintosh Cellars,0,0,0,2,2
2019,Michigan Wine Company,0,0,0,2,2
2019,Rushford Meadery & Winery,0,0,0,2,2
2019,Treasury Cider at Fishkill Farms,0,0,0,2,2
2019,Windy Hill Orchard & Cidery,0,0,0,2,2
2019,Barrika,1,0,0,0,1
2019,EdenVale Wines,1,0,0,0,1
2019,AeppelTreow Winery & Distillery,0,1,0,0,1
2019,Bear Cider,0,1,0,0,1
2019,Riverhead Ciderhouse,0,1,0,0,1
2019,Angeles Crest Cider,0,0,1,0,1
2019,Ash & Elm Cider Company,0,0,1,0,1
2019,Cornish Cider Company,0,0,1,0,1
2019,Ferme Black Creek,0,0,1,0,1
2019,Fourth Coast Ciderworks,0,0,1,0,1
2019,Golden State Cider,0,0,1,0,1
2019,Kingston Creek Cider,0,0,1,0,1
2019,Les Vergers de Kermao,0,0,1,0,1
2019,Manoir de Grandouet,0,0,1,0,1
2019,S. Martinelli & Co.,0,0,1,0,1
2019,Seven Seeds Seidr,0,0,1,0,1
2019,Sidra Fanjul,0,0,1,0,1
2019,Sidra Riestra,0,0,1,0,1
2019,Silo Distillery,0,0,1,0,1
2019,Stoneybrook Cider,0,0,1,0,1
2019,Upstream Cider,0,0,1,0,1
2019,Windfall Cider,0,0,1,0,1
2019,B. Nektar,0,0,0,1,1
2019,Bier Distillery,0,0,0,1,1
2019,Blindwood Cider,0,0,0,1,1
2019,Cidrerie de Menez-Brug,0,0,0,1,1
2019,Coastliner Craft Cider,0,0,0,1,1
2019,Hard Way Cider Co.,0,0,0,1,1
2019,Prototype Hard Cider,0,0,0,1,1
2019,Red Door Brewing Company,0,0,0,1,1
2019,Red Rover Craft Cider,0,0,0,1,1
2019,SCOW Craft Cider,0,0,0,1,1
2019,The New Frontier Cider Company,0,0,0,1,1
2019,Walkerville City Cidery,0,0,0,1,1
2019,Westview Orchards & Winery,0,0,0,1,1
2019,Wild Hare Cider,0,0,0,1,1
2019,XO Alambic,0,0,0,1,1
2019,Zapiain,0,0,0,1,1
2018,2 Towns Ciderhouse,0,1,12,13,26
2018,Seattle Cider Company,1,2,9,10,22
2018,Kings Highway Fine Cider,0,2,9,9,20
2018,Angry Orchard,0,1,10,9,20
2018,Haykin Family Cider,2,1,10,3,16
2018,Vermont Cider Company,3,0,5,3,11
2018,Virtue Cider,0,0,8,3,11
2018,Uncle John's,3,0,3,4,10
2018,Arsenal Cider House,1,2,3,4,10
2018,Cidrerie du Minot,1,1,4,4,10
2018,Twin Pines Orchards & Cider House,1,0,3,6,10
2018,Brickworks Ciderhouse,0,1,3,6,10
2018,Salt Spring Wild Cider,0,1,7,1,9
2018,Cider Creek Hard Cider,0,1,3,5,9
2018,St. Vrain Cidery,0,0,3,6,9
2018,Black Diamond Cider,2,2,3,1,8
2018,Bull City Ciderworks,2,2,2,2,8
2018,Tandem Ciders,0,2,2,4,8
2018,Vander Mill,0,0,6,2,8
2018,Appleholic Cider Company,0,0,3,5,8
2018,Western Cider,0,0,2,6,8
2018,Cidrerie Milton,2,0,5,0,7
2018,Twisted Hills Craft Cider,2,0,4,1,7
2018,Eden Specialty Ciders,1,1,4,1,7
2018,Sea Cider Farm & Ciderhouse,1,1,3,2,7
2018,Bold Rock Hard Cider (Mills River),0,0,6,1,7
2018,Dragon's Head Cider,0,0,4,3,7
2018,Ernest Cider,0,0,4,3,7
2018,Starcut Ciders,0,0,4,3,7
2018,Tieton Cider Works,0,0,3,4,7
2018,Red Clay Ciderworks,0,0,2,5,7
2018,Ferme de Romilly,4,1,0,1,6
2018,Gowan's Heirloom Ciders,2,0,3,1,6
2018,Meriwether Cider Company,2,0,2,2,6
2018,Oliver's Cider and Perry,1,0,2,3,6
2018,Stem Ciders,1,0,2,3,6
2018,Windswept Orchard Cider,0,1,3,2,6
2018,GoodRoad Ciderworks,0,1,2,3,6
2018,Sidra El Gaitero,0,1,2,3,6
2018,Townline Ciderworks,0,1,2,3,6
2018,Ciderboys,0,1,0,5,6
2018,Cambium Cider Co,0,0,5,1,6
2018,Big B's Hard Cider,0,0,4,2,6
2018,Colorado Cider Company,0,0,4,2,6
2018,Hawk Knob,0,0,4,2,6
2018,Blake's Hard Cider Co.,0,0,2,4,6
2018,Celtic Marches,0,0,2,4,6
2018,Snow Capped Cider,0,0,2,4,6
2018,Threadbare Cider,0,0,2,4,6
2018,C Squared Ciders,2,0,2,1,5
2018,Grey & Gold Cider,1,1,1,2,5
2018,Citizen Cider,1,0,2,2,5
2018,Northville Winery and Brewing Company,1,0,2,2,5
2018,Ardiel Cider House,0,1,2,2,5
2018,California Cider Company,0,1,0,4,5
2018,West Avenue Cider,0,1,0,4,5
2018,Left Foot Charley,0,0,5,0,5
2018,James Creek Cider House,0,0,4,1,5
2018,Swift Cider,0,0,4,1,5
2018,Locust Cider,0,0,3,2,5
2018,The Cider Farm,0,0,3,2,5
2018,ANXO Cider,0,0,2,3,5
2018,Brix Cider,0,0,2,3,5
2018,Embark Craft Ciderworks,0,0,2,3,5
2018,Forgotten Ciders,0,0,2,3,5
2018,Teal Cider,0,0,2,3,5
2018,Blue Moon Winery & Ciderworx,0,0,1,4,5
2018,Nomad Cider,0,0,1,4,5
2018,Runcible Cider,0,0,1,4,5
2018,Old Hill Cider,0,0,0,5,5
2018,Patriots' Heritage Cider,0,0,0,5,5
2018,AeppelTreow Winery & Distillery,2,0,0,2,4
2018,Hogan's Cider,1,0,3,0,4
2018,Bauman's Cider,1,0,2,1,4
2018,BlackBird Cider Works,1,0,1,2,4
2018,Suttons Bay Ciders,1,0,1,2,4
2018,Slake Cider,0,4,0,0,4
2018,Montana CiderWorks,0,2,2,0,4
2018,Treehorn Cider,0,1,3,0,4
2018,Door Peninsula Winery,0,1,1,2,4
2018,Blue Toad Hard Cider,0,1,0,3,4
2018,Liberty Ciderworks,0,1,0,3,4
2018,Pommies Cider Co.,0,1,0,3,4
2018,45 North Vineyard & Winery,0,0,4,0,4
2018,Big Hill Ciderworks,0,0,4,0,4
2018,Brooklyn Cider House,0,0,4,0,4
2018,Pux Cider,0,0,3,1,4
2018,Shoal Hope Ciderworks,0,0,3,1,4
2018,Texas Corners Brewing Company,0,0,3,1,4
2018,Cider Riot!,0,0,2,2,4
2018,Cidrerie Verger Bilodeau,0,0,2,2,4
2018,Common Cider Company,0,0,2,2,4
2018,Deep Roots Hard Cider,0,0,2,2,4
2018,Eris Brewery & Cider House,0,0,2,2,4
2018,Hudson Valley Farmhouse Cider,0,0,2,2,4
2018,KW Craft Cider,0,0,2,2,4
2018,Noble Cider,0,0,2,2,4
2018,Peat's Original Cider,0,0,2,2,4
2018,Sapsucker Farms Yellow Belly Cidery,0,0,2,2,4
2018,Yip Cider,0,0,2,2,4
2018,26 Acre Craft Cider Company,0,0,1,3,4
2018,Ash & Elm Cider Company,0,0,1,3,4
2018,Nomad Cidery,0,0,1,3,4
2018,The Great Canadian Cider Company,0,0,1,3,4
2018,York County Cider,0,0,1,3,4
2018,Bishop Cider Company,0,0,0,4,4
2018,Tractor Brewing Company,0,0,0,4,4
2018,Big Fish Cider Co.,2,1,0,0,3
2018,Cider Hill Cellars,1,1,0,1,3
2018,Bulwark Cider,1,0,1,1,3
2018,Chateau Morrisette,1,0,1,1,3
2018,Dunkertons Cider and Perry,1,0,0,2,3
2018,Sierra Cider,1,0,0,2,3
2018,Incline Cider Company,0,1,2,0,3
2018,Coastliner Craft Cider,0,1,1,1,3
2018,Fieldstone Hard Cider Co.,0,1,1,1,3
2018,Loïc Raison,0,1,1,1,3
2018,Champlain Orchards,0,0,3,0,3
2018,Rootstock Ciderworks,0,0,3,0,3
2018,Santa Cruz Cider Co.,0,0,3,0,3
2018,Scenic Road Cider Co.,0,0,3,0,3
2018,ShipBuilders Cider,0,0,3,0,3
2018,Stowe Cider,0,0,3,0,3
2018,Collective Arts Brewing,0,0,2,1,3
2018,Descendant Cider Company,0,0,2,1,3
2018,Empire Cider Company,0,0,2,1,3
2018,Fabbioli Cellars,0,0,2,1,3
2018,Hazlitt 1852 Cider Crafters,0,0,2,1,3
2018,McClure's Orchard & Winery,0,0,2,1,3
2018,Ricker Hill,0,0,2,1,3
2018,Sidra Trabanco,0,0,2,1,3
2018,Uncommon Cider Co.,0,0,2,1,3
2018,Wards Cider,0,0,2,1,3
2018,Backwater Cider Company,0,0,1,2,3
2018,Bee Well Mead & Cider,0,0,1,2,3
2018,Corey Lake Orchards,0,0,1,2,3
2018,Greenwood Cider Company,0,0,1,2,3
2018,Liquid Alchemy Ciderworks,0,0,1,2,3
2018,Mawby Vineyards,0,0,1,2,3
2018,Raging Cider & Mead,0,0,1,2,3
2018,Sourwood Cider,0,0,1,2,3
2018,Square Mile Cider,0,0,1,2,3
2018,Thornapple Brewing Company,0,0,1,2,3
2018,Blueberry Hill Estates,0,0,0,3,3
2018,Century Tree Cider Co.,0,0,0,3,3
2018,Heartwood Farm & Cidery,0,0,0,3,3
2018,Prospect Ciderworks,0,0,0,3,3
2018,Puddicombe Estate Farm,0,0,0,3,3
2018,Robinette Cellars,0,0,0,3,3
2018,Barrika,1,0,1,0,2
2018,Sidra Mayador,1,0,1,0,2
2018,Vergers de Velours,1,0,1,0,2
2018,Cold Hand Winery,1,0,0,1,2
2018,Methow Valley Ciderhouse,1,0,0,1,2
2018,Sidewood Estate,1,0,0,1,2
2018,The BottleHouse Brewing Company,0,1,1,0,2
2018,Wyndridge Farm Cidery,0,1,1,0,2
2018,Red Rover Craft Cider,0,1,0,1,2
2018,Castle Hill Cider,0,0,2,0,2
2018,Domaine des Côtes d'Ardoise,0,0,2,0,2
2018,Falconer Vineyards,0,0,2,0,2
2018,Jaanihanso Cider,0,0,2,0,2
2018,Kekionga Cider Company,0,0,2,0,2
2018,Keuka Craft Ciders,0,0,2,0,2
2018,OR\WA Cider Collective,0,0,2,0,2
2018,Riverhead Ciderhouse,0,0,2,0,2
2018,Sidra Riestra,0,0,2,0,2
2018,Thornbury Cider House,0,0,2,0,2
2018,Willie Smith's,0,0,2,0,2
2018,Beaver Valley Orchard & Cidery,0,0,1,1,2
2018,Buskey Cider,0,0,1,1,2
2018,Ela Cider Co.,0,0,1,1,2
2018,Farmhaus Cider Co.,0,0,1,1,2
2018,FieldBird Cider,0,0,1,1,2
2018,Ironwood Hard Cider,0,0,1,1,2
2018,Kaneb Orchards,0,0,1,1,2
2018,Le Flanc Nord Verger & Cidrerie,0,0,1,1,2
2018,Metal House Cider,0,0,1,1,2
2018,Mountain West Cider Company,0,0,1,1,2
2018,Original Sin Cider,0,0,1,1,2
2018,Renaissance Orchards,0,0,1,1,2
2018,Stoic Cider,0,0,1,1,2
2018,Thor's Hard Cider,0,0,1,1,2
2018,Ugly Apple,0,0,1,1,2
2018,Banter's Hard Cider,0,0,0,2,2
2018,Big Belly Ciderworks,0,0,0,2,2
2018,Cherry Creek Cellars,0,0,0,2,2
2018,Ferme de la Sapinière,0,0,0,2,2
2018,Flint City Hard Cider Co.,0,0,0,2,2
2018,Lassen Traditional Cider,0,0,0,2,2
2018,Little Pomona,0,0,0,2,2
2018,Ragged Hill Cider,0,0,0,2,2
2018,Spring Hill Cider Works,0,0,0,2,2
2018,The Old Mine Cider Company,0,0,0,2,2
2018,Wild Cider,0,0,0,2,2
2018,Windy Hill Orchard & Cidery,0,0,0,2,2
2018,Sidra Fanjul,1,0,0,0,1
2018,Angeles Crest Cider,0,1,0,0,1
2018,City Orchard,0,1,0,0,1
2018,101 Cider House,0,0,1,0,1
2018,5 Penny Hard Cider,0,0,1,0,1
2018,Adams Cider Company,0,0,1,0,1
2018,Bereziartua,0,0,1,0,1
2018,Black Devil Cider,0,0,1,0,1
2018,Cidre Le Brun,0,0,1,0,1
2018,Creekside Estate Winery,0,0,1,0,1
2018,Freewater Cider Company,0,0,1,0,1
2018,JK's Farmhouse Ciders,0,0,1,0,1
2018,Les Vergers de Kermao,0,0,1,0,1
2018,Maiden Rock Winery & Cidery,0,0,1,0,1
2018,New Leaf Cider Co.,0,0,1,0,1
2018,Prototype Hard Cider,0,0,1,0,1
2018,Reinhart's Cider,0,0,1,0,1
2018,Rider Ranch,0,0,1,0,1
2018,Right Bee Cider,0,0,1,0,1
2018,Rochelac,0,0,1,0,1
2018,Spoke + Spy Ciderworks,0,0,1,0,1
2018,Stoked Cider,0,0,1,0,1
2018,Stoney Ridge Winery,0,0,1,0,1
2018,Talbott's Cider Company,0,0,1,0,1
2018,Tin Hat Cider,0,0,1,0,1
2018,Top of the Rock Ciders,0,0,1,0,1
2018,Treasury Cider at Fishkill Farms,0,0,1,0,1
2018,Troy Cider,0,0,1,0,1
2018,Urban Tree Hard Cider,0,0,1,0,1
2018,Cidrerie de Menez-Brug,0,0,0,1,1
2018,Craftier,0,0,0,1,1
2018,Ferme Black Creek,0,0,0,1,1
2018,Grand Illusion Hard Cider,0,0,0,1,1
2018,Headwater Cider,0,0,0,1,1
2018,Kings Mill Cider,0,0,0,1,1
2018,Malicious Spirits,0,0,0,1,1
2018,North Shore Cider Company,0,0,0,1,1
2018,Ridge Cider Co.,0,0,0,1,1
2018,Sietsema Orchards,0,0,0,1,1
2018,Stone Circle Cider,0,0,0,1,1
2018,Swilled Dog Hard Cider,0,0,0,1,1
2018,Two Blokes Cider,0,0,0,1,1
2017,2 Towns Ciderhouse,1,1,6,12,20
2017,Kings Highway Fine Cider,0,0,9,8,17
2017,Angry Orchard,3,2,5,5,15
2017,Haykin Family Cider,1,1,6,6,14
2017,Uncle John's,2,1,4,4,11
2017,Virtue Cider,0,1,6,4,11
2017,Cider Creek Hard Cider,0,1,4,6,11
2017,Vermont Cider Company,2,0,4,4,10
2017,Stem Ciders,1,1,5,3,10
2017,Bold Rock Hard Cider (Mills River),0,1,2,7,10
2017,Cidrerie du Minot,3,1,2,3,9
2017,Sea Cider Farm & Ciderhouse,0,0,5,4,9
2017,1911 Established,0,2,3,3,8
2017,West Avenue Cider,0,0,5,3,8
2017,Crispin Cider Company,0,0,1,7,8
2017,Slake Cider,1,0,4,2,7
2017,Eden Specialty Ciders,1,0,3,3,7
2017,Starcut Ciders,1,0,3,3,7
2017,Seattle Cider Company,1,0,2,4,7
2017,Swift Cider,0,1,3,3,7
2017,Tandem Ciders,0,0,4,3,7
2017,Big B's Hard Cider,0,0,2,5,7
2017,Annapolis Cider Company,2,0,2,2,6
2017,Cidrerie Milton,2,0,2,2,6
2017,Bulwark Cider,1,0,2,3,6
2017,Citizen Cider,1,0,2,3,6
2017,Embark Craft Ciderworks,0,0,4,2,6
2017,Pommies Cider Co.,0,0,3,3,6
2017,Twin Pines Orchards & Cider House,0,0,3,3,6
2017,Ciderboys,0,0,2,4,6
2017,Colorado Cider Company,0,0,2,4,6
2017,Locust Cider,0,0,2,4,6
2017,WildCraft Cider Works,0,0,2,4,6
2017,Bee Well Mead & Cider,0,0,1,5,6
2017,Jaanihanso Cider,2,0,1,2,5
2017,Red Rover Craft Cider,2,0,1,2,5
2017,Black Diamond Cider,1,0,3,1,5
2017,Grey & Gold Cider,1,0,2,2,5
2017,Ricker Hill,0,0,3,2,5
2017,California Cider Company,0,0,2,3,5
2017,Jefferson County Ciderworks,0,0,2,3,5
2017,Pux Cider,0,0,1,4,5
2017,Stormalong Cider,0,0,1,4,5
2017,Corey Lake Orchards,1,0,2,1,4
2017,Snowdrift Cider Co.,1,0,2,1,4
2017,C Squared Ciders,1,0,1,2,4
2017,Hogan's Cider,0,1,3,0,4
2017,Wyndridge Farm Cidery,0,1,2,1,4
2017,Gypsy Circus,0,1,1,2,4
2017,Noble Cider,0,1,1,2,4
2017,Coffin Ridge Boutique Winery,0,0,3,1,4
2017,Collective Arts Brewing,0,0,3,1,4
