ID,Category,Award,Medalist,Entry,Location,WID,Region,Website,Facebook,Instagram,Google,Yelp,TripAdvisor,Untappd,Latitude,Longitude
74,Fruit,🥇 Gold,19 Acres Cider Co.,Yuzu Plum,"Sherwood, OR",1084,Oregon,https://19acres.com/,https://www.facebook.com/19AcresCiderCo/,https://www.instagram.com/19acresciderco/,https://maps.google.com/?cid=4476171369322689525,https://www.yelp.com/biz/19-acres-cider-co-sherwood,https://www.tripadvisor.com/Restaurant_Review-g52068-d25236157,https://untappd.com/19AcresHardCider,45.3886798,-122.9315471
75,Fruit,🥈 Silver,Ironbark Ciderworks,Lestat,"Claremont, CA",348,California,https://www.ironbarkciderworks.com/,https://www.facebook.com/ironbarkcider/,https://www.instagram.com/ironbarkcider/,https://maps.google.com/?cid=8906916779198297766,https://www.yelp.com/biz/ironbark-ciderworks-claremont,https://tripadvisor.com/Restaurant_Review-g32215-d21341445,https://untappd.com/w/ironbark-ciderworks/370732,34.10859,-117.701704
76,Fruit,🥉 Judges' Pick,Bauman's Cider,Orange Blossom Cider,"Gervais, OR",118,Oregon,https://baumanscider.com/,https://www.facebook.com/Baumanscider/,https://www.instagram.com/baumanscider/,https://maps.google.com/?cid=10038644588886302965,https://www.yelp.com/biz/baumans-farm-and-garden-gervais,https://www.tripadvisor.com/Attraction_Review-g51881-d6848567,https://untappd.com/w/baumans-cider-company/253872,45.1079661,-122.8693386
77,Fruit,🥉 Judges' Pick,Empyrical Orchards and Cider,Inversion,"Snohomish, WA",2037,Washington,,https://www.facebook.com/profile.php?id=100068960115984,https://www.instagram.com/empyricalcider/,,,,https://untappd.com/w/empyrical-orchard-cidery/507102,47.9128756,-122.0981847
78,Fruit,🥉 Judges' Pick,Avid Cider Co.,Blueberry Pomegranate,"Bend, OR",103,Oregon,https://avidcider.com/,https://www.facebook.com/AVIDCider/,https://www.instagram.com/avidcidercompany/,,https://www.yelp.com/biz/atlas-cider-co-bend-2,https://www.tripadvisor.com/Attraction_Review-g51766-d6870614,https://untappd.com/w/atlas-cider-company/65739,44.0509307,-121.3144074
79,Berry,🏆 Platinum,Angry Orchard,Blueberry Rosé,"Walden, NY",87,New York,https://www.angryorchard.com/,https://www.facebook.com/AngryOrchard/,https://www.instagram.com/angryorchard/,https://maps.google.com/?cid=17467507983407382578,https://www.yelp.com/biz/angry-orchard-walden-2,https://www.tripadvisor.com/Attraction_Review-g48788-d10266026,https://untappd.com/w/angry-orchard-cider-company/16455,41.587128,-74.221692
80,Berry,🥇🥇 Double Gold,Glacial Till Craft Cider,Blueberry,"Ashland, NE",294,Nebraska,http://www.glacialtillvineyard.com/,https://www.facebook.com/glacialtillvineyard,https://www.instagram.com/glacialtillvineyard/,https://maps.google.com/?cid=185099829414435279,https://www.yelp.com/biz/glacial-till-tasting-room-ashland,https://www.tripadvisor.com/Attraction_Review-g29709-d5832186,https://untappd.com/w/glacial-till-vineyard-and-winery/223758,41.038896,-96.368951
81,Berry,🥇 Gold,Washington Gold Cider,Blackberry,"Chelan, WA",670,Washington,https://lakechelanwinery.com/,https://www.facebook.com/LakeChelanWinery/,https://www.instagram.com/lakechelanwinery/,https://maps.google.com/?cid=14575106688846373159,https://www.yelp.com/biz/lake-chelan-winery-chelan,https://www.tripadvisor.com/Restaurant_Review-g58395-d2291863,https://untappd.com/w/washington-gold-cider/21191,47.873437,-120.106691
82,Berry,🥈 Silver,Blake's Hard Cider,Triple Jam,"Armada, MI",10,Michigan,http://www.blakeshardcider.com/,https://www.facebook.com/blakeshardciderco,https://www.instagram.com/blakeshardciderco/,https://maps.google.com/?cid=15855146673119620480,https://www.yelp.com/biz/blakes-ciderhouse-and-winery-armada,https://www.tripadvisor.com/Attraction_Review-g29560-d6678501,https://untappd.com/w/blakes-hard-cider-company/86334,42.8503113,-82.9513855
83,Berry,🥉 Judges' Pick,Noble Cider,Wild Berry Knight,"Asheville, NC",447,North Carolina,http://www.noblecider.com/,https://www.facebook.com/NobleCider,https://www.instagram.com/noble_cider/,https://maps.google.com/?cid=10806279487860629423,https://www.yelp.com/biz/noble-cider-asheville,https://www.tripadvisor.com/Attraction_Review-g60742-d8604019,https://untappd.com/w/noble-cider/77407,35.602136,-82.62465
84,Berry,🥉 Judges' Pick,Riley's Cidery,Berry Mac,"Bowen Island, British Columbia",2105,British Columbia,https://www.rileyscider.com/,https://www.facebook.com/rileyscidery/,https://www.instagram.com/rileyscidery/,https://maps.google.com/?cid=9203737158800520029,,,https://untappd.com/RileysCidery,49.3624343,-123.4012374
85,Berry,🥉 Judges' Pick,Artifact Cider Project,Upta Camp,"Cambridge, MA",99,Massachusetts,http://www.artifactcider.com/,https://www.facebook.com/artifactcider/,https://www.instagram.com/artifactcider/,,,,https://untappd.com/w/artifact-cider-project/135898,42.3378061,-72.6732543
86,Stone Fruit,🏆 Platinum,Meriwether Cider,Plum Dandy,"GARDEN CITY, ID",415,Idaho,https://www.meriwethercider.com/,https://www.facebook.com/meriwethercider,https://www.instagram.com/meriwethercider/,https://maps.google.com/?cid=7830741432069672416,https://www.yelp.com/biz/meriwether-cider-company-garden-city-2,https://www.tripadvisor.com/Attraction_Review-g35459-d10034505,https://untappd.com/w/meriwether-cider-company/222316,43.645176,-116.271227
87,Stone Fruit,🥇🥇 Double Gold,Mill Haus Cider Co.,Apricot Peach,"Eatonville, WA",421,Washington,https://www.drinkmillhaus.com/,https://www.facebook.com/drinkmillhaus/,https://www.instagram.com/drinkmillhaus/,https://maps.google.com/?cid=13632179647129119778,https://www.yelp.com/biz/mill-haus-cider-eatonville-2,https://www.tripadvisor.com/Restaurant_Review-g58449-d24114866,https://untappd.com/w/mill-haus-hard-cider/408680,46.865264,-122.265067
88,Stone Fruit,🥇 Gold,19 Acres Cider Co.,Yuzu Plum,"Sherwood, OR",1084,Oregon,https://19acres.com/,https://www.facebook.com/19AcresCiderCo/,https://www.instagram.com/19acresciderco/,https://maps.google.com/?cid=4476171369322689525,https://www.yelp.com/biz/19-acres-cider-co-sherwood,https://www.tripadvisor.com/Restaurant_Review-g52068-d25236157,https://untappd.com/19AcresHardCider,45.3886798,-122.9315471
89,Stone Fruit,🥈 Silver,Snow Capped Cider,Plum & Lemongrass,"Cedaredge, CO",569,Colorado,http://www.snowcappedcider.com/,https://www.facebook.com/snowcappedcider/,https://www.instagram.com/snowcappedcider/,https://maps.google.com/?cid=373602255640136887,,,https://untappd.com/w/snow-capped-cider/130549,38.898619,-107.924961
90,Stone Fruit,🥉 Judges' Pick,Snow Capped Cider,Sour Cherry,"Cedaredge, CO",569,Colorado,http://www.snowcappedcider.com/,https://www.facebook.com/snowcappedcider/,https://www.instagram.com/snowcappedcider/,https://maps.google.com/?cid=373602255640136887,,,https://untappd.com/w/snow-capped-cider/130549,38.898619,-107.924961
91,Stone Fruit,🥉 Judges' Pick,Blake's Hard Cider,Peach,"Armada, MI",10,Michigan,http://www.blakeshardcider.com/,https://www.facebook.com/blakeshardciderco,https://www.instagram.com/blakeshardciderco/,https://maps.google.com/?cid=15855146673119620480,https://www.yelp.com/biz/blakes-ciderhouse-and-winery-armada,https://www.tripadvisor.com/Attraction_Review-g29560-d6678501,https://untappd.com/w/blakes-hard-cider-company/86334,42.8503113,-82.9513855
92,Stone Fruit,🥉 Judges' Pick,2 Towns Ciderhouse,"Cellar Series Oak Apricot, Nectarine & Honey","Corvallis, OR",67,Oregon,http://www.2townsciderhouse.com/,https://www.facebook.com/2townsciderhouse,https://www.instagram.com/2townscider/,https://maps.google.com/?cid=10429935694700508047,https://www.yelp.com/biz/2-towns-ciderhouse-corvallis,https://www.tripadvisor.com/Attraction_Review-g51817-d3417221,https://untappd.com/w/2-towns-ciderhouse/12975,44.563505,-123.226185
93,Tropical,🏆 Platinum,Schilling Cider,Big Zesty,"Auburn, WA",550,Washington,https://schillingcider.com/,https://www.facebook.com/SchillingCider/,https://www.instagram.com/schillingcider/,https://maps.google.com/?cid=12281308087911884522,,,https://untappd.com/w/schilling-cider/62413,47.347243,-122.233995
94,Tropical,🥇🥇 Double Gold,2 Towns Ciderhouse,Tropical Cosmic Crisp,"Corvallis, OR",67,Oregon,http://www.2townsciderhouse.com/,https://www.facebook.com/2townsciderhouse,https://www.instagram.com/2townscider/,https://maps.google.com/?cid=10429935694700508047,https://www.yelp.com/biz/2-towns-ciderhouse-corvallis,https://www.tripadvisor.com/Attraction_Review-g51817-d3417221,https://untappd.com/w/2-towns-ciderhouse/12975,44.563505,-123.226185
95,Tropical,🥇🥇 Double Gold,Blake's Hard Cider,Tropicolada,"Armada, MI",10,Michigan,http://www.blakeshardcider.com/,https://www.facebook.com/blakeshardciderco,https://www.instagram.com/blakeshardciderco/,https://maps.google.com/?cid=15855146673119620480,https://www.yelp.com/biz/blakes-ciderhouse-and-winery-armada,https://www.tripadvisor.com/Attraction_Review-g29560-d6678501,https://untappd.com/w/blakes-hard-cider-company/86334,42.8503113,-82.9513855
96,Tropical,🥇 Gold,Glacial Till Craft Cider,Passion Pineapple,"Ashland, NE",294,Nebraska,http://www.glacialtillvineyard.com/,https://www.facebook.com/glacialtillvineyard,https://www.instagram.com/glacialtillvineyard/,https://maps.google.com/?cid=185099829414435279,https://www.yelp.com/biz/glacial-till-tasting-room-ashland,https://www.tripadvisor.com/Attraction_Review-g29709-d5832186,https://untappd.com/w/glacial-till-vineyard-and-winery/223758,41.038896,-96.368951
97,Tropical,🥈 Silver,Artifact Cider Project,Juhu Beach,"Cambridge, MA",99,Massachusetts,http://www.artifactcider.com/,https://www.facebook.com/artifactcider/,https://www.instagram.com/artifactcider/,,,,https://untappd.com/w/artifact-cider-project/135898,42.3378061,-72.6732543
98,Tropical,🥈 Silver,North Canyon Cider Company,Pineapple Ginger,"Camino, CA",449,California,http://northcanyoncider.com/,https://www.facebook.com/NorthCanyonCiderCo,https://www.instagram.com/NorthCanyonCider,https://maps.google.com/?cid=15474272377040798709,https://www.yelp.com/biz/north-canyon-cider-company-camino-2,,https://untappd.com/w/north-canyon-cider-co/366979,38.760519,-120.713294
99,Tropical,🥉 Judges' Pick,Blake's Hard Cider,Passion Seeker,"Armada, MI",10,Michigan,http://www.blakeshardcider.com/,https://www.facebook.com/blakeshardciderco,https://www.instagram.com/blakeshardciderco/,https://maps.google.com/?cid=15855146673119620480,https://www.yelp.com/biz/blakes-ciderhouse-and-winery-armada,https://www.tripadvisor.com/Attraction_Review-g29560-d6678501,https://untappd.com/w/blakes-hard-cider-company/86334,42.8503113,-82.9513855
100,Tropical,🥉 Judges' Pick,Seattle Cider Co.,Pineapple Agave,"Seattle, WA",553,Washington,http://www.seattlecidercompany.com/,https://www.facebook.com/SeattleCiderCo,https://www.instagram.com/seattleciderco/,https://maps.google.com/?cid=10339393864619567754,https://www.yelp.com/biz/seattle-cider-company-seattle,,https://untappd.com/w/seattle-cider-company/75923,47.560327,-122.337605
101,Tropical,🥉 Judges' Pick,Hale & True Cider,POGA,"Philadelphia, PA",314,Pennsylvania,https://haleandtrue.com/,https://www.facebook.com/haleandtrue/,https://www.instagram.com/haleandtrue/,https://maps.google.com/?cid=6149860132161492315,https://www.yelp.com/biz/hale-and-true-philadelphia-2,https://www.tripadvisor.com/Restaurant_Review-g60795-d15095651,https://untappd.com/brewery/265100,39.941637,-75.153899
102,Hopped,🏆 Platinum,2 Towns Ciderhouse,Hip Hops,"Corvallis, OR",67,Oregon,http://www.2townsciderhouse.com/,https://www.facebook.com/2townsciderhouse,https://www.instagram.com/2townscider/,https://maps.google.com/?cid=10429935694700508047,https://www.yelp.com/biz/2-towns-ciderhouse-corvallis,https://www.tripadvisor.com/Attraction_Review-g51817-d3417221,https://untappd.com/w/2-towns-ciderhouse/12975,44.563505,-123.226185
103,Hopped,🥇🥇 Double Gold,Mountain West Cider,Pomme Paloma Pink Boots Collab,"Salt Lake City, UT",432,Utah,http://mountainwestcider.com/,https://www.facebook.com/MountainWestHardCider/,https://www.instagram.com/mountainwestcider/,https://maps.google.com/?cid=16538924633378887108,https://www.yelp.com/biz/mountain-west-cider-salt-lake-city,,https://untappd.com/w/mountain-west-hard-cider/235312,40.778772,-111.903037
104,Hopped,🥇 Gold,Bauman's Cider,Idaho 7,"Corvallis, OR",118,Oregon,https://baumanscider.com/,https://www.facebook.com/Baumanscider/,https://www.instagram.com/baumanscider/,https://maps.google.com/?cid=10038644588886302965,https://www.yelp.com/biz/baumans-farm-and-garden-gervais,https://www.tripadvisor.com/Attraction_Review-g51881-d6848567,https://untappd.com/w/baumans-cider-company/253872,45.1079661,-122.8693386
105,Hopped,🥈 Silver,Ponderosa Cider Co.,Hopricot,"Auburn, CA",2181,California,https://www.ponderosacider.com/,https://www.facebook.com/Ponderosacider/,https://www.instagram.com/ponderosacider/,https://maps.google.com/?cid=8393289263225208220,https://www.yelp.com/biz/ponderosa-cider-auburn,,https://untappd.com/PonderosaCiderCo,38.8916572,-121.0684595
106,Hopped,🥉 Judges' Pick,Hazlitt 1852 Vineyards,Cider Tree with Citra Hops,"Hector, NY",324,New York,https://hazlitt1852.com/,https://www.facebook.com/hazlitt1852,https://www.instagram.com/hazlitt1852vineyards/,https://maps.google.com/?cid=5120913070607308492,https://www.yelp.com/biz/hazlitts-red-cat-cellars-naples,,https://untappd.com/w/hazlitt-vineyards/99172,42.621963,-77.400262
107,Hopped,🥉 Judges' Pick,Mountain West Cider,Cottonwood,"Salt Lake City, UT",432,Utah,http://mountainwestcider.com/,https://www.facebook.com/MountainWestHardCider/,https://www.instagram.com/mountainwestcider/,https://maps.google.com/?cid=16538924633378887108,https://www.yelp.com/biz/mountain-west-cider-salt-lake-city,,https://untappd.com/w/mountain-west-hard-cider/235312,40.778772,-111.903037
108,Hopped,🥉 Judges' Pick,Glacial Till Craft Cider,Hoppy Fruits,"Ashland, NE",294,Nebraska,http://www.glacialtillvineyard.com/,https://www.facebook.com/glacialtillvineyard,https://www.instagram.com/glacialtillvineyard/,https://maps.google.com/?cid=185099829414435279,https://www.yelp.com/biz/glacial-till-tasting-room-ashland,https://www.tripadvisor.com/Attraction_Review-g29709-d5832186,https://untappd.com/w/glacial-till-vineyard-and-winery/223758,41.038896,-96.368951
109,Botanical,🏆 Platinum,Black Apple Hard Cider,Hibiscus,"Springdale, AR",133,Arkansas,https://www.blackapplehardcider.com/,https://www.facebook.com/blackapplecrossing/,https://www.instagram.com/blackapplehardcider/,https://maps.google.com/?cid=5449257929643515916,https://www.yelp.com/biz/black-apple-crossing-springdale,https://www.tripadvisor.com/Attraction_Review-g31931-d8814858,https://untappd.com/w/black-apple-crossing/211057,36.18487,-94.127403
110,Botanical,🥇🥇 Double Gold,19 Acres Cider Co.,Strawberry Hibiscus,"Sherwood, OR",1084,Oregon,https://19acres.com/,https://www.facebook.com/19AcresCiderCo/,https://www.instagram.com/19acresciderco/,https://maps.google.com/?cid=4476171369322689525,https://www.yelp.com/biz/19-acres-cider-co-sherwood,https://www.tripadvisor.com/Restaurant_Review-g52068-d25236157,https://untappd.com/19AcresHardCider,45.3886798,-122.9315471
111,Botanical,🥇 Gold,Beach Bee Meadery,Apricot Sage,"Long Branch, NJ",947,New Jersey,https://www.beachbeemeadery.com/,https://www.facebook.com/beachbeemeadery/,https://www.instagram.com/beachbeemeadery/,https://maps.google.com/?cid=3925888969412189535,https://www.yelp.com/biz/beach-bee-meadery-long-branch,https://www.tripadvisor.com/Attraction_Review-g46582-d21226866,https://untappd.com/w/beach-bee-meadery/452564,40.3090937,-73.98298
112,Botanical,🥈 Silver,19 Acres Cider Co.,Cherry Rose,"Sherwood, OR",1084,Oregon,https://19acres.com/,https://www.facebook.com/19AcresCiderCo/,https://www.instagram.com/19acresciderco/,https://maps.google.com/?cid=4476171369322689525,https://www.yelp.com/biz/19-acres-cider-co-sherwood,https://www.tripadvisor.com/Restaurant_Review-g52068-d25236157,https://untappd.com/19AcresHardCider,45.3886798,-122.9315471
113,Botanical,🥉 Judges' Pick,Tieton Cider Works,Lavender Honey,"Yakima, WA",635,Washington,https://tietonciderworks.com/,https://www.facebook.com/tietonciderworks/,https://www.instagram.com/tietonciderworks/,https://maps.google.com/?cid=9208093896298438407,https://www.yelp.com/biz/tieton-cider-works-yakima,https://www.tripadvisor.com/Attraction_Review-g58838-d7991577,https://untappd.com/w/tieton-cider-works/10804,46.615859,-120.521786
114,Botanical,🥉 Judges' Pick,Ironbark Ciderworks,Duchess,"Claremont, CA",348,California,https://www.ironbarkciderworks.com/,https://www.facebook.com/ironbarkcider/,https://www.instagram.com/ironbarkcider/,https://maps.google.com/?cid=8906916779198297766,https://www.yelp.com/biz/ironbark-ciderworks-claremont,https://tripadvisor.com/Restaurant_Review-g32215-d21341445,https://untappd.com/w/ironbark-ciderworks/370732,34.10859,-117.701704
115,Botanical,🥉 Judges' Pick,Anna's Cider,Rosé,"Santa Paula, CA",88,California,https://annascider.com/,https://www.facebook.com/annascider,https://www.instagram.com/annascider/,https://maps.google.com/?cid=6245729611284225450,https://www.yelp.com/biz/anna-s-cider-santa-paula,,https://untappd.com/w/annas-cider/369723,34.352867,-119.063807
116,Specialty,🏆 Platinum,Glacial Till Craft Cider,Strawberry Rhubarb,"Ashland, NE",294,Nebraska,http://www.glacialtillvineyard.com/,https://www.facebook.com/glacialtillvineyard,https://www.instagram.com/glacialtillvineyard/,https://maps.google.com/?cid=185099829414435279,https://www.yelp.com/biz/glacial-till-tasting-room-ashland,https://www.tripadvisor.com/Attraction_Review-g29709-d5832186,https://untappd.com/w/glacial-till-vineyard-and-winery/223758,41.038896,-96.368951
117,Specialty,🥇🥇 Double Gold,Glacial Till Craft Cider,Chocolate Covered Strawberry,"Ashland, NE",294,Nebraska,http://www.glacialtillvineyard.com/,https://www.facebook.com/glacialtillvineyard,https://www.instagram.com/glacialtillvineyard/,https://maps.google.com/?cid=185099829414435279,https://www.yelp.com/biz/glacial-till-tasting-room-ashland,https://www.tripadvisor.com/Attraction_Review-g29709-d5832186,https://untappd.com/w/glacial-till-vineyard-and-winery/223758,41.038896,-96.368951
118,Specialty,🥇 Gold,Portland Cider Company,Holy Habanero,"Clackamas, OR",490,Oregon,http://portlandcider.com/,https://www.facebook.com/portlandcider,https://www.instagram.com/portlandcider/,https://maps.google.com/?cid=5897814277091816079,https://www.yelp.com/biz/portland-cider-company-clackamas,https://www.tripadvisor.com/Restaurant_Review-g51806-d6996793,https://untappd.com/w/portland-cider-company/56260,45.415288,-122.572714
119,Specialty,🥈 Silver,Champlain Orchards,Larrabee,"Shoreham, VT",188,Vermont,https://www.champlainorchards.com/,https://www.facebook.com/ChamplainOrchards/,https://www.instagram.com/champlainorchards/,https://maps.google.com/?cid=12438523521595198148,https://www.yelp.com/biz/champlain-orchards-shoreham-2,https://www.tripadvisor.com/Attraction_Review-g57398-d9867509,https://untappd.com/w/champlain-orchards/20547,43.856854,-73.353028
120,Specialty,🥉 Judges' Pick,Odd Brothers Craft Cider,Sunday Sour,"Homer, MI",1757,Michigan,https://www.oddbrotherscider.com/,https://www.facebook.com/Odd-Brothers-Craft-Cider-793647507656990/,https://www.instagram.com/oddbrotherscider/,,,,https://untappd.com/OddBrothersCraftCider,42.1364887,-84.8664378
121,Specialty,🥉 Judges' Pick,Anna's Cider,Cucumber Ginger,"Santa Paula, CA",88,California,https://annascider.com/,https://www.facebook.com/annascider,https://www.instagram.com/annascider/,https://maps.google.com/?cid=6245729611284225450,https://www.yelp.com/biz/anna-s-cider-santa-paula,,https://untappd.com/w/annas-cider/369723,34.352867,-119.063807
122,Specialty,🥉 Judges' Pick,Tieton Cider Works,Sour Watermelon,"Yakima, WA",635,Washington,https://tietonciderworks.com/,https://www.facebook.com/tietonciderworks/,https://www.instagram.com/tietonciderworks/,https://maps.google.com/?cid=9208093896298438407,https://www.yelp.com/biz/tieton-cider-works-yakima,https://www.tripadvisor.com/Attraction_Review-g58838-d7991577,https://untappd.com/w/tieton-cider-works/10804,46.615859,-120.521786
123,Cocktail-Inspired,🏆 Platinum,Soundbite Cider,La Paloma,"Everett, WA",2208,Washington,https://www.soundbitecider.com/,https://www.facebook.com/soundbitecider/,https://www.instagram.com/soundbitecider/,https://maps.google.com/?cid=996231545939620653,https://www.yelp.com/biz/soundbite-cider-everett,https://www.tripadvisor.com/Attraction_Review-g58466-d25574200,https://untappd.com/SoundbiteCider,47.9114113,-122.2191859
124,Cocktail-Inspired,🥇🥇 Double Gold,Schilling Cider,Mountain Mule,"Auburn, WA",550,Washington,https://schillingcider.com/,https://www.facebook.com/SchillingCider/,https://www.instagram.com/schillingcider/,https://maps.google.com/?cid=12281308087911884522,,,https://untappd.com/w/schilling-cider/62413,47.347243,-122.233995
125,Cocktail-Inspired,🥇 Gold,Bauman's Cider,Strawberry Mojito,"Gervais, OR",118,Oregon,https://baumanscider.com/,https://www.facebook.com/Baumanscider/,https://www.instagram.com/baumanscider/,https://maps.google.com/?cid=10038644588886302965,https://www.yelp.com/biz/baumans-farm-and-garden-gervais,https://www.tripadvisor.com/Attraction_Review-g51881-d6848567,https://untappd.com/w/baumans-cider-company/253872,45.1079661,-122.8693386
126,Cocktail-Inspired,🥈 Silver,Yonder Cider,Coulee,"Wenatchee, WA",957,Washington,http://www.yondercider.com/,https://www.facebook.com/yondercider,https://www.instagram.com/yondercider/,https://maps.google.com/?cid=11002201593648505227,https://www.yelp.com/biz/yonder-cider-seattle,,https://untappd.com/w/yonder-cider/474448,47.6646136,-122.3675796
127,Cocktail-Inspired,🥉 Judges' Pick,Yonder Cider,Velvet Cashmere,"Wenatchee, WA",957,Washington,http://www.yondercider.com/,https://www.facebook.com/yondercider,https://www.instagram.com/yondercider/,https://maps.google.com/?cid=11002201593648505227,https://www.yelp.com/biz/yonder-cider-seattle,,https://untappd.com/w/yonder-cider/474448,47.6646136,-122.3675796
128,Cocktail-Inspired,🥉 Judges' Pick,Portland Cider Company,Lemon Drop,"Clackamas, OR",490,Oregon,http://portlandcider.com/,https://www.facebook.com/portlandcider,https://www.instagram.com/portlandcider/,https://maps.google.com/?cid=5897814277091816079,https://www.yelp.com/biz/portland-cider-company-clackamas,https://www.tripadvisor.com/Restaurant_Review-g51806-d6996793,https://untappd.com/w/portland-cider-company/56260,45.415288,-122.572714
129,Cocktail-Inspired,🥉 Judges' Pick,1911 Established,Sangria,"Lafayette, NY",75,New York,http://1911established.com/,,https://www.instagram.com/1911established/,https://maps.google.com/?cid=13706571465768596510,https://www.yelp.com/biz/beak-and-skiff-apple-orchards-lafayette,https://www.tripadvisor.com/Attraction_Review-g48013-d4954731,https://untappd.com/w/beak-and-skiff-apple-orchards/123121,42.903744,-76.22158
130,Spiced,🏆 Platinum,Blake's Hard Cider,El Chavo,"Armada, MI",10,Michigan,http://www.blakeshardcider.com/,https://www.facebook.com/blakeshardciderco,https://www.instagram.com/blakeshardciderco/,https://maps.google.com/?cid=15855146673119620480,https://www.yelp.com/biz/blakes-ciderhouse-and-winery-armada,https://www.tripadvisor.com/Attraction_Review-g29560-d6678501,https://untappd.com/w/blakes-hard-cider-company/86334,42.8503113,-82.9513855
131,Spiced,🥇🥇 Double Gold,19 Acres Cider Co.,Yuletide,"Sherwood, OR",1084,Oregon,https://19acres.com/,https://www.facebook.com/19AcresCiderCo/,https://www.instagram.com/19acresciderco/,https://maps.google.com/?cid=4476171369322689525,https://www.yelp.com/biz/19-acres-cider-co-sherwood,https://www.tripadvisor.com/Restaurant_Review-g52068-d25236157,https://untappd.com/19AcresHardCider,45.3886798,-122.9315471
132,Spiced,🥇 Gold,Bauman's Cider,Harvest Cider,"Gervais, OR",118,Oregon,https://baumanscider.com/,https://www.facebook.com/Baumanscider/,https://www.instagram.com/baumanscider/,https://maps.google.com/?cid=10038644588886302965,https://www.yelp.com/biz/baumans-farm-and-garden-gervais,https://www.tripadvisor.com/Attraction_Review-g51881-d6848567,https://untappd.com/w/baumans-cider-company/253872,45.1079661,-122.8693386
133,Spiced,🥈 Silver,Washington Gold Cider,Apple Pie,"Chelan, WA",670,Washington,https://lakechelanwinery.com/,https://www.facebook.com/LakeChelanWinery/,https://www.instagram.com/lakechelanwinery/,https://maps.google.com/?cid=14575106688846373159,https://www.yelp.com/biz/lake-chelan-winery-chelan,https://www.tripadvisor.com/Restaurant_Review-g58395-d2291863,https://untappd.com/w/washington-gold-cider/21191,47.873437,-120.106691
134,Spiced,🥉 Judges' Pick,Thor's Hard Cider,Ginger Fizz,"Stillwater, MN",631,Minnesota,https://www.thorshardcider.com/,https://www.facebook.com/thorshardcider/,https://www.instagram.com/thorshardcider/,https://maps.google.com/?cid=16250618587804183842,https://www.yelp.com/biz/aamodts-apple-farm-stillwater,https://www.tripadvisor.com/Attraction_Review-g43552-d7146001,https://untappd.com/w/thors-hard-cider/345130,45.042138,-92.865744
135,Spiced,🥉 Judges' Pick,Snow Capped Cider,JalaPEARño,"Cedaredge, CO",569,Colorado,http://www.snowcappedcider.com/,https://www.facebook.com/snowcappedcider/,https://www.instagram.com/snowcappedcider/,https://maps.google.com/?cid=373602255640136887,,,https://untappd.com/w/snow-capped-cider/130549,38.898619,-107.924961
136,Spiced,🥉 Judges' Pick,Thor's Hard Cider,El Thoro,"Stillwater, MN",631,Minnesota,https://www.thorshardcider.com/,https://www.facebook.com/thorshardcider/,https://www.instagram.com/thorshardcider/,https://maps.google.com/?cid=16250618587804183842,https://www.yelp.com/biz/aamodts-apple-farm-stillwater,https://www.tripadvisor.com/Attraction_Review-g43552-d7146001,https://untappd.com/w/thors-hard-cider/345130,45.042138,-92.865744
137,Wood-Aged,🏆 Platinum,Snow Capped Cider,Blanc Mollet,"Cedaredge, CO",569,Colorado,http://www.snowcappedcider.com/,https://www.facebook.com/snowcappedcider/,https://www.instagram.com/snowcappedcider/,https://maps.google.com/?cid=373602255640136887,,,https://untappd.com/w/snow-capped-cider/130549,38.898619,-107.924961
138,Wood-Aged,🥇🥇 Double Gold,Union Hill Cider Co.,Sur Lie,"East Wenatchee, WA",908,Washington,https://www.unionhillciderco.com/,https://www.facebook.com/UnionHillCiderCo/,https://www.instagram.com/unionhillciderco/,https://maps.google.com/?cid=15999164221517255413,https://www.yelp.com/biz/union-hill-cider-east-wenatchee,,https://untappd.com/UnionHillCiderCo,47.3880763,-120.2207316
139,Wood-Aged,🥇 Gold,Seattle Cider Co.,Red-Wine Barrel Aged Berry,"Seattle, WA",553,Washington,http://www.seattlecidercompany.com/,https://www.facebook.com/SeattleCiderCo,https://www.instagram.com/seattleciderco/,https://maps.google.com/?cid=10339393864619567754,https://www.yelp.com/biz/seattle-cider-company-seattle,,https://untappd.com/w/seattle-cider-company/75923,47.560327,-122.337605
140,Wood-Aged,🥈 Silver,Tieton Cider Works,Bourbon Barrel Peach,"Yakima, WA",635,Washington,https://tietonciderworks.com/,https://www.facebook.com/tietonciderworks/,https://www.instagram.com/tietonciderworks/,https://maps.google.com/?cid=9208093896298438407,https://www.yelp.com/biz/tieton-cider-works-yakima,https://www.tripadvisor.com/Attraction_Review-g58838-d7991577,https://untappd.com/w/tieton-cider-works/10804,46.615859,-120.521786
141,Wood-Aged,🥉 Judges' Pick,Glacial Till Craft Cider,Cabin Nights,"Ashland, NE",294,Nebraska,http://www.glacialtillvineyard.com/,https://www.facebook.com/glacialtillvineyard,https://www.instagram.com/glacialtillvineyard/,https://maps.google.com/?cid=185099829414435279,https://www.yelp.com/biz/glacial-till-tasting-room-ashland,https://www.tripadvisor.com/Attraction_Review-g29709-d5832186,https://untappd.com/w/glacial-till-vineyard-and-winery/223758,41.038896,-96.368951
