ID,Year,Style,Medal,Medalist,Entry,WID,Status,Website,Facebook,Instagram,Google,TripAdvisor,Untappd,Latitude,Longitude,Transparency
83,2021,Cidre du Perche,🥈 Argent,Cidrerie Traditionnelle du Perche,L'Hermitière Brut 2019,1294,Active,http://www.cidrerie-traditionnelle-du-perche.fr/,https://www.facebook.com/cidrerietraditionnelleduperche,,https://maps.google.com/?cid=4098308531613353726,,https://untappd.com/w/cidrerie-traditionnelle-du-perche/28040,48.2774308,0.6361493,0
84,2021,Cidre du Perche,🥈 Argent,La Maison Ferré,La cave de Gabriel 2019,2551,Active,https://www.lamaisonferre.fr/,https://www.facebook.com/cidreduperche,https://www.instagram.com/la_maison_ferre,https://maps.google.com/?cid=13764361049917258070,https://www.tripadvisor.com/Attraction_Review-g4926524-d23694021,https://untappd.com/w/la-maison-ferrac/161574,48.4682596,0.5980003,0
85,2021,Cidre du Perche,🥈 Argent,La Maison Ferré,Le préféré de Marie 2019,2551,Active,https://www.lamaisonferre.fr/,https://www.facebook.com/cidreduperche,https://www.instagram.com/la_maison_ferre,https://maps.google.com/?cid=13764361049917258070,https://www.tripadvisor.com/Attraction_Review-g4926524-d23694021,https://untappd.com/w/la-maison-ferrac/161574,48.4682596,0.5980003,0
86,2021,Cidre du Perche,🥈 Argent,La Maison Ferré,Le préféré de Marie 2020,2551,Active,https://www.lamaisonferre.fr/,https://www.facebook.com/cidreduperche,https://www.instagram.com/la_maison_ferre,https://maps.google.com/?cid=13764361049917258070,https://www.tripadvisor.com/Attraction_Review-g4926524-d23694021,https://untappd.com/w/la-maison-ferrac/161574,48.4682596,0.5980003,0
87,2021,Cidre du Pays de Caux,🥇 Or,Cidrerie Godefroy,Brut 2019,1577,Active,https://www.ecomuseeducidre.fr/,,,https://maps.google.com/?cid=5707167707581907830,https://www.tripadvisor.com/Attraction_Review-g1572450-d3428587,https://untappd.com/w/vincent-et-marieclaire-godefroy/207560,49.6562671,0.378119,0
88,2021,Cidre du Pays de Caux,🥈 Argent,Cidrerie Godefroy,Demi-sec 2020,1577,Active,https://www.ecomuseeducidre.fr/,,,https://maps.google.com/?cid=5707167707581907830,https://www.tripadvisor.com/Attraction_Review-g1572450-d3428587,https://untappd.com/w/vincent-et-marieclaire-godefroy/207560,49.6562671,0.378119,0
89,2021,Cidre du Pays de Caux,🥈 Argent,Les Normandises du Pradon,Les Normandises du Pradon 2019,3308,Active,http://lesnormandisesdupradon.com/,https://www.facebook.com/lesnormandisesdupradon/,https://www.instagram.com/lesnormandisesdupradon/,https://maps.google.com/?cid=5034289693754776537,,https://untappd.com/w/ferme-du-pradon/228438,49.5159748,0.2338077,0
90,2021,AOP Poiré Domfront,🥇 Or,Pacory,L'idéal 2017,1582,Active,https://www.pacory.eu/,https://www.facebook.com/PacoryFermedesGrimaux,https://www.instagram.com/pacoryfermedesgrimaux,https://maps.google.com/?cid=15821520734729613945,,https://untappd.com/brewery/32360,48.5314059,-0.795102,0
91,2021,AOP Poiré Domfront,🥇 Or,Pacory,L'idéal 2019,1582,Active,https://www.pacory.eu/,https://www.facebook.com/PacoryFermedesGrimaux,https://www.instagram.com/pacoryfermedesgrimaux,https://maps.google.com/?cid=15821520734729613945,,https://untappd.com/brewery/32360,48.5314059,-0.795102,0
92,2021,AOP Poiré Domfront,🥈 Argent,Famille Guesdon,La Cave Normande Sélection 2019,2697,Active,https://famille-guesdon.com/,https://www.facebook.com/profile.php?id=100057212210806,https://www.instagram.com/lacavenormandeguesdon/,https://maps.google.com/?cid=13182761816105385497,,https://untappd.com/w/guesdon-p-re-et-fils/343009,48.5746579,-0.7975042,0
93,2021,IGP Cidre de Normandie,🥇 Or,Cidre Viard-Bayeux,Doux 2020,3318,Active,https://cidrebayeux.com/,https://www.facebook.com/CidresBayeux,https://www.instagram.com/cidrerie_bayeux/,https://maps.google.com/?cid=13233255599279949282,https://www.tripadvisor.com/Attraction_Review-g187181-d3454062,https://untappd.com/w/cidrerie-viard/26008,49.2436576,-0.7038301,0
94,2021,IGP Cidre de Normandie,🥇 Or,Le Pressoir d'Or,Le Pressoir d'Or 2020,2689,Active,http://www.pressoirdor.com/,,https://www.instagram.com/lepressoirdor/,https://maps.google.com/?cid=11174929092699381803,,https://untappd.com/w/le-pressoir-d-or/210218,49.2934642,1.4849943,0
95,2021,IGP Cidre de Normandie,🥇 Or,Le Pressoir d'Or,Le Pressoir d'Or 2020,2689,Active,http://www.pressoirdor.com/,,https://www.instagram.com/lepressoirdor/,https://maps.google.com/?cid=11174929092699381803,,https://untappd.com/w/le-pressoir-d-or/210218,49.2934642,1.4849943,0
96,2021,IGP Cidre de Normandie,🥇 Or,Le Pressoir d'Or,Le Pressoir d'Or 2020,2689,Active,http://www.pressoirdor.com/,,https://www.instagram.com/lepressoirdor/,https://maps.google.com/?cid=11174929092699381803,,https://untappd.com/w/le-pressoir-d-or/210218,49.2934642,1.4849943,0
97,2021,IGP Cidre de Normandie,🥇 Or,Les Vergers de Fumichon,Fruité 2020,3552,Active,https://www.les-vergers-de-fumichon.fr/,https://www.facebook.com/GAEClegrandfumichon,https://www.instagram.com/vergers_de_fumichon/,https://maps.google.com/?cid=12400587455796714428,,https://untappd.com/w/vergers-de-fumichon/501987,49.3135572,-0.7032603,0
98,2021,IGP Cidre de Normandie,🥈 Argent,Cidre Lemasson,Brut 2020,2691,Active,https://www.cidre-lemasson.fr/,https://www.facebook.com/cidrelemasson,https://www.instagram.com/cidrelemasson/,https://maps.google.com/?cid=7632467116285948880,https://www.tripadvisor.com/Attraction_Review-g12634286-d6538652,https://untappd.com/w/cidre-lemasson/247290,49.0708506,-1.2963565,0
99,2021,IGP Cidre de Normandie,🥈 Argent,Domaine des 5 Autels,Le brut 2020,2591,Active,https://cinqautels.com/,https://www.facebook.com/5Autels/,https://www.instagram.com/5autels/,https://maps.google.com/?cid=1561300018564057036,https://www.tripadvisor.com/Hotel_Review-g1385431-d1308959,https://untappd.com/w/domaine-des-cinqs-autels/519014,49.0742817,-0.1886941,0
100,2021,IGP Cidre de Normandie,🥈 Argent,Domaine Duclos Fougeray,Denise La Douce 2020,1178,Active,https://www.duclosfougeray.com/,https://www.facebook.com/domaine.duclosfougeray,https://www.instagram.com/domaine_duclos_fougeray/,https://maps.google.com/?cid=12398185041013701779,,https://untappd.com/brewery/103532,49.6100938,1.664631,0
101,2021,IGP Cidre de Normandie,🥈 Argent,La Cave de la Loterie,Fruité 2020,3316,Active,https://www.cavedelaloterie.fr/,https://www.facebook.com/cavedelaloterie,https://www.instagram.com/cave_de_la_loterie/,https://maps.google.com/?cid=14052572828101776269,https://www.tripadvisor.com/Attraction_Review-g672828-d12674111,https://untappd.com/w/cave-de-la-loterie/234216,48.8906343,-0.4710245,0
102,2021,IGP Cidre de Normandie,🥈 Argent,Le Clos des Citots,Brut 2020,3102,Active,https://www.leclosdescitots.fr/,https://www.facebook.com/profile.php?id=100066990398769,,https://maps.google.com/?cid=3330784351320305206,,https://untappd.com/w/le-clos-des-citots-gerard-lenormand/87074,49.4573681,0.8128167,0
103,2021,Cidre de Glace,🥇 Or,Domaine Duclos Fougeray,Domaine Duclos Fougeray 2018,1178,Active,https://www.duclosfougeray.com/,https://www.facebook.com/domaine.duclosfougeray,https://www.instagram.com/domaine_duclos_fougeray/,https://maps.google.com/?cid=12398185041013701779,,https://untappd.com/brewery/103532,49.6100938,1.664631,0
104,2021,Cidre de Glace,🥈 Argent,Ferme des Noës,Domaine Duclos Fougeray 2019,2887,Active,https://www.fermedesnoes.com/,,https://www.instagram.com/fermedesnoes/,https://maps.google.com/?cid=16067236232754040277,,https://untappd.com/w/ferme-des-no-s/72679,49.1301268,1.3281105,0
105,2021,Cidre Rosé,🥇 Or,Ferme des Noës,Ferme des Noës 2019,2887,Active,https://www.fermedesnoes.com/,,https://www.instagram.com/fermedesnoes/,https://maps.google.com/?cid=16067236232754040277,,https://untappd.com/w/ferme-des-no-s/72679,49.1301268,1.3281105,0
106,2021,Cidre Rosé,🥇 Or,Le Pressoir d'Or,Le Pressoir d'Or 2020,2689,Active,http://www.pressoirdor.com/,,https://www.instagram.com/lepressoirdor/,https://maps.google.com/?cid=11174929092699381803,,https://untappd.com/w/le-pressoir-d-or/210218,49.2934642,1.4849943,0
107,2021,Cidre Rosé,🥈 Argent,Domaine des Hauts-Vents,Domaine des Hauts Vents 2020,2889,Active,http://hautsvents.com/,https://www.facebook.com/CidreriedomaineDesHautsVents,https://www.instagram.com/domainedeshautsvents/,https://maps.google.com/?cid=3890633221204655265,https://www.tripadvisor.com/Attraction_Review-g661275-d6654230,https://untappd.com/w/domaine-des-hauts-vents/70064,49.3011577,0.9456953,0
108,2021,Cidre Aromatisé,🥈 Argent,Cidre Lemasson,La Taloche 2020,2691,Active,https://www.cidre-lemasson.fr/,https://www.facebook.com/cidrelemasson,https://www.instagram.com/cidrelemasson/,https://maps.google.com/?cid=7632467116285948880,https://www.tripadvisor.com/Attraction_Review-g12634286-d6538652,https://untappd.com/w/cidre-lemasson/247290,49.0708506,-1.2963565,0
109,2021,Cidre,🥇 Or,Ferme de la Sapinière,Demi-sec 2019,1913,Active,https://www.producteur-cidre.com/,https://www.facebook.com/fermedelasapiniere/,,https://maps.google.com/?cid=13033032790677741913,https://www.tripadvisor.com/Attraction_Review-g1462420-d4961506,https://untappd.com/w/ferme-de-la-sapini-re/124296,49.3561555,-0.8754963,0
110,2021,Cidre,🥇 Or,Ferme des Noës,Fruité 2019,2887,Active,https://www.fermedesnoes.com/,,https://www.instagram.com/fermedesnoes/,https://maps.google.com/?cid=16067236232754040277,,https://untappd.com/w/ferme-des-no-s/72679,49.1301268,1.3281105,0
111,2021,Cidre,🥇 Or,Les Vergers du Quesnay,Cuvée Gustave 2019,3370,Active,https://www.lesvergersduquesnay.fr/,https://www.facebook.com/profile.php?id=100058435991351,https://www.instagram.com/les_vergers_du_quesnay/,https://maps.google.com/?cid=15904214834922492181,,https://untappd.com/w/les-vergers-du-quesnay/228234,49.5329228,1.0095949,0
112,2021,Cidre,🥈 Argent,Cave de la Fosse,Cave de la Fosse 2020,3550,Inactive,,,,,,,48.616889,0.382124,1
113,2021,Cidre,🥈 Argent,Domaine des Hauts-Vents,Brut 2020,2889,Active,http://hautsvents.com/,https://www.facebook.com/CidreriedomaineDesHautsVents,https://www.instagram.com/domainedeshautsvents/,https://maps.google.com/?cid=3890633221204655265,https://www.tripadvisor.com/Attraction_Review-g661275-d6654230,https://untappd.com/w/domaine-des-hauts-vents/70064,49.3011577,0.9456953,0
114,2021,Cidre,🥈 Argent,Domaine des Hauts-Vents,Doux 2020,2889,Active,http://hautsvents.com/,https://www.facebook.com/CidreriedomaineDesHautsVents,https://www.instagram.com/domainedeshautsvents/,https://maps.google.com/?cid=3890633221204655265,https://www.tripadvisor.com/Attraction_Review-g661275-d6654230,https://untappd.com/w/domaine-des-hauts-vents/70064,49.3011577,0.9456953,0
115,2021,Cidre,🥈 Argent,Ferme de la Sapinière,Apple Oak 2018,1913,Active,https://www.producteur-cidre.com/,https://www.facebook.com/fermedelasapiniere/,,https://maps.google.com/?cid=13033032790677741913,https://www.tripadvisor.com/Attraction_Review-g1462420-d4961506,https://untappd.com/w/ferme-de-la-sapini-re/124296,49.3561555,-0.8754963,0
116,2021,Cidre,🥈 Argent,Ferme de la Sapinière,Apple Oak 2019,1913,Active,https://www.producteur-cidre.com/,https://www.facebook.com/fermedelasapiniere/,,https://maps.google.com/?cid=13033032790677741913,https://www.tripadvisor.com/Attraction_Review-g1462420-d4961506,https://untappd.com/w/ferme-de-la-sapini-re/124296,49.3561555,-0.8754963,0
117,2021,Cidre,🥈 Argent,Ferme de la Sapinière,Brut 2020,1913,Active,https://www.producteur-cidre.com/,https://www.facebook.com/fermedelasapiniere/,,https://maps.google.com/?cid=13033032790677741913,https://www.tripadvisor.com/Attraction_Review-g1462420-d4961506,https://untappd.com/w/ferme-de-la-sapini-re/124296,49.3561555,-0.8754963,0
118,2021,Cidre,🥈 Argent,Ferme de la Sapinière,Cuvée Louise Gautier 2019,1913,Active,https://www.producteur-cidre.com/,https://www.facebook.com/fermedelasapiniere/,,https://maps.google.com/?cid=13033032790677741913,https://www.tripadvisor.com/Attraction_Review-g1462420-d4961506,https://untappd.com/w/ferme-de-la-sapini-re/124296,49.3561555,-0.8754963,0
119,2021,Cidre,🥈 Argent,Ferme des Martellières,Demi-sec 2020,3322,Active,,https://www.facebook.com/LesMartellieres.ProduitsCidricoles,,https://maps.google.com/?cid=13628777607608573968,,https://untappd.com/w/les-martellieres/291057,48.497685,-0.532571,0
120,2021,Cidre,🥈 Argent,Ferme du Petit Château,Ferme du Petit Château 2018,3551,Active,,,,,,https://untappd.com/w/la-ferme-du-petit-chateau/404386,49.2899785,-0.6457572,0
121,2021,Cidre,🥈 Argent,La Ferme de Billy,Fruité 2020,1653,Active,https://www.ferme-de-billy.com/,https://www.facebook.com/lafermedebilly/,https://www.instagram.com/lafermedebilly/,https://maps.google.com/?cid=11023078698699122653,https://www.tripadvisor.com/Attraction_Review-g7741562-d6974742,https://untappd.com/w/la-ferme-de-billy/247621,49.2134763,-0.4722615,0
122,2021,Cidre,🥈 Argent,La Ferme des Ruelles,La Ferme des Ruelles 2020,2888,Active,https://www.fermedesruelles.com/,https://www.facebook.com/fermedesruelles,https://www.instagram.com/la_ferme_des_ruelles/,https://maps.google.com/?cid=14485040344949359277,https://www.tripadvisor.com/Hotel_Review-g6623129-d6622401,https://untappd.com/w/la-ferme-des-ruelles/141983,49.1412626,1.5194074,0
123,2021,Cidre,🥈 Argent,Le Chai de la Baie,Brut 2019,3368,Active,,https://www.facebook.com/jacques.daunay50/,,https://maps.google.com/?cid=12654181407242940379,,https://untappd.com/w/le-chai-de-la-baie/471739,48.7402045,-1.4296969,0
124,2021,Cidre,🥈 Argent,Le Chai de la Baie,Brut 2019,3368,Active,,https://www.facebook.com/jacques.daunay50/,,https://maps.google.com/?cid=12654181407242940379,,https://untappd.com/w/le-chai-de-la-baie/471739,48.7402045,-1.4296969,0
125,2021,Cidre,🥈 Argent,Les Vergers du Quesnay,Brut 2020,3370,Active,https://www.lesvergersduquesnay.fr/,https://www.facebook.com/profile.php?id=100058435991351,https://www.instagram.com/les_vergers_du_quesnay/,https://maps.google.com/?cid=15904214834922492181,,https://untappd.com/w/les-vergers-du-quesnay/228234,49.5329228,1.0095949,0
126,2021,Cidre,🥈 Argent,Les Vergers du Quesnay,Demi-sec 2020,3370,Active,https://www.lesvergersduquesnay.fr/,https://www.facebook.com/profile.php?id=100058435991351,https://www.instagram.com/les_vergers_du_quesnay/,https://maps.google.com/?cid=15904214834922492181,,https://untappd.com/w/les-vergers-du-quesnay/228234,49.5329228,1.0095949,0
127,2021,Cidre,🥈 Argent,Pacory,Pacory 2020,1582,Active,https://www.pacory.eu/,https://www.facebook.com/PacoryFermedesGrimaux,https://www.instagram.com/pacoryfermedesgrimaux,https://maps.google.com/?cid=15821520734729613945,,https://untappd.com/brewery/32360,48.5314059,-0.795102,0
128,2021,Poiré,🥇 Or,Domaine des Hauts-Vents,Domaine des Hauts Vents 2020,2889,Active,http://hautsvents.com/,https://www.facebook.com/CidreriedomaineDesHautsVents,https://www.instagram.com/domainedeshautsvents/,https://maps.google.com/?cid=3890633221204655265,https://www.tripadvisor.com/Attraction_Review-g661275-d6654230,https://untappd.com/w/domaine-des-hauts-vents/70064,49.3011577,0.9456953,0
129,2021,Poiré,🥇 Or,Famille Guesdon,La Cave Normande 2020,2697,Active,https://famille-guesdon.com/,https://www.facebook.com/profile.php?id=100057212210806,https://www.instagram.com/lacavenormandeguesdon/,https://maps.google.com/?cid=13182761816105385497,,https://untappd.com/w/guesdon-p-re-et-fils/343009,48.5746579,-0.7975042,0
130,2021,Poiré,🥇 Or,Manoir de Durcet,Manoir de Durcet 2020,2487,Active,https://www.breton-manoirdedurcet.fr/,https://www.facebook.com/manoirdedurcet/,https://www.instagram.com/manoirdedurcetgaec/,https://maps.google.com/?cid=3868969713989886200,,https://untappd.com/w/manoir-de-durcet/399555,48.5593722,-0.3313091,0
131,2021,Poiré,🥈 Argent,Cidres d'Auteurs,Poiré d'Auteur 2020,3554,Inactive,,,,,,,48.0883137,-0.7481734,1
132,2021,Poiré,🥈 Argent,Domaine Duclos Fougeray,Denise La Bonne Poire 2020,1178,Active,https://www.duclosfougeray.com/,https://www.facebook.com/domaine.duclosfougeray,https://www.instagram.com/domaine_duclos_fougeray/,https://maps.google.com/?cid=12398185041013701779,,https://untappd.com/brewery/103532,49.6100938,1.664631,0
133,2021,Poiré,🥈 Argent,Ferme des Martellières,Les Martellières 2018,3322,Active,,https://www.facebook.com/LesMartellieres.ProduitsCidricoles,,https://maps.google.com/?cid=13628777607608573968,,https://untappd.com/w/les-martellieres/291057,48.497685,-0.532571,0
134,2021,Poiré,🥈 Argent,Ferme du Manoir du Val,Poiré du Pays de la Risle 2020,3315,Active,https://www.manoirduval.fr/,,,https://maps.google.com/?cid=848420197404289170,,,49.02546,0.722805,0
135,2021,Poiré,🥈 Argent,La Cave de la Loterie,Fruité 2020,3316,Active,https://www.cavedelaloterie.fr/,https://www.facebook.com/cavedelaloterie,https://www.instagram.com/cave_de_la_loterie/,https://maps.google.com/?cid=14052572828101776269,https://www.tripadvisor.com/Attraction_Review-g672828-d12674111,https://untappd.com/w/cave-de-la-loterie/234216,48.8906343,-0.4710245,0
136,2022,AOP Cidre Cotentin,🥇 Or,Ferme de la Commanderie,Ferme de la Commanderie Brut Cuvée Héritage 2021,3319,Active,http://www.ferme-de-la-commanderie.fr/,https://www.facebook.com/CidrerieLaCommanderie,https://www.instagram.com/cidreriefermedelacommanderie,https://maps.google.com/?cid=2113479186577428756,https://www.tripadvisor.com/Attraction_Review-g2407705-d10109503,https://untappd.com/w/ferme-de-la-commanderie/233207,49.5108604,-1.7174817,0
137,2022,AOP Cidre Cotentin,🥇 Or,Ferme de la Commanderie,Ferme de la Commanderie Extra-Brut 2021,3319,Active,http://www.ferme-de-la-commanderie.fr/,https://www.facebook.com/CidrerieLaCommanderie,https://www.instagram.com/cidreriefermedelacommanderie,https://maps.google.com/?cid=2113479186577428756,https://www.tripadvisor.com/Attraction_Review-g2407705-d10109503,https://untappd.com/w/ferme-de-la-commanderie/233207,49.5108604,-1.7174817,0
138,2022,AOP Cidre Cotentin,🥇 Or,Théo Capelle,Théo Capelle Brut 2020,1513,Active,https://www.theo-capelle.com/,https://www.facebook.com/profile.php?id=100054206274447,,https://maps.google.com/?cid=3221607950662529223,https://www.tripadvisor.com/Attraction_Review-g187183-d3406164,https://untappd.com/w/cidrerie-tha-c-o-capelle/124517,49.5292294,-1.7457542,0
139,2022,AOP Cidre Cotentin,🥈 Argent,Cidrerie Claids,Cidrerie Claids 2020,3317,Active,https://www.cidrerieclaids.fr/,https://www.facebook.com/cidrerieclaids/,https://www.instagram.com/cidrerieclaids/,https://maps.google.com/?cid=16896075272570280949,,https://untappd.com/w/cidrerie-claids/541066,49.2339556,-1.4258585,0
140,2022,AOP Cidre Cotentin,🥈 Argent,Ferme de la Commanderie,Ferme de la Commanderie Brut 2021,3319,Active,http://www.ferme-de-la-commanderie.fr/,https://www.facebook.com/CidrerieLaCommanderie,https://www.instagram.com/cidreriefermedelacommanderie,https://maps.google.com/?cid=2113479186577428756,https://www.tripadvisor.com/Attraction_Review-g2407705-d10109503,https://untappd.com/w/ferme-de-la-commanderie/233207,49.5108604,-1.7174817,0
141,2022,AOP Cidre Cotentin,🥈 Argent,Théo Capelle,Théo Capelle Extra-Brut 2020,1513,Active,https://www.theo-capelle.com/,https://www.facebook.com/profile.php?id=100054206274447,,https://maps.google.com/?cid=3221607950662529223,https://www.tripadvisor.com/Attraction_Review-g187183-d3406164,https://untappd.com/w/cidrerie-tha-c-o-capelle/124517,49.5292294,-1.7457542,0
142,2022,AOP Cidre Pays d'Auge,🥇 Or,Ferme Cidricole Desvoye,Cidrerie Desvoye Premières 2021,2161,Active,https://www.cidre-calvados-desvoye.fr/,https://www.facebook.com/profile.php?id=100015340218972,https://www.instagram.com/calvados_desvoye/,https://maps.google.com/?cid=9466556986578009265,https://www.tripadvisor.com/Attraction_Review-g14010617-d21111014,https://untappd.com/w/cidrerie-desvoye/264267,49.209316,0.008439,0
143,2022,AOP Cidre Pays d'Auge,🥇 Or,Ferme de la Vallée au Tanneur,Ferme de la Vallée au Tanneur Demi-Sec 2021,2160,Active,,https://www.facebook.com/valleeautanneur,,https://maps.google.com/?cid=1292218678865448801,,https://untappd.com/w/ferme-de-la-vallee-au-tanneur/102219,49.2084438,0.0436273,0
144,2022,AOP Cidre Pays d'Auge,🥈 Argent,Ferme Cidricole Desvoye,Cidrerie Desvoye Tradition Cambremer 2021,2161,Active,https://www.cidre-calvados-desvoye.fr/,https://www.facebook.com/profile.php?id=100015340218972,https://www.instagram.com/calvados_desvoye/,https://maps.google.com/?cid=9466556986578009265,https://www.tripadvisor.com/Attraction_Review-g14010617-d21111014,https://untappd.com/w/cidrerie-desvoye/264267,49.209316,0.008439,0
145,2022,AOP Cidre Pays d'Auge,🥈 Argent,Ferme du Lieu-Roussel,Le Lieu Roussel 2021,1650,Active,https://lieu-roussel.fr/,,https://www.instagram.com/ferme_du_lieu_roussel/,https://maps.google.com/?cid=14333694268932285992,https://www.tripadvisor.com/Attraction_Review-g1918936-d6581852,https://untappd.com/w/lieu-roussel/276562,49.254184,-0.021999,0
146,2022,AOP Cidre Pays d'Auge,🥈 Argent,Les Vergers d'Auvillars,Les Vergers d'Auvillars 2021,2905,Active,,https://www.facebook.com/profile.php?id=100064493697087,,https://maps.google.com/?cid=6624112631217511275,,https://untappd.com/w/les-vergers-d-auvillars/298717,49.3037222,-0.331588,0
147,2022,AOP Cidre Pays d'Auge,🥈 Argent,Manoir d'Apreval,Manoir d'Apreval Cuvée Saint-Georges 2021,1377,Active,https://www.apreval.com/,https://www.facebook.com/manoirdapreval/,https://www.instagram.com/manoirdapreval/,https://maps.google.com/?cid=10807770520098333687,https://www.tripadvisor.com/Attraction_Review-g2205406-d9715014,https://untappd.com/w/manoir-d-apreval/228726,49.4063622,0.1751606,0
148,2022,AOP Cidre du Perche,🥇 Or,Cidrerie Domaine du Ruisseau,Domaine du Ruisseau Demi-Sec 2021,3325,Active,,,,https://maps.google.com/?cid=14181024575525431243,,https://untappd.com/w/domaine-du-ruisseau/470036,48.4571495,0.7511747,0
149,2022,Cidre du Pays de Caux,🥇 Or,Les Normandises du Pradon,Domaine du Pradon 2021,3308,Active,http://lesnormandisesdupradon.com/,https://www.facebook.com/lesnormandisesdupradon/,https://www.instagram.com/lesnormandisesdupradon/,https://maps.google.com/?cid=5034289693754776537,,https://untappd.com/w/ferme-du-pradon/228438,49.5159748,0.2338077,0
150,2022,Cidre du Pays de Caux,🥈 Argent,GAEC Hédouin,Ferme de Catteville 2021,3324,Active,,https://www.facebook.com/gaechedouin/,,https://maps.google.com/?cid=8955816640789328765,,,49.7907638,0.7005957,0
151,2022,AOP Poiré Domfront,🥇 Or,Famille Guesdon,La Cave Normande 2020,2697,Active,https://famille-guesdon.com/,https://www.facebook.com/profile.php?id=100057212210806,https://www.instagram.com/lacavenormandeguesdon/,https://maps.google.com/?cid=13182761816105385497,,https://untappd.com/w/guesdon-p-re-et-fils/343009,48.5746579,-0.7975042,0
152,2022,AOP Poiré Domfront,🥇 Or,Famille Guesdon,La Cave Normande 2020,2697,Active,https://famille-guesdon.com/,https://www.facebook.com/profile.php?id=100057212210806,https://www.instagram.com/lacavenormandeguesdon/,https://maps.google.com/?cid=13182761816105385497,,https://untappd.com/w/guesdon-p-re-et-fils/343009,48.5746579,-0.7975042,0
153,2022,IGP Cidre de Normandie,🥇 Or,Cidre Viard-Bayeux,Bayeux Brut Tannique 2021,3318,Active,https://cidrebayeux.com/,https://www.facebook.com/CidresBayeux,https://www.instagram.com/cidrerie_bayeux/,https://maps.google.com/?cid=13233255599279949282,https://www.tripadvisor.com/Attraction_Review-g187181-d3454062,https://untappd.com/w/cidrerie-viard/26008,49.2436576,-0.7038301,0
154,2022,IGP Cidre de Normandie,🥇 Or,Cidre Viard-Bayeux,Pomme d'Aure Demi-Sec 2020,3318,Active,https://cidrebayeux.com/,https://www.facebook.com/CidresBayeux,https://www.instagram.com/cidrerie_bayeux/,https://maps.google.com/?cid=13233255599279949282,https://www.tripadvisor.com/Attraction_Review-g187181-d3454062,https://untappd.com/w/cidrerie-viard/26008,49.2436576,-0.7038301,0
155,2022,IGP Cidre de Normandie,🥇 Or,Domaine Duclos Fougeray,Domaine Duclos-Fougeray Denise La Patronne 2021,1178,Active,https://www.duclosfougeray.com/,https://www.facebook.com/domaine.duclosfougeray,https://www.instagram.com/domaine_duclos_fougeray/,https://maps.google.com/?cid=12398185041013701779,,https://untappd.com/brewery/103532,49.6100938,1.664631,0
156,2022,IGP Cidre de Normandie,🥇 Or,Le Pressoir d'Or,Le Pressoir d'Or Cidre du Vexin Normand 2021,2689,Active,http://www.pressoirdor.com/,,https://www.instagram.com/lepressoirdor/,https://maps.google.com/?cid=11174929092699381803,,https://untappd.com/w/le-pressoir-d-or/210218,49.2934642,1.4849943,0
157,2022,IGP Cidre de Normandie,🥈 Argent,Cidre Viard-Bayeux,Bayeux Doux Plaisir 2021,3318,Active,https://cidrebayeux.com/,https://www.facebook.com/CidresBayeux,https://www.instagram.com/cidrerie_bayeux/,https://maps.google.com/?cid=13233255599279949282,https://www.tripadvisor.com/Attraction_Review-g187181-d3454062,https://untappd.com/w/cidrerie-viard/26008,49.2436576,-0.7038301,0
158,2022,IGP Cidre de Normandie,🥈 Argent,Cidrerie de la Brique,Les Vergers Brut 2021,1312,Active,https://cidreriedelabrique.com/,https://www.facebook.com/CidreriedelaBrique/,https://www.instagram.com/cidreriedelabrique/,https://maps.google.com/?cid=7178427047416068956,,https://untappd.com/CidreriedeLaBrique,49.5156759,-1.5231005,0
159,2022,IGP Cidre de Normandie,🥈 Argent,Cidrerie de la Brique,Les Vergers Doux 2021,1312,Active,https://cidreriedelabrique.com/,https://www.facebook.com/CidreriedelaBrique/,https://www.instagram.com/cidreriedelabrique/,https://maps.google.com/?cid=7178427047416068956,,https://untappd.com/CidreriedeLaBrique,49.5156759,-1.5231005,0
160,2022,IGP Cidre de Normandie,🥈 Argent,Cidrerie Michel Bréavoine,Michel Bréavoine 2021,1507,Active,https://www.breavoine.fr/,https://www.facebook.com/cidrebreavoine/,https://www.instagram.com/cidrebreavoine/,https://maps.google.com/?cid=13497264920337240271,,https://untappd.com/w/cidrerie-michel-breavoine/123090,49.300695,0.186955,0
161,2022,IGP Cidre de Normandie,🥈 Argent,Domaine des 5 Autels,Domaine des 5 Autels L'Extralucidre 2020,2591,Active,https://cinqautels.com/,https://www.facebook.com/5Autels/,https://www.instagram.com/5autels/,https://maps.google.com/?cid=1561300018564057036,https://www.tripadvisor.com/Hotel_Review-g1385431-d1308959,https://untappd.com/w/domaine-des-cinqs-autels/519014,49.0742817,-0.1886941,0
162,2022,IGP Cidre de Normandie,🥈 Argent,Domaine des Hauts-Vents,Domaine des Hauts Vents Cuvée Paule 2021,2889,Active,http://hautsvents.com/,https://www.facebook.com/CidreriedomaineDesHautsVents,https://www.instagram.com/domainedeshautsvents/,https://maps.google.com/?cid=3890633221204655265,https://www.tripadvisor.com/Attraction_Review-g661275-d6654230,https://untappd.com/w/domaine-des-hauts-vents/70064,49.3011577,0.9456953,0
