ID,Year,Category,Award,Medalist_Original,Product,Points,Country,WID,Medalist
232,2020,Still,🥇 Gold,Sidro Maley,Cidre Saint Bernard,112,Italy,1517,Maley
233,2020,Still,🥇 Gold,Weidmann & Groh,2019 Kaiser Wilhelm,112,Germany,1343,Weidmann & Groh
234,2020,Still,🥇 Gold,Weidmann & Groh,2019 Trierer Weinapfel,112,Germany,1343,Weidmann & Groh
235,2020,Still,🥇 Gold,Sidras Bereziartua,Bereziartua Euskal Sagardoa D.O.,112,Spain,1168,Bereziartua
236,2020,Still,🥇 Gold,The Newt in Somerset,2018 Yarlington Mill Cyder,111,England,2384,The Newt in Somerset
237,2020,Still,🥇 Gold,Manufactur Apfeltraum,Roter Adam Selection Altes Land,109,Germany,3263,Roter Adam
238,2020,Still,🥈 Silver,Sidra Somarroza,Sidra Natural Somarroza,108,Spain,1921,Sidra Somarroza
239,2020,Still,🥈 Silver,Gutshof Kraatz,Wilde Kerle,107,Germany,2825,Gutshof Kraatz
240,2020,Still,🥈 Silver,Born in the Wetterau,Apfelwein pur,106,Germany,1335,Kelterei Müller
241,2020,Still,🥈 Silver,Cidre Mauret,Cidre Mauret Extra Brut,106,France,3340,Cidre Mauret
242,2020,Still,🥈 Silver,Kupela,Kupela Sidra Natural,105,France,3092,Kupela
243,2020,Still,🥈 Silver,KulturGut,Sauerstoff Apfelwein,104,Germany,3262,Sauerstoff
244,2020,Still,🥈 Silver,Jumpravas Sidrs,2018 Mr. Plūme Saldais,103,Latvia,2073,Mr. Plūme
245,2020,Still,🥈 Silver,Backstabber,Cider Oak,102,Switzerland,2826,Backstabber Finest Cider
246,2020,Still,🥈 Silver,Grupo El Gaitero,El Gaitero Sidra Natural,101,Spain,1314,Sidra El Gaitero
247,2020,Still,🥈 Silver,Matsch & Brei,E sauber Stöffche Apfelwein Bioland,101,Germany,1333,Matsch & Brei
248,2020,Still,🥈 Silver,Petritegi Sagardoak 2011,Euskal Sagardoa D.O.,101,Spain,1171,Petritegi
249,2020,Still,🥈 Silver,Domaine Lesuffleur,Cidre la Folletière,99,France,3339,Domaine Lesuffleur
250,2020,Still,🥈 Silver,Manufactur Apfeltraum,Roter Adam Selection Kaiserstuhl,97,Germany,3263,Roter Adam
251,2020,Still,🥉 Honor,Manuel Busto Amandi,M. Busto Sidra Natural,93,Spain,1610,Sidra Mayador
252,2020,Still,🥉 Honor,Streuobstmanufaktur Altmühlfranken,Echt Brombachseer Jura-Cider,92,Germany,3565,Echt Brombachseer
253,2020,Still,🥉 Honor,"Betzi, Walter Betz",Betzi Cider Tropical,90,Germany,2976,Betzi Cidergeil
254,2020,Still,🥉 Honor,The Newt in Somerset,2019 Red Love Rosé Cyder,87,England,2384,The Newt in Somerset
255,2020,Still,🥉 Honor,Jumpravas Sidrs,2018 Mr. Plūme Sausais,86,Latvia,2073,Mr. Plūme
256,2020,Still,🥉 Honor,The Newt in Somerset,2018 Idared Fine Cyder,85,England,2384,The Newt in Somerset
257,2020,Still,🥉 Honor,Balholm,Sognefjord med Bitre Cidereple,84,Norway,1534,Ciderhuset Balholm
258,2020,Still,🥉 Honor,Mosterei Möhl,Red Fleshed Apple Cider,83,Switzerland,3124,Mosterei Möhl
259,2020,Still,🥉 Honor,Zapiain,2019 Zapiain Premium Euskal Sagardoa D.O.,82,Spain,1172,Zapiain
260,2020,Sparkling,🏆 Best of Category,Apal Sideri,Sølvsider,119,Norway,3002,Apal Sideri
261,2020,Sparkling,🥇 Gold,Spildegarden,Spilde Sider Aroma,114,Norway,3380,Spildegarden
262,2020,Sparkling,🥇 Gold,van Nahmen,Apfel Cidre,114,Germany,3055,Obstkelterei van Nahmen
263,2020,Sparkling,🥇 Gold,Balholm,Aldin Methode Traditionelle ‘Cider Brut',112,Norway,1534,Ciderhuset Balholm
264,2020,Sparkling,🥇 Gold,Apfelundwein Oberjosbach,Topp-Secco Blanc 2019 Brettacher Apfel extra trocken,111,Germany,3239,Apfelundwein
265,2020,Sparkling,🥇 Gold,Hofkellerei Maffei,Apfel Cider,111,Italy,3157,Maffei
266,2020,Sparkling,🥇 Gold,Weingut Weishaar,Mustum Cider,111,Germany,3571,Weingut Weishaar
267,2020,Sparkling,🥇 Gold,Farmhouse Torgglerhof,Anderdog Cider,110,Italy,3029,Apfelhotel Torgglerhof
268,2020,Sparkling,🥇 Gold,Manuel Busto Amandi,M. Busto Sweet Cider,110,Spain,1610,Sidra Mayador
269,2020,Sparkling,🥇 Gold,Egge Gård,Ekte Sider,109,Norway,1663,Egge Gård
270,2020,Sparkling,🥇 Gold,Egge Gård,Lier Sider,109,Norway,1663,Egge Gård
271,2020,Sparkling,🥇 Gold,Farmhouse Torgglerhof,Mali Apfelsekt,109,Italy,3029,Apfelhotel Torgglerhof
272,2020,Sparkling,🥇 Gold,Gutshof Kraatz,2018 Schwarze Katze,109,Germany,2825,Gutshof Kraatz
273,2020,Sparkling,🥇 Gold,Veitlbauer Genussmosthof,Apfel-Schampus,109,Austria,3052,Genussmosthof Veitlbauer
274,2020,Sparkling,🥇 Gold,Weidmann & Groh,Nizza Apfelschaumwein,109,Germany,1343,Weidmann & Groh
275,2020,Sparkling,🥈 Silver,Balholm,Vestland ‘Sprudlande og fruktif sider',105,Norway,1534,Ciderhuset Balholm
276,2020,Sparkling,🥈 Silver,Azienda Agricola Docendo Discitur,2018 Alma Cider Extra Dry,104,Italy,2036,Docendo Discitur
277,2020,Sparkling,🥈 Silver,Cidres Bigoud,Cidre Le Brun Artisanal Brut,104,France,1586,Cidre Le Brun
278,2020,Sparkling,🥈 Silver,Kupela,Kupela Semi Dry Cider,104,France,3092,Kupela
279,2020,Sparkling,🥈 Silver,Matsch & Brei,Matsch ‘n' dry,104,Germany,1333,Matsch & Brei
280,2020,Sparkling,🥈 Silver,Åkre Gard,Edel Cuvée Park,103,Norway,2544,Åkre Gård
281,2020,Sparkling,🥈 Silver,Balholm,Handverk-Cider av Eple,103,Norway,1534,Ciderhuset Balholm
282,2020,Sparkling,🥈 Silver,Gutshof Kraatz,2018 Schöner von Boskoop Schaumwein,103,Germany,2825,Gutshof Kraatz
283,2020,Sparkling,🥈 Silver,Hogan's Cider,Hogan's Medium Cider,103,England,1150,Hogan's Cider
284,2020,Sparkling,🥈 Silver,Cidres Bigoud,Cidre Le Brun Artisanal Biologique,102,France,1586,Cidre Le Brun
285,2020,Sparkling,🥈 Silver,Cidres Bigoud,Cidre Le Brun Artisanal Rosé,102,France,1586,Cidre Le Brun
286,2020,Sparkling,🥈 Silver,Lucia Maria Melchiori,Sidro di Mela Alpino Melchiori,102,Italy,2092,Lucia Maria Melchiori
287,2020,Sparkling,🥈 Silver,Adam & Eva Bodensee-Cider,Adam Cider herb,101,Germany,3503,Adam & Eva
288,2020,Sparkling,🥈 Silver,Petritegi Sagardoak 2011,Petritegi Brut Nature Aparduna,101,Spain,1171,Petritegi
289,2020,Sparkling,🥈 Silver,Ulvik Frukt & Cideri,Kvitanesen Poesider,101,Norway,1414,Ulvik Frukt & Cideri
290,2020,Sparkling,🥈 Silver,Cidres Bigoud,Cidre Le Brun Artisanal Doux,100,France,1586,Cidre Le Brun
291,2020,Sparkling,🥈 Silver,Tori Cider Farm,Semi Dry Cider Bio,100,Estonia,3036,Tori Siidritalu
292,2020,Sparkling,🥈 Silver,Store Naa Siderkompani,"57,2",99,Norway,2604,Store Naa Siderkompani
293,2020,Sparkling,🥈 Silver,Cold Hand Winery,Vinter – an outsider,98,Denmark,1986,Cold Hand Winery
294,2020,Sparkling,🥈 Silver,Kaes Apfelwein,Apfel-Secco,98,Germany,3271,Kelterei Kaes
295,2020,Sparkling,🥉 Honor,Alde Sideri,2019 Alde Sider,96,Norway,2546,Alde Sider
296,2020,Sparkling,🥉 Honor,Grupo El Gaitero,El Gaitero Black Label,95,Spain,1314,Sidra El Gaitero
297,2020,Sparkling,🥉 Honor,Melaro,Hoila Cider,95,Italy,3385,Hoila Cider
298,2020,Sparkling,🥉 Honor,Grupo El Gaitero,Gaitero Spanish Cider 100% Apples,93,Spain,1314,Sidra El Gaitero
299,2020,Sparkling,🥉 Honor,La Fèrme d'Hotte,Cidre Supérieur Saveur de Pommier,93,France,2774,La Ferme d'Hotte
300,2020,Sparkling,🥉 Honor,Pomolo Obstweine,Roter Boskoop Secco,93,Germany,1336,Pomolo Obstweine
301,2020,Sparkling,🥉 Honor,Societa' Agricola Sidro Cadore,2017 Sidro Vittoria – Italian Bloom,93,Italy,3147,Sidro Vittoria
302,2020,Sparkling,🥉 Honor,Societa' Agricola Sidro Cadore,2017 Sidro Vittoria – English Rose,90,Italy,3147,Sidro Vittoria
303,2020,Sparkling,🥉 Honor,Gutshof Kraatz,2017 Altländer Pfannkuchenapfel Schaumwein,89,Germany,2825,Gutshof Kraatz
304,2020,Sparkling,🥉 Honor,Stonewell Cider,Stonewell Medium Dry,89,Ireland,1265,Stonewell Cider
305,2020,Sparkling,🥉 Honor,Grupo El Gaitero,Pomarina Brut,88,Spain,1314,Sidra El Gaitero
306,2020,Sparkling,🥉 Honor,Widum Baumann,A Epfl,88,Italy,3155,Widum Baumann
307,2020,Mixed & Flavoured,🏆 Best of Category,Hogan's Cider,Hogan's Libertine Cider,117,England,1150,Hogan's Cider
308,2020,Mixed & Flavoured,🥇 Gold,Stonewell Cider,Rós,115,Ireland,1265,Stonewell Cider
309,2020,Mixed & Flavoured,🥇 Gold,Narzt Fruchtweine,Zwetschkenwein,112,Austria,3567,Fruchtweine Narzt
310,2020,Mixed & Flavoured,🥇 Gold,Egge Gård,Eplesider Musserende,110,Norway,1663,Egge Gård
311,2020,Mixed & Flavoured,🥇 Gold,Obstbau & Kelterei Schmitt,Apfel-Quittenviez,109,Germany,2710,Obstbau & Kelterei Schmitt
312,2020,Mixed & Flavoured,🥈 Silver,Grupo El Gaitero,Gaitero Spanish Cider with Red Grapes,107,Spain,1314,Sidra El Gaitero
313,2020,Mixed & Flavoured,🥈 Silver,Balholm,Handverk-Cider med Humle,101,Norway,1534,Ciderhuset Balholm
314,2020,Mixed & Flavoured,🥈 Silver,Balholm,Handverk-Cider av Pære,98,Norway,1534,Ciderhuset Balholm
315,2020,Mixed & Flavoured,🥉 Honor,Aga Sideri,Humlepung,92,Norway,2605,Aga Sideri
316,2020,Mixed & Flavoured,🥉 Honor,Balholm,Emma ‘Apple and Gooseberry Cider',90,Norway,1534,Ciderhuset Balholm
317,2020,Mixed & Flavoured,🥉 Honor,Balholm,Handverk-Cider med Bær,90,Norway,1534,Ciderhuset Balholm
318,2020,Mixed & Flavoured,🥉 Honor,Hogan's Cider,2018 Hogan's Vintage Perry,88,England,1150,Hogan's Cider
319,2020,Sparkling Mixed & Flavoured,🏆 Best of Category,Prosequ Quitte pur,Q18,119,Austria,3585,Prosequ
320,2020,Sparkling Mixed & Flavoured,🥇 Gold,Ramborn Cider Co.,Luxembourgish Garden Quince,117,Luxembourg,2698,Ramborn Cider Co.
321,2020,Sparkling Mixed & Flavoured,🥇 Gold,Kaes Apfelwein,Apfel-Secco Rosé,116,Germany,3271,Kelterei Kaes
322,2020,Sparkling Mixed & Flavoured,🥇 Gold,Schlaraffenburger Streuobstagentur,Schlaraffenburger Apfel-Secco,114,Germany,3566,Schlaraffenburger
323,2020,Sparkling Mixed & Flavoured,🥇 Gold,Pomolo Obstweine,Birnensecco Gellerts Butterbirne,109,Germany,1336,Pomolo Obstweine
324,2020,Sparkling Mixed & Flavoured,🥇 Gold,Pomolo Obstweine,Apfel-Quittensecco,109,Germany,1336,Pomolo Obstweine
325,2020,Sparkling Mixed & Flavoured,🥈 Silver,Berryland,2018 Cydromel,105,Ukraine,1995,Berryland
326,2020,Sparkling Mixed & Flavoured,🥈 Silver,Gutshof Kraatz,2018 Alte Mostbirnen Schaumwein,101,Germany,2825,Gutshof Kraatz
327,2020,Sparkling Mixed & Flavoured,🥈 Silver,Gutshof Kraatz,Birnensecco,100,Germany,2825,Gutshof Kraatz
328,2020,Sparkling Mixed & Flavoured,🥈 Silver,Pomolo Obstweine,Apfel-Mispelsecco,100,Germany,1336,Pomolo Obstweine
329,2020,Sparkling Mixed & Flavoured,🥈 Silver,Hofkellerei Maffei,Iduna Apfel-Quitte-Cider,98,Italy,3157,Maffei
330,2020,Sparkling Mixed & Flavoured,🥈 Silver,InCide Drink,inCide Holunder,97,Germany,3570,InCide Drinks
331,2020,Sparkling Mixed & Flavoured,🥈 Silver,Ulvik Frukt & Cideri,Hylleblomsider,97,Norway,1414,Ulvik Frukt & Cideri
332,2020,Sparkling Mixed & Flavoured,🥉 Honor,Cocorico & Co.,Le Coq Toqué – Cidre Bergamote Bio,93,France,3587,Le Coq Toqué
333,2020,Sparkling Mixed & Flavoured,🥉 Honor,Cold Hand Winery,2018 Rheum Sparkling Rhubarb,90,Denmark,1986,Cold Hand Winery
334,2020,Sparkling Mixed & Flavoured,🥉 Honor,Sidra Somarroza,La Sidruca con Limón,89,Spain,1921,Sidra Somarroza
335,2020,Sparkling Mixed & Flavoured,🥉 Honor,Floribunda,Floribunda – Bio-Ingwer-Apfelcider,80,Italy,2029,Floribunda
336,2020,Ice Cider,🏆 Best of Category,Egge Gård,Iseple,120,Norway,1663,Egge Gård
337,2020,Ice Cider,🏆 Best of Category,Horn Cider,2014 Kvasir,120,Denmark,3344,Horn Cider
338,2020,Ice Cider,🥇 Gold,Zapiain,Bizi-Goxo,118,Spain,1172,Zapiain
339,2020,Ice Cider,🥇 Gold,Appelsche,Main Appelretiv Medium Barrel Aged,117,Germany,X,Appelsche
340,2020,Ice Cider,🥇 Gold,Balholm,Prunus Domestica ‘Organic Plum Dessert Wine',116,Norway,1534,Ciderhuset Balholm
341,2020,Ice Cider,🥇 Gold,Krenzers Rhön,Krenzers Apfel Quitte im Islay-Fass Cask Collection 2016,114,Germany,1332,Krenzers Rhön
342,2020,Ice Cider,🥇 Gold,Åkre Gard,Edel Is-Sider,113,Norway,2544,Åkre Gård
343,2020,Ice Cider,🥇 Gold,Obst- und Gartenbauverein Kalbensteinberg,Echt Brombachseer 2018 Bergkirsch,113,Germany,3565,Echt Brombachseer
344,2020,Ice Cider,🥇 Gold,Königin von Biesenbrow,La Reine de Pomme,112,Germany,3582,Königin von Biesenbrow
345,2020,Ice Cider,🥇 Gold,Krenzers Rhön,Krenzers Apfel Whiskyfass halbtrocken Klimawandel,111,Germany,1332,Krenzers Rhön
346,2020,Ice Cider,🥈 Silver,Krenzers Rhön,Krenzers Apfel Sherryfass 2008-2012,108,Germany,1332,Krenzers Rhön
347,2020,Ice Cider,🥈 Silver,Krenzers Rhön,Krenzers Apfel Klassik halbtrocken,105,Germany,1332,Krenzers Rhön
348,2020,Ice Cider,🥈 Silver,Ramborn Cider Co.,Meadow Orchard Ice Cider,105,Luxembourg,2698,Ramborn Cider Co.
349,2020,Ice Cider,🥈 Silver,Sidro Maley,Barbelune,104,Italy,1517,Maley
350,2020,Ice Cider,🥈 Silver,Cold Hand Winery,2016 Malus x Feminam,103,Denmark,1986,Cold Hand Winery
351,2020,Ice Cider,🥈 Silver,Tori Cider Farm,Black Currant Wine,100,Estonia,3036,Tori Siidritalu
352,2020,Ice Cider,🥉 Honor,Balholm,Bjor ‘Vikingcider med urter',96,Norway,1534,Ciderhuset Balholm
353,2020,Ice Cider,🥉 Honor,Cold Hand Winery,2016 Malus Danica,96,Denmark,1986,Cold Hand Winery
354,2020,Ice Cider,🥉 Honor,Grupo El Gaitero,1898 – Sidra de Hielo,92,Spain,1314,Sidra El Gaitero
355,2020,Ice Cider,🥉 Honor,Stonewell Cider,Apple Oak Wine,92,Ireland,1265,Stonewell Cider
356,2021,Still,🏆 Best of Category,Buschenschank Lippitz,Jonagold,120,Austria,3547,Buschenschank Lippitz
357,2021,Still,🥇 Gold,Mosterei Möhl,Ciderclan Heritage Cider Heimenhofer,119,Switzerland,3124,Mosterei Möhl
358,2021,Still,🥇 Gold,Streuobst-Manufaktur Altmühlfranken,Echt Brombachseer Späte Ernte 2019,119,Germany,3565,Echt Brombachseer
359,2021,Still,🥇 Gold,Gutshof Kraatz,Adams Parmäne 2018,112,Germany,2825,Gutshof Kraatz
360,2021,Still,🥇 Gold,Kelterei Trageser,Anna & Otto's Cider mild,112,Germany,3563,Kelterei Trageser
361,2021,Still,🥇 Gold,Sidra Somarroza,Sidra Natural Somarroza,112,Spain,1921,Sidra Somarroza
362,2021,Still,🥇 Gold,Mosterei Seiz,Bohnapfel 20,111,Germany,3057,Mosterei Seiz
363,2021,Still,🥇 Gold,Abavas Darzi,Apple Wine Dry,110,Latvia,2363,Abavas
364,2021,Still,🥇 Gold,Zapiain,Euskal Sagardoa Premium 2020,110,Spain,1172,Zapiain
365,2021,Still,🥇 Gold,Sabiles Sidrs,Gardener's Five Seeds,109,Latvia,2364,Sabiles Sidrs
366,2021,Still,🥈 Silver,Mosterei Seiz,Apfel Gourmet,108,Germany,3057,Mosterei Seiz
367,2021,Still,🥈 Silver,Kelterei Herberth,Herberth Erbstück,107,Germany,1330,Kelterei Herberth
368,2021,Still,🥈 Silver,Genussmosthof Veitlbauer,Bohnapfel,106,Austria,3052,Genussmosthof Veitlbauer
369,2021,Still,🥈 Silver,Streuobst-Manufaktur Altmühlfranken,Echt Brombachseer See Cider,106,Germany,3565,Echt Brombachseer
370,2021,Still,🥈 Silver,Zapiain,Joanes de Zapiain 2019,104,Spain,1172,Zapiain
371,2021,Still,🥈 Silver,Kelterei Trageser,Anna & Otto's Cider klassisch,103,Germany,3563,Kelterei Trageser
372,2021,Still,🥈 Silver,Matsch & Brei,e sauber Stöffche,103,Germany,1333,Matsch & Brei
373,2021,Still,🥈 Silver,Obsthof Brüggenwirth,Apfelgold Cider,98,Germany,2828,Obst- & Weingut Brüggenwirth
374,2021,Still,🥈 Silver,Weidmann & Groh,Rosbacher Köppel 2020,98,Germany,1343,Weidmann & Groh
375,2021,Still,🥈 Silver,Weidmann & Groh,Boskop 2020,98,Germany,1343,Weidmann & Groh
376,2021,Still,🥈 Silver,Sidra Somarroza,Sidra Natural Ecológica Somarroza,97,Spain,1921,Sidra Somarroza
377,2021,Still,🥉 Honor,Balholm,Sognefjord,94,Norway,1534,Ciderhuset Balholm
378,2021,Still,🥉 Honor,Incider,Incider Cloudy Apple,91,Switzerland,3259,Incider
379,2021,Still,🥉 Honor,Weidmann & Groh,Speierling halbtrocken 2020,83,Germany,1343,Weidmann & Groh
380,2021,Still,🥉 Honor,"Valle, Ballina y Fernández",Sidra El Gaitero Natural,82,Spain,1314,Sidra El Gaitero
381,2021,Still,🥉 Honor,Sidras Bereziartua,Bereziartua Organic Natural Cider,80,Spain,1168,Bereziartua
382,2021,Sparkling,🏆 Best of Category,Egge Gård,Liersider,117,Norway,1663,Egge Gård
383,2021,Sparkling,🥇 Gold,Lærdal Sideri,Sider,115,Norway,3382,Haugsfrukt
384,2021,Sparkling,🥇 Gold,Talavas Sidrs,Talavas Apple Cider,113,Latvia,2142,Tālava
385,2021,Sparkling,🥇 Gold,"Valle, Ballina y Fernández",El Gaitero Extra,113,Spain,1314,Sidra El Gaitero
386,2021,Sparkling,🥇 Gold,Andersen Winery,Sigrid 2017,112,Denmark,3001,Andersen Winery
387,2021,Sparkling,🥇 Gold,Gallinal Drinks,Exner Craft Apple Cider,112,Spain,2755,Exner Cider
388,2021,Sparkling,🥇 Gold,Weingut Klenert,DK2,111,Germany,3568,Klenert Wein
389,2021,Sparkling,🥇 Gold,Weingut Weishaar,Mustum Cider – Apfelperlwein,110,Germany,3571,Weingut Weishaar
390,2021,Sparkling,🥇 Gold,Matsch & Brei,Matsch ‘n Dry,109,Germany,1333,Matsch & Brei
391,2021,Sparkling,🥇 Gold,"Valle, Ballina y Fernández",Spring Cider Apple,109,Spain,1314,Sidra El Gaitero
392,2021,Sparkling,🥇 Gold,Verein Mostbarone,Baron Cider Apfel,109,Austria,1548,Seppelbauer
393,2021,Sparkling,🥈 Silver,JEs Cider,JEs Cider,108,Germany,3343,JEs Cider
394,2021,Sparkling,🥈 Silver,Müllers Mostmanufaktur,Denis Cider,108,Germany,3062,Müllers Mostmanufaktur
395,2021,Sparkling,🥈 Silver,Haldenhof,HofCider Bittenfelder,107,Germany,3267,Haldenhof
396,2021,Sparkling,🥈 Silver,Weidmann & Groh,Dicke Bertha,105,Germany,1343,Weidmann & Groh
397,2021,Sparkling,🥈 Silver,Andersen Winery,Ingrid Barrique 2018,104,Denmark,3001,Andersen Winery
398,2021,Sparkling,🥈 Silver,Lucia Maria Melchiori,Sidro di Mela Dolomiti,103,Italy,2092,Lucia Maria Melchiori
399,2021,Sparkling,🥈 Silver,Sidra Somarroza,La Sidruca Natural,103,Spain,1921,Sidra Somarroza
400,2021,Sparkling,🥈 Silver,Sidra Somarroza,La Sidruca Dulce,101,Spain,1921,Sidra Somarroza
401,2021,Sparkling,🥈 Silver,Anderdog Cider,Anderdog Cider,100,Italy,3029,Apfelhotel Torgglerhof
402,2021,Sparkling,🥈 Silver,Balholm,Vestmann,99,Norway,1534,Ciderhuset Balholm
403,2021,Sparkling,🥈 Silver,Manufactur Apfeltraum,Roter Adam Apfel Cidre,99,Germany,3263,Roter Adam
404,2021,Sparkling,🥈 Silver,Abavas Darzi,Abavas Apple Medium Dry,98,Latvia,2363,Abavas
405,2021,Sparkling,🥈 Silver,Balholm,Handverkscider av Eple,98,Norway,1534,Ciderhuset Balholm
406,2021,Sparkling,🥈 Silver,Cidrerie Milton,CID Cuivré,98,Canada,750,Cidrerie Milton
407,2021,Sparkling,🥈 Silver,Pankrazhofer,Bio Apfel Cider,98,Austria,1351,Pankrazhofer
408,2021,Sparkling,🥈 Silver,1785 Cider,Brut 2020,97,Germany,2373,1785 Cider
409,2021,Sparkling,🥈 Silver,The Newt in Somerset,No. 1 Kingston Black,97,England,2384,The Newt in Somerset
410,2021,Sparkling,🥉 Honor,Kikusui Brewing Company,Kikusui Standard Cidre,95,Japan,2016,Kikusui Brewing Co.
411,2021,Sparkling,🥉 Honor,Kikusui Brewing Company,Kikusui Method Charmat,94,Japan,2016,Kikusui Brewing Co.
412,2021,Sparkling,🥉 Honor,"Valle, Ballina y Fernández",Pomarina Brut,94,Spain,1314,Sidra El Gaitero
413,2021,Sparkling,🥉 Honor,Azienda Agricola Docendo Discitur,Alma Cider Extra Brut 2019,93,Italy,2036,Docendo Discitur
414,2021,Sparkling,🥉 Honor,Sidra Somarroza,Sidra Espumosa Dulce Somarroza,93,Spain,1921,Sidra Somarroza
415,2021,Sparkling,🥉 Honor,Societa' Agricola Sidro Cadore,Sidro Vittoria Italian Bloom Vintage 2018,93,Italy,3147,Sidro Vittoria
416,2021,Sparkling,🥉 Honor,Balhom,Aldin,92,Norway,1534,Ciderhuset Balholm
417,2021,Sparkling,🥉 Honor,Keller Cider,C20,92,Switzerland,X,Keller Cider
418,2021,Sparkling,🥉 Honor,Muxaller Cider,Friesenjung,92,Germany,2827,Muxaller Cider
419,2021,Sparkling,🥉 Honor,von Wiesen,von Wiesen Apfel Brut 2018,92,Germany,3260,Von Wiesen
420,2021,Sparkling,🥉 Honor,Anderdog Cider,Mali Apfelcider,91,Italy,3029,Apfelhotel Torgglerhof
421,2021,Sparkling,🥉 Honor,Schlaraffenburger Streuobstagentur,Schlaraffenburger Apfelsecco,91,Germany,3566,Schlaraffenburger
422,2021,Sparkling,🥉 Honor,Cidre Mauret,Le Robuste,90,France,3340,Cidre Mauret
423,2021,Sparkling,🥉 Honor,Legacy Irish Cider,Legacy Irish Cider Dry,90,Ireland,3341,Legacy Irish Cider
424,2021,Sparkling,🥉 Honor,Legacy Irish Cider,Longways Sweet Katy,89,Ireland,3341,Legacy Irish Cider
425,2021,Sparkling,🥉 Honor,Kikusui Brewing Company,Kikusui N35 Terroir,87,Japan,2016,Kikusui Brewing Co.
426,2021,Sparkling,🥉 Honor,Latvijas Sidrs,Ezera Brut,86,Latvia,2993,Ezera Sidrs
427,2021,Sparkling,🥉 Honor,Andersen Winery,Bersærk 2016,83,Denmark,3001,Andersen Winery
428,2021,Mixed & Flavoured,🏆 Best of Category,Verein Mostbarone,Gourmetmost Brous,114,Austria,1548,Seppelbauer
429,2021,Mixed & Flavoured,🥇 Gold,Seppelbauer,Grünpichelbirnenmost,112,Austria,1548,Seppelbauer
430,2021,Mixed & Flavoured,🥇 Gold,Mosterei Möhl,Ciderclan Heritage Cider Tobiässler Fusion,111,Switzerland,3124,Mosterei Möhl
431,2021,Mixed & Flavoured,🥈 Silver,Seppelbauer,Birnenmost Cuvée,103,Austria,1548,Seppelbauer
432,2021,Mixed & Flavoured,🥈 Silver,Verein Mostbarone,Gourmetmost Preh,103,Austria,1548,Seppelbauer
433,2021,Mixed & Flavoured,🥈 Silver,Incider,Incider Cherry,101,Switzerland,3259,Incider
434,2021,Mixed & Flavoured,🥈 Silver,Incider,Incider Perry,101,Switzerland,3259,Incider
435,2021,Mixed & Flavoured,🥉 Honor,Verein Mostbarone,Gourmetmost Exhibator,94,Austria,1548,Seppelbauer
436,2021,Mixed & Flavoured,🥉 Honor,Privatkellerei Schäfer,Ingwerwein mit Orange & Zitrone,81,Germany,3575,Privatkellerei Schäfer
437,2021,Sparkling Mixed & Flavoured,🏆 Best of Category,Verein Mostbarone,Baron Cider Birne,120,Austria,1548,Seppelbauer
438,2021,Sparkling Mixed & Flavoured,🏆 Best of Category,von Wiesen,Quittenschaumwein Brut 2019,120,Germany,3260,Von Wiesen
439,2021,Sparkling Mixed & Flavoured,🥇 Gold,Pirinum,Lilo – Cider geil !,119,Austria,3130,Pirinum
440,2021,Sparkling Mixed & Flavoured,🥇 Gold,Balholm,Handverkcider med Bær,116,Norway,1534,Ciderhuset Balholm
441,2021,Sparkling Mixed & Flavoured,🥇 Gold,Pomolo Obstweine,Apfel-Mispel-Secco,114,Germany,1336,Pomolo Obstweine
442,2021,Sparkling Mixed & Flavoured,🥇 Gold,Berryland,Apple Quince Cider,112,Ukraine,1995,Berryland
443,2021,Sparkling Mixed & Flavoured,🥇 Gold,Manufaktur Jörg Geiger,Schwäbischer Wiesenobst Cider,112,Germany,1322,Jörg Geiger
444,2021,Sparkling Mixed & Flavoured,🥇 Gold,Pomolo Obstweine,Apfel-Schlehe-Secco,112,Germany,1336,Pomolo Obstweine
445,2021,Sparkling Mixed & Flavoured,🥇 Gold,"Valle, Ballina y Fernández",Spring Cider Apples & Grapes,112,Spain,1314,Sidra El Gaitero
446,2021,Sparkling Mixed & Flavoured,🥇 Gold,Andersen Winery,Ben A 2018,109,Denmark,3001,Andersen Winery
447,2021,Sparkling Mixed & Flavoured,🥇 Gold,Andersen Winery,Elmsfeuer 2020,109,Denmark,3001,Andersen Winery
448,2021,Sparkling Mixed & Flavoured,🥇 Gold,Cidrerie Milton,CID Rosé,109,Canada,750,Cidrerie Milton
449,2021,Sparkling Mixed & Flavoured,🥇 Gold,Mosterei Seiz,Herbert,109,Germany,3057,Mosterei Seiz
450,2021,Sparkling Mixed & Flavoured,🥇 Gold,Seppelbauer,Birnen Cider,109,Austria,1548,Seppelbauer
451,2021,Sparkling Mixed & Flavoured,🥈 Silver,1785 Cider,Perry Cuvée 2020,107,Germany,2373,1785 Cider
452,2021,Sparkling Mixed & Flavoured,🥈 Silver,Sabiles Sidrs,Gardener's Sweet Apple & Quince Cider,106,Latvia,2364,Sabiles Sidrs
453,2021,Sparkling Mixed & Flavoured,🥈 Silver,Cidrerie Milton,Hollyhop,104,Canada,750,Cidrerie Milton
454,2021,Sparkling Mixed & Flavoured,🥈 Silver,Kelterei Gerhard Nöll,Pfirsé Apfel-Secco mit rotem Weinbergpfirsich,104,Germany,1228,Kelterei Nöll
