ID,Year,ID2,WID,Medalist_Original,Class,Award,Medalist,Product,Score,Class #,BOC,Region_Original,Status,Region,Country,Website,Facebook,Instagram,Google,Yelp,TripAdvisor,Untappd
326,2016,53,1698,Jachmann Apple Co,New World Medium Cider,🥇 Gold,Jachmann Cider,Jachmann Pink Lady Apple Cider 330 Ml,93,2A,1,,Active,South Australia,Australia,"<a href=""https://jachmann.com.au/"">Website</a>","<a href=""https://www.facebook.com/JachmannAppleCider"">Facebook</a>",,,,,"<a href=""https://untappd.com/w/jachmann-apple-co/201681"">Untappd</a>"
340,2016,77,1227,Square Keg,New World Medium Cider,🥈 Silver,Aspall,Aspall Draught,87,2A,0,,Active,Suffolk,England,"<a href=""https://www.aspall.co.uk/"">Website</a>","<a href=""https://www.facebook.com/AspallUK/"">Facebook</a>","<a href=""https://www.instagram.com/aspalluk/"">Instagram</a>","<a href=""https://maps.google.com/?cid=12281573289882642327"">Google</a>",,,"<a href=""https://untappd.com/brewery/3468"">Untappd</a>"
311,2016,25,2837,Alpine Cider,New World Medium Cider,🥈 Silver,Alpine Cider,Alpine Cider Pink Lady Dry,86,2A,0,,Active,Victoria,Australia,"<a href=""https://alpinecider.com.au/"">Website</a>","<a href=""https://www.facebook.com/Nightingalebrosalpinecider/"">Facebook</a>","<a href=""https://www.instagram.com/alpinecider/"">Instagram</a>","<a href=""https://maps.google.com/?cid=8047391799601806918"">Google</a>",,,"<a href=""https://untappd.com/w/nightingale-bros/421899"">Untappd</a>"
328,2016,55,2862,Kangaroo Island Ciders,New World Medium Cider,🥈 Silver,Kangaroo Island Ciders,Colony Cove Draught Cider,86,2A,0,,Active,South Australia,Australia,"<a href=""https://www.kangarooislandciders.com.au/"">Website</a>",,,"<a href=""https://maps.google.com/?cid=7120331639179318476"">Google</a>",,,"<a href=""https://untappd.com/w/kangaroo-island-ciders/62318"">Untappd</a>"
345,2016,88,1131,Westons Cider,New World Medium Cider,🥈 Silver,Westons Cider,Stowford Press Medium Sweet Cider,86,2A,0,,Active,Herefordshire,England,"<a href=""https://www.westons-cider.co.uk/"">Website</a>","<a href=""https://www.facebook.com/WestonsCiderMill"">Facebook</a>","<a href=""https://www.instagram.com/westonscider/"">Instagram</a>","<a href=""https://maps.google.com/?cid=11779156514256391794"">Google</a>",,"<a href=""https://www.tripadvisor.com/Attraction_Review-g186303-d218508"">TripAdvisor</a>","<a href=""https://untappd.com/brewery/6135"">Untappd</a>"
329,2016,56,2862,Kangaroo Island Ciders,New World Medium Cider,🥈 Silver,Kangaroo Island Ciders,Colony Cove Original Cider,85,2A,0,,Active,South Australia,Australia,"<a href=""https://www.kangarooislandciders.com.au/"">Website</a>",,,"<a href=""https://maps.google.com/?cid=7120331639179318476"">Google</a>",,,"<a href=""https://untappd.com/w/kangaroo-island-ciders/62318"">Untappd</a>"
342,2016,82,2838,The Barossa Valley Cider Company,New World Medium Cider,🥈 Silver,Barossa Cider Co.,Squashed Apple Cider,85,2A,0,,Active,South Australia,Australia,"<a href=""https://barossavalleyciderco.com/"">Website</a>","<a href=""https://www.facebook.com/barossacider/"">Facebook</a>","<a href=""https://www.instagram.com/barossacider.co/"">Instagram</a>",,,,"<a href=""https://untappd.com/TheBarossaValleyCiderCo"">Untappd</a>"
315,2016,30,1190,Bilpin Cider Co,New World Medium Cider,🥉 Bronze,Bilpin Cider,Bilpin Original Cider,84,2A,0,,Active,New South Wales,Australia,"<a href=""https://bilpincider.com/"">Website</a>","<a href=""https://www.facebook.com/bilpincider"">Facebook</a>","<a href=""https://www.instagram.com/bilpincider/"">Instagram</a>","<a href=""https://maps.google.com/?cid=1982319036704250930"">Google</a>",,"<a href=""https://www.tripadvisor.com/Attraction_Review-g1093762-d10065632"">TripAdvisor</a>","<a href=""https://untappd.com/brewery/18734"">Untappd</a>"
317,2016,32,3414,Blue Elephant Beverage Co.,New World Medium Cider,🥉 Bronze,Blue Elephant Beverage Co.,Cider No.1,84,2A,0,,Inactive,Victoria,Australia,,,,,,,
322,2016,43,1488,Flying Brick Cider Co,New World Medium Cider,🥉 Bronze,Flying Brick Cider,Flying Brick Sunny Boy,84,2A,0,,Active,Victoria,Australia,"<a href=""https://flyingbrickciderco.com.au/"">Website</a>","<a href=""https://www.facebook.com/flyingbrickciderco"">Facebook</a>","<a href=""https://www.instagram.com/flyingbrickciderco/"">Instagram</a>","<a href=""https://maps.google.com/?cid=413601929230884265"">Google</a>","<a href=""https://www.yelp.com/biz/flying-brick-cider-co-wallington-2"">Yelp</a>","<a href=""https://www.tripadvisor.com/Restaurant_Review-g1937720-d7332877"">TripAdvisor</a>","<a href=""https://untappd.com/brewery/33883"">Untappd</a>"
333,2016,67,2865,Mr Little Cider,New World Medium Cider,🥉 Bronze,Mr Little Cider,Mr Little Genuine Apple Cider,84,2A,0,,Active,Victoria,Australia,"<a href=""https://mrlittlecider.com.au/"">Website</a>","<a href=""https://www.facebook.com/mrlittlecider/"">Facebook</a>","<a href=""https://www.instagram.com/mrlittlecider/"">Instagram</a>","<a href=""https://maps.google.com/?cid=2019669846727246935"">Google</a>",,"<a href=""https://www.tripadvisor.com/Attraction_Review-g552161-d15190619"">TripAdvisor</a>","<a href=""https://untappd.com/w/mr-little-cider/236921"">Untappd</a>"
334,2016,68,1176,Napoleone Cider,New World Medium Cider,🥉 Bronze,Napoleone Cider,Napoleone Apple Cider NV,84,2A,0,,Active,Victoria,Australia,"<a href=""https://napoleone.com.au/"">Website</a>","<a href=""https://www.facebook.com/napoleoneorchardbar"">Facebook</a>","<a href=""https://www.instagram.com/napoleonecider"">Instagram</a>","<a href=""https://maps.google.com/?cid=3472985488113617215"">Google</a>","<a href=""https://www.yelp.com/biz/napoleone-brewery-and-ciderhouse-coldstream"">Yelp</a>","<a href=""https://www.tripadvisor.com/Attraction_Review-g1205102-d7980976"">TripAdvisor</a>","<a href=""https://untappd.com/brewery/3800"">Untappd</a>"
316,2016,31,1190,Bilpin Cider Co,New World Medium Cider,🥉 Bronze,Bilpin Cider,Bilpin Archibald Cloudy Cider,82,2A,0,,Active,New South Wales,Australia,"<a href=""https://bilpincider.com/"">Website</a>","<a href=""https://www.facebook.com/bilpincider"">Facebook</a>","<a href=""https://www.instagram.com/bilpincider/"">Instagram</a>","<a href=""https://maps.google.com/?cid=1982319036704250930"">Google</a>",,"<a href=""https://www.tripadvisor.com/Attraction_Review-g1093762-d10065632"">TripAdvisor</a>","<a href=""https://untappd.com/brewery/18734"">Untappd</a>"
324,2016,48,3390,Granite Belt Cider Co,New World Medium Cider,🥉 Bronze,Granite Belt Cider Company,Treehouse Cider,82,2A,0,,Inactive,Queensland,Australia,,,,,,,
341,2016,78,1427,St Ronan's Cider,New World Medium Cider,🥉 Bronze,St Ronan's Cider,St Ronans Apple Cider,82,2A,0,,Active,Victoria,Australia,"<a href=""https://stronanscider.com.au/"">Website</a>","<a href=""https://www.facebook.com/StRonansCider"">Facebook</a>","<a href=""https://www.instagram.com/st_ronans_cider/"">Instagram</a>","<a href=""https://maps.google.com/?cid=1347860416011573691"">Google</a>",,,"<a href=""https://untappd.com/StRonansCider"">Untappd</a>"
327,2016,54,1698,Jachmann Apple Co,New World Medium Cider,🥉 Bronze,Jachmann Cider,Jachmann Royal Gala Apple Cider 330 Ml ,81,2A,0,,Active,South Australia,Australia,"<a href=""https://jachmann.com.au/"">Website</a>","<a href=""https://www.facebook.com/JachmannAppleCider"">Facebook</a>",,,,,"<a href=""https://untappd.com/w/jachmann-apple-co/201681"">Untappd</a>"
335,2016,69,1176,Napoleone Cider,New World Medium Cider,🥉 Bronze,Napoleone Cider,Napoleone Cloudy Apple Cider,81,2A,0,,Active,Victoria,Australia,"<a href=""https://napoleone.com.au/"">Website</a>","<a href=""https://www.facebook.com/napoleoneorchardbar"">Facebook</a>","<a href=""https://www.instagram.com/napoleonecider"">Instagram</a>","<a href=""https://maps.google.com/?cid=3472985488113617215"">Google</a>","<a href=""https://www.yelp.com/biz/napoleone-brewery-and-ciderhouse-coldstream"">Yelp</a>","<a href=""https://www.tripadvisor.com/Attraction_Review-g1205102-d7980976"">TripAdvisor</a>","<a href=""https://untappd.com/brewery/3800"">Untappd</a>"
336,2016,70,3427,Pettavel Road,New World Medium Cider,🥉 Bronze,Mt Duneed Estate,Pettavel Road Apple Cider,81,2A,0,,Active,Victoria,Australia,"<a href=""https://www.mtduneedestate.com.au/"">Website</a>","<a href=""https://www.facebook.com/mtduneedestatewinery"">Facebook</a>","<a href=""https://www.instagram.com/mtduneedestate"">Instagram</a>","<a href=""https://maps.google.com/?cid=3985539971527914017"">Google</a>",,"<a href=""https://www.tripadvisor.com/Attraction_Review-g2671384-d7208953"">TripAdvisor</a>","<a href=""https://untappd.com/w/mt-duneed-brewing-co/332364"">Untappd</a>"
318,2016,36,3418,Carlton & United Breweries Ltd,New World Medium Cider,🥉 Bronze,Cascade Brewing Co.,Bonamys Apple Cider,80,2A,0,,Active,Tasmania,Australia,"<a href=""https://cascadebrewerybar.com.au/"">Website</a>","<a href=""https://www.facebook.com/cascadebrewerybar"">Facebook</a>","<a href=""https://www.instagram.com/cascadebrewerybar"">Instagram</a>","<a href=""https://maps.google.com/?cid=12138549215731406353"">Google</a>","<a href=""https://www.yelp.com/biz/cascade-brewery-south-hobart-2"">Yelp</a>","<a href=""https://www.tripadvisor.com/Attraction_Review-g255097-d256543"">TripAdvisor</a>","<a href=""https://untappd.com/w/mercury-cider-company/20381"">Untappd</a>"
319,2016,39,1504,CORE Cider,New World Medium Cider,🥉 Bronze,Core Cider,CORE Meltdown,80,2A,0,,Active,Western Australia,Australia,"<a href=""https://corecider.com.au/"">Website</a>","<a href=""https://www.facebook.com/pages/The-CORE-Cider-House/193269374050973"">Facebook</a>","<a href=""https://www.instagram.com/coreciderhouse/"">Instagram</a>","<a href=""https://maps.google.com/?cid=9482101079872958147"">Google</a>","<a href=""https://www.yelp.com/biz/core-cider-pickering-brook-3"">Yelp</a>","<a href=""https://www.tripadvisor.com/Restaurant_Review-g804216-d3191966"">TripAdvisor</a>","<a href=""https://untappd.com/w/core-cider-house/90179"">Untappd</a>"
321,2016,41,2843,Darkes Cider,New World Medium Cider,🥉 Bronze,Darkes Cider,Darkes Cider Howler,80,2A,0,,Active,New South Wales,Australia,"<a href=""https://www.darkes.com.au/"">Website</a>","<a href=""https://www.facebook.com/DarkesCider"">Facebook</a>","<a href=""https://www.instagram.com/darkescider/"">Instagram</a>","<a href=""https://maps.google.com/?cid=9016868264603406991"">Google</a>",,"<a href=""https://www.tripadvisor.com/Attraction_Review-g7786462-d7786279"">TripAdvisor</a>","<a href=""https://untappd.com/w/darkes-cider/93421"">Untappd</a>"
323,2016,44,1488,Flying Brick Cider Co,New World Medium Cider,🥉 Bronze,Flying Brick Cider,Flying Brick Draught Cider,80,2A,0,,Active,Victoria,Australia,"<a href=""https://flyingbrickciderco.com.au/"">Website</a>","<a href=""https://www.facebook.com/flyingbrickciderco"">Facebook</a>","<a href=""https://www.instagram.com/flyingbrickciderco/"">Instagram</a>","<a href=""https://maps.google.com/?cid=413601929230884265"">Google</a>","<a href=""https://www.yelp.com/biz/flying-brick-cider-co-wallington-2"">Yelp</a>","<a href=""https://www.tripadvisor.com/Restaurant_Review-g1937720-d7332877"">TripAdvisor</a>","<a href=""https://untappd.com/brewery/33883"">Untappd</a>"
337,2016,73,1916,Sidewood Estate,New World Medium Cider,🥉 Bronze,Sidewood Estate,Sidewood Basket Pressed Apple Cider,80,2A,0,,Active,South Australia,Australia,"<a href=""https://sidewood.com.au/"">Website</a>","<a href=""https://www.facebook.com/SidewoodEstate/"">Facebook</a>","<a href=""https://www.instagram.com/sidewoodestate/"">Instagram</a>","<a href=""https://maps.google.com/?cid=16006910239256404559"">Google</a>",,"<a href=""https://www.tripadvisor.com.au/Attraction_Review-g499710-d19238424"">TripAdvisor</a>","<a href=""https://untappd.com/w/sidewood-estate/118552"">Untappd</a>"
339,2016,76,3195,South East Brewing Company,New World Medium Cider,🥉 Bronze,Kaiju! Beer,Golden Axe Apple Cider,80,2A,0,,Active,Victoria,Australia,"<a href=""https://kaijubeer.com.au/"">Website</a>","<a href=""https://www.facebook.com/KaijuBeer.au"">Facebook</a>","<a href=""https://www.instagram.com/kaijubeer"">Instagram</a>","<a href=""https://maps.google.com/?cid=487547657947015054"">Google</a>",,"<a href=""https://www.tripadvisor.com/Restaurant_Review-g4379937-d26699553"">TripAdvisor</a>","<a href=""https://untappd.com/SouthEastBrewingCompanyPtyLtd"">Untappd</a>"
344,2016,87,2571,Verano Ciders,New World Medium Cider,🥉 Bronze,Eva Group,Green Apple,80,2A,0,,Active,Navarre,Spain,"<a href=""https://www.evasa.com/"">Website</a>",,,"<a href=""https://maps.google.com/?cid=546948451257487120"">Google</a>",,,"<a href=""https://untappd.com/EvaGroup"">Untappd</a>"
313,2016,27,1188,Batlow Cider,New World Medium Cider,🥉 Bronze,Batlow Cider Co.,Batlow Premium Cider,79,2A,0,,Active,New South Wales,Australia,"<a href=""https://www.batlowcider.com.au/"">Website</a>","<a href=""https://www.facebook.com/batlowcider"">Facebook</a>","<a href=""https://www.instagram.com/batlowcider/"">Instagram</a>",,,,"<a href=""https://untappd.com/brewery/16618"">Untappd</a>"
347,2016,91,3438,Woolshed Brewery,New World Medium Cider,🥉 Bronze,Woolshed Brewery,Utopia Apple And Pear Cider,79,2A,0,,Inactive,South Australia,Australia,,,,,,,
348,2016,92,2878,Yarra Valley Cider,New World Medium Cider,🥉 Bronze,Yarra Valley Cider,Pure Apple,79,2A,0,,Active,Victoria,Australia,"<a href=""http://www.yarravalleycider.com.au/"">Website</a>","<a href=""https://www.facebook.com/YarraValleyCider/"">Facebook</a>","<a href=""https://www.instagram.com/yarravalleycider/"">Instagram</a>",,,,"<a href=""https://untappd.com/w/yarra-valley-cider/57524"">Untappd</a>"
312,2016,26,3412,Applelation,New World Medium Cider,🥉 Bronze,Patrick of Coonawarra,Applelation Apple Cider,78,2A,0,,Inactive,South Australia,Australia,,,,,,,
314,2016,28,1188,Batlow Cider,New World Medium Cider,🥉 Bronze,Batlow Cider Co.,Batlow Cloudy Cider (Can),78,2A,0,,Active,New South Wales,Australia,"<a href=""https://www.batlowcider.com.au/"">Website</a>","<a href=""https://www.facebook.com/batlowcider"">Facebook</a>","<a href=""https://www.instagram.com/batlowcider/"">Instagram</a>",,,,"<a href=""https://untappd.com/brewery/16618"">Untappd</a>"
320,2016,40,1504,CORE Cider,New World Medium Cider,🥉 Bronze,Core Cider,CORE Cloudy,78,2A,0,,Active,Western Australia,Australia,"<a href=""https://corecider.com.au/"">Website</a>","<a href=""https://www.facebook.com/pages/The-CORE-Cider-House/193269374050973"">Facebook</a>","<a href=""https://www.instagram.com/coreciderhouse/"">Instagram</a>","<a href=""https://maps.google.com/?cid=9482101079872958147"">Google</a>","<a href=""https://www.yelp.com/biz/core-cider-pickering-brook-3"">Yelp</a>","<a href=""https://www.tripadvisor.com/Restaurant_Review-g804216-d3191966"">TripAdvisor</a>","<a href=""https://untappd.com/w/core-cider-house/90179"">Untappd</a>"
325,2016,51,2858,Harcourt Perry & Cider Makers,New World Medium Cider,🥉 Bronze,Harcourt Perry & Cider Makers,Harcourt Apple Cider,78,2A,0,,Active,Victoria,Australia,"<a href=""https://harcourtcider.com.au/"">Website</a>","<a href=""https://www.facebook.com/HarcourtCider/"">Facebook</a>","<a href=""https://www.instagram.com/harcourtcider/"">Instagram</a>","<a href=""https://maps.google.com/?cid=8775592475109844928"">Google</a>",,,"<a href=""https://untappd.com/w/harcourt-perry-cider-makers/429734"">Untappd</a>"
330,2016,57,3448,Lion,New World Medium Cider,🥉 Bronze,Lion,Kirin Fuji Apple Cider,78,2A,0,,Active,New South Wales,Australia,"<a href=""https://www.lionco.com/"">Website</a>",,,,,,
331,2016,58,3448,Lion,New World Medium Cider,🥉 Bronze,Lion,5 Seeds Cloudy Apple Cider,78,2A,0,,Active,New South Wales,Australia,"<a href=""https://www.lionco.com/"">Website</a>",,,,,,
332,2016,63,1491,Lost Pippin,New World Medium Cider,🥉 Bronze,Lost Pippin,Lost Pippin Wild,78,2A,0,,Active,Tasmania,Australia,"<a href=""https://lostpippin.com.au/"">Website</a>","<a href=""https://www.facebook.com/LostPippin/"">Facebook</a>","<a href=""https://www.instagram.com/lostpippin/"">Instagram</a>",,,,"<a href=""https://untappd.com/brewery/42379"">Untappd</a>"
338,2016,74,1175,Small Acres Cyder,New World Medium Cider,🥉 Bronze,Small Acres Cyder,Small Acres Cyder 2014 Norfolk Still,78,2A,0,,Active,New South Wales,Australia,"<a href=""https://www.smallacrescyder.com.au/"">Website</a>","<a href=""https://www.facebook.com/SmallAcresCyder"">Facebook</a>","<a href=""https://www.instagram.com/smallacrescyder"">Instagram</a>","<a href=""https://maps.google.com/?cid=1497457670374953580"">Google</a>",,"<a href=""https://www.tripadvisor.com/Attraction_Review-g2642455-d5991203"">TripAdvisor</a>","<a href=""https://untappd.com/brewery/14584"">Untappd</a>"
343,2016,84,1184,The Hills Cider Company,New World Medium Cider,🥉 Bronze,The Hills Cider Company,The Hills Cider Company Apple,78,2A,0,,Active,South Australia,Australia,,"<a href=""https://www.facebook.com/thehillscidercompany"">Facebook</a>","<a href=""https://www.instagram.com/thehillscidercompany/"">Instagram</a>","<a href=""https://maps.google.com/?cid=40048064327732560"">Google</a>",,,"<a href=""https://untappd.com/thehillscidercompany"">Untappd</a>"
346,2016,89,1131,Westons Cider,New World Medium Cider,🥉 Bronze,Westons Cider,Caple Road No 3 Cider,78,2A,0,,Active,Herefordshire,England,"<a href=""https://www.westons-cider.co.uk/"">Website</a>","<a href=""https://www.facebook.com/WestonsCiderMill"">Facebook</a>","<a href=""https://www.instagram.com/westonscider/"">Instagram</a>","<a href=""https://maps.google.com/?cid=11779156514256391794"">Google</a>",,"<a href=""https://www.tripadvisor.com/Attraction_Review-g186303-d218508"">TripAdvisor</a>","<a href=""https://untappd.com/brewery/6135"">Untappd</a>"
359,2016,111,1442,Willie Smith's,Traditional Medium Cider,🥇 Gold,Willie Smith's,Willie Smiths French Blend Limited Release Cider,93,2B,1,,Active,Tasmania,Australia,"<a href=""https://www.williesmiths.com.au/"">Website</a>","<a href=""https://www.facebook.com/pages/Willie-Smiths-Organic-Cider/260319247336198"">Facebook</a>","<a href=""https://www.instagram.com/williesmithscider/"">Instagram</a>","<a href=""https://maps.google.com/?cid=16057012530083496420"">Google</a>","<a href=""https://www.yelp.com/biz/willie-smith-s-apple-shed-grove"">Yelp</a>","<a href=""https://www.tripadvisor.com/Restaurant_Review-g1175547-d7911074"">TripAdvisor</a>","<a href=""https://untappd.com/WilliamSmithandSons"">Untappd</a>"
350,2016,95,1350,"Bress Wine, Cider & Produce",Traditional Medium Cider,🥈 Silver,Bress Wines,2015 Bress Harcourt Valley Cider,88,2B,0,,Inactive,Victoria,Australia,,,,,,,
356,2016,105,1502,Spreyton Cider Co,Traditional Medium Cider,🥈 Silver,Spreyton Cider Co.,Spreyton Cidermakers Select - Vintage Select  - 16,87,2B,0,,Active,Tasmania,Australia,"<a href=""https://www.spreytonciderco.com.au/"">Website</a>","<a href=""https://www.facebook.com/SpreytonCiderCo"">Facebook</a>","<a href=""https://www.instagram.com/spreytonciderco/"">Instagram</a>","<a href=""https://maps.google.com/?cid=4719454766033276507"">Google</a>","<a href=""https://www.yelp.com/biz/spreyton-cider-co-spreyton-2"">Yelp</a>","<a href=""https://www.tripadvisor.com/Attraction_Review-g504292-d3738226"">TripAdvisor</a>","<a href=""https://untappd.com/SpreytonCiderCo"">Untappd</a>"
351,2016,96,1186,Daylesford Cider,Traditional Medium Cider,🥈 Silver,Daylesford Cider Company,Alf N Alf ,85,2B,0,,Active,Victoria,Australia,"<a href=""https://daylesfordcider.com.au/"">Website</a>","<a href=""https://www.facebook.com/DaylesfordCider"">Facebook</a>","<a href=""https://www.instagram.com/daylesfordcider/"">Instagram</a>","<a href=""https://maps.google.com/?cid=3704200538482217988"">Google</a>",,"<a href=""https://www.tripadvisor.com/Attraction_Review-g2533620-d4506486"">TripAdvisor</a>","<a href=""https://untappd.com/w/daylesford-cider-company/15899"">Untappd</a>"
352,2016,97,1314,Grupo El Gaitero,Traditional Medium Cider,🥉 Bronze,Sidra El Gaitero,EL GAITERO SPANISH CIDER,82,2B,0,,Active,Asturias,Spain,"<a href=""https://www.sidraelgaitero.com/"">Website</a>","<a href=""https://www.facebook.com/grupoelgaitero"">Facebook</a>","<a href=""https://www.instagram.com/grupoelgaitero/"">Instagram</a>","<a href=""https://maps.google.com/?cid=15753532318992345137"">Google</a>",,"<a href=""https://www.tripadvisor.com/Attraction_Review-g608997-d3239389"">TripAdvisor</a>","<a href=""https://untappd.com/brewery/4266"">Untappd</a>"
358,2016,109,1131,Westons Cider,Traditional Medium Cider,🥉 Bronze,Westons Cider,Henry Westons Vintage Reserve Cider,82,2B,0,,Active,Herefordshire,England,"<a href=""https://www.westons-cider.co.uk/"">Website</a>","<a href=""https://www.facebook.com/WestonsCiderMill"">Facebook</a>","<a href=""https://www.instagram.com/westonscider/"">Instagram</a>","<a href=""https://maps.google.com/?cid=11779156514256391794"">Google</a>",,"<a href=""https://www.tripadvisor.com/Attraction_Review-g186303-d218508"">TripAdvisor</a>","<a href=""https://untappd.com/brewery/6135"">Untappd</a>"
360,2016,112,1442,Willie Smith's,Traditional Medium Cider,🥉 Bronze,Willie Smith's,Willie Smiths Kingston Black Limited Release Cider,82,2B,0,,Active,Tasmania,Australia,"<a href=""https://www.williesmiths.com.au/"">Website</a>","<a href=""https://www.facebook.com/pages/Willie-Smiths-Organic-Cider/260319247336198"">Facebook</a>","<a href=""https://www.instagram.com/williesmithscider/"">Instagram</a>","<a href=""https://maps.google.com/?cid=16057012530083496420"">Google</a>","<a href=""https://www.yelp.com/biz/willie-smith-s-apple-shed-grove"">Yelp</a>","<a href=""https://www.tripadvisor.com/Restaurant_Review-g1175547-d7911074"">TripAdvisor</a>","<a href=""https://untappd.com/WilliamSmithandSons"">Untappd</a>"
355,2016,101,1533,McCashins Brewery,Traditional Medium Cider,🥉 Bronze,Rochdale Cider,Rochdale Classic Apple,81,2B,0,,Active,Nelson,New Zealand,"<a href=""http://rochdalecider.co.nz/"">Website</a>","<a href=""https://www.facebook.com/RochdaleCider"">Facebook</a>","<a href=""https://www.instagram.com/rochdalecider"">Instagram</a>",,,,"<a href=""https://untappd.com/brewery/16162"">Untappd</a>"
353,2016,98,2860,Hillbilly Cider,Traditional Medium Cider,🥉 Bronze,Hillbilly Cider,Hillbilly Vintage,80,2B,0,,Active,New South Wales,Australia,"<a href=""https://hillbillycider.com.au/"">Website</a>","<a href=""https://www.facebook.com/HillbillyCider/"">Facebook</a>","<a href=""https://www.instagram.com/hillbillycider/"">Instagram</a>","<a href=""https://maps.google.com/?cid=904695025997043027"">Google</a>",,"<a href=""https://www.tripadvisor.com/Attraction_Review-g1093762-d12290596"">TripAdvisor</a>","<a href=""https://untappd.com/w/hillbilly-harvest-co/44163"">Untappd</a>"
349,2016,94,2839,Borrodell Vineyard,Traditional Medium Cider,🥉 Bronze,Borrodell Vineyard,The Comrade,78,2B,0,,Active,New South Wales,Australia,"<a href=""https://www.borrodell.com.au/"">Website</a>","<a href=""https://www.facebook.com/BorrodellVineyard/"">Facebook</a>","<a href=""https://www.instagram.com/borrodell_vineyard/"">Instagram</a>","<a href=""https://maps.google.com/?cid=9113164481963775697"">Google</a>",,"<a href=""https://www.tripadvisor.com/Attraction_Review-g255326-d4469466"">TripAdvisor</a>","<a href=""https://untappd.com/w/borrodell-vineyard/42488"">Untappd</a>"
354,2016,99,2860,Hillbilly Cider,Traditional Medium Cider,🥉 Bronze,Hillbilly Cider,Hillbilly Scrumpy,78,2B,0,,Active,New South Wales,Australia,"<a href=""https://hillbillycider.com.au/"">Website</a>","<a href=""https://www.facebook.com/HillbillyCider/"">Facebook</a>","<a href=""https://www.instagram.com/hillbillycider/"">Instagram</a>","<a href=""https://maps.google.com/?cid=904695025997043027"">Google</a>",,"<a href=""https://www.tripadvisor.com/Attraction_Review-g1093762-d12290596"">TripAdvisor</a>","<a href=""https://untappd.com/w/hillbilly-harvest-co/44163"">Untappd</a>"
357,2016,107,1184,The Hills Cider Company,Traditional Medium Cider,🥉 Bronze,The Hills Cider Company,The Hills Cider Company Scrumpy,78,2B,0,,Active,South Australia,Australia,,"<a href=""https://www.facebook.com/thehillscidercompany"">Facebook</a>","<a href=""https://www.instagram.com/thehillscidercompany/"">Instagram</a>","<a href=""https://maps.google.com/?cid=40048064327732560"">Google</a>",,,"<a href=""https://untappd.com/thehillscidercompany"">Untappd</a>"
362,2016,123,2860,Hillbilly Cider,New World Sweet Cider,🥉 Bronze,Hillbilly Cider,Hillbilly Sweet Julie,80,3A,1,,Active,New South Wales,Australia,"<a href=""https://hillbillycider.com.au/"">Website</a>","<a href=""https://www.facebook.com/HillbillyCider/"">Facebook</a>","<a href=""https://www.instagram.com/hillbillycider/"">Instagram</a>","<a href=""https://maps.google.com/?cid=904695025997043027"">Google</a>",,"<a href=""https://www.tripadvisor.com/Attraction_Review-g1093762-d12290596"">TripAdvisor</a>","<a href=""https://untappd.com/w/hillbilly-harvest-co/44163"">Untappd</a>"
363,2016,124,1185,Mock Orchards,New World Sweet Cider,🥉 Bronze,Mock Red Hill,Mock Red Hill Sweet Cider,80,3A,1,,Active,Victoria,Australia,"<a href=""https://www.mockredhill.com.au/"">Website</a>","<a href=""https://www.facebook.com/pages/Mock-Red-Hill/181240308586996"">Facebook</a>","<a href=""https://www.instagram.com/mockredhill/"">Instagram</a>","<a href=""https://maps.google.com/?cid=10552205982251777171"">Google</a>","<a href=""https://www.yelp.com/biz/mock-orchards-red-hill"">Yelp</a>","<a href=""https://www.tripadvisor.com/Restaurant_Review-g552249-d9793363"">TripAdvisor</a>","<a href=""https://untappd.com/brewery/28770"">Untappd</a>"
366,2016,129,2875,Sydney Brewery,New World Sweet Cider,🥉 Bronze,Sydney Brewery,Sydney Cider,80,3A,1,,Active,New South Wales,Australia,"<a href=""https://sydneybrewery.com/"">Website</a>","<a href=""https://www.facebook.com/SydneyBrewery/"">Facebook</a>","<a href=""https://www.instagram.com/sydneybrewery/"">Instagram</a>","<a href=""https://maps.google.com/?cid=6674617705014025022"">Google</a>",,"<a href=""https://www.tripadvisor.com/Restaurant_Review-g23197656-d15602287"">TripAdvisor</a>","<a href=""https://untappd.com/SydneyBrewhouse"">Untappd</a>"
364,2016,127,1502,Spreyton Cider Co,New World Sweet Cider,🥉 Bronze,Spreyton Cider Co.,Spreyton Apple Cider,79,3A,0,,Active,Tasmania,Australia,"<a href=""https://www.spreytonciderco.com.au/"">Website</a>","<a href=""https://www.facebook.com/SpreytonCiderCo"">Facebook</a>","<a href=""https://www.instagram.com/spreytonciderco/"">Instagram</a>","<a href=""https://maps.google.com/?cid=4719454766033276507"">Google</a>","<a href=""https://www.yelp.com/biz/spreyton-cider-co-spreyton-2"">Yelp</a>","<a href=""https://www.tripadvisor.com/Attraction_Review-g504292-d3738226"">TripAdvisor</a>","<a href=""https://untappd.com/SpreytonCiderCo"">Untappd</a>"
361,2016,114,3428,Australian Beer Company,New World Sweet Cider,🥉 Bronze,Pressman's Cider,Pressmans Oaked Cider,78,3A,0,,Active,New South Wales,Australia,,"<a href=""https://www.facebook.com/pressmans"">Facebook</a>","<a href=""https://www.instagram.com/pressmans_cider/"">Instagram</a>",,,,"<a href=""https://untappd.com/b/australian-beer-co-pressman-s-cider/544529"">Untappd</a>"
365,2016,128,3415,Suspicious Squirrel,New World Sweet Cider,🥉 Bronze,Suspicious Squirrel,Suspicious Squirrel,78,3A,0,,Inactive,New South Wales,Australia,,,,,,,
