ID,Style,Medal,Medalist,Entry,Region,Points,WID,Website,Facebook,Instagram,Google,TripAdvisor,Untappd,Latitude,Longitude
85,Traditional Cider - Medium Sweet,🥉 BRONZE,Carmel Cider,Heritage,Western Australia,82,2844,https://carmelcider.com.au/,,https://www.instagram.com/carmel_cider,https://maps.google.com/?cid=9888810503901269588,,https://untappd.com/CarmelCiderCompany,-32.029804,116.0846998
86,Traditional Cider - Medium Sweet,🥉 BRONZE,Frank's Cider,Autumn Reserve,Tasmania,80,1553,https://www.frankscider.com.au/,https://www.facebook.com/FranksCider,https://www.instagram.com/frankscider/,https://maps.google.com/?cid=12281895632138757991,https://www.tripadvisor.com/Restaurant_Review-g504298-d7270183,https://untappd.com/brewery/66943,-43.0691759,147.023825
87,Traditional Cider - Medium Sweet,🥉 BRONZE,Small Acres Cyder,Heritage Blend,New South Wales,79.5,1175,https://www.smallacrescyder.com.au/,https://www.facebook.com/SmallAcresCyder,https://www.instagram.com/smallacrescyder,https://maps.google.com/?cid=1497457670374953580,https://www.tripadvisor.com/Attraction_Review-g2642455-d5991203,https://untappd.com/brewery/14584,-33.2818782,148.9909171
88,Traditional Cider - Sweet,🥉 BRONZE,Ecusson,Cidre Rosé,France,79,3182,https://www.cidre-ecusson.com/,https://www.facebook.com/CidreEcusson/,https://www.instagram.com/cidreecusson/,https://maps.google.com/?cid=4055962133986878795,,https://untappd.com/w/cidres-ecusson/15641,48.8279643,2.2657746
89,Traditional Cider - Méthode Traditionnelle (Disgorged),🥇 GOLD,St Ronan’s Cider,Methode Traditionelle Apple Cider,Victoria,92.5,1427,https://stronanscider.com.au/,https://www.facebook.com/StRonansCider,https://www.instagram.com/st_ronans_cider/,https://maps.google.com/?cid=1347860416011573691,,https://untappd.com/StRonansCider,-37.6872838,145.5377722
90,Traditional Cider - Méthode Traditionnelle (Disgorged),🥉 BRONZE,Flying Brick Cider Co,MC,Victoria,80.5,1488,https://flyingbrickciderco.com.au/,https://www.facebook.com/flyingbrickciderco,https://www.instagram.com/flyingbrickciderco/,https://maps.google.com/?cid=413601929230884265,https://www.tripadvisor.com/Restaurant_Review-g1937720-d7332877,https://untappd.com/brewery/33883,-38.2112991,144.5152589
91,Traditional Cider - Méthode Traditionnelle (Disgorged),🥉 BRONZE,Yallingup Cider Co.,Heritage Apple Cider,Western Australia,80.5,2877,https://www.yallingupciderco.com.au/,,https://www.instagram.com/yallingupciderco/,,,,-33.720299,115.030966
92,Traditional Cider - Méthode Traditionnelle (Disgorged),🥉 BRONZE,Carmel Cider,Heritage,Western Australia,80,2844,https://carmelcider.com.au/,,https://www.instagram.com/carmel_cider,https://maps.google.com/?cid=9888810503901269588,,https://untappd.com/CarmelCiderCompany,-32.029804,116.0846998
93,Traditional Cider - Méthode Traditionnelle (Disgorged),🥉 BRONZE,Captains Creek,Sparkling Organic Cider,Victoria,78,3194,https://www.captainscreek.com/,https://www.facebook.com/CaptainsCreekOrganicWines,https://www.instagram.com/captainscreekwinery,https://maps.google.com/?cid=5345523854642937105,https://www.tripadvisor.com/Attraction_Review-g2275855-d2249819,https://untappd.com/w/captain-s-creek/77455,-37.34899,144.0203772
94,Apple and Pear Blends,🥈 SILVER,DV Cider,Pulp Friction,Victoria,87,2851,https://dvcider.com.au/,https://www.facebook.com/darraweitvalleycider/,https://www.instagram.com/dvcider/,https://maps.google.com/?cid=9100243841087380471,https://www.tripadvisor.com/Attraction_Review-g27087874-d21406538,https://untappd.com/DarraweitValleyCider,-37.400128,144.8905117
95,Apple and Pear Blends,🥈 SILVER,Lenswood Cider Company,Apple/Pear Cider,South Australia,85,2863,https://www.lenswoodciderco.com.au/,https://www.facebook.com/lenswoodciderco,https://www.instagram.com/lenswoodciderco/,,,https://untappd.com/w/lenswood-cider-co/472218,-34.94118,138.8195355
96,Apple and Pear Blends,🥈 SILVER,Mock Red Hill,Pear Cider,Victoria,85,1185,https://www.mockredhill.com.au/,https://www.facebook.com/pages/Mock-Red-Hill/181240308586996,https://www.instagram.com/mockredhill/,https://maps.google.com/?cid=10552205982251777171,https://www.tripadvisor.com/Restaurant_Review-g552249-d9793363,https://untappd.com/brewery/28770,-38.3738505,144.993723
97,Apple and Pear Blends,🥉 BRONZE,LOBO Cider,Apple and Pear,South Australia,82.5,1189,https://www.lobocider.com.au/,https://www.facebook.com/LOBOcider/,https://www.instagram.com/lobocider,,,https://untappd.com/brewery/8446,-34.9198542,138.8289368
98,Apple and Pear Blends,🥉 BRONZE,Barossa Cider Co,Squashed Cloudy Cider,South Australia,82,2838,https://barossavalleyciderco.com/,https://www.facebook.com/barossacider/,https://www.instagram.com/barossacider.co/,,,https://untappd.com/TheBarossaValleyCiderCo,-34.479051,138.9579419
99,Apple and Pear Blends,🥉 BRONZE,Bruny Island Cider,Bruny Island Apple & Pear Cider,Tasmania,77.5,2840,https://www.brunyisland.com/catalogue/bruny-island-cider/,https://www.facebook.com/BrunyIslandCider/,https://www.instagram.com/brunyislandcider/,,,https://untappd.com/w/bruny-island-cider/235917,-43.3220335,147.2421817
100,New World Perry - Dry,🥈 SILVER,Twisted Sister,Twisted Sister Pear Cider,Victoria,85,2855,https://www.grand-ridge.com.au/,https://www.facebook.com/grandridgebrewery,https://www.instagram.com/grandridgebeer/,https://maps.google.com/?cid=8403918293255045179,https://www.tripadvisor.com/Restaurant_Review-g552213-d4791367,https://untappd.com/GrandRidgeBrewery,-38.4008598,146.1628112
101,New World Perry - Medium,🥇 GOLD,Napoleone Cider,Napoleone Pear Cider,Victoria,93,1176,https://napoleone.com.au/,https://www.facebook.com/napoleoneorchardbar,https://www.instagram.com/napoleonecider,https://maps.google.com/?cid=3472985488113617215,https://www.tripadvisor.com/Attraction_Review-g1205102-d7980976,https://untappd.com/brewery/3800,-37.691864,145.4129791
102,New World Perry - Medium,🥈 SILVER,Flying Brick Cider Co,Pear Cider,Victoria,87,1488,https://flyingbrickciderco.com.au/,https://www.facebook.com/flyingbrickciderco,https://www.instagram.com/flyingbrickciderco/,https://maps.google.com/?cid=413601929230884265,https://www.tripadvisor.com/Restaurant_Review-g1937720-d7332877,https://untappd.com/brewery/33883,-38.2112991,144.5152589
103,New World Perry - Medium,🥈 SILVER,Hills Cider,Pear,South Australia,87,1184,,https://www.facebook.com/thehillscidercompany,https://www.instagram.com/thehillscidercompany/,https://maps.google.com/?cid=40048064327732560,,https://untappd.com/thehillscidercompany,-35.0133029,138.8931757
104,New World Perry - Medium,🥉 BRONZE,Bilpin Cider,Bilpin Pear Cider,New South Wales,82,1190,https://bilpincider.com/,https://www.facebook.com/bilpincider,https://www.instagram.com/bilpincider/,https://maps.google.com/?cid=1982319036704250930,https://www.tripadvisor.com/Attraction_Review-g1093762-d10065632,https://untappd.com/brewery/18734,-33.5034269,150.5299259
105,New World Perry - Medium Sweet,🥉 BRONZE,Eddies Cider,Smooth Pear,Victoria,83.5,2852,https://www.eddiescider.com.au/,https://www.facebook.com/EddiesCider/,https://www.instagram.com/eddies_organic_cider/,,,https://untappd.com/w/eddies-cider/424405,-38.3827587,145.0225816
106,New World Perry - Medium Sweet,🥉 BRONZE,Barossa Cider Co,Squashed Pear Cider,South Australia,82.5,2838,https://barossavalleyciderco.com/,https://www.facebook.com/barossacider/,https://www.instagram.com/barossacider.co/,,,https://untappd.com/TheBarossaValleyCiderCo,-34.479051,138.9579419
107,New World Perry - Sweet,🥉 BRONZE,Frank's Cider,Summer Pear,Tasmania,81.5,1553,https://www.frankscider.com.au/,https://www.facebook.com/FranksCider,https://www.instagram.com/frankscider/,https://maps.google.com/?cid=12281895632138757991,https://www.tripadvisor.com/Restaurant_Review-g504298-d7270183,https://untappd.com/brewery/66943,-43.0691759,147.023825
108,New World Perry - Méthode Traditionnelle (Disgorged),🥈 SILVER,St Ronan’s Cider,Methode Trdditionelle Pear Cider,Victoria,85.5,1427,https://stronanscider.com.au/,https://www.facebook.com/StRonansCider,https://www.instagram.com/st_ronans_cider/,https://maps.google.com/?cid=1347860416011573691,,https://untappd.com/StRonansCider,-37.6872838,145.5377722
109,New World Perry - Méthode Traditionnelle (Disgorged),🥉 BRONZE,Carmel Cider,Pear 21,Western Australia,80.5,2844,https://carmelcider.com.au/,,https://www.instagram.com/carmel_cider,https://maps.google.com/?cid=9888810503901269588,,https://untappd.com/CarmelCiderCompany,-32.029804,116.0846998
110,Traditional Perry - Dry,🥉 BRONZE,Hart’s Farm,Pear Cider,Victoria,83,2859,https://www.hartsfarm.com.au/,https://www.facebook.com/Hartsfarm.morningtonpeninsula,https://www.instagram.com/hartsfarm,https://maps.google.com/?cid=10474103931088012940,https://www.tripadvisor.com/Attraction_Review-g552256-d2477464,https://untappd.com/w/hart-s-farm/278622,-38.4093246,145.0064544
111,Experimental Cider or Perry,🥈 SILVER,Carmel Cider,Apple Pie Moonshine,Western Australia,90,2844,https://carmelcider.com.au/,,https://www.instagram.com/carmel_cider,https://maps.google.com/?cid=9888810503901269588,,https://untappd.com/CarmelCiderCompany,-32.029804,116.0846998
112,Experimental Cider or Perry,🥈 SILVER,Napoleone Cider,Louis Rosé Cider,Victoria,86,1176,https://napoleone.com.au/,https://www.facebook.com/napoleoneorchardbar,https://www.instagram.com/napoleonecider,https://maps.google.com/?cid=3472985488113617215,https://www.tripadvisor.com/Attraction_Review-g1205102-d7980976,https://untappd.com/brewery/3800,-37.691864,145.4129791
113,Experimental Cider or Perry,🥉 BRONZE,Sydney Brewery,Agave Ginger Cider,New South Wales,80,2875,https://sydneybrewery.com/,https://www.facebook.com/SydneyBrewery/,https://www.instagram.com/sydneybrewery/,https://maps.google.com/?cid=6674617705014025022,https://www.tripadvisor.com/Restaurant_Review-g23197656-d15602287,https://untappd.com/SydneyBrewhouse,-33.8819999,151.2098009
114,Experimental Cider or Perry,🥉 BRONZE,Rebel Cider,Forbidden Apple Cherry Sour,Victoria,80,3192,,https://www.facebook.com/profile.php?id=100080154523886,https://www.instagram.com/rebel.cider/,,,,-37.9043935,144.997032
115,Experimental Cider or Perry,🥉 BRONZE,Flying Brick Cider Co,Pachinga,Victoria,79.5,1488,https://flyingbrickciderco.com.au/,https://www.facebook.com/flyingbrickciderco,https://www.instagram.com/flyingbrickciderco/,https://maps.google.com/?cid=413601929230884265,https://www.tripadvisor.com/Restaurant_Review-g1937720-d7332877,https://untappd.com/brewery/33883,-38.2112991,144.5152589
116,Experimental Cider or Perry,🥉 BRONZE,DV Cider,Calamansi Cider Crush,Victoria,78.5,2851,https://dvcider.com.au/,https://www.facebook.com/darraweitvalleycider/,https://www.instagram.com/dvcider/,https://maps.google.com/?cid=9100243841087380471,https://www.tripadvisor.com/Attraction_Review-g27087874-d21406538,https://untappd.com/DarraweitValleyCider,-37.400128,144.8905117
117,No/Low Alcohol Cider or Perry,🥈 SILVER,Bilpin Cider,Bilpin Non Alc Apple & Ginger,New South Wales,87,1190,https://bilpincider.com/,https://www.facebook.com/bilpincider,https://www.instagram.com/bilpincider/,https://maps.google.com/?cid=1982319036704250930,https://www.tripadvisor.com/Attraction_Review-g1093762-d10065632,https://untappd.com/brewery/18734,-33.5034269,150.5299259
118,No/Low Alcohol Cider or Perry,🥉 BRONZE,Bilpin Cider,Bilpin Non Alc Apple & Blood Orange,New South Wales,83,1190,https://bilpincider.com/,https://www.facebook.com/bilpincider,https://www.instagram.com/bilpincider/,https://maps.google.com/?cid=1982319036704250930,https://www.tripadvisor.com/Attraction_Review-g1093762-d10065632,https://untappd.com/brewery/18734,-33.5034269,150.5299259
119,No/Low Alcohol Cider or Perry,🥉 BRONZE,Carmel Cider,Virgin,Western Australia,83,2844,https://carmelcider.com.au/,,https://www.instagram.com/carmel_cider,https://maps.google.com/?cid=9888810503901269588,,https://untappd.com/CarmelCiderCompany,-32.029804,116.0846998
120,No/Low Alcohol Cider or Perry,🥉 BRONZE,Zeffer,0% Passionfruit infused Cider,New Zealand,82,1451,https://zeffer.co.nz/,https://www.facebook.com/zefferdrinks/,https://www.instagram.com/zefferdrinks/,https://maps.google.com/?cid=13931145990495161499,https://www.tripadvisor.com/Attraction_Review-g255680-d15328989,https://untappd.com/Zeffer,-39.5775333,176.7740347
121,No/Low Alcohol Cider or Perry,🥉 BRONZE,Hillbilly Cider,Non Alc Apple,New South Wales,81.5,2860,https://hillbillycider.com.au/,https://www.facebook.com/HillbillyCider/,https://www.instagram.com/hillbillycider/,https://maps.google.com/?cid=904695025997043027,https://www.tripadvisor.com/Attraction_Review-g1093762-d12290596,https://untappd.com/w/hillbilly-harvest-co/44163,-33.5050517,150.5450351
122,No/Low Alcohol Cider or Perry,🥉 BRONZE,Hills Cider,Non Alcoholic Apple,South Australia,81,1184,,https://www.facebook.com/thehillscidercompany,https://www.instagram.com/thehillscidercompany/,https://maps.google.com/?cid=40048064327732560,,https://untappd.com/thehillscidercompany,-35.0133029,138.8931757
123,No/Low Alcohol Cider or Perry,🥉 BRONZE,Small Acres Cyder,Golden Knot Apple and Pear Non Alcoholic Cider,New South Wales,80.5,1175,https://www.smallacrescyder.com.au/,https://www.facebook.com/SmallAcresCyder,https://www.instagram.com/smallacrescyder,https://maps.google.com/?cid=1497457670374953580,https://www.tripadvisor.com/Attraction_Review-g2642455-d5991203,https://untappd.com/brewery/14584,-33.2818782,148.9909171
124,No/Low Alcohol Cider or Perry,🥉 BRONZE,Willie Smith's Tasmanian,Non-Alc Apple Cider,Tasmania,79,1442,https://www.williesmiths.com.au/,https://www.facebook.com/pages/Willie-Smiths-Organic-Cider/260319247336198,https://www.instagram.com/williesmithscider/,https://maps.google.com/?cid=16057012530083496420,https://www.tripadvisor.com/Restaurant_Review-g1175547-d7911074,https://untappd.com/WilliamSmithandSons,-42.987793,147.085402
125,No/Low Alcohol Cider or Perry,🥉 BRONZE,Spreyton Cider Co,Non-Alcoholic Cider,Tasmania,78,1502,https://www.spreytonciderco.com.au/,https://www.facebook.com/SpreytonCiderCo,https://www.instagram.com/spreytonciderco/,https://maps.google.com/?cid=4719454766033276507,https://www.tripadvisor.com/Attraction_Review-g504292-d3738226,https://untappd.com/SpreytonCiderCo,-41.2451669,146.3426667
126,No/Low Alcohol Cider or Perry,🥉 BRONZE,Hillbilly Cider,Ginger,New South Wales,77.5,2860,https://hillbillycider.com.au/,https://www.facebook.com/HillbillyCider/,https://www.instagram.com/hillbillycider/,https://maps.google.com/?cid=904695025997043027,https://www.tripadvisor.com/Attraction_Review-g1093762-d12290596,https://untappd.com/w/hillbilly-harvest-co/44163,-33.5050517,150.5450351
127,Cider or Perry with Fruit,🥇 GOLD,Plenty,Apple + Blueberry,Tasmania,95,2699,https://www.plentycider.com.au/,https://www.facebook.com/plentycider/,https://www.instagram.com/plentycider/,https://maps.google.com/?cid=108618394510087143,,https://untappd.com/w/plenty-cider/454183,-42.7535512,146.9708462
128,Cider or Perry with Fruit,🥈 SILVER,Flying Brick Cider Co,Pango,Victoria,90,1488,https://flyingbrickciderco.com.au/,https://www.facebook.com/flyingbrickciderco,https://www.instagram.com/flyingbrickciderco/,https://maps.google.com/?cid=413601929230884265,https://www.tripadvisor.com/Restaurant_Review-g1937720-d7332877,https://untappd.com/brewery/33883,-38.2112991,144.5152589
129,Cider or Perry with Fruit,🥈 SILVER,Monkey Rock Cider,Blackcurrant Cider,Western Australia,87.5,2864,https://www.monkeyrockwinery.com.au/,https://www.facebook.com/monkeyrockwinerydenmarkWA,https://www.instagram.com/monkeyrockwineryandcider/,https://maps.google.com/?cid=4216191327395483874,https://www.tripadvisor.com/Attraction_Review-g488338-d18942597,https://untappd.com/w/monkey-rock-cider/488303,-34.9965582,117.2639961
130,Cider or Perry with Fruit,🥈 SILVER,Monkey Rock Cider,Passionfruit Cider,Western Australia,86,2864,https://www.monkeyrockwinery.com.au/,https://www.facebook.com/monkeyrockwinerydenmarkWA,https://www.instagram.com/monkeyrockwineryandcider/,https://maps.google.com/?cid=4216191327395483874,https://www.tripadvisor.com/Attraction_Review-g488338-d18942597,https://untappd.com/w/monkey-rock-cider/488303,-34.9965582,117.2639961
131,Cider or Perry with Fruit,🥉 BRONZE,Spreyton Cider Co,Sour Cherry Cider,Tasmania,84.5,1502,https://www.spreytonciderco.com.au/,https://www.facebook.com/SpreytonCiderCo,https://www.instagram.com/spreytonciderco/,https://maps.google.com/?cid=4719454766033276507,https://www.tripadvisor.com/Attraction_Review-g504292-d3738226,https://untappd.com/SpreytonCiderCo,-41.2451669,146.3426667
132,Cider or Perry with Fruit,🥉 BRONZE,Spreyton Cider Co,Apple & Raspberry Cider,Tasmania,84,1502,https://www.spreytonciderco.com.au/,https://www.facebook.com/SpreytonCiderCo,https://www.instagram.com/spreytonciderco/,https://maps.google.com/?cid=4719454766033276507,https://www.tripadvisor.com/Attraction_Review-g504292-d3738226,https://untappd.com/SpreytonCiderCo,-41.2451669,146.3426667
133,Cider or Perry with Fruit,🥉 BRONZE,Plenty,Apple + Strawberry,Tasmania,83,2699,https://www.plentycider.com.au/,https://www.facebook.com/plentycider/,https://www.instagram.com/plentycider/,https://maps.google.com/?cid=108618394510087143,,https://untappd.com/w/plenty-cider/454183,-42.7535512,146.9708462
134,Cider or Perry with Fruit,🥉 BRONZE,Flying Brick Cider Co,Splicer,Victoria,82,1488,https://flyingbrickciderco.com.au/,https://www.facebook.com/flyingbrickciderco,https://www.instagram.com/flyingbrickciderco/,https://maps.google.com/?cid=413601929230884265,https://www.tripadvisor.com/Restaurant_Review-g1937720-d7332877,https://untappd.com/brewery/33883,-38.2112991,144.5152589
135,Cider or Perry with Fruit,🥉 BRONZE,Frank's Cider,Raspberry Pear,Tasmania,81,1553,https://www.frankscider.com.au/,https://www.facebook.com/FranksCider,https://www.instagram.com/frankscider/,https://maps.google.com/?cid=12281895632138757991,https://www.tripadvisor.com/Restaurant_Review-g504298-d7270183,https://untappd.com/brewery/66943,-43.0691759,147.023825
136,Cider or Perry with Fruit,🥉 BRONZE,Monkey Rock Cider,Pineapple Cider,Western Australia,81,2864,https://www.monkeyrockwinery.com.au/,https://www.facebook.com/monkeyrockwinerydenmarkWA,https://www.instagram.com/monkeyrockwineryandcider/,https://maps.google.com/?cid=4216191327395483874,https://www.tripadvisor.com/Attraction_Review-g488338-d18942597,https://untappd.com/w/monkey-rock-cider/488303,-34.9965582,117.2639961
137,Cider or Perry with Fruit,🥉 BRONZE,Plenty,Apple + Quince,Tasmania,81,2699,https://www.plentycider.com.au/,https://www.facebook.com/plentycider/,https://www.instagram.com/plentycider/,https://maps.google.com/?cid=108618394510087143,,https://untappd.com/w/plenty-cider/454183,-42.7535512,146.9708462
138,Cider or Perry with Fruit,🥉 BRONZE,Hillbilly Cider,Summer,New South Wales,78.5,2860,https://hillbillycider.com.au/,https://www.facebook.com/HillbillyCider/,https://www.instagram.com/hillbillycider/,https://maps.google.com/?cid=904695025997043027,https://www.tripadvisor.com/Attraction_Review-g1093762-d12290596,https://untappd.com/w/hillbilly-harvest-co/44163,-33.5050517,150.5450351
139,Cider or Perry with Fruit,🥉 BRONZE,Flying Brick Cider Co,RasPerry,Victoria,78,1488,https://flyingbrickciderco.com.au/,https://www.facebook.com/flyingbrickciderco,https://www.instagram.com/flyingbrickciderco/,https://maps.google.com/?cid=413601929230884265,https://www.tripadvisor.com/Restaurant_Review-g1937720-d7332877,https://untappd.com/brewery/33883,-38.2112991,144.5152589
140,Cider or Perry with Fruit,🥉 BRONZE,Plenty,Apple + Cherry,Tasmania,78,2699,https://www.plentycider.com.au/,https://www.facebook.com/plentycider/,https://www.instagram.com/plentycider/,https://maps.google.com/?cid=108618394510087143,,https://untappd.com/w/plenty-cider/454183,-42.7535512,146.9708462
141,Lighter Strength Cider or Perry,🥈 SILVER,PRAH,Wild Red,Tasmania,86.5,X,https://www.prah.au/,,,,,,,
142,Lighter Strength Cider or Perry,🥉 BRONZE,Darkes Cider,Perry,New South Wales,81,2843,https://www.darkes.com.au/,https://www.facebook.com/DarkesCider,https://www.instagram.com/darkescider/,https://maps.google.com/?cid=9016868264603406991,https://www.tripadvisor.com/Attraction_Review-g7786462-d7786279,https://untappd.com/w/darkes-cider/93421,-34.236701,150.917685
143,Lighter Strength Cider or Perry,🥉 BRONZE,St Ronan's Cider,Apple and Pear Mid,Victoria,77.5,1427,https://stronanscider.com.au/,https://www.facebook.com/StRonansCider,https://www.instagram.com/st_ronans_cider/,https://maps.google.com/?cid=1347860416011573691,,https://untappd.com/StRonansCider,-37.6872838,145.5377722
144,Cider or Perry with Botanicals,🥇 GOLD,DV Cider,Roadknight,Victoria,93,2851,https://dvcider.com.au/,https://www.facebook.com/darraweitvalleycider/,https://www.instagram.com/dvcider/,https://maps.google.com/?cid=9100243841087380471,https://www.tripadvisor.com/Attraction_Review-g27087874-d21406538,https://untappd.com/DarraweitValleyCider,-37.400128,144.8905117
145,Cider or Perry with Botanicals,🥈 SILVER,Spreyton Cider Co,Spiced Pear Cider,Tasmania,88,1502,https://www.spreytonciderco.com.au/,https://www.facebook.com/SpreytonCiderCo,https://www.instagram.com/spreytonciderco/,https://maps.google.com/?cid=4719454766033276507,https://www.tripadvisor.com/Attraction_Review-g504292-d3738226,https://untappd.com/SpreytonCiderCo,-41.2451669,146.3426667
146,Cider or Perry with Botanicals,🥈 SILVER,Crafty Cider,Ole Ginger,New South Wales,86,2849,https://www.craftycider.com.au/,https://www.facebook.com/craftyciderbatlow,https://www.instagram.com/craftyciderbatlow/,https://maps.google.com/?cid=15536909893508302345,,https://untappd.com/w/crafty-cider/460789,-35.5685824,148.1051911
147,Cider or Perry with Botanicals,🥉 BRONZE,DV Cider,Hop Drop,Victoria,82,2851,https://dvcider.com.au/,https://www.facebook.com/darraweitvalleycider/,https://www.instagram.com/dvcider/,https://maps.google.com/?cid=9100243841087380471,https://www.tripadvisor.com/Attraction_Review-g27087874-d21406538,https://untappd.com/DarraweitValleyCider,-37.400128,144.8905117
148,Cider or Perry with Botanicals,🥉 BRONZE,Monkey Rock Cider,Hawaiian Dayz Cider,Western Australia,80.5,2864,https://www.monkeyrockwinery.com.au/,https://www.facebook.com/monkeyrockwinerydenmarkWA,https://www.instagram.com/monkeyrockwineryandcider/,https://maps.google.com/?cid=4216191327395483874,https://www.tripadvisor.com/Attraction_Review-g488338-d18942597,https://untappd.com/w/monkey-rock-cider/488303,-34.9965582,117.2639961
149,Cider or Perry with Botanicals,🥉 BRONZE,Flying Brick Cider Co,Spiced Cider,Victoria,80,1488,https://flyingbrickciderco.com.au/,https://www.facebook.com/flyingbrickciderco,https://www.instagram.com/flyingbrickciderco/,https://maps.google.com/?cid=413601929230884265,https://www.tripadvisor.com/Restaurant_Review-g1937720-d7332877,https://untappd.com/brewery/33883,-38.2112991,144.5152589
150,Cider or Perry with Botanicals,🥉 BRONZE,Lenswood Cider Company,Apple/Ginger Cider,South Australia,79.5,2863,https://www.lenswoodciderco.com.au/,https://www.facebook.com/lenswoodciderco,https://www.instagram.com/lenswoodciderco/,,,https://untappd.com/w/lenswood-cider-co/472218,-34.94118,138.8195355
151,Cider or Perry with Botanicals,🥉 BRONZE,Henry Street Brewhouse,Lady Of The Lake,Victoria,78.5,3189,https://www.henrystbrewhouse.com.au/,https://www.facebook.com/HenryStBrewhouse,https://www.instagram.com/henrystbrewhouse,https://maps.google.com/?cid=9275785949075554717,https://www.tripadvisor.com/Attraction_Review-g255100-d10312912,https://untappd.com/HenryStBrewhouse,-37.7980191,144.934435
152,Cider or Perry with Botanicals,🥉 BRONZE,Spreyton Cider Co,Bitter Cider,Tasmania,77.5,1502,https://www.spreytonciderco.com.au/,https://www.facebook.com/SpreytonCiderCo,https://www.instagram.com/spreytonciderco/,https://maps.google.com/?cid=4719454766033276507,https://www.tripadvisor.com/Attraction_Review-g504292-d3738226,https://untappd.com/SpreytonCiderCo,-41.2451669,146.3426667
153,Cider or Perry with Botanicals,🥉 BRONZE,The Cidery,Love Child - Ginger Cider,Western Australia,77.5,1177,https://www.thecidery.com.au/,https://www.facebook.com/TheCideryBridgetown,https://www.instagram.com/thecidery_/,https://maps.google.com/?cid=5365209465918520059,https://www.tripadvisor.com/Restaurant_Review-g488330-d3385747,https://untappd.com/BlackwoodValleyBrewingCompany,-33.955182,116.148075
154,Wood Aged Cider or Perry,🥈 SILVER,Willie Smith's Tasmanian,Brandy Barrel Aged Apple Cider,Tasmania,89,1442,https://www.williesmiths.com.au/,https://www.facebook.com/pages/Willie-Smiths-Organic-Cider/260319247336198,https://www.instagram.com/williesmithscider/,https://maps.google.com/?cid=16057012530083496420,https://www.tripadvisor.com/Restaurant_Review-g1175547-d7911074,https://untappd.com/WilliamSmithandSons,-42.987793,147.085402
155,Wood Aged Cider or Perry,🥈 SILVER,Hillbilly Cider,Barrel Aged Vintage,New South Wales,85,2860,https://hillbillycider.com.au/,https://www.facebook.com/HillbillyCider/,https://www.instagram.com/hillbillycider/,https://maps.google.com/?cid=904695025997043027,https://www.tripadvisor.com/Attraction_Review-g1093762-d12290596,https://untappd.com/w/hillbilly-harvest-co/44163,-33.5050517,150.5450351
156,Wood Aged Cider or Perry,🥉 BRONZE,Funk Cider,Sweet Oaked Cider,Western Australia,82,2854,https://www.funkcider.com.au/,https://www.facebook.com/funkdrinksco,https://www.instagram.com/funkdrinksco/,https://maps.google.com/?cid=10108756665139980900,https://www.tripadvisor.com/Attraction_Review-g2308113-d11815291,https://untappd.com/FunkCider,-31.8781416,115.9686002
157,Wood Aged Cider or Perry,🥉 BRONZE,Hillbilly Cider,Vintage Apple,New South Wales,82,2860,https://hillbillycider.com.au/,https://www.facebook.com/HillbillyCider/,https://www.instagram.com/hillbillycider/,https://maps.google.com/?cid=904695025997043027,https://www.tripadvisor.com/Attraction_Review-g1093762-d12290596,https://untappd.com/w/hillbilly-harvest-co/44163,-33.5050517,150.5450351
158,Wood Aged Cider or Perry,🥉 BRONZE,Sydney Brewery,Organic Oaked Cider,New South Wales,78,2875,https://sydneybrewery.com/,https://www.facebook.com/SydneyBrewery/,https://www.instagram.com/sydneybrewery/,https://maps.google.com/?cid=6674617705014025022,https://www.tripadvisor.com/Restaurant_Review-g23197656-d15602287,https://untappd.com/SydneyBrewhouse,-33.8819999,151.2098009
159,Pommeau,🥈 SILVER,Carmel Cider,Mistelle,Western Australia,90,2844,https://carmelcider.com.au/,,https://www.instagram.com/carmel_cider,https://maps.google.com/?cid=9888810503901269588,,https://untappd.com/CarmelCiderCompany,-32.029804,116.0846998
160,Pommeau,🥈 SILVER,Willie Smith's Tasmanian,Pommeau,Tasmania,88,1442,https://www.williesmiths.com.au/,https://www.facebook.com/pages/Willie-Smiths-Organic-Cider/260319247336198,https://www.instagram.com/williesmithscider/,https://maps.google.com/?cid=16057012530083496420,https://www.tripadvisor.com/Restaurant_Review-g1175547-d7911074,https://untappd.com/WilliamSmithandSons,-42.987793,147.085402
161,Pommeau,🥈 SILVER,Small Acres Cyder,Pommeau Apple Mistelle 2021,New South Wales,85,1175,https://www.smallacrescyder.com.au/,https://www.facebook.com/SmallAcresCyder,https://www.instagram.com/smallacrescyder,https://maps.google.com/?cid=1497457670374953580,https://www.tripadvisor.com/Attraction_Review-g2642455-d5991203,https://untappd.com/brewery/14584,-33.2818782,148.9909171
162,Eau de Vie (Apple or Pear Spirit),🥈 SILVER,St Andrews Beach Brewery,Home Track Apple Vodka,Victoria,88,2873,https://standrewsbeachbrewery.com.au/,https://www.facebook.com/sab.brewery/,https://www.instagram.com/sab.brewery/,https://maps.google.com/?cid=3674219969181670288,https://www.tripadvisor.com/Restaurant_Review-g1800212-d13141758,https://untappd.com/StAndrewsBeachBrewery,-38.418584,144.8598607
